@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 23118 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3932 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 50852 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 84433 numeric
@attribute 8517 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4592,1.5306,1.8011,1.8408,2.2511,0.6301,3.0447,1.5255,0.064,3.1376,1.0901,1.1434,1.2646,1.9662,1.6889,2.2235,2.4805,0.7691,1.6169,1.5303,1.4782,0.1982,0.9328,1.243,1.4148,1.4603,0.2248,0.2245,0.8106,1.1707,0.6655,0.3441,1.7332,1.1561,2.2816,2.164,2.3141,0.7787,1.6895,Control
Utah__A02,1.0308,1.317,1.4216,1.9724,2.3441,0.5394,3.2633,1.414,0.2722,3.6276,1.0826,0.9151,1.2681,1.7131,1.279,2.0678,1.8546,0.6471,1.3286,1.3861,1.1561,0.1599,0.5138,0.647,1.23,1.1513,0.0476,0.1754,0.7424,0.8273,0.5022,0.3329,1.719,0.884,1.9895,1.8639,2.276,0.4601,1.432,Control
Utah__A03,1.1874,1.5532,1.3773,2.2167,2.32,0.6168,3.2587,1.698,0.0989,3.3288,0.3109,1.0536,1.4447,1.7413,1.4481,2.7745,1.6129,0.777,1.4291,1.4305,1.3011,0.2603,0.8164,0.9196,1.459,1.3066,0.0934,0.1461,0.9056,1.0659,0.59,0.358,1.8322,1.099,1.9398,1.726,2.3253,0.6678,1.5818,Control
Utah__A04,1.1446,1.0954,1.5642,1.9243,2.1154,0.7192,3.256,1.1807,0.1989,3.5778,0.0915,0.9388,1.3759,1.9976,1.4307,2.2888,2.1123,0.7264,1.383,1.3728,1.4673,0.2795,0.6622,0.7631,1.4617,1.2606,0.103,0.1606,0.7685,0.9476,0.6404,0.3611,1.7619,0.9158,1.9869,1.8071,2.3006,0.7131,1.5443,Control
Utah__A05,1.1379,1.4575,1.5814,2.2998,2.5246,0.7657,3.3307,1.4126,0.2537,3.5296,1.1502,1.0568,1.4136,1.7053,1.5153,2.4787,1.6686,0.8704,1.5208,1.8135,1.3057,0.3911,0.6824,0.9399,1.5159,1.3929,0.0479,0.1513,0.825,0.9862,0.6188,0.5943,1.9617,1.1686,1.5613,1.5181,1.9004,0.7498,1.816,Control
Utah__A06,1.0398,1.4051,1.4081,1.9422,2.406,0.6325,3.1875,1.5093,0.1825,3.3593,0.2693,0.9679,1.3554,1.6353,1.3528,2.4894,1.6501,0.7642,1.4163,1.4187,1.3466,0.1824,0.5873,0.8375,1.312,1.2752,0.0865,0.157,0.7493,0.9127,0.5338,0.3083,1.7604,0.9591,1.5105,1.4556,1.709,0.7031,1.6757,Control
Utah__A07,1.2534,1.4813,1.7287,1.8919,2.2993,0.7661,2.8594,1.3639,0.0756,3.3186,0.2407,1.1316,1.4305,1.7391,1.6808,1.9854,1.8621,0.7972,1.6368,1.5148,1.6128,0.1921,0.8646,1.3109,1.2303,1.5008,0.0922,0.2075,0.9049,1.2001,0.619,0.3113,1.7833,1.0825,1.8185,1.7176,2.038,1.1256,1.6541,Control
Utah__A08,1.4232,1.3335,1.9423,1.5099,1.9586,0.401,2.6,1.2623,0.1471,2.8904,0.2157,1.1825,1.5328,1.5842,1.8517,1.9135,2.0374,0.8157,1.8021,1.5358,1.7107,0.159,1.0663,1.5,1.2164,1.6185,0.1402,0.1618,0.8033,1.2858,0.6822,0.1506,1.6076,0.9288,1.694,1.7898,1.9365,1.5141,1.4489,Control
Utah__A09,1.2729,1.4215,1.7492,1.4803,1.9645,0.3074,2.8203,1.109,0.1972,3.0509,0.2228,1.0308,1.3605,1.8564,1.6,2.2018,1.933,0.8094,1.4941,1.4418,1.5301,0.1611,0.8567,1.3575,1.304,1.3452,0.1287,0.1739,0.7418,1.1451,0.5377,0.2373,1.4702,0.8224,2.0494,1.7943,2.2663,0.9382,1.6131,Control
Utah__A10,1.2092,1.4407,1.7556,1.8458,2.3878,0.3703,2.9707,1.21,0.1049,3.2873,1.1195,1.1319,1.547,1.9077,1.6339,2.1342,1.8105,0.8424,1.743,1.7142,1.6455,0.2578,0.9458,1.3359,1.2969,1.6039,0.1296,0.1461,0.9223,1.1147,0.608,0.38,1.8338,1.0817,2.072,1.874,2.2669,0.9822,1.4859,Control
Utah__A11,1.0335,1.3452,1.3488,1.3249,1.7397,0.3657,2.8884,0.9221,0.1309,3.194,0.4223,0.7572,1.1425,1.6756,1.1125,2.0686,1.5512,0.7155,1.2242,1.0238,1.2045,0.1856,0.8235,0.9869,1.1956,1.0633,0.0893,0.1151,0.7483,0.9786,0.3792,0.3096,1.2754,0.7706,2.1129,1.7651,2.1767,0.6942,1.41,Control
