@relation data

@attribute id string
@attribute 10312 numeric
@attribute 1080 numeric
@attribute 109 numeric
@attribute 10945 numeric
@attribute 10952 numeric
@attribute 11014 numeric
@attribute 11015 numeric
@attribute 115 numeric
@attribute 127124 numeric
@attribute 155066 numeric
@attribute 23480 numeric
@attribute 23545 numeric
@attribute 245972 numeric
@attribute 245973 numeric
@attribute 2778 numeric
@attribute 29927 numeric
@attribute 30001 numeric
@attribute 375 numeric
@attribute 3784 numeric
@attribute 4583 numeric
@attribute 50617 numeric
@attribute 51382 numeric
@attribute 51606 numeric
@attribute 523 numeric
@attribute 525 numeric
@attribute 526 numeric
@attribute 527 numeric
@attribute 528 numeric
@attribute 529 numeric
@attribute 533 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 534 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 55176 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 60 numeric
@attribute 6558 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 8992 numeric
@attribute 90423 numeric
@attribute 9114 numeric
@attribute 9296 numeric
@attribute 9414 numeric
@attribute 9550 numeric
@attribute 9601 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7936,-0.127,0.3687,1.2639,0.9926,1.5228,-0.0225,0.2911,-0.0479,0.4024,1.1385,1.0266,-0.0776,-0.0412,0.7306,1.7091,1.4134,1.0242,0.1086,-0.0649,-0.1084,1.6582,0.9594,1.4015,0.0289,2.8254,1.0258,1.6281,0.9499,1.6689,1.7307,0.6199,0.0645,1.0761,1.9601,0.6745,0.945,1.1287,-0.1227,0.5534,1.0586,-0.0574,1.142,2.0458,0.7273,-0.0819,1.4022,0.3562,0.5626,1.2664,0.0626,0.7106,0.9757,1.146,Control
Utah__A02,0.7549,-0.0581,0.2795,1.1285,0.8604,1.4263,-0.0527,0.2222,-0.1011,0.295,1.024,0.7065,-0.0078,0.0948,0.5967,1.671,1.1184,0.9595,0.0325,-0.0657,-0.0901,1.4864,0.6375,1.4956,0.0818,3.1816,0.9582,1.4522,0.8694,1.6846,1.247,0.6094,0.1636,0.8377,1.9733,0.282,0.8462,0.9806,-0.1089,0.2001,0.7032,-0.1301,0.9562,1.7686,0.6218,-0.1007,1.0939,0.1906,0.2222,1.2777,0.2026,0.5174,0.7493,1.0771,Control
Utah__A03,0.9431,-0.0445,0.3236,1.2775,1.1282,1.54,-0.0227,0.4127,0.1157,0.2953,1.2522,0.9009,-0.0472,0.0806,0.6975,1.7405,1.379,1.2127,0.1282,-0.0709,-0.0957,1.9409,0.8927,1.5466,0.0734,2.9725,1.2265,1.5634,0.9261,1.8914,1.3323,0.8192,0.1748,1.0526,2.0738,0.4702,1.0405,0.9935,-0.0955,0.1966,0.9762,-0.1328,1.0907,2.0648,0.7053,-0.1214,1.1357,0.2553,0.3828,1.4662,0.4128,0.7777,0.8944,1.1663,Control
Utah__A04,0.7948,-0.0652,0.3505,1.1479,0.9622,1.327,-0.0241,0.2531,-0.0194,0.32,1.1949,0.7194,-7e-04,0.081,0.6569,1.85,1.2258,1.1147,0.1226,-0.0245,-0.0508,1.2857,0.6517,1.4586,0.0783,3.0375,1.1789,1.4314,0.6926,1.8069,1.3202,0.503,0.1062,0.8252,2.0137,0.3756,0.8362,1.1638,-0.1322,0.3061,0.82,0.0051,0.9348,1.9505,0.6737,-0.0609,1.1965,0.2261,0.3698,1.3568,0.3879,0.5876,0.7138,1.2712,Control
Utah__A05,1.0502,-0.0816,0.3581,1.4165,0.9218,1.6969,-0.0121,0.3876,-0.05,0.3452,1.1706,0.8434,-0.0426,0.0266,0.6767,1.8847,1.3373,1.162,0.1811,-0.0321,-0.0824,1.7712,0.8066,1.7506,0.0235,3.2561,1.3959,1.7064,0.8974,2.0948,1.2108,0.7744,0.117,1.1782,2.3625,0.3899,1.1378,1.0454,-0.0826,0.3059,0.9512,-0.0102,1.0738,2.0435,0.6842,-0.06,1.2454,0.2186,0.3529,1.6407,0.4141,0.9076,0.8263,1.3054,Control
Utah__A06,0.8689,-0.0452,0.241,1.2639,1.0262,1.4862,-0.0459,0.2854,-0.0563,0.2423,1.1819,0.7387,-0.0461,-0.0223,0.5918,1.8312,1.1488,1.1349,0.0752,-0.1214,-0.0764,1.6227,0.7317,1.5203,0.0309,3.0859,1.0719,1.4463,0.7095,1.8673,1.2063,0.6376,0.1041,0.9685,2.1096,0.3801,1.0087,0.8785,-0.1543,0.296,0.9045,-0.1858,1.0469,1.8446,0.6566,-0.0945,1.1742,0.2243,0.3527,1.3993,0.3952,0.6916,0.8343,1.1775,Control
Utah__A07,0.8625,-0.0607,0.3313,1.2717,1.0225,1.5806,0.007,0.3257,-0.1059,0.372,1.1977,0.9012,-0.0198,0.0628,0.6707,1.7716,1.2229,1.1813,0.2237,-0.1091,-0.0489,1.7124,0.9943,1.5838,0.0336,3.2389,1.0731,1.7231,0.8374,1.7954,1.2924,0.7028,0.1399,1.1077,2.0442,0.5528,0.903,1.1356,-0.131,0.5102,1.3099,-0.1581,1.0479,1.8021,0.7105,-0.1515,1.1316,0.3773,0.5059,1.4273,0.2238,0.6294,0.7821,1.2108,Control
Utah__A08,0.6934,-0.1025,0.2182,1.0294,0.7499,1.3493,0.0081,0.3097,-0.0929,0.2662,1.0695,0.9388,-0.0719,0.044,0.6901,1.4969,1.2919,0.9997,0.1956,-0.0443,-0.1161,1.3109,1.0263,1.3538,-0.0444,2.7517,0.8683,1.4793,0.8027,1.3602,1.4821,0.8279,0.1707,1.0043,1.5973,0.6053,0.9887,1.1812,-0.03,0.8364,1.4137,-0.1612,1.0982,1.5964,0.8092,-0.0935,0.8875,0.3603,0.32,1.1007,0.1225,0.721,0.689,1.0478,Control
Utah__A09,0.8205,-0.0501,0.3049,1.1944,0.789,1.337,-0.0073,0.2174,0.016,0.3399,0.9625,0.8108,-0.0147,0.054,0.6175,1.6495,1.2738,1.003,0.1866,-0.0546,-0.0766,1.5818,0.8826,1.3303,0.0384,2.9108,0.9832,1.4576,0.8541,1.4718,1.3752,0.6457,0.0973,0.934,1.8493,0.4685,1.0256,1.096,-0.2464,0.5718,1.2508,-0.1546,1.0489,1.768,0.6578,-0.1171,1.0418,0.202,0.4436,1.2723,0.3463,0.6998,0.6354,1.0763,Control
Utah__A10,0.8011,-0.0771,0.272,1.1696,0.7598,1.3801,-0.0255,0.3596,-0.0822,0.2752,1.0031,0.8598,-0.0244,-0.0387,0.6986,1.8377,1.1654,1.1223,0.1962,-0.0776,-0.0797,1.5601,0.8365,1.6605,0.0315,3.3666,1.0358,1.697,0.8687,1.6456,1.2657,0.7249,0.034,1.1174,2.0381,0.5097,0.9363,1.2467,-0.1022,0.3781,1.3167,-0.0174,1.0175,1.821,0.7714,-0.1058,1.1061,0.2653,0.3112,1.4296,0.2461,0.6714,0.601,1.1012,Control
