@relation data

@attribute id string
@attribute 1022 numeric
@attribute 10629 numeric
@attribute 11036 numeric
@attribute 129685 numeric
@attribute 138474 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 27097 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2969 numeric
@attribute 387332 numeric
@attribute 391767 numeric
@attribute 404672 numeric
@attribute 4331 numeric
@attribute 51616 numeric
@attribute 54457 numeric
@attribute 6872 numeric
@attribute 6873 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6879 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 8148 numeric
@attribute 83860 numeric
@attribute 902 numeric
@attribute 9519 numeric
@attribute 9569 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5802,0.5266,-0.136,0.8931,0.0558,0.3669,0.9849,0.7609,1.468,0.7562,1.5094,0.4283,0.9552,0.9155,0.4001,0.9641,1.3044,0.3275,0.964,0.0012,-0.0761,0.3148,0.3124,1.3253,-0.0856,0.6429,1.4354,0.4841,0.5881,0.7619,0.6298,2.8327,0.8683,1.8275,1.3417,0.8598,1.734,1.2511,1.68,0.5442,1.6417,1.2199,0.0652,Control
Utah__A02,0.3655,0.2927,-0.007,0.7033,0.0164,0.2626,0.7292,0.7265,1.2066,0.3735,1.3843,0.4873,0.6177,0.7528,0.2157,0.6071,0.9392,0.1366,0.7648,-0.0306,0.1178,0.3985,0.1154,1.0342,-0.1694,0.4072,1.1626,0.4446,0.2514,0.5249,0.5484,2.9876,0.7829,1.8079,0.9482,0.7379,1.584,1.0281,1.3231,0.3102,1.1906,0.9165,0.1587,Control
Utah__A03,0.5555,0.3943,0.0348,0.8428,-0.0325,0.413,0.9585,0.8231,1.3019,0.6154,1.4372,0.5055,1.0246,0.9088,0.3497,0.7964,1.1066,0.2466,0.8289,0.0522,0.0849,0.3284,0.1977,1.1425,-0.0957,0.5459,1.3817,0.5491,0.2561,0.771,0.6671,2.5869,0.7482,1.8946,1.0884,0.8216,1.7102,1.1738,1.4696,0.4332,1.5435,1.0443,0.1878,Control
Utah__A04,0.5596,0.2767,0.0856,0.754,0.036,0.3413,0.7792,0.7465,1.2486,0.502,1.4777,0.4531,0.7208,0.8665,0.2486,0.5536,0.8619,0.2567,0.8574,0.0661,-0.0463,0.2742,0.1644,1.1505,-0.097,0.4253,1.1396,0.5017,0.3374,0.5117,0.6728,2.9742,0.9389,1.9274,1.0148,0.7825,1.2528,1.1602,1.3386,0.3361,1.4379,1.047,0.1446,Control
Utah__A05,0.5538,0.5185,-0.0206,0.8847,0.1092,0.4677,0.8769,0.7354,1.3485,0.5204,1.6013,0.4844,0.888,1.0537,0.3416,0.6421,1.0592,0.3328,0.8925,0.004,-0.0285,0.5638,0.1852,1.1291,-0.125,0.502,1.3224,0.5372,0.3764,0.7079,0.7083,2.7964,0.8598,2.146,1.0904,0.9016,1.6173,1.2078,1.5641,0.4095,1.4466,1.0934,0.1219,Control
Utah__A06,0.5002,0.3628,0.0835,0.7998,0.0266,0.3095,0.8123,0.7847,1.2782,0.5035,1.4809,0.4367,0.7986,0.9523,0.2325,0.6933,1.0497,0.3044,0.7619,-0.0731,-0.0979,0.5191,0.136,1.0043,-0.1182,0.5593,1.2579,0.4476,0.3804,0.5346,0.5476,2.6757,0.7844,1.774,1.0265,0.8045,1.6865,1.1087,1.4305,0.3829,1.4245,0.908,0.0513,Control
Utah__A07,0.536,0.3368,0.0018,0.8057,-0.0341,0.3495,0.9036,0.7882,1.3964,0.5942,1.497,0.5523,0.9684,0.9564,0.3985,0.8235,1.117,0.3143,0.8285,-0.0437,-0.0675,0.2977,0.3864,1.0879,-0.1672,0.5793,1.3606,0.4543,0.3784,0.7013,0.5539,2.6756,0.7985,1.7797,1.2114,0.8535,1.8752,1.1369,1.653,0.6041,1.7306,1.0994,0.1117,Control
Utah__A08,0.6008,0.2556,-0.1411,0.7823,-0.0163,0.2823,0.9421,0.8629,1.2769,0.5658,1.4881,0.4619,1.1166,0.7089,0.443,0.7888,1.0224,0.1607,0.9665,-0.013,0.1276,0.3034,0.5927,1.0484,-0.1579,0.661,1.4851,0.5262,0.5687,0.5315,0.6086,2.6829,0.802,1.602,1.2998,0.7221,1.2873,1.1686,1.5266,0.7476,1.8361,1.0643,0.1099,Control
Utah__A09,0.5342,0.3443,-0.0614,0.6732,0.0594,0.2424,0.8333,0.718,1.3062,0.4522,1.3191,0.4122,0.9499,0.9767,0.3887,0.6481,1.183,0.172,0.7827,-0.0536,0.0337,0.3841,0.3814,1.1386,-0.1498,0.5604,1.3269,0.4433,0.3987,0.5886,0.4951,2.6899,0.6742,1.7908,1.0183,0.6915,1.4705,1.0737,1.5374,0.5579,1.6176,0.9283,0.1403,Control
Utah__A10,0.6226,0.258,-0.0096,0.7781,0.0361,0.3422,0.9836,0.7698,1.3093,0.614,1.5678,0.5449,0.9344,0.8408,0.3808,0.651,1.0047,0.2017,0.8892,-0.0117,0.072,0.4643,0.3743,1.13,-0.1105,0.6006,1.4096,0.4877,0.2504,0.6837,0.5207,2.8647,0.6595,1.8854,1.2172,0.8572,1.6146,1.1722,1.4194,0.6047,1.9214,1.1484,0.1057,Control
Utah__A11,0.4857,0.2913,0.0238,0.4326,2e-04,0.328,0.5912,0.553,1.2166,0.3812,1.0728,0.3467,0.8935,0.936,0.2957,0.5843,1.1051,0.0898,0.6505,0.0133,0.0253,0.2318,0.3321,1.0926,-0.1399,0.4609,1.1952,0.4419,0.2303,0.5341,0.3414,2.312,0.5738,1.5518,0.7421,0.5394,1.7056,0.8312,1.4166,0.4593,1.1617,0.6725,0.0652,Control
Utah__A12,0.4064,0.0508,0.1773,0.39,0.0856,0.2251,0.5299,0.395,0.6793,0.2116,1.2997,0.3827,0.5545,0.5138,0.0536,0.3564,0.471,0.0199,0.5831,0.0382,0.2865,0.2258,0.0425,0.7278,-0.2195,0.2949,0.7376,0.2363,0.0675,0.1473,0.4264,2.8595,0.6095,1.6897,0.6778,0.5832,0.6885,0.7572,0.7044,0.1435,0.9335,0.7847,0.2114,Control
Utah__B01,0.5145,0.227,0.0185,0.7027,0.0093,0.0845,0.8416,0.6712,1.1884,0.8234,1.3946,0.3596,0.8258,0.6075,0.3104,0.7214,1.0664,0.0956,0.786,-0.109,0.0334,0.2863,0.2817,1.1134,-0.2452,0.6317,1.2861,0.2371,0.4294,0.3826,0.429,2.5261,1.1964,1.7338,1.4487,0.6282,1.6845,1.1677,1.4235,0.3849,1.5871,1.0084,0.0408,Control
Utah__B02,0.5819,0.4178,-0.0671,0.8589,0.0377,0.4327,0.9875,0.8146,1.3623,0.6668,1.5659,0.4528,0.8778,0.9725,0.3036,0.6942,1.2324,0.2937,0.8596,-0.0521,0.1328,0.4483,0.181,1.2064,-0.1098,0.5711,1.2813,0.4511,0.3472,0.6768,0.6279,2.9279,0.9991,1.9908,1.4116,0.7957,1.7051,1.2335,1.5929,0.3571,1.7122,1.1071,0.0598,Control
Utah__B03,0.5173,0.3037,0.0493,0.7216,0.099,0.2794,0.9663,0.7432,1.2933,0.6328,1.5347,0.49,0.8146,0.8277,0.3114,0.661,1.0281,0.2011,0.8335,-0.0456,0.1399,0.217,0.271,1.1509,-0.1446,0.5785,1.2709,0.4193,0.3041,0.5522,0.4893,2.7826,1.0318,1.7393,1.3296,0.695,1.7027,1.1689,1.4859,0.3943,1.7017,1.067,0.0449,BRCACancer
Utah__B04,0.499,0.1152,0.0426,0.7174,-0.1016,0.1925,0.8736,0.7441,1.0215,0.426,1.3105,0.4222,1.0274,0.579,0.4086,0.6193,0.5741,0.104,1.0445,-0.058,-0.1088,0.1083,0.4884,0.6899,-0.1519,0.5282,1.2462,0.48,0.3113,0.3491,0.5081,2.2227,0.7642,1.4886,1.1411,0.5802,0.9909,1.0505,1.4233,0.5553,1.6148,1.0077,0.0964,BRCACancer
