@relation data

@attribute id string
@attribute 10499 numeric
@attribute 2071 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2962 numeric
@attribute 5430 numeric
@attribute 5914 numeric
@attribute 6256 numeric
@attribute 6908 numeric
@attribute 8202 numeric
@attribute 8648 numeric
@attribute 8841 numeric
@attribute 8850 numeric
@attribute 9612 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7964,0.9639,1.4785,1.4776,0.4251,0.9239,1.5867,0.6313,0.5643,1.2445,2.0616,1.2533,0.8237,1.5138,0.3969,Control
Utah__A02,0.4925,0.7176,1.2231,1.3553,0.4821,0.7645,1.4247,0.514,0.5698,1.0213,1.8803,1.1431,0.6863,1.3559,0.3246,Control
Utah__A03,0.7438,0.9385,1.3163,1.407,0.4997,0.9173,1.6028,0.8306,0.7376,1.1671,2.0392,1.2588,0.7133,1.5245,0.4966,Control
Utah__A04,0.5667,0.7658,1.2641,1.4466,0.449,0.8758,1.4929,0.5643,0.5621,1.1535,1.9023,1.2291,0.6251,1.4194,0.4337,Control
Utah__A05,0.7119,0.8599,1.3618,1.5674,0.4793,1.0592,1.6063,0.849,0.7456,1.2012,2.0004,1.3483,0.7879,1.3851,0.5185,Control
Utah__A06,0.5851,0.7976,1.2931,1.4497,0.4332,0.9599,1.4852,0.7355,0.6974,1.1019,1.9215,1.2359,0.6994,1.2545,0.396,Control
Utah__A07,0.9556,0.8856,1.4086,1.4654,0.5449,0.9639,1.5124,0.6822,0.6753,1.1302,2.1379,1.3474,0.7627,1.5198,0.3945,Control
Utah__A08,1.1446,0.9227,1.2918,1.4568,0.4575,0.7215,1.6185,0.5923,0.5417,1.1619,2.1202,1.4524,0.7106,1.8134,0.4251,Control
Utah__A09,0.914,0.8179,1.3205,1.2915,0.4096,0.9838,1.4899,0.6128,0.5715,1.0669,2.1417,1.219,0.6571,1.3653,0.3846,Control
Utah__A10,0.9662,0.9627,1.3235,1.5347,0.5377,0.8506,1.5522,0.5889,0.5991,1.1655,2.085,1.4086,0.7322,1.7318,0.4318,Control
