@relation data

@attribute id string
@attribute 10022 numeric
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 10886 numeric
@attribute 10887 numeric
@attribute 10911 numeric
@attribute 117579 numeric
@attribute 122042 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 128674 numeric
@attribute 1524 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 186 numeric
@attribute 187 numeric
@attribute 1906 numeric
@attribute 1907 numeric
@attribute 1908 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 2357 numeric
@attribute 2358 numeric
@attribute 2359 numeric
@attribute 23620 numeric
@attribute 2532 numeric
@attribute 256933 numeric
@attribute 257313 numeric
@attribute 2587 numeric
@attribute 2826 numeric
@attribute 2829 numeric
@attribute 2832 numeric
@attribute 2833 numeric
@attribute 2834 numeric
@attribute 2837 numeric
@attribute 283869 numeric
@attribute 2852 numeric
@attribute 2862 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2922 numeric
@attribute 2925 numeric
@attribute 301 numeric
@attribute 3060 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 339403 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 3640 numeric
@attribute 3814 numeric
@attribute 3827 numeric
@attribute 387129 numeric
@attribute 4157 numeric
@attribute 4158 numeric
@attribute 4159 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 4283 numeric
@attribute 4295 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 4852 numeric
@attribute 4886 numeric
@attribute 4887 numeric
@attribute 4889 numeric
@attribute 4922 numeric
@attribute 4985 numeric
@attribute 4986 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 5020 numeric
@attribute 5021 numeric
@attribute 50865 numeric
@attribute 51052 numeric
@attribute 51083 numeric
@attribute 51289 numeric
@attribute 51554 numeric
@attribute 5173 numeric
@attribute 5179 numeric
@attribute 5196 numeric
@attribute 5368 numeric
@attribute 5443 numeric
@attribute 5473 numeric
@attribute 551 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5539 numeric
@attribute 554 numeric
@attribute 5540 numeric
@attribute 56477 numeric
@attribute 5697 numeric
@attribute 57007 numeric
@attribute 58191 numeric
@attribute 59350 numeric
@attribute 594857 numeric
@attribute 6019 numeric
@attribute 60675 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 6354 numeric
@attribute 6356 numeric
@attribute 6360 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6367 numeric
@attribute 6368 numeric
@attribute 6370 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6375 numeric
@attribute 6376 numeric
@attribute 6387 numeric
@attribute 64106 numeric
@attribute 643 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 6754 numeric
@attribute 6755 numeric
@attribute 6863 numeric
@attribute 6865 numeric
@attribute 6866 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 7200 numeric
@attribute 7201 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute 729230 numeric
@attribute 7852 numeric
@attribute 84109 numeric
@attribute 84432 numeric
@attribute 84634 numeric
@attribute 8484 numeric
@attribute 8620 numeric
@attribute 8811 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 8862 numeric
@attribute 887 numeric
@attribute 9002 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__D04,-0.0152,-0.0359,0.0232,-0.0184,0.1316,-0.0339,0.0167,0.1512,0.5455,-0.0861,1.4028,0.0958,1.8846,0.6948,1.1462,1.3233,-0.035,-0.0568,1.681,0.0847,-0.0293,-0.1567,0.0509,-0.1651,-0.1998,0.0903,-0.1107,-0.019,0.0074,1.0978,0.4377,-0.0448,2.497,1.619,0.1585,0.013,-0.0527,0.2653,0.0367,-0.0472,-0.0303,0.2349,-0.034,0.3349,-0.0728,0.0328,-0.0332,0.1088,0.0171,0.355,0.288,-0.1748,-0.1454,0.0199,2.6351,0.0062,0.1786,-0.0353,-0.038,0.5837,0.6704,0.58,0.0503,0.1158,-0.0041,-0.1174,-0.1183,0.0175,-0.0926,-0.1806,0.0237,-0.2483,-0.0579,0.0103,-0.1466,-0.1509,0.0344,-0.0936,0.1325,-0.0186,-0.0764,-0.0308,-0.0043,0.269,-0.1197,0.2158,0.0185,0.518,0.2992,-0.0022,0.1195,0.168,-0.1394,-0.3085,2.2621,0.1284,0.292,5.554,-0.1602,0.4879,0.2522,-0.0082,-0.0234,-0.1183,0.2696,0.0599,-0.1188,1.229,-0.0774,-0.0729,-0.0458,0.9466,-0.1078,-0.0018,0.1715,0.6866,2.1581,-0.2053,-0.1447,-0.1508,-0.0427,0.1691,0.0636,-0.1007,-0.1069,0.1752,0.019,-0.1239,1.1602,0.1246,-0.1128,-0.0088,-0.1617,0.5186,-0.145,0.2887,-0.0293,0.0988,-0.2612,0.1167,-0.1181,0.0724,0.0318,-0.0251,-0.1989,-0.0173,1.9282,0.0655,-0.1135,0.2092,1.6457,2.9818,2.5122,-0.0462,0.2004,0.228,0.0076,0.7751,-0.1429,0.0475,0.0467,-0.0488,-0.1029,0.3366,BRCACancer
Utah__D05,0.0023,-0.0588,0.3757,0.0667,-0.0523,-0.0042,-0.0337,-0.0221,0.4089,-0.1083,0.975,0.0367,1.1821,0.899,0.6505,0.063,0.0717,-0.0672,2.1705,0.0859,0.0716,-0.1517,-0.0659,0.0082,-0.0784,0.0552,-0.0596,-0.0692,-0.1198,1.3251,0.5084,-0.0371,2.1066,1.6601,0.0572,0.0884,0.0324,0.2123,0.0821,-0.0919,0.0391,0.2718,-0.3902,0.4808,-0.078,0.126,-0.0973,0.3082,-0.0905,0.5039,0.0956,-0.0508,-0.0955,-0.0787,2.1141,0.037,0.1945,0.0234,0.1726,0.6698,1.0526,0.6301,0.2668,0.1835,0.1025,-0.1129,-0.0616,0.0169,-0.1105,0.0029,-0.1582,-0.1134,-0.0137,-0.0113,-0.1708,-0.0457,0.0721,0.0534,0.092,0.0826,-0.226,-0.0163,-0.0125,0.2797,-0.0569,0.0696,0.0376,0.4265,0.4071,0.076,0.1663,0.0239,-0.2259,-0.27,2.9567,0.0336,0.3374,5.7735,-0.1576,0.6569,0.2701,-0.103,-0.0157,4e-04,0.2176,4e-04,0.1756,1.2741,-0.0321,-0.0964,0.007,0.6258,-0.1156,-0.0817,-0.0906,0.6734,2.7406,-0.0649,-0.0494,-0.1033,0.014,0.0741,-0.0357,0.1699,-0.183,0.0423,0.0067,-0.1687,1.1695,-0.0986,-0.0117,-0.0042,-0.081,-0.0052,-0.0974,0.0915,-0.0821,0.0312,-0.378,-0.1156,-0.0717,-0.0123,0.0034,-0.0259,-0.1428,-0.0128,3.0424,0.1384,-0.1122,0.1291,1.6332,3.1631,2.4487,-0.0118,0.1465,0.2185,-0.1024,0.5889,-0.1074,0.0673,0.0661,-0.075,-0.106,0.2693,BRCACancer
Utah__D06,-0.1672,-0.0934,0.317,0.1884,0.1046,-0.0904,-0.0705,0.0624,0.3508,-0.077,0.8527,0.069,1.909,0.9514,1.2474,0.7686,-0.0073,-0.0854,1.8098,0.1493,0.0448,-0.2644,-0.0079,0.0621,-0.1423,0.0753,-0.0366,-0.0747,-0.04,1.3406,0.3479,-0.0193,1.7866,1.5533,0.1483,0.0332,-0.0235,0.1602,-0.0247,-0.0949,-0.028,0.2952,-0.1089,0.8679,0.0313,0.1091,-4e-04,0.165,6e-04,0.3502,0.3331,0.0518,-0.1363,-0.1849,2.5263,-0.0245,0.1002,0.0055,-0.0376,0.5817,1.4007,0.8841,0.0365,0.1194,0.0551,-0.0879,-0.0669,0.199,-0.1556,-0.0623,-0.0017,0.0279,-0.0155,0.0274,-0.1145,-0.0865,0.0117,-0.0052,0.0894,4e-04,-0.1247,0.0537,-0.0292,0.3182,-0.0923,-0.0263,0.1679,0.4802,0.3181,-0.0115,0.0627,0.0697,-0.1842,-0.3106,1.9948,0.4116,0.3252,4.3168,-0.09,0.415,0.2597,0.1093,0.0157,-0.0892,0.297,0.0159,-0.0313,1.2439,-0.0362,-0.1016,0.0113,0.4901,-0.0541,-0.0473,-0.0273,0.6643,2.3762,-0.1049,-0.0271,-0.0902,0.085,-0.1126,0.0106,0.1813,-0.0924,0.1089,-0.0636,-0.0172,1.8114,0.0455,0.0411,0.0569,-0.1331,0.4435,-0.1329,0.2201,-0.0055,0.2548,-0.3031,0.0459,-0.1138,0.0181,0.1058,-0.0743,-0.2038,0.0317,2.1709,0.0915,-0.1047,0.2754,1.4897,2.5066,2.5346,-0.0287,0.0667,0.2644,-0.0861,0.6939,0.0296,0.0463,0.0224,-0.0288,-0.0694,0.2974,BRCACancer
Utah__D07,0.0021,-0.0367,0.4845,0.0848,0.1298,-0.0488,0.0679,-0.0718,0.5149,-0.0509,1.0073,0.234,1.5842,0.8082,1.0335,0.3472,0.0087,-0.0639,2.2045,0.1083,0.0382,-0.1999,0.144,-0.0576,-0.091,0.0749,-0.0248,-0.0814,-0.037,1.648,0.4173,-0.0688,2.1488,1.6071,0.1406,0.0612,-0.0056,0.3058,-0.0989,-0.0612,0.0148,0.235,-0.2785,0.8101,-0.055,0.0792,0.0149,0.1378,-0.0221,0.4119,0.1889,-0.1124,-0.1546,-0.1267,2.6639,0.0801,0.0298,-0.0165,0.0437,0.5933,1.2986,0.9371,0.0901,0.1935,0.0368,-0.1084,-0.0865,0.0381,-0.0827,-0.0196,-0.0348,-0.044,0.1269,0.0112,-0.1398,-0.1285,0.0232,0.0187,-0.0081,-0.055,-0.1119,-0.0462,-0.0375,0.2664,-0.0947,0.1949,0.1165,0.496,0.241,0.0349,0.08,-0.079,-0.0554,-0.1441,2.2961,0.3163,0.271,5.4429,0.0045,0.6496,0.2323,-0.0282,0.0016,-0.0396,0.2599,0.0531,0.104,1.4615,-0.0798,-0.1464,0.0708,0.585,-0.0769,-0.0928,0.0139,0.5161,3.0477,-0.0454,-0.153,-0.051,0.146,-0.0796,0.0744,0.0169,-0.0573,0.0718,-0.0484,-0.0349,1.6167,-0.1202,0.0362,-0.016,-0.0963,0.5464,-0.1039,0.2439,0.0538,0.0076,-0.2588,0.0312,-0.0529,0.0217,-0.0292,-0.0752,-0.1212,0.1257,2.1372,0.1456,-0.0642,0.2639,1.2842,2.4136,2.8159,-0.0902,0.0773,0.2965,-0.0548,0.5847,-0.0565,0.0677,0.0355,-0.0281,-0.0074,0.3898,Control
Utah__D08,-0.0609,-0.0727,0.21,0.1414,0.0393,-0.0108,0.0942,-0.03,0.5103,-0.0655,0.6861,0.1834,1.3747,0.3448,1.2162,0.6575,0.0059,-0.1083,1.4904,0.1752,0.0807,-0.2245,0.0363,-0.0067,-0.0909,0.0661,-0.0817,-0.1104,-0.0641,1.1598,0.1588,-0.0221,1.7331,1.1768,0.0363,0.0446,0.0636,0.2302,0.0338,-0.0643,0.0837,0.2854,-0.0245,0.434,-0.1709,0.0281,-0.0071,0.177,-0.0352,0.4447,0.4073,-0.1848,-0.023,-0.0701,2.256,-0.0112,0.1993,-0.0267,-0.0338,0.6008,0.8463,0.3365,0.1415,0.3296,-0.0277,-0.1029,-0.0246,-0.0187,-0.086,0.0023,0.1391,-0.1285,0.0485,-0.0185,-0.1994,-0.0707,-0.0619,-0.0804,0.0618,-0.0395,-0.0732,-0.0137,-0.0839,0.1811,-0.0997,0.0826,-0.0253,0.2244,0.4353,0.0909,0.19,-0.0608,-0.116,-0.2514,2.831,0.1866,0.2774,5.5162,-0.3607,0.4927,0.2977,0.1294,0.1054,0.0124,0.2356,-0.0344,0.0293,0.9322,-0.0326,-0.3388,-0.1303,0.2753,-0.0023,-0.0839,0.0519,0.8593,2.3875,0.0399,-0.047,-0.0318,0.0335,0.0791,0.0752,0.1602,-0.0792,0.1382,0.0384,-0.0452,1.2019,-0.1735,0.0742,0.0839,-0.1481,0.154,-0.2302,0.2346,-0.0064,0.0956,-0.1824,-0.088,-0.1317,-0.0174,0.0496,-0.0326,-0.1506,-0.0547,1.5111,0.1364,0.0294,0.0733,1.0725,1.9549,2.5849,-0.0663,0.2228,0.0992,-0.1576,0.6433,-0.0344,0.0021,-0.0369,0.0311,-0.0602,0.315,Control
Utah__D09,-0.037,-0.0504,0.3036,0.1096,-0.0297,-0.0441,0.0514,-0.0696,0.4507,-0.0878,0.843,-0.078,1.7611,0.8425,1.4388,0.6454,-0.0408,0.0356,1.5437,0.0547,0.1001,-0.1496,0.1628,-0.1183,-0.0647,0.0498,-0.0641,-0.1006,-0.1001,1.2012,0.2472,0.0682,1.8501,1.259,0.0719,0.0126,-0.0307,0.1648,0.0232,-0.0952,0.0922,0.3106,-0.1154,0.6306,-0.0441,-0.0023,-0.0999,0.165,-0.1788,0.4363,0.2859,-0.1461,-0.1711,-0.1215,1.8337,0.0892,0.0121,-0.0014,0.1418,0.5675,0.4868,0.4177,0.2274,0.2791,-0.038,-0.1593,-0.0775,0.1011,-0.1181,0.0284,-0.126,-0.1655,0.0417,-0.0231,-0.1886,-0.1369,0.1628,0.0144,0.1513,-0.1141,-0.1886,-0.0702,-0.1175,0.2161,-0.0978,0.014,0.054,0.5152,0.335,-0.0862,0.0993,0.1372,-0.2008,-0.2455,2.2187,0.4035,0.2816,4.7334,-0.3718,0.3752,0.2468,0.0936,0.0213,-0.1317,0.2409,-0.0253,0.0545,1.3161,-0.0403,-0.1323,-0.0354,0.3676,-0.1721,0.0083,0.014,0.4463,2.2375,-0.0585,-0.1919,-0.0729,0.1535,0.0677,0.0181,0.076,-0.0713,0.0783,-0.0185,-0.0568,1.4875,-0.0501,-0.0022,-0.0443,-0.1969,0.4621,-0.3424,0.1373,0.0818,0.1532,-0.2074,0.112,-0.0735,0.0276,-0.0149,-0.0681,-0.184,0.0903,1.7748,0.1657,-0.1507,0.181,1.4542,2.3425,2.3685,-0.0288,0.1823,0.1196,-0.1472,0.8851,0.0113,0.1291,0.0148,-0.0352,-0.0419,0.2463,Control
Utah__D10,0.0682,-0.0873,0.3067,0.3052,0.0746,0.027,-0.0202,0.0145,0.4759,-0.0615,0.7674,0.2544,1.4115,0.6339,1.0063,0.4113,0.028,-0.0132,1.476,0.1789,0.0151,-0.1713,0.0995,-0.0235,-0.0713,0.0259,-0.0832,-0.1119,-0.0222,1.0945,0.3241,-0.0824,2.4889,1.5654,0.1428,0.0454,0.1245,0.2117,-0.0548,-0.0581,0.1922,0.325,-0.2561,0.3818,-0.0905,0.0253,-0.0544,0.0932,-0.1592,0.5561,0.4753,0.0057,-0.1255,-0.1219,1.9579,0.0498,0.1238,-0.0348,-0.108,0.5212,0.751,0.3823,0.1364,0.3838,0.0548,-0.0268,-0.0516,-0.0993,-0.1194,-0.2085,-0.1552,-0.0673,-0.0409,0.0161,-0.1479,-0.1254,0.0195,-0.0485,0.1223,-0.0264,-0.1614,-0.0246,-0.063,0.2248,-0.104,0.0984,0.0587,0.7759,0.5435,-0.0459,0.1015,-0.0712,-0.1475,-0.3849,3.7173,0.4254,0.343,4.6305,-0.1905,0.5946,0.2918,0.1149,-0.0331,-0.1694,0.1289,0.1694,0.104,1.2488,-0.0451,-0.193,-0.0298,0.1235,-0.0782,-0.1078,-0.1616,0.2343,2.9136,-3e-04,-0.1035,0.0571,0.0569,0.0758,0.0544,-0.0779,-0.0523,0.0917,-0.116,-0.1604,1.9697,-0.1343,0.0205,-0.0698,-0.1588,0.1965,-0.115,-0.0196,-0.0193,0.0152,-0.3363,-0.0377,-0.0668,0.0259,0.1054,-0.0735,-0.0873,0.0223,2.424,0.111,-0.1141,0.1833,1.2273,2.6665,2.1123,-0.0507,0.2397,0.1614,-0.093,0.6493,-0.0419,-0.0118,-0.0606,-0.0097,-0.0292,0.3462,Control
Utah__D11,0.087,0.01,-0.0206,-0.08,0.0244,0.0012,0.13,-0.1015,0.4236,-0.0245,0.0327,0.1248,0.9516,0.6577,1.0453,0.4802,-0.0062,0.0085,0.5222,0.1768,-0.0216,-0.21,0.0695,-0.1835,-0.149,0.1498,-0.0595,-0.0544,-0.0594,0.5089,0.038,-0.1655,0.8065,0.4505,-0.0705,0.007,-0.0245,-0.0233,-0.0553,-0.2283,0.097,0.4076,0.2545,0.3044,-0.1067,-0.2016,-0.2315,0.1171,-0.2541,0.4315,0.396,-0.1973,-0.19,0.0283,0.7725,0.043,0.0285,-0.0371,-0.0431,0.6901,0.8525,0.0742,0.0242,0.1847,-0.1365,0.0297,-0.0918,-0.1234,-0.1405,0.1085,0.0391,-0.1403,0.0762,0.0705,-0.2763,-0.1742,-0.0164,0.1104,-0.0966,-0.0493,-0.0571,-0.1415,-0.0603,0.3033,-0.2115,-0.2331,0.0012,0.2951,0.4166,0.0702,-0.1103,-0.0562,-0.1272,-0.3027,1.5633,0.1048,0.0887,4.8799,-0.5846,0.0689,0.295,0.1815,0.0577,-0.0491,0.0744,0.0608,-0.0468,0.3986,-0.1079,0.0686,0.0024,0.0429,-0.1408,0.0151,0.0891,0.6907,1.6093,-0.0398,-0.2487,0.0517,0.2932,0.0017,0.1312,-0.0558,-0.1426,0.0221,-0.1154,-0.1111,0.9021,-0.2342,0.1251,-0.0244,-0.0617,0.2517,-0.2446,0.1914,-0.0949,0.0874,-0.5581,7e-04,-0.0696,-0.0064,0.0891,-0.0133,-0.181,-0.0818,0.8836,0.0703,-0.0452,-0.0745,0.4202,1.2425,1.8539,-0.0638,0.3729,0.0662,-0.2329,0.6723,0.0186,-0.11,-0.1338,0.1049,0.0644,0.0472,Control
Utah__D12,-0.0986,-0.1133,0.3812,0.0446,0.1599,-0.086,-0.0195,-0.142,0.3401,-0.0498,0.679,0.1459,1.0979,0.668,1.2899,0.3447,-0.0869,-0.0104,1.2667,-0.0204,8e-04,-0.3171,0.1435,-0.1604,-0.157,0.0349,-0.1037,-0.0554,0.0345,0.8912,0.279,-0.0197,2.0026,1.1498,0.1668,0.0293,0.0269,0.1768,-0.0588,-0.1401,-0.0982,0.4021,-0.2628,0.5711,-0.1784,0.0826,0.1262,0.0749,0.0181,0.3636,0.3055,-0.1176,-0.1736,0.0516,2.2509,0.1207,-0.0116,-0.0115,0.0192,0.6864,0.5324,0.2971,-0.0395,0.3246,0.0379,-0.212,-0.0904,-0.0543,-0.0554,-0.0315,-0.0583,-0.077,-0.0678,0.0291,-0.1624,-0.0979,0.0116,0.0041,-0.0267,-0.0144,-0.1985,-0.0085,-0.0149,0.232,-0.1071,0.0285,0.0329,0.3467,0.4966,-0.0128,0.0703,-0.1618,-0.0532,-0.2625,1.5611,0.1414,0.2675,5.2865,-0.3105,0.5254,0.2241,0.1808,-0.0315,0.0117,0.2004,-0.0207,0.0415,0.9648,-0.0865,0.0922,-0.0212,0.1837,0.0763,-0.052,0.0032,0.2289,2.5592,0.0279,-0.071,-0.0364,0.0082,0.0479,0.0464,0.1958,-0.1282,0.1331,-0.1362,-0.154,1.12,-0.0288,0.0356,0.0314,-0.0918,0.3318,-0.1237,0.0414,0.086,0.2162,-0.0817,0.1464,-0.1107,0.0367,0.1625,-0.0495,-0.1629,0.0122,1.9959,0.1178,-0.1256,0.1463,1.2004,2.4253,2.1556,-0.1037,0.1194,0.1889,-0.1714,0.9311,-0.1215,-0.031,0.0913,0.0323,0.0053,0.3228,Control
Utah__E01,-0.0752,-0.0167,0.5463,-0.0492,0.006,0.0016,-0.0121,-0.0377,0.3588,-0.0776,0.6939,0.0776,1.9292,0.9008,0.9164,0.5437,-0.0242,0.0672,1.7775,-0.0471,0.0103,-0.2424,-0.0126,0.0258,-0.0207,-0.0153,-0.0317,-0.0056,-0.0521,0.8625,0.2986,0.019,1.8608,0.9824,0.0722,0.0059,-0.0403,0.1776,-0.0265,-0.1551,0.0542,0.1787,-0.1416,0.5372,-0.0613,0.1121,-0.1256,0.0775,-0.036,0.346,0.2772,-0.053,-0.0593,-0.0674,1.9783,0.0533,0.0138,0.0079,-0.1184,0.7459,0.1921,0.2535,0.2292,0.0969,-0.1053,-0.0868,-0.0648,0.0131,-0.0745,0.0563,-0.1839,-0.0526,-0.0641,-0.1083,-0.1474,-0.0144,-0.0068,7e-04,0.0147,0.0503,-0.1177,-0.037,-0.0652,0.1224,-0.0596,0.0078,-0.1568,0.2532,0.3878,0.0372,-0.0137,0.1031,-0.0871,-0.2293,0.7733,0.118,0.1977,3.4989,-0.2733,0.0267,0.2095,-0.0083,-0.1873,-0.1364,0.149,-0.0336,-0.0356,0.7769,-0.0857,-0.0103,0.0726,0.3871,-0.0853,-0.0252,-0.0148,0.4215,2.7446,-0.1648,-0.1341,-0.1117,0.1176,0.1486,0.0833,-0.0836,-0.0028,0.1161,-0.1624,0.107,0.7364,0.0347,0.0212,-0.0176,-0.09,0.1893,-0.1878,0.0647,-0.0082,0.0313,-0.2259,-0.1401,-0.0445,0.0739,-0.0062,-0.012,-0.0854,-0.0082,2.4383,0.0608,-0.0296,0.1077,1.1767,2.4755,2.8116,-0.0461,0.1399,0.1883,-0.0938,0.5853,-0.1376,-0.1111,0.0488,-0.0427,-0.0878,0.3138,BRCACancer
Utah__E02,-0.0644,-0.1117,0.5987,0.1578,0.0409,-0.0237,-0.0441,0.0521,0.3289,-0.0777,0.7962,0.1225,1.9194,1.4265,1.5129,0.7893,-0.0473,0.0323,2.0817,-0.0119,-0.004,-0.2458,0.0379,-0.0921,-0.2111,0.0841,-0.0319,-0.1061,-0.0568,1.5729,0.5135,-0.0302,1.4489,1.1035,0.0894,-0.0407,-0.1073,0.2147,0.0936,-0.1301,0.0672,0.1359,-0.2083,0.7325,-0.2312,-0.0043,-0.0204,0.0015,-0.1331,0.2123,0.2534,-0.0575,-0.0567,-0.0189,1.8978,0.1986,-0.0139,-0.0111,-0.0145,0.5893,1.1797,0.6012,0.2537,0.1293,0.1259,-0.0724,-0.0722,-0.1052,-0.0622,-0.1631,-0.0138,-0.273,-0.054,-0.0608,-0.1566,-0.0466,-0.0397,-0.024,0.0413,0.0176,-0.1424,-0.0644,-0.0409,0.1699,-0.0819,0.1705,0.138,0.5327,0.3185,0.0622,0.0905,-0.0053,-0.1503,-0.1899,2.36,0.5242,0.3056,5.1982,-0.0495,0.624,0.1771,0.056,-0.0845,-0.2599,0.4608,0.1334,0.1511,1.05,-0.0439,-0.0684,0.0355,0.9254,-0.2779,-0.1047,-0.0055,0.035,2.6856,-0.0262,-0.1757,-0.0506,0.0993,0.1491,0.0381,0.0011,0.0197,0.133,-0.0597,-0.0251,1.3328,-0.029,-0.0923,-0.0196,-0.1315,0.678,-0.2958,-0.0176,-0.0321,0.1992,-0.1932,-0.0521,-0.0875,0.0254,0.0922,-0.045,-0.1536,0.0565,1.7154,0.2112,-0.0813,0.1548,1.1762,2.2245,2.6567,0.0369,0.0034,0.2756,-0.0498,0.4461,0.0024,0.0124,-0.0433,-0.0901,-0.0684,0.3495,Control
Utah__E03,-0.097,-0.0442,0.3694,0.0921,-0.0514,-0.0708,0.0493,0.0696,0.4211,-0.0828,0.9589,0.1083,1.4139,0.6717,1.4462,0.2709,-0.0586,0.0229,1.7478,0.0242,0.0398,-0.1397,0.0921,-0.0893,-0.0985,0.0364,-0.0639,-0.0189,-0.0507,1.1275,0.419,-0.0746,2.6147,1.8318,0.0259,0.0141,-0.1036,0.2963,-0.0514,-0.0235,0.047,0.1236,-0.0989,0.4683,-0.1625,0.1499,0.1562,0.091,-0.0653,0.3365,0.2019,-0.0667,0.0263,-0.0536,2.281,0.1922,0.0314,0.0221,0.1179,0.8114,0.9138,0.6384,0.4817,0.1461,0.1776,-0.107,-0.0441,0.0716,-0.0872,-0.0851,-0.1428,-0.2541,-0.0256,-0.0709,-0.0896,-0.0519,0.0134,9e-04,0.0275,0.101,-0.1068,-0.0092,0.0127,0.3164,-0.093,0.1662,0.0721,0.6253,0.347,0.123,0.0798,-0.0821,-0.1669,-0.1524,2.2736,0.3081,0.2507,5.2221,0.0971,0.7495,0.2049,-0.0036,0.062,-0.1218,0.2855,0.0808,-0.0886,1.4337,-0.061,-0.0233,0.0101,0.3629,-0.1696,-0.0676,0.2432,0.562,2.7462,-0.0166,-0.0158,0.0345,-0.0459,-0.0431,0.1323,0.061,-0.0658,0.0613,-0.0324,-0.0204,0.9409,0.0785,-0.0125,0.0566,-0.0933,0.5006,-0.1397,0.141,0.0978,0.1993,-0.0671,0.0256,-0.0958,0.1161,-0.0422,-0.0633,-0.0672,0.0937,2.8154,0.032,-0.0337,0.2185,1.7651,2.3763,2.2997,0.0169,-0.0234,0.3679,0.008,0.7755,0.0347,0.0641,-0.0058,-0.0784,-0.0621,0.5237,Control
Utah__E04,-0.1383,-0.0584,0.4129,0.2645,0.1071,-0.0687,0.0702,5e-04,0.306,-0.0796,1.1035,0.1231,1.6598,1.0732,1.7688,0.4386,0.0206,-0.006,1.4163,0.0445,0.0214,-0.117,0.0288,0.0612,-0.0948,0.0208,-0.0743,-0.0412,-0.0172,1.5627,0.4947,1e-04,2.044,1.246,0.196,0.1018,0.0049,0.3265,0.0279,-0.0492,0.0988,0.1384,0.0186,0.8279,0.0795,0.0388,0.0457,0.1004,-0.121,0.3576,0.2599,-4e-04,-0.1191,-7e-04,2.0595,0.0238,0.0919,-0.0176,0.1679,0.7043,0.5638,0.5499,0.1329,0.2562,0.1213,-0.0967,-0.0596,0.1297,-0.0513,-0.0682,-0.1456,-0.1701,-0.0045,0.0136,-0.0584,-0.0081,0.0378,-0.0846,0.1415,0.0423,-0.1059,0.032,0.0107,0.2865,-0.0861,0.0902,0.1977,0.6664,0.3969,0.0957,0.1568,-0.1384,-0.1861,-0.1271,2.6125,0.3881,0.343,5.3898,-0.0746,0.8449,0.2373,-0.0264,0.02,-0.1431,0.332,0.1004,0.1148,1.0828,-0.0703,0.1243,0.0274,0.5571,-0.1468,-0.1363,0.0381,0.2438,2.8203,-0.1565,-0.1098,0.0462,0.057,-0.0458,0.0488,0.1643,-0.1263,0.1472,0.0909,-0.073,1.7318,0.0413,-0.043,0.0351,-0.0822,0.6964,-0.2724,0.1192,0.0676,0.3021,-0.1415,0.2004,-0.0634,0.0068,0.0191,-0.0398,-0.0766,-0.0284,1.5192,0.2777,-0.01,0.2953,1.3968,2.6837,2.9881,-0.0515,0.0984,0.1993,0.0343,0.8669,-0.0709,0.0557,-7e-04,-0.0864,-0.0116,0.5709,Control
