@relation data

@attribute id string
@attribute 23395 numeric
@attribute 3376 numeric
@attribute 51520 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 55699 numeric
@attribute 57176 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 7407 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6145,1.5829,1.9538,1.2569,0.0022,1.3856,1.4319,0.3104,0.1703,0.3617,0.5023,Control
Utah__A02,0.4247,1.2825,1.8003,0.9963,0.0568,1.2917,1.2952,0.2501,0.2018,0.1259,0.4183,Control
Utah__A03,0.5885,1.416,1.7478,1.2038,0.0922,1.2973,1.3302,0.3137,0.3026,0.2429,0.5572,Control
Utah__A04,0.4261,1.2768,1.8502,0.927,0.0534,1.2693,1.3621,0.2709,0.2377,0.2634,0.6113,Control
Utah__A05,0.5154,1.3313,1.8448,1.1537,-0.0234,1.4208,1.4956,0.3693,0.4125,0.3047,0.712,Control
Utah__A06,0.5243,1.3502,1.8177,1.1705,-0.0157,1.2662,1.365,0.2107,0.2831,0.2073,0.4958,Control
Utah__A07,0.5289,1.3957,1.9603,1.1953,0.0914,1.4106,1.3829,0.2618,0.3572,0.2755,0.5045,Control
Utah__A08,0.5866,1.5116,1.9346,1.0108,-0.0443,1.1471,1.3326,0.2914,0.3079,0.2106,0.4119,Control
Utah__A09,0.522,1.5314,1.8292,1.0712,-0.058,1.207,1.3243,0.2216,0.2767,0.2089,0.4384,Control
Utah__A10,0.6018,1.4218,1.8211,1.1334,0.056,1.2903,1.435,0.1449,0.1952,0.2347,0.4606,Control
Utah__A11,0.4104,1.4498,1.396,1.0273,0.1368,1.1527,1.0861,0.0643,0.1202,0.1659,0.2519,Control
Utah__A12,0.3073,0.9852,1.2679,0.6533,0.221,1.1448,1.1358,0.2334,-0.0632,0.0074,0.2655,Control
Utah__B01,0.5157,1.4671,1.7802,1.0541,-0.1712,1.2807,1.2534,0.2068,0.0143,0.0229,0.1952,Control
Utah__B02,0.5432,1.5182,1.9601,1.1491,0.0488,1.5456,1.4964,0.3073,0.2428,0.315,0.5505,Control
Utah__B03,0.5032,1.4395,1.8899,1.1131,-0.1677,1.377,1.4594,0.199,0.2218,0.1702,0.3397,BRCACancer
Utah__B04,0.5791,1.1932,1.6705,0.9053,0.0656,0.962,1.1596,0.2748,0.0911,0.1129,0.3469,BRCACancer
Utah__B05,0.3665,1.2355,1.3388,0.9611,0.0362,1.2113,1.1288,0.2424,0.2048,0.11,0.3861,BRCACancer
Utah__B06,0.3354,1.1519,1.5445,0.9642,-0.0949,0.9091,0.912,0.1791,-0.0232,-0.126,0.0777,BRCACancer
Utah__B07,0.585,1.5663,2.1365,1.1962,0.0059,1.4907,1.4447,0.3077,0.193,0.2374,0.573,BRCACancer
Utah__B08,0.4113,1.3281,1.5995,1.1389,-0.112,1.2726,1.3201,0.0775,0.2386,0.2434,0.3905,Control
Utah__B09,0.3937,1.1326,1.4734,0.906,-0.1702,0.7068,0.8717,0.2764,0.1016,-0.047,0.2428,Control
