@relation data

@attribute id string
@attribute 10235 numeric
@attribute 10411 numeric
@attribute 11069 numeric
@attribute 1398 numeric
@attribute 1445 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 2335 numeric
@attribute 2885 numeric
@attribute 3674 numeric
@attribute 3690 numeric
@attribute 54518 numeric
@attribute 5747 numeric
@attribute 5770 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute 9564 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.5195,0.0359,-0.082,0.9907,1.2814,-0.0945,-0.2419,-0.1804,-0.0489,1.6355,1.1928,2.1301,1.4279,0.2595,1.1964,1.3016,1.7119,1.1256,0.3755,2.3174,0.0389,Control
Utah__A02,1.1624,-0.0038,-0.0351,0.7806,1.2458,-0.071,-0.1443,-0.1062,-0.002,1.481,1.2625,2.2489,1.1565,0.1285,0.9254,1.0126,1.2372,0.9005,0.3775,2.3906,0.0582,Control
Utah__A03,1.1407,0.0593,-0.0341,0.9451,1.4648,-0.0529,-0.1351,-0.173,-0.0268,1.7658,1.4116,2.2641,1.4629,0.1567,1.1483,1.1563,1.7552,1.1275,0.6195,2.607,0.0201,Control
Utah__A04,1.246,0.0273,-0.0508,0.8166,1.2871,-0.0865,-0.1603,-0.1183,-0.0521,1.4795,1.5515,2.7493,1.2148,0.158,1.0012,1.0515,1.2952,1.028,0.414,2.6218,0.1022,Control
Utah__A05,1.3157,0.0549,-0.0825,0.9618,1.4266,-0.0683,-0.1735,-0.1227,-0.0661,1.8562,2.113,2.9795,1.3665,0.2684,1.1424,1.0668,1.5482,1.0464,0.6469,2.9588,0.1021,Control
Utah__A06,1.2516,0.0442,-0.0509,0.87,1.2077,-0.116,-0.1957,-0.0935,-0.0507,1.5705,1.6991,2.6063,1.2417,0.1239,1.0477,0.8997,1.3449,0.8852,0.4253,2.6128,0.0898,Control
Utah__A07,1.2882,-0.0016,-0.0357,1.0263,1.323,-0.0667,-0.1034,-0.1475,-0.0393,1.8609,1.3328,2.3361,1.485,0.2112,1.2313,1.4728,2.0368,1.1765,0.359,2.4816,0.066,Control
Utah__A08,1.1784,0.0574,-0.0651,0.7391,1.2379,-0.1453,-0.2146,-0.1511,-0.067,1.7198,0.6743,1.4609,1.5726,0.2145,1.3062,1.7029,2.4745,1.467,0.3481,2.2507,0.0864,Control
Utah__A09,1.1694,-0.0115,-0.0329,0.8608,1.3017,-0.0318,-0.1419,-0.136,-0.0476,1.8278,1.5013,2.6827,1.3863,0.2051,1.2051,1.2388,1.9939,0.9988,0.4569,2.5289,0.0729,Control
Utah__A10,1.1181,0.0361,-0.0858,0.8286,1.2891,-0.0574,-0.1695,-0.1294,-0.0093,1.802,1.7771,2.8517,1.4292,0.2446,1.2288,1.509,2.0248,1.3316,0.4388,2.7276,0.1025,Control
