@relation data

@attribute id string
@attribute 10333 numeric
@attribute 10454 numeric
@attribute 11035 numeric
@attribute 11213 numeric
@attribute 114609 numeric
@attribute 1147 numeric
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1849 numeric
@attribute 2002 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 23643 numeric
@attribute 257397 numeric
@attribute 29110 numeric
@attribute 30849 numeric
@attribute 353376 numeric
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3725 numeric
@attribute 3929 numeric
@attribute 4064 numeric
@attribute 4205 numeric
@attribute 4208 numeric
@attribute 4214 numeric
@attribute 4615 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 51295 numeric
@attribute 51311 numeric
@attribute 5289 numeric
@attribute 54106 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 59307 numeric
@attribute 5970 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 64145 numeric
@attribute 6416 numeric
@attribute 6885 numeric
@attribute 7096 numeric
@attribute 7097 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 7100 numeric
@attribute 7189 numeric
@attribute 7314 numeric
@attribute 8411 numeric
@attribute 8517 numeric
@attribute 8737 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 929 numeric
@attribute 9450 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.7164,0.2804,0.9275,1.5486,0.4191,1.5306,1.8416,1.574,1.4426,0.4404,1.1838,0.0722,1.9155,1.1185,0.4312,1.8011,2.8983,0.9454,1.3516,1.5369,1.0056,0.4771,1.1434,0.6257,0.795,0.3185,1.3192,-0.0727,1.7809,1.0742,0.9973,2.2889,1.4781,1.4724,1.6889,1.1249,2.2235,0.878,2.0121,0.85,0.3118,1.9081,1.215,0.2765,1.7155,0.8995,1.3778,1.0466,1.0987,1.7309,1.0783,0.528,1.4021,-0.0276,1.121,-0.0344,0.718,0.4255,0.744,0.7028,0.6035,0.9471,1.4148,0.9065,0.1026,1.8816,0.974,0.7285,1.4603,2.2424,1.9375,0.2909,2.4406,0.4969,0.8106,0.6471,0.9054,0.3441,1.4069,0.9589,0.9375,2.3884,0.5714,0.9143,Control
Utah__A02,1.6178,0.1772,0.7549,1.4528,0.2389,1.317,1.5349,1.4086,1.1508,0.4349,1.1049,-0.0227,1.8067,1.1161,0.2767,1.4216,1.0191,0.768,1.2364,1.5024,0.7856,0.4448,0.9151,0.5548,0.6275,0.2428,0.8029,-0.1553,1.9779,0.7184,0.7343,1.8995,1.747,1.2604,1.279,0.9052,2.0678,0.7342,1.6504,0.644,0.1717,1.974,0.8686,0.2545,1.5576,0.6984,1.1745,0.8005,1.0315,1.6299,1.0214,0.3075,0.9672,-0.0188,0.983,0.0192,0.4692,0.2945,0.722,0.2931,0.523,0.7907,1.23,0.9246,0.1045,1.6266,0.6967,0.4813,1.1513,2.1138,1.5387,0.3888,2.4631,0.4454,0.7424,0.7377,0.629,0.3329,1.2491,0.4939,0.8165,2.256,0.5004,0.611,Control
Utah__A03,1.6152,0.237,1.0587,1.8517,0.3276,1.5532,1.7089,1.4536,1.3711,0.4914,1.41,0.1975,1.9201,1.3758,0.3461,1.3773,2.3465,0.8745,1.4131,1.6883,0.914,0.5301,1.0536,0.6877,0.6943,0.4408,1.2073,-0.1475,1.7727,1.0479,0.856,2.1356,1.9692,1.2702,1.4481,1.0347,2.7745,1.0606,1.9073,1.1479,0.2714,2.3606,1.0662,0.3278,1.7575,0.9294,1.364,0.9466,1.1744,1.8758,1.0584,0.5595,1.211,0.0192,1.1034,-0.0146,0.6904,0.494,1.0145,0.429,0.6958,0.9024,1.459,1.0222,0.1148,1.8238,0.8325,0.6279,1.3066,2.2204,1.9723,0.4271,2.8054,0.5709,0.9056,0.7912,0.8516,0.358,1.4813,0.6912,1.1352,2.3927,0.674,0.8072,Control
Utah__A04,1.4472,0.1192,0.7622,1.355,0.2678,1.0954,1.6942,1.4952,1.2559,0.4179,1.126,0.1832,1.4748,1.3167,0.3725,1.5642,1.5126,0.6914,1.16,1.215,0.8542,0.3377,0.9388,0.6186,0.6398,0.3898,1.3091,-0.1281,1.6798,0.7307,0.9735,2.278,1.8283,1.212,1.4307,1.005,2.2888,0.8456,1.4808,0.2493,0.2662,1.7426,0.8517,0.2191,1.7134,0.613,1.3892,0.6769,1.0878,1.7145,1.0435,0.4448,0.9665,0.1305,1.064,-0.0052,0.4999,0.4226,0.781,0.3654,0.6518,0.9506,1.4617,1.0052,0.112,1.7883,0.7725,0.5001,1.2606,2.0135,1.4205,0.2093,2.264,0.3628,0.7685,0.5956,0.607,0.3611,1.3259,0.575,0.9351,2.4588,0.6053,0.7168,Control
Utah__A05,1.9942,0.2521,0.9065,1.9008,0.4198,1.4575,1.7835,1.5048,1.5137,0.5922,1.6022,0.169,2.2342,1.5447,0.4351,1.5814,1.9653,0.9884,1.3496,1.4968,0.9814,0.5601,1.0568,0.8184,0.7188,0.4368,1.2428,-0.1017,1.9731,0.9836,1.0726,2.4514,2.0997,1.3174,1.5153,1.0961,2.4787,1.0843,1.7397,0.8141,0.3578,2.4527,1.023,0.2494,1.7923,0.8986,1.5247,0.8498,1.1406,1.9408,1.1978,0.5869,1.1192,0.0999,1.1345,-0.0161,0.7099,0.4974,0.9779,0.5039,0.7144,0.9552,1.5159,1.1126,0.1047,1.7933,0.8098,0.5851,1.3929,2.4308,2.0974,0.382,2.9743,0.6849,0.825,0.6996,0.8523,0.5943,1.4854,0.7205,1.0201,2.905,0.6996,0.7775,Control
Utah__A06,1.7934,0.2171,0.7923,1.854,0.3654,1.4051,1.6261,1.3949,1.2007,0.4394,1.2265,-0.1592,1.7831,1.2699,0.3874,1.4081,3.1061,0.988,1.2504,1.4355,0.8666,0.4917,0.9679,0.6275,0.5837,0.2558,0.8136,-0.1626,1.2462,0.8948,0.9088,2.0424,1.7849,1.2662,1.3528,0.8388,2.4894,0.8697,1.6493,0.5957,0.1688,2.2577,0.9651,0.327,1.5924,0.7092,1.3574,0.7526,0.973,1.8446,0.9874,0.3949,1.1521,-0.0898,0.9999,-0.0265,0.6673,0.3508,0.8196,0.6103,0.5537,0.8254,1.312,0.9801,0.1159,1.6432,0.8179,0.575,1.2752,2.137,1.8641,0.2264,3.0746,0.5961,0.7493,0.7772,0.754,0.3083,1.4059,0.5788,1.01,2.7576,0.6523,0.6757,Control
Utah__A07,1.8524,0.2529,0.8793,2.1964,0.3837,1.4813,1.8447,1.5978,1.592,0.5045,1.2423,-0.0279,2.1442,1.2864,0.2834,1.7287,2.7089,0.7724,1.3738,1.5221,0.9844,0.6418,1.1316,0.6122,0.698,0.2777,1.2402,-0.0732,1.5733,1.2678,1.2314,2.4121,1.7324,1.4455,1.6808,0.9712,1.9854,0.8257,1.9387,0.8012,0.2405,1.9953,1.2166,0.3888,1.7671,1.0184,1.4047,0.9224,1.0249,1.882,0.9702,0.4629,1.3691,-0.077,1.0948,-0.0107,0.8479,0.4043,0.7471,0.5968,0.5012,0.8264,1.2303,0.9852,0.1706,1.9955,0.8879,0.7805,1.5008,2.1546,2.2541,0.2671,2.6805,0.5228,0.9049,0.4619,0.8445,0.3113,1.4578,0.8572,1.1051,2.4837,0.8068,0.7734,Control
Utah__A08,1.6742,0.1911,0.7469,1.9872,0.3691,1.3335,1.9244,1.6407,1.6309,0.4542,0.8508,-0.1687,1.2531,1.0819,0.3073,1.9423,1.6836,0.8299,1.3516,1.3898,0.9992,0.5359,1.1825,0.5236,0.5478,0.2,0.8862,-0.0638,1.358,1.4066,1.1064,2.6664,1.5837,1.2063,1.8517,0.8538,1.9135,0.7227,1.8407,0.5292,0.2382,1.8812,1.3829,0.391,1.6601,0.776,1.2389,1.0304,0.9778,1.9122,0.9939,0.3849,1.4969,-0.0922,1.2356,-0.0431,0.8635,0.3356,0.6866,0.7273,0.4817,0.7214,1.2164,0.8456,0.1698,1.9428,0.9254,0.967,1.6185,1.8016,1.7506,0.2029,2.0962,0.404,0.8033,0.5945,0.9085,0.1506,1.4416,1.0747,1.0468,1.6808,0.521,0.7936,Control
Utah__A09,1.6677,0.1756,0.8448,2.058,0.377,1.4215,1.7073,1.4886,1.435,0.4932,1.2291,0.018,1.5273,1.2607,0.3567,1.7492,2.2224,0.5694,1.3864,1.4586,0.858,0.4108,1.0308,0.5653,0.6688,0.2956,0.9959,-0.0993,1.4277,1.189,0.9636,2.4939,1.5714,1.3663,1.6,0.9703,2.2018,0.808,1.8071,0.8353,0.2607,1.9985,1.2408,0.2851,1.6468,0.8055,1.3511,0.9078,0.9807,1.8315,0.99,0.3622,1.3676,-0.0205,0.9917,-0.0155,0.7596,0.3503,0.8065,0.5458,0.5112,0.7595,1.304,0.827,0.1382,1.9167,0.8366,0.7254,1.3452,1.7956,1.8838,0.2231,2.5342,0.3865,0.7418,0.4575,0.8869,0.2373,1.3374,0.8702,1.0301,1.988,0.612,0.773,Control
Utah__A10,2.0583,0.2623,0.8328,2.1457,0.4272,1.4407,1.9621,1.7266,1.7367,0.4472,1.2906,0.0813,2.1419,1.255,0.3201,1.7556,3.187,0.7728,1.3345,1.5477,0.9804,0.5821,1.1319,0.6289,0.6525,0.3022,1.3751,-0.1729,1.7271,1.1955,1.1138,2.3914,1.7444,1.3076,1.6339,0.958,2.1342,0.8096,1.7708,0.7503,0.2973,2.1747,1.2259,0.2604,1.7121,0.7537,1.3126,0.9263,0.9893,1.9225,0.9237,0.4236,1.2269,-0.0018,1.1887,-6e-04,0.7992,0.4701,0.7525,0.6755,0.5635,0.8521,1.2969,0.9676,0.0611,1.7865,0.7849,0.8418,1.6039,2.3546,2.5528,0.5207,2.7952,0.6147,0.9223,0.3962,0.8069,0.38,1.4147,0.8147,1.0866,2.5733,0.7111,0.8207,Control
