@relation data

@attribute id string
@attribute 10975 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 2108 numeric
@attribute 2109 numeric
@attribute 2110 numeric
@attribute 27089 numeric
@attribute 29796 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4709 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4715 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4725 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4729 numeric
@attribute 4731 numeric
@attribute 51079 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 55967 numeric
@attribute 6389 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 6392 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 9167 numeric
@attribute 9377 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0592,0.6242,0.9533,0.7655,0.0949,1.2044,0.9513,1.2222,1.2941,1.0026,1.1388,0.809,0.2671,0.8334,1.3703,0.9668,0.2804,1.6148,0.7032,0.4401,1.3197,0.9079,1.829,0.7265,0.5288,1.0144,0.8134,0.6585,1.1086,0.6096,0.1728,1.2528,1.686,0.2073,0.8282,1.9731,0.7788,0.8593,1.3365,1.2368,1.706,1.3674,1.3705,1.4299,0.4092,0.7624,1.0368,0.2442,1.2202,0.9024,0.4879,0.7303,0.5951,1.2633,1.3367,0.7126,1.2753,1.0576,0.6792,0.9102,1.8854,1.017,0.6872,1.047,0.742,Control
Utah__A02,0.8612,0.5072,0.9284,0.6453,-0.0593,1.1873,0.7395,1.0691,0.9616,1.0247,1.093,0.6139,0.1388,0.5857,1.2688,0.8404,0.2198,1.3704,0.6549,0.2239,1.0657,0.7758,1.4612,0.5114,0.3537,0.8075,0.7187,0.4247,0.9662,0.5828,0.0942,1.0798,1.5277,0.052,0.7799,1.6563,0.5199,0.8589,1.2648,1.1915,1.4866,1.1857,1.2836,1.1893,0.1791,0.7081,0.8734,0.1106,0.6996,0.6943,0.4487,0.7572,0.447,1.1069,1.3509,0.6492,1.0174,0.6868,0.423,0.8942,1.803,0.8953,0.5979,0.9441,0.7468,Control
Utah__A03,0.9791,0.6802,1.0551,0.8003,0.1042,1.3017,0.7271,1.1436,0.9242,1.2764,1.3214,0.7761,0.4138,0.7838,1.2985,1.0729,0.3794,1.7762,0.7979,0.3166,1.3618,0.7614,1.9124,0.6106,0.5012,1.0899,0.8303,0.5828,1.0413,0.6075,0.285,1.23,1.6175,0.1779,1.0707,1.7042,0.6583,1.0449,1.2705,1.1694,1.6185,1.2822,1.4058,1.3484,0.2618,0.7956,1.134,0.1653,0.9676,0.817,0.5247,0.9524,0.6219,1.2091,1.4679,0.7696,1.0632,0.9099,0.9092,1.095,1.8633,1.4251,0.6334,0.9235,0.8943,Control
Utah__A04,0.846,0.6033,1.0452,0.9351,0.1524,1.1932,0.6574,0.9725,1.242,1.0302,1.3379,0.6088,0.2269,0.7026,1.3807,0.9881,0.3728,1.4885,0.8934,0.3243,1.3163,0.8244,1.5475,0.7684,0.402,0.7776,0.8256,0.4771,0.9359,0.5542,0.1787,1.267,1.6983,0.1332,1.0132,1.7388,0.7967,0.8315,1.3264,1.166,1.5931,1.2087,1.3876,1.3886,0.2511,0.8404,0.9351,0.2029,0.7898,0.6047,0.4772,0.7746,0.7102,1.0643,1.4865,0.6034,0.9133,0.4214,0.6023,1.0098,1.7701,1.2531,0.4438,0.9587,0.7293,Control
Utah__A05,1.1265,0.6754,1.0449,0.9231,0.1261,1.3286,0.7555,1.1211,0.8794,1.2642,1.5079,0.7941,0.2258,0.8394,1.4784,1.0275,0.4296,1.7415,0.9332,0.3138,1.2741,0.921,1.8006,0.6936,0.6029,0.8922,0.8235,0.5105,1.0752,0.6734,0.2913,1.1101,1.8714,0.1851,1.1409,1.8532,0.7047,1.0658,1.2714,1.2498,1.7904,1.3905,1.4133,1.3435,0.2491,0.8702,1.1007,0.2458,0.8136,0.8771,0.6015,0.8167,0.8888,1.1442,1.5151,0.7275,0.8489,0.6426,0.5825,1.1833,1.8273,1.268,0.621,1.0425,0.8512,Control
Utah__A06,0.8971,0.5481,1.064,0.7822,0.1873,1.2938,0.6807,1.0032,0.9579,1.1243,1.2644,0.6053,0.2416,0.6834,1.2843,1.0062,0.2747,1.6098,0.8006,0.3373,1.0214,0.6983,1.5293,0.5176,0.4736,0.8888,0.8322,0.4441,1.0116,0.5277,0.0992,1.177,1.6361,0.2445,0.9107,1.7088,0.7407,0.8595,1.1426,1.1285,1.6321,1.2706,1.3414,1.3531,0.2816,0.7824,1.1031,0.1772,0.7145,0.8214,0.4074,0.8005,0.5615,1.1612,1.4678,0.7182,1.0467,0.7718,0.6714,1.0753,1.8527,1.0906,0.5314,1.0807,0.7356,Control
Utah__A07,0.955,0.5092,0.9172,0.7865,0.1476,1.2232,0.8378,1.1437,0.9527,1.0529,1.1718,0.8695,0.2664,0.8483,1.4095,0.9969,0.3534,1.6077,0.7075,0.2882,1.0102,0.9091,1.616,0.6631,0.5474,0.981,0.9404,0.6001,1.1109,0.5907,0.2176,1.0652,1.7545,0.19,1.0152,1.8343,0.555,0.8634,1.2714,1.3447,1.6458,1.3259,1.3698,1.2682,0.5032,0.7108,1.0363,0.166,0.9857,1.0264,0.4567,0.7829,0.6514,1.1217,1.5225,0.7478,1.151,0.7307,0.7809,1.0458,1.9614,1.0327,0.5756,1.2329,0.8919,Control
Utah__A08,0.8499,0.5045,0.9535,0.6674,0.0449,1.0424,0.8595,1.0303,0.9951,0.8382,0.9995,0.9013,0.2972,0.8271,1.0651,0.7309,0.2164,1.6433,0.6019,0.3615,0.9947,0.6518,1.405,0.3919,0.4577,0.9139,0.9837,0.4571,0.9312,0.6137,0.0566,0.9885,1.594,0.1264,0.6787,1.5927,0.5702,0.6802,1.2113,0.9618,1.5472,1.047,1.1708,1.1898,0.6676,0.7622,1.0811,0.1443,1.1993,0.7642,0.4395,0.5755,0.4767,1.103,1.3972,0.6369,0.9953,0.8609,0.5005,0.8131,1.7471,0.8487,0.6999,1.0701,0.8524,Control
Utah__A09,1.1302,0.5491,0.9592,0.6418,-0.0077,1.1917,0.7054,0.9942,0.8024,1.0449,1.0494,0.8062,0.2266,0.6224,1.1795,0.9285,0.2683,1.7351,0.6499,0.3349,0.9939,0.7591,1.605,0.5633,0.5357,0.8743,0.8633,0.4729,0.965,0.5419,0.0734,0.961,1.5157,0.1242,0.7174,1.6255,0.4728,0.7427,1.2108,1.2567,1.4301,1.2048,1.2251,1.2377,0.3473,0.7886,0.9175,0.1488,0.9314,0.77,0.4331,0.6793,0.5704,1.1069,1.4185,0.5652,0.8555,0.7284,0.508,0.9345,1.8889,0.8644,0.4574,0.9473,0.828,Control
Utah__A10,1.0037,0.6039,0.9939,0.7966,-0.0492,1.2501,0.7571,1.0229,0.9099,0.9777,1.3092,0.8663,0.3199,0.7521,1.2528,0.7926,0.3006,1.6737,0.7967,0.3707,1.0459,0.8757,1.6703,0.6367,0.4921,0.9813,0.9291,0.5025,0.9923,0.5533,0.2003,1.0029,1.6771,0.1352,0.963,1.7405,0.7778,0.9142,1.1655,1.1463,1.7405,1.2178,1.2372,1.2064,0.5037,0.6998,1.0711,0.1999,0.869,0.971,0.5874,0.6095,0.6711,1.0778,1.4434,0.6779,1.114,0.7832,0.5232,1.0433,1.8404,0.7592,0.663,1.0832,0.8826,Control
Utah__A11,0.9887,0.445,0.7782,0.5605,0.0052,1.1622,0.7885,1.046,0.7484,0.8986,0.84,0.7194,0.2125,0.4721,0.7959,0.945,0.2311,1.5538,0.6006,0.2232,0.6518,0.521,1.4562,0.4702,0.488,0.876,0.6492,0.3765,0.8152,0.363,-0.0252,0.6932,1.4066,0.1824,0.7468,1.6539,0.2897,0.8221,0.931,1.2174,1.365,1.0804,1.3331,1.1961,0.2253,0.5726,0.7349,0.1001,0.6665,0.722,0.3573,0.6905,0.556,1.1231,1.1923,0.4825,0.6696,0.6162,0.5307,0.7347,1.803,0.6913,0.3299,0.958,0.7458,Control
Utah__A12,1.0302,0.5119,0.8693,0.6124,-0.1065,1.1401,0.4847,0.5172,0.6568,0.944,0.9278,0.5584,0.2788,0.3335,1.5146,0.7849,-0.0258,2.068,0.7488,0.2701,0.5537,0.5026,1.3925,0.2816,0.3634,0.5462,0.7145,0.2153,1.0527,0.5471,0.1822,0.7304,1.3201,0.0238,0.4745,1.2354,0.457,0.7331,1.4293,1.1483,1.1025,1.0421,0.9443,0.8794,0.187,1.0197,0.7711,0.0299,0.3014,0.4567,0.2852,0.4217,0.4343,0.9132,1.0693,0.5778,0.5744,0.4516,0.319,0.9006,1.4757,0.6176,0.4406,0.7189,0.7504,Control
Utah__B01,0.8749,0.293,0.9197,0.6891,0.2938,0.8746,1.0735,1.2865,1.4862,0.6615,0.979,0.6347,0.1187,0.7069,1.0881,0.7901,-0.0337,1.4985,0.4267,0.3629,1.6189,1.0737,1.6072,0.3303,0.2873,0.9309,0.8979,0.5503,1.0944,0.5899,0.1618,1.4797,1.3968,0.2056,0.1427,1.6668,0.9129,0.5524,1.0484,1.1726,1.512,1.1272,1.1468,1.1844,0.4061,0.8615,1.1321,-0.0603,1.4527,0.7396,0.1749,0.6043,0.1675,0.9931,1.242,0.6349,1.0859,1.1105,0.9515,0.7778,1.8166,1.1994,0.6974,1.05,0.5935,Control
Utah__B02,1.1246,0.6374,1.1879,1.024,0.1066,1.2479,1.0251,1.3459,1.6691,1.1588,1.3234,0.6603,0.4022,0.7176,1.5727,0.9978,0.4122,1.7545,0.8901,0.4557,1.5913,1.0695,1.9729,0.7981,0.5533,0.9136,0.8602,0.6425,1.2055,0.7808,0.2849,1.6795,1.7857,0.2209,0.8665,2.0306,0.8414,0.9434,1.4969,1.4494,1.7278,1.4574,1.4866,1.5719,0.3544,0.9806,1.26,0.262,1.1337,0.9723,0.5701,1.1176,0.6954,1.0963,1.5419,0.7427,0.9916,1.0124,0.916,1.1197,1.9695,1.1982,0.75,1.1886,0.7809,Control
Utah__B03,0.8981,0.454,1.1676,0.9088,0.0884,1.0718,0.9838,1.2244,1.5315,0.9229,1.1471,0.6161,0.2177,0.6075,1.3171,0.8955,0.1633,1.7221,0.7598,0.333,1.5987,0.9935,1.6436,0.5275,0.4316,0.9787,0.8357,0.5917,1.1351,0.5729,0.1709,1.538,1.708,0.1699,0.5472,1.8168,0.843,0.7416,1.178,1.195,1.6676,1.3232,1.3368,1.3538,0.3084,0.8598,1.1871,0.1378,1.2474,0.7911,0.3709,0.9207,0.483,0.9897,1.3929,0.6597,1.0902,0.7433,0.8784,0.9787,1.9027,1.3372,0.6547,0.9941,0.7284,BRCACancer
Utah__B04,0.6049,0.3584,0.885,0.5738,0.0913,0.92,0.6413,0.7314,0.8806,0.6433,0.9292,0.7587,0.2205,0.5722,1.0191,0.5667,0.1521,1.3293,0.4527,0.3733,0.8422,0.7703,1.1721,0.2452,0.1717,0.7851,1.0783,0.4388,0.951,0.5644,0.0823,0.9907,1.1264,-0.0362,0.5253,1.3641,0.5709,0.6679,0.9833,0.8466,1.4,0.9232,0.9004,1.1345,0.6161,0.4691,1.0728,0.1016,0.9547,0.7424,0.2883,0.6327,0.3463,0.6861,1.3397,0.5922,1.1686,1.0387,0.2695,0.6593,1.5843,0.8744,0.7387,0.9997,0.6962,BRCACancer
Utah__B05,1.1523,0.7223,1.1401,0.807,0.031,1.1938,0.7732,1.1313,1.1438,1.4967,1.2514,0.6513,0.5338,0.4546,1.5359,1.0127,0.2445,2.4591,0.6587,0.3322,1.0269,0.6589,1.7998,0.4818,0.3446,0.7792,0.8477,0.6005,1.2803,0.7278,0.0993,1.2759,1.3373,0.1576,0.8081,1.7012,0.6968,1.1426,1.5301,1.3197,1.3611,1.0233,1.2197,1.2617,0.2824,0.7303,1.0909,0.0988,0.9515,0.6815,0.5935,0.8256,0.5427,1.2307,1.2123,0.6402,0.7588,0.7813,0.6147,1.0224,1.8319,0.8993,0.6947,0.8103,1.0441,BRCACancer
Utah__B06,0.4315,0.0752,0.6357,0.3836,0.006,0.6696,0.6492,0.8326,0.8933,0.2491,0.6642,0.4125,-0.0473,0.3507,0.8422,0.6338,-0.241,0.8478,0.2247,0.0372,0.8117,0.8115,0.8942,0.014,0.1608,0.6713,0.6033,0.2366,0.802,0.3996,-0.0841,1.1374,0.9367,-0.1382,-0.1236,1.3839,0.388,0.2971,0.7268,0.745,1.1348,0.9063,0.7584,1.0472,0.2824,0.4982,0.7935,-0.1767,0.8178,0.5037,-4e-04,0.1106,-0.0636,0.7221,0.9854,0.575,1.0509,0.7549,0.5573,0.5137,1.6434,0.6754,0.6442,0.6613,0.4023,BRCACancer
Utah__B07,0.8686,0.5638,0.9336,0.8605,0.1911,1.1728,0.922,1.2144,1.2689,0.8183,1.2052,0.6849,0.3754,0.7375,1.3484,0.7846,0.3196,1.6225,0.7215,0.4162,1.2306,0.9983,1.5007,0.6259,0.4364,0.9803,0.84,0.6195,1.1798,0.7705,0.1416,1.4243,1.5088,0.1171,0.6101,1.9315,0.8488,0.9736,1.3236,1.2042,1.7411,1.3199,1.2781,1.4947,0.3498,0.697,1.2617,0.1945,1.2455,0.9137,0.5024,0.8822,0.4628,1.0479,1.5225,0.7712,1.2216,0.7862,0.6486,0.9966,1.9373,1.2036,0.8329,1.0549,0.7554,BRCACancer
Utah__B08,1.0713,0.6374,0.9526,0.7083,0.1909,1.2341,0.8782,1.1199,1.0939,1.0977,1.134,0.7472,0.2304,0.6893,1.1986,1.0796,0.3838,1.6036,0.7013,0.3027,1.1249,0.785,1.8112,0.5722,0.5449,0.9436,0.6892,0.5603,1.0792,0.549,0.1178,1.0392,1.6955,0.1938,0.9607,1.8326,0.5328,0.8925,1.0818,1.3103,1.5402,1.3368,1.469,1.3675,0.1634,0.776,0.799,0.2348,0.7416,1.0628,0.4354,0.7339,0.6632,1.1502,1.2983,0.6247,0.8779,0.7915,0.5451,1.0538,2.0356,0.9431,0.4455,0.9777,0.8732,Control
