@relation data

@attribute id string
@attribute 10963 numeric
@attribute 1958 numeric
@attribute 2002 numeric
@attribute 2534 numeric
@attribute 3303 numeric
@attribute 3309 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 4684 numeric
@attribute 4685 numeric
@attribute 4851 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5621 numeric
@attribute 581 numeric
@attribute 6352 numeric
@attribute 6647 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 727 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.2577,1.9982,0.4312,1.5632,2.7134,2.0293,-0.0393,1.5545,0.0682,0.0846,-0.0567,0.7446,0.9255,1.1308,-0.1281,1.7309,1.0783,0.718,0.4255,1.1174,0.8698,0.8923,2.2208,0.9827,-0.0361,0.037,-0.1855,0.4324,-0.0897,-0.1696,-0.0221,-0.0094,0.1511,-0.1034,Control
Utah__A02,1.1282,0.461,0.2767,1.1722,3.2789,1.886,0.1474,0.7205,-0.0126,0.0342,-0.1006,0.637,0.8176,0.9731,-0.1142,1.6299,1.0214,0.4692,0.2945,0.9334,0.7634,0.8377,2.5789,0.6445,0.2377,0.2535,0.0541,0.2423,-0.0771,-0.1331,0.0305,0.005,0.2425,-0.0875,Control
Utah__A03,1.2589,0.4828,0.3461,1.401,3.0646,2.1645,-0.0719,0.8663,-0.024,0.1871,-0.0994,0.8488,1.0298,0.9868,-0.1007,1.8758,1.0584,0.6904,0.494,1.0666,1.0907,1.0834,2.6626,0.7661,0.6752,0.6222,0.1958,0.4886,-0.0872,-0.1623,0.0556,-0.049,0.1357,-0.0723,Control
Utah__A04,0.966,0.4015,0.3725,1.3783,2.8085,1.9179,0.1252,0.4163,0.0645,0.0864,-0.0686,0.6736,0.8067,1.1682,-0.1378,1.7145,1.0435,0.4999,0.4226,0.9122,1.1057,0.878,2.3372,0.7402,0.1145,0.1105,-0.042,0.2318,-0.0537,-0.1117,-0.0102,-0.018,0.2093,-0.0162,Control
Utah__A05,1.1891,0.7109,0.4351,1.4167,3.5058,2.0695,0.1089,0.6999,0.0647,0.1769,-0.0549,0.8755,1.1361,1.0421,-0.0876,1.9408,1.1978,0.7099,0.4974,1.0499,0.9066,1.072,2.4641,0.7175,0.5649,0.3764,0.1109,0.4582,-0.1081,-0.111,-0.0637,-0.0486,0.2895,-0.1014,Control
Utah__A06,1.0952,0.6225,0.3874,1.3172,3.2768,2.0495,0.1683,0.7341,-0.0902,0.212,-0.0951,0.6813,0.9951,0.8643,-0.1601,1.8446,0.9874,0.6673,0.3508,1.0233,0.87,0.8501,2.1427,0.6315,0.1919,0.1533,-0.0628,0.4776,-0.0708,-0.1008,0.0147,0.0114,0.1478,-0.0734,Control
Utah__A07,1.1545,0.4487,0.2834,1.855,2.9021,2.0332,0.0628,1.2177,0.2398,0.2226,-0.0918,0.7044,0.8796,1.1382,-0.1365,1.882,0.9702,0.8479,0.4043,1.0242,0.863,0.8711,2.2723,0.7499,0.164,0.2258,-0.0144,0.3844,-0.081,-0.1252,-0.0082,-0.0208,0.1353,-0.0729,Control
Utah__A08,1.0244,0.2103,0.3073,2.0099,2.5864,1.6085,-0.0116,0.4423,0.1354,0.3434,-0.094,0.7028,0.9732,1.1867,-0.0345,1.9122,0.9939,0.8635,0.3356,1.074,0.7723,0.7049,1.8447,0.6507,0.0683,0.0505,-0.0393,0.3246,-0.1305,-0.1466,-0.0395,-0.0284,0.1374,-0.1517,Control
Utah__A09,1.1721,0.3273,0.3567,1.6972,2.7855,1.9928,0.0845,0.5926,0.1209,0.0835,-0.1085,0.6363,1.0136,1.096,-0.253,1.8315,0.99,0.7596,0.3503,1.0252,0.9647,0.8757,2.5296,0.709,0.0925,0.1252,0.0857,0.1927,-0.0761,-0.1479,-0.019,-0.0099,0.0807,-0.0868,Control
Utah__A10,1.1471,1.492,0.3201,1.978,3.1214,1.7867,-0.0373,1.4944,-0.076,0.095,-0.0783,0.7747,0.9161,1.2565,-0.1074,1.9225,0.9237,0.7992,0.4701,0.9941,0.8222,0.8864,2.8409,0.6707,0.109,0.1093,-0.0592,0.3623,-0.1059,-0.1388,-0.1015,-0.0429,0.1951,-0.0816,Control
