@relation data

@attribute id string
@attribute 10818 numeric
@attribute 117145 numeric
@attribute 1796 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 208 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2250 numeric
@attribute 2251 numeric
@attribute 2252 numeric
@attribute 2253 numeric
@attribute 2254 numeric
@attribute 2255 numeric
@attribute 2260 numeric
@attribute 2261 numeric
@attribute 2263 numeric
@attribute 2264 numeric
@attribute 2475 numeric
@attribute 2549 numeric
@attribute 26281 numeric
@attribute 27006 numeric
@attribute 2885 numeric
@attribute 29904 numeric
@attribute 30849 numeric
@attribute 3265 numeric
@attribute 3643 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5140 numeric
@attribute 51422 numeric
@attribute 5170 numeric
@attribute 51719 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53632 numeric
@attribute 54106 numeric
@attribute 5494 numeric
@attribute 55437 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 57521 numeric
@attribute 57761 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 6009 numeric
@attribute 6194 numeric
@attribute 6198 numeric
@attribute 64223 numeric
@attribute 6654 numeric
@attribute 6794 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 8074 numeric
@attribute 81617 numeric
@attribute 8660 numeric
@attribute 8817 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 92335 numeric
@attribute 9365 numeric
@attribute 9965 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7602,0.9962,0.7663,1.0955,0.572,0.1884,1.4818,0.8246,-0.142,-0.0751,-0.1916,-9e-04,0.0335,-0.0194,-0.1489,-0.2539,-0.0176,-0.0892,0.1561,-0.1727,-0.0363,-0.1482,1.0269,0.3585,-0.0925,-0.2964,1.6544,0.3819,1.0056,0.4247,0.1655,1.5983,2.847,1.5063,0.3976,0.7691,1.2019,1.215,1.6169,1.5303,1.4782,0.1982,0.1036,0.2765,1.7473,0.2548,1.3738,-0.117,1.2388,1.1575,1.351,1.7309,1.0783,0.718,0.4255,0.2896,0.1428,0.5364,1.7847,0.4704,1.6116,1.1287,0.4084,1.1294,0.6664,1.2648,0.298,2.4348,-0.1294,0.4428,0.4781,-0.0363,0.0876,-0.0602,0.7734,-0.0631,-0.0596,Control
Utah__A02,0.4847,0.6424,0.6077,0.7115,0.4218,0.1762,1.3412,0.607,-0.043,-0.0359,-0.2785,0.0578,0.0727,-0.0469,-0.123,-0.2151,-0.0337,-0.0499,-0.0042,-0.0012,-0.0706,0.0076,0.7955,0.2528,-0.1277,-0.0828,1.493,0.1521,0.7856,0.3701,0.0826,1.3547,3.0554,0.7968,0.2947,0.6471,0.9754,0.8686,1.3286,1.3861,1.1561,0.1599,0.1232,0.2545,1.6431,0.2157,1.2086,-0.0836,0.9662,0.9426,1.1982,1.6299,1.0214,0.4692,0.2945,0.1652,0.1393,0.3842,1.5429,0.3132,1.3649,0.926,0.3396,0.9018,0.5296,0.83,0.2498,2.3385,0.0177,0.2103,0.2271,0.064,0.1307,-0.0972,0.4564,-0.1179,-0.0795,Control
Utah__A03,0.6865,0.6125,0.8705,0.8949,0.532,0.2996,1.4796,0.7634,-0.0482,0.0299,-0.1371,-0.0294,-0.0046,-0.0903,-0.1817,-0.2094,-0.1192,-0.0103,0.0806,-0.0248,-0.0543,-0.0233,0.9929,0.3504,-0.1541,-0.1581,1.7906,0.3381,0.914,0.3745,0.2047,1.6547,3.1476,0.7694,0.3798,0.777,1.1498,1.0662,1.4291,1.4305,1.3011,0.2603,0.0606,0.3278,1.7566,0.0822,1.2768,-0.0867,1.1472,1.0291,1.3648,1.8758,1.0584,0.6904,0.494,0.3147,0.1792,0.4604,1.7349,0.5931,1.5561,1.0404,0.4543,1.1313,0.6796,1.1594,0.3174,2.5751,-0.1108,0.4156,0.3895,0.0714,0.2158,-0.0211,0.6554,-0.0132,-0.0431,Control
Utah__A04,0.5587,1.0019,0.6683,0.7035,0.4744,0.3003,1.4786,0.6935,-0.0635,0.0066,-0.0581,0.116,-0.0328,0.028,-0.0825,-0.1767,-0.0441,-0.039,-0.0124,0.0423,-0.0652,-0.0239,0.9414,0.3144,-0.0494,0.0813,1.4914,0.2147,0.8542,0.3589,0.108,1.1941,3.093,0.9221,0.3259,0.7264,1.0672,0.8517,1.383,1.3728,1.4673,0.2795,0.1424,0.2191,1.6057,0.2753,1.2704,-0.1014,1.1062,1.0656,1.197,1.7145,1.0435,0.4999,0.4226,0.2204,0.2549,0.3807,1.6725,0.4233,1.666,0.9026,0.4023,1.0307,0.6239,0.9036,0.2827,2.4407,-0.06,0.3161,0.4794,0.032,0.1587,-0.0686,0.5159,0.016,-0.034,Control
Utah__A05,0.6241,0.7156,1.0335,0.6776,0.4719,0.3478,1.7398,0.7698,-0.0968,0.0878,-0.0339,0.212,-0.0464,-0.0164,-0.0983,-0.1192,-0.0029,-0.0048,0.0489,0.028,-0.0728,-0.0219,1.0446,0.4558,0.0968,-0.0898,1.8851,0.3619,0.9814,0.4809,0.2633,1.41,3.3716,0.9428,0.4287,0.8704,1.2241,1.023,1.5208,1.8135,1.3057,0.3911,0.0516,0.2494,1.8996,0.1445,1.3214,-0.0981,1.2425,1.2047,1.4345,1.9408,1.1978,0.7099,0.4974,0.2483,0.3072,0.4661,1.808,0.5084,1.3338,1.0434,0.5028,1.0492,0.777,1.1557,0.3697,2.4214,-0.0661,0.4744,0.644,-0.0306,0.0963,-0.0557,0.6768,0.076,-0.0026,Control
Utah__A06,0.5326,0.7464,0.7888,0.7292,0.385,0.2752,1.5228,0.7165,-0.0979,-0.1139,-0.206,0.0243,0.0428,-0.0319,-0.1253,-0.2022,-0.097,0.0305,0.07,-0.1591,-0.0831,-0.076,0.9339,0.3647,-0.2284,-0.159,1.5864,0.2005,0.8666,0.2391,0.207,1.4342,2.9291,1.0245,0.3681,0.7642,0.982,0.9651,1.4163,1.4187,1.3466,0.1824,0.0896,0.327,1.6378,0.1723,1.2028,-0.1108,1.0399,1.0346,1.3816,1.8446,0.9874,0.6673,0.3508,0.1855,0.0994,0.4744,1.7489,0.4248,1.4606,1.015,0.3305,0.8863,0.5449,1.1107,0.2672,2.4879,-0.0331,0.3449,0.726,0.0397,0.1422,-0.0186,0.5863,0.1415,-0.1438,Control
Utah__A07,0.7815,0.9645,0.7947,0.8033,0.6208,0.2857,1.4733,0.7237,-0.0962,0.0147,-0.199,0.0248,0.0571,-0.0829,-0.1697,-0.2385,-0.0915,-0.0304,0.0486,0.0113,-0.1065,0.0638,0.9705,0.5979,-0.2135,-0.2046,1.89,0.269,0.9844,0.3621,0.1543,1.7087,2.9633,1.2111,0.5911,0.7972,1.3461,1.2166,1.6368,1.5148,1.6128,0.1921,0.1877,0.3888,1.905,0.1954,1.3566,-0.0574,1.2614,1.0969,1.3542,1.882,0.9702,0.8479,0.4043,0.2463,0.0382,0.516,1.7704,0.6717,1.4007,1.1072,0.3772,1.1809,0.6163,1.2224,0.2914,2.4863,-0.09,0.3444,0.5981,0.0345,0.1971,-0.0544,0.7232,-0.0649,-0.1505,Control
Utah__A08,0.8484,1.0055,0.4935,0.9603,0.6957,0.2152,1.3466,0.7148,-0.1471,-0.1897,-0.2027,-0.0644,-0.0259,-0.0591,-0.1581,-0.2202,-0.0015,-0.0615,0.0876,-0.1846,-0.0787,-0.1589,1.0481,0.5924,-0.234,-0.1841,1.7425,0.2876,0.9992,0.2915,0.1697,1.6234,2.7421,1.5993,0.5935,0.8157,1.447,1.3829,1.8021,1.5358,1.7107,0.159,0.1577,0.391,1.7839,0.1383,1.4406,-0.1312,0.9565,1.1546,1.1326,1.9122,0.9939,0.8635,0.3356,0.3999,0.0506,0.6002,1.7386,0.6506,1.4096,1.1764,0.3352,1.4746,0.501,1.232,0.2819,2.3514,-0.1339,0.2996,0.4333,-0.0037,0.1078,-0.1042,0.7808,-0.1207,-0.0831,Control
Utah__A09,0.6699,0.8218,0.6675,0.8046,0.563,0.2487,1.3748,0.6732,-0.073,0.0385,-0.217,0.0175,0.1327,0.0211,-0.1072,-0.2474,-0.07,-0.0209,0.0256,-0.0305,-0.0571,-0.0085,0.8703,0.4286,-0.136,-0.0828,1.8554,0.2178,0.858,0.3464,0.109,1.5566,2.9428,1.3496,0.4881,0.8094,1.2905,1.2408,1.4941,1.4418,1.5301,0.1611,0.2012,0.2851,1.851,0.1291,1.2888,-0.0639,1.0518,0.9803,1.2257,1.8315,0.99,0.7596,0.3503,0.2974,0.0389,0.4408,1.6393,0.467,1.2735,1.066,0.3499,1.0011,0.5976,1.1554,0.2501,2.6039,-0.0892,0.3895,0.5301,0.041,0.0621,-0.0451,0.6272,-0.0981,-0.1558,Control
Utah__A10,0.7409,0.8316,0.7825,0.7885,0.5259,0.1804,1.4837,0.7126,-0.1267,0.0415,-0.0459,0.0973,0.0673,-0.0594,-0.1087,-0.1368,0.0171,-0.0545,0.0455,-0.0435,-0.0754,-0.0608,1.0041,0.5336,-0.1033,-0.1262,1.8284,0.2656,0.9804,0.3978,0.1539,1.4421,3.0526,0.9625,0.5295,0.8424,1.4061,1.2259,1.743,1.7142,1.6455,0.2578,0.1245,0.2604,1.9424,0.2099,1.456,-0.1561,1.1366,1.2655,1.2199,1.9225,0.9237,0.7992,0.4701,0.3185,0.1451,0.5,1.7838,0.7113,1.2767,1.0883,0.4056,1.3376,0.527,1.18,0.293,2.4635,-0.0263,0.4123,0.6594,0.0052,0.038,-0.0968,0.6939,-0.0685,-0.1168,Control
