@relation data

@attribute id string
@attribute 103 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 11035 numeric
@attribute 11128 numeric
@attribute 11277 numeric
@attribute 1147 numeric
@attribute 171568 numeric
@attribute 23586 numeric
@attribute 29108 numeric
@attribute 29110 numeric
@attribute 340061 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3445 numeric
@attribute 3448 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3606 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51082 numeric
@attribute 51728 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 57506 numeric
@attribute 5970 numeric
@attribute 6352 numeric
@attribute 661 numeric
@attribute 81030 numeric
@attribute 834 numeric
@attribute 84265 numeric
@attribute 8517 numeric
@attribute 8737 numeric
@attribute 90865 numeric
@attribute 9447 numeric
@attribute 9533 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.9588,0.7686,-0.0051,1.4223,0.948,0.8227,1.0707,1.5171,0.5943,1.5608,1.2204,1.5365,1.3563,-0.0978,-0.4006,-0.1045,0.629,-0.059,1.1591,1.5431,0.0868,0.3052,0.3951,0.8043,0.3163,1.6981,2.2123,0.9055,1.0883,1.0389,0.9985,0.7216,1.1046,1.1193,0.8237,0.5558,1.244,0.9901,1.4383,2.2411,0.6942,0.8424,2.6117,0.4951,0.3604,1.4118,-0.0729,0.5317,0.9293,0.9138,Control
Utah__A02,1.9269,0.5533,0.0451,1.3027,0.7762,0.5604,0.7238,1.302,0.3696,1.1636,1.2093,1.5012,1.171,-0.1114,-0.416,0.0423,0.6933,-0.1975,0.9319,0.7913,0.0155,0.0812,0.7077,0.638,0.2442,1.2732,2.0603,0.76,0.8464,0.9324,0.873,0.4074,0.9106,0.925,0.6974,0.3259,0.8748,0.7905,1.258,2.5847,0.5829,0.6818,3.0998,0.3918,0.3492,1.2609,-0.1112,0.7678,0.6739,0.6032,Control
Utah__A03,2.092,0.7461,-0.0385,1.4511,1.0786,0.7586,1.1213,1.5398,0.5245,1.6462,1.4677,1.6917,1.2963,-0.1935,-0.3469,-0.0143,0.5847,-0.2531,1.0697,0.9227,0.0054,0.2931,1.5075,0.7043,0.4329,1.4485,2.7503,1.0903,1.0564,1.0473,1.0436,0.7004,0.9876,1.1115,0.691,0.4586,1.029,0.9822,1.4813,2.665,0.6475,0.8046,3.0642,0.3876,0.3742,1.4831,-0.0995,0.996,0.8102,0.8041,Control
Utah__A04,2.0776,0.5477,-0.0139,1.3883,0.7834,0.6061,0.9322,1.079,0.4573,0.9811,1.3161,1.2065,1.3057,-0.1827,-0.1293,0.0072,0.4194,-0.1922,0.9555,0.517,0.0835,0.1861,0.1877,0.6502,0.3843,1.4304,2.2761,0.8727,1.0144,0.8763,0.9307,0.5789,1.0146,1.1223,0.7874,0.3434,0.9249,0.8621,1.484,2.3528,0.6441,0.6432,2.535,0.3345,0.3772,1.3343,-0.0334,0.4422,0.7649,0.7115,Control
Utah__A05,2.1271,0.6436,0.0687,1.497,0.927,0.8122,1.1563,1.4435,0.5821,1.2707,1.7894,1.4954,1.5014,-0.1619,-0.2426,0.0292,0.5525,-0.0891,1.0728,0.7727,0.0837,0.437,0.5143,0.7286,0.4291,1.5181,2.4615,1.1142,1.0559,0.9441,1.1613,0.7281,1.0117,1.0206,0.9355,0.4734,0.971,1.1277,1.5368,2.4746,0.6815,0.7177,3.0473,0.4114,0.6097,1.487,-0.0423,0.6969,0.8199,0.7737,Control
Utah__A06,1.9941,0.7047,-0.0045,1.3565,0.8134,0.7042,0.947,1.3907,0.5664,1.2171,1.3587,1.4325,1.1052,-0.3673,-0.4509,0.0323,0.564,-0.1403,0.9844,0.8036,-0.0531,0.4722,0.5268,0.5944,0.2565,1.3497,2.472,0.8971,1.0462,0.7478,1.0126,0.634,0.9888,0.9865,0.8716,0.5401,0.9722,0.8896,1.338,2.1663,0.5789,0.6466,2.8691,0.3839,0.3246,1.4109,-0.0998,0.4963,0.7414,0.6694,Control
Utah__A07,1.9303,0.6721,0.0171,1.4093,0.9,0.7325,0.9251,1.4674,0.4404,1.2999,1.4141,1.5213,1.2773,-0.1783,-0.1853,-8e-04,0.5528,-0.0051,1.1473,1.2395,0.2383,0.4188,0.3871,0.708,0.2774,1.6897,1.9798,0.8526,1.1751,0.9767,0.9793,0.7275,1.0136,0.932,0.6767,0.5164,0.9838,0.9285,1.2584,2.2905,0.6401,0.5804,2.8758,0.3961,0.3276,1.4606,-0.1102,0.6383,0.9467,0.7695,Control
Utah__A08,2.0232,0.7269,-0.001,1.3759,0.7681,0.8512,0.5193,1.3187,0.412,1.3568,0.8903,1.3857,1.0532,-0.2066,-0.2312,0.0635,0.6594,-0.2383,1.198,0.5405,0.1461,0.2935,0.4039,0.5588,0.2033,1.8669,1.9095,0.7484,1.1845,0.9051,0.6605,0.5969,0.8421,0.9012,0.6333,0.5946,1.0464,0.8385,1.2448,1.8803,0.6311,0.6326,2.4054,0.3124,0.1674,1.4451,-0.1639,0.5582,0.7719,0.7901,Control
Utah__A09,1.9636,0.6731,0.0283,1.2341,0.8656,0.7237,0.6333,1.4072,0.4983,1.3096,1.1523,1.4562,1.1703,-0.1218,-0.3535,-0.0343,0.5188,-0.0413,1.047,0.676,0.1333,0.1404,0.3423,0.679,0.2945,1.606,2.1911,0.8347,1.0302,0.9253,0.9128,0.5718,0.9198,0.8544,0.5969,0.499,1.061,0.9072,1.3302,2.5375,0.5672,0.7335,2.764,0.2613,0.2539,1.3453,-0.1284,0.5736,0.727,0.769,Control
Utah__A10,2.17,0.7271,-7e-04,1.5131,0.8537,0.7856,0.7398,1.4266,0.3693,1.2788,1.2493,1.5475,1.3639,-0.0979,-0.3127,0.035,0.4765,-0.0587,1.1476,1.489,-0.0405,0.3533,0.3255,0.6628,0.3008,1.641,2.1251,0.8363,1.1538,1.0696,0.9619,0.6541,0.9751,1.0208,0.7347,0.5495,0.8831,0.9329,1.3233,2.8361,0.607,0.6899,2.9071,0.3629,0.3962,1.4193,-0.123,0.9094,0.8537,0.818,Control
