@relation data

@attribute id string
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123745 numeric
@attribute 1432 numeric
@attribute 163688 numeric
@attribute 1839 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 23236 numeric
@attribute 2488 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2796 numeric
@attribute 2797 numeric
@attribute 2798 numeric
@attribute 2885 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 391013 numeric
@attribute 3972 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4313 numeric
@attribute 4323 numeric
@attribute 468 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 64600 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 81579 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0295,1.8737,-0.0756,-0.0122,0.3687,-0.0442,0.0494,1.7333,-0.1515,0.2911,0.0015,1.4449,0.0853,0.3447,-0.0836,0.1272,0.4506,1.1705,0.4579,-0.0698,0.0968,0.0521,0.6485,0.7306,0.2815,0.1213,-0.2478,1.6355,-0.1522,0.4236,0.7579,0.8352,0.8558,1.2901,1.5967,-0.132,0.0735,2.265,1.1199,1.0188,-0.1545,-0.0507,1.8606,2.7938,-0.1039,-0.267,-0.0466,-0.0914,0.523,-0.2078,1.7231,0.5973,-0.0566,0.2835,0.5932,0.945,1.1287,-0.1227,0.5534,1.0586,1.1704,1.76,1.0952,0.5406,1.4087,-0.0236,1.1297,-0.0399,1.0042,0.7341,0.4307,0.7706,0.7145,0.6098,1.142,1.7841,-0.1579,0.7496,-0.0036,1.1256,1.3471,0.3755,-0.0944,0.05,-0.0594,2.327,1.1541,2.0788,-0.0549,0.1107,0.4136,0.0018,0.871,0.6395,0.4736,0.2286,-0.0756,0.7093,1.3548,Control
Utah__A02,0.0718,1.6559,-0.0214,-0.0018,0.2795,0.0331,-0.0038,1.5533,-0.1772,0.2222,0.0295,1.1614,0.1916,0.3247,-0.0018,0.0269,0.2934,0.9976,0.2609,-0.0964,0.1203,-0.0126,0.2358,0.5967,-0.0104,-0.0786,-0.2058,1.481,0.0099,0.3716,0.5221,0.6307,0.6946,0.8169,1.3547,0.0261,-0.1456,1.9132,0.9351,0.833,-0.2149,-0.1367,1.6524,2.9993,-0.0095,-0.136,-0.0652,0.0508,0.4043,-0.1956,1.687,0.5059,-0.0793,0.215,0.4826,0.8462,0.9806,-0.1089,0.2001,0.7032,1.3198,1.6579,1.0379,0.322,0.986,-0.0148,0.9926,0.0138,0.9425,0.48,0.3006,0.751,0.296,0.5292,0.9562,1.5394,-0.0901,0.4989,0.0424,0.9005,1.2046,0.3775,-0.098,-0.0458,-0.007,2.3401,0.9777,2.1743,-0.0667,0.2623,0.3688,0.1255,0.6333,0.4503,0.2575,-0.0179,-0.0602,0.3165,1.0825,Control
Utah__A03,0.0628,1.8413,-0.0304,-7e-04,0.3236,0.0413,0.0352,1.9885,-0.1901,0.4127,-0.0168,1.3753,0.1507,0.4473,-0.0179,0.1701,0.364,1.1677,0.3328,-0.0439,0.2122,0.1317,0.4627,0.6975,0.1576,0.1361,-0.1462,1.7658,-0.0818,0.3757,0.5995,0.8656,0.7329,1.1876,1.6527,0.0464,-0.0383,2.1264,1.1399,0.8862,-0.177,0.1618,1.88,3.0903,-0.0294,-0.2309,-0.0441,0.0131,0.4922,-0.1102,2.0214,0.7325,-0.1062,0.3412,0.6078,1.0405,0.9935,-0.0955,0.1966,0.9762,1.4141,1.9065,1.0752,0.5719,1.223,0.0233,1.1122,-0.02,0.9742,0.7059,0.4986,1.0109,0.4348,0.7023,1.0907,1.7337,-0.0782,0.6475,-0.07,1.1275,1.3774,0.6195,-0.0937,0.004,0.0189,2.5223,1.2312,2.1303,0.02,0.2189,0.2676,0.1008,0.8023,0.5131,0.4119,-0.0181,-0.1226,0.532,1.3582,Control
Utah__A04,0.0443,1.7324,-0.0503,0.0241,0.3505,-0.0013,0.0731,1.5892,-0.1469,0.2531,0.0164,1.2634,0.1196,0.3572,-0.029,0.0576,0.3909,1.0834,0.219,-0.1064,0.1521,0.1109,0.3177,0.6569,0.0867,0.0053,-0.1445,1.4795,-0.1012,0.3609,0.6647,0.6114,0.7843,1.2809,1.1951,-0.1153,0.09,2.2551,0.9778,0.9969,-0.1674,-0.0222,1.8523,3.0364,0.0022,0.0209,0.0471,0.0173,0.3103,-0.1551,1.6421,0.5226,-0.07,0.1654,0.499,0.8362,1.1638,-0.1322,0.3061,0.82,1.3003,1.7434,1.0602,0.4581,0.9854,0.1349,1.0731,-0.0106,1.0887,0.5113,0.4277,0.8035,0.3699,0.6582,0.9348,1.6705,0.0243,0.518,-0.0519,1.028,1.2203,0.414,-0.0914,-0.0284,-0.0234,2.6032,1.025,2.2819,0.0716,0.1397,0.2813,0.0872,0.6998,0.4799,0.3379,-0.2072,-0.1678,0.4096,1.2386,Control
Utah__A05,0.0207,1.9955,-0.0387,-0.0431,0.3581,-0.0265,0.1343,1.91,-0.1504,0.3876,-0.0337,1.514,0.1695,0.3651,-0.0454,0.15,0.4547,1.2327,0.4891,-0.0082,0.1864,0.1874,0.4844,0.6767,0.1535,0.079,-0.1706,1.8562,-0.1298,0.4772,0.6917,0.8284,0.7231,1.2201,1.4096,-0.0703,0.0389,2.4117,1.2072,0.9463,-0.1226,0.087,1.9027,3.3113,0.0331,-0.1501,0.0312,-0.0761,0.632,-0.1311,1.8765,0.8434,-0.0587,0.3947,0.7869,1.1378,1.0454,-0.0826,0.3059,0.9512,1.6499,1.9721,1.2157,0.599,1.1338,0.1042,1.1431,-0.0216,0.9788,0.726,0.5021,0.9784,0.5114,0.7209,1.0738,1.8077,0.0052,0.6041,0.0101,1.0464,1.3739,0.6469,-0.0855,-0.001,-0.0374,2.287,0.9902,2.3833,0.1309,0.1933,0.3628,0.0829,0.7777,0.5432,0.3634,0.0768,-0.0557,0.516,1.2977,Control
Utah__A06,0.0266,1.7556,-0.0293,0.0115,0.241,-0.0294,0.0107,1.7796,-0.2147,0.2854,-0.0198,1.2099,0.1554,0.7414,-0.0159,0.0781,0.4061,1.1266,0.3865,-0.1395,0.0274,0.0136,0.3651,0.5918,-0.0146,0.0298,-0.231,1.5705,-0.0286,0.2467,0.6267,0.7511,0.679,0.8267,1.4336,0.0544,0.162,2.0422,1.0787,0.8688,-0.1747,-0.0819,1.8849,2.8748,-0.0167,-0.1934,0.0563,-5e-04,0.3969,-0.1697,1.7549,0.6445,-0.0795,0.4212,0.6532,1.0087,0.8785,-0.1543,0.296,0.9045,1.3316,1.8749,1.0037,0.4086,1.1657,-0.086,1.0094,-0.032,0.8609,0.6824,0.3564,0.8378,0.62,0.5599,1.0469,1.7479,-0.1294,0.5939,-0.0373,0.8852,1.3309,0.4253,-0.0996,-0.0139,-0.0336,2.2428,1.1486,2.1363,-0.0252,0.2303,0.3894,0.0537,0.5939,0.4865,0.3762,-0.0622,-0.0665,0.4933,1.1472,Control
Utah__A07,0.0569,1.8915,-0.0242,0.0367,0.3313,0.0295,0.0219,1.8816,-0.1782,0.3257,-0.0656,1.5901,0.1441,0.4865,-0.019,0.0587,0.3002,1.2756,0.8525,-0.0749,0.1859,0.0426,0.8957,0.6707,0.1698,0.038,-0.122,1.8609,-0.0357,0.364,0.8084,1.009,0.6968,1.2177,1.7064,-0.0287,0.0197,2.3762,1.1857,1.068,-0.2058,-0.0603,1.5155,2.9085,-0.0193,-0.247,-0.0982,-0.0333,0.5996,-0.1399,1.796,0.6633,-0.0871,0.4207,0.5874,0.903,1.1356,-0.131,0.5102,1.3099,1.4198,1.9127,0.9863,0.4761,1.3766,-0.0731,1.1036,-0.0162,0.9428,0.8669,0.4096,0.7733,0.6062,0.5073,1.0479,1.7697,-0.13,0.8022,0.0285,1.1765,1.4837,0.359,-0.1374,-0.0348,-0.0223,2.296,1.4495,2.1759,0.0498,0.2357,0.7245,0.107,0.9005,0.5939,0.2901,-0.0644,-0.1175,0.4322,1.571,Control
Utah__A08,-0.0018,2.0084,-0.0634,0.0086,0.2182,-0.0316,0.0594,1.7361,-0.1807,0.3097,0.0351,1.6278,0.117,0.33,-0.0439,0.1812,0.3245,1.2823,0.6443,-0.0738,-0.0231,0.0033,1.0393,0.6901,0.2712,0.0606,-0.241,1.7198,-0.0628,0.2967,0.9922,1.0928,0.7065,0.8932,1.6216,-0.081,-0.0414,2.6059,1.152,1.1747,-0.1389,-0.0693,1.5419,2.6904,-0.0293,-0.3364,0.007,-0.0129,0.4074,-0.1271,1.7709,0.4362,-0.0906,0.3023,0.4546,0.9887,1.1812,-0.03,0.8364,1.4137,1.1173,1.9432,1.0102,0.3987,1.5009,-0.0884,1.2435,-0.0486,0.8045,0.8829,0.3414,0.7195,0.7395,0.4878,1.0982,1.7375,-0.1106,0.9913,0.0035,1.467,1.4271,0.3481,-0.0768,0.0145,-0.0907,2.2139,1.2527,1.9205,5e-04,0.1735,0.5435,0.0326,1.242,0.6051,0.3643,0.043,-0.0778,0.5499,1.6801,Control
Utah__A09,0.0294,1.7079,-0.0134,-0.0354,0.3049,0.0355,0.0714,1.7364,-0.1889,0.2174,-0.0207,1.4374,0.1201,0.4454,-0.0328,0.1188,0.3747,1.178,0.7299,0.0146,0.1106,-0.009,0.8753,0.6175,0.1513,0.006,-0.2038,1.8278,-0.0624,0.349,0.7685,0.9804,0.6507,0.9938,1.5553,-0.0432,0.0519,2.4502,1.1391,0.9661,-0.1538,-0.1006,1.5854,2.8883,0.0331,-0.1152,-0.0254,0.0282,0.3952,-0.1278,1.6671,0.6203,-0.0575,0.2386,0.5144,1.0256,1.096,-0.2464,0.5718,1.2508,1.265,1.8616,1.0062,0.3762,1.3752,-0.0165,1.0012,-0.0209,0.8572,0.7767,0.356,0.8261,0.5541,0.5174,1.0489,1.637,-0.0919,0.7463,-0.001,0.9988,1.3188,0.4569,-0.0921,-0.0462,0.0108,2.2423,0.951,2.3034,0.0793,0.2185,0.4695,0.0954,0.8183,0.5577,0.2801,0.1236,-0.1208,0.5486,1.4154,Control
Utah__A10,-0.0156,2.0582,-0.0575,-0.064,0.272,-0.062,0.1067,1.7079,-0.1492,0.3596,-0.0016,1.7306,0.1372,0.3701,-0.0615,0.1176,0.3376,1.4162,0.9457,-0.1028,0.0874,0.1062,0.8224,0.6986,0.2794,0.0837,-0.2015,1.802,-0.0339,0.398,0.8089,1.0339,0.6346,1.3414,1.4415,-0.0726,0.1856,2.3575,1.1807,1.0965,-0.1788,-0.1098,1.5651,2.9966,0.0631,-0.1401,-0.0399,-0.0251,0.6761,-0.1106,1.7443,0.5606,-0.0546,0.4108,0.6228,0.9363,1.2467,-0.1022,0.3781,1.3167,1.3904,1.9537,0.9394,0.4371,1.2385,0.0023,1.1969,-0.006,1.0123,0.8171,0.4749,0.7781,0.6865,0.5698,1.0175,1.7832,-0.0033,0.8644,-0.0291,1.3316,1.3713,0.4388,-0.0951,-0.005,-0.0769,2.2774,1.2653,2.2451,-0.0243,0.096,0.4728,0.0153,1.0998,0.6079,0.355,-0.0692,-0.0989,0.4395,1.5851,Control
