@relation data

@attribute id string
@attribute 10053 numeric
@attribute 1174 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 130340 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 1777 numeric
@attribute 1785 numeric
@attribute 2647 numeric
@attribute 2799 numeric
@attribute 3312 numeric
@attribute 375 numeric
@attribute 4074 numeric
@attribute 408 numeric
@attribute 6456 numeric
@attribute 6844 numeric
@attribute 81567 numeric
@attribute 8673 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 9829 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0629,0.3044,0.9562,1.9611,0.301,1.4487,1.0302,1.8975,0.8035,1.0588,0.5859,1.8747,1.9939,1.0242,2.3971,0.9432,-0.1148,1.6468,0.3862,1.7167,1.0939,0.8052,0.0707,Control
Utah__A02,0.1118,0.2694,0.8153,1.9152,0.1812,1.6309,0.9189,1.7449,0.6313,0.9026,0.4572,1.9968,1.8025,0.9595,2.337,0.9487,-0.1632,1.5163,0.3046,1.709,0.8597,0.7634,0.0839,Control
Utah__A03,0.1419,0.4615,1.0403,2.0885,0.2279,1.7783,1.1521,1.8978,0.8913,1.0805,0.6963,2.2445,2.0302,1.2127,2.5031,1.0901,-0.1795,1.6783,0.3369,1.7755,1.0033,0.8524,0.0738,Control
Utah__A04,0.0312,0.3811,0.7203,1.8032,0.1942,1.5695,1.0075,1.6646,0.6993,0.9491,0.4286,1.8753,1.9177,1.1147,2.2702,0.95,-0.104,1.6138,0.3411,1.8869,0.5614,0.8534,0.0652,Control
Utah__A05,0.2212,0.5077,0.9985,2.0685,0.2109,1.8942,1.2853,1.8496,1.0091,1.0811,0.7689,2.216,1.7326,1.162,2.4788,1.1654,-0.08,1.6052,0.4461,2.0581,0.9783,0.8913,0.1456,Control
Utah__A06,0.1003,0.3215,0.9842,1.9611,0.162,1.7382,1.1374,1.7484,0.7402,0.9801,0.5521,2.1312,1.61,1.1349,2.2525,1.0665,-0.082,1.4958,0.3612,1.8868,0.8701,0.7419,0.066,Control
Utah__A07,0.0739,0.3572,1.2881,2.1088,0.2967,1.7084,1.0639,1.821,0.7533,1.0425,0.5645,2.1292,1.6352,1.1813,2.4492,1.2252,-0.151,1.3859,0.4223,1.8122,1.3774,0.8272,0.0861,Control
Utah__A08,0.0482,0.1477,1.107,2.0191,0.2465,1.3709,0.9279,1.778,0.6283,1.0763,0.4691,1.9164,1.4653,0.9997,2.0463,1.1452,-0.1358,1.4104,0.3102,1.5787,0.9986,0.7752,0.036,Control
Utah__A09,0.2338,0.311,1.2065,2.0278,0.179,1.6707,1.0099,1.8437,0.8342,1.0059,0.5769,2.0046,1.5318,1.003,2.3638,1.1257,-0.1017,1.4981,0.3515,1.6292,1.0201,0.7992,0.0837,Control
Utah__A10,0.1738,0.3996,1.2309,2.1007,0.2984,1.5398,1.0288,1.8845,0.8029,1.0237,0.509,2.1303,1.466,1.1223,2.3388,1.1077,-0.0741,1.5479,0.2991,1.8087,1.0498,0.8349,0.0874,Control
Utah__A11,0.0284,0.2109,1.0557,1.9425,0.1834,1.5383,0.9235,1.6928,0.6896,0.8681,0.3777,1.9863,1.3673,0.8774,2.2776,0.9772,-0.1163,1.4873,0.2158,1.4831,0.8051,0.6878,0.0114,Control
Utah__A12,-0.0307,0.214,0.5975,1.3107,0.1248,1.1896,0.6338,1.1862,0.3824,0.6116,0.2315,1.5799,1.1815,0.751,1.7048,0.646,-0.0997,1.2005,0.3172,1.689,0.1183,0.5109,0.0948,Control
Utah__B01,-0.023,0.0605,1.1218,1.7455,0.2851,1.328,0.7133,1.661,0.2971,0.8718,0.2337,1.682,1.6075,1.091,2.1036,0.8659,-0.0963,1.4563,0.3,1.5038,0.8207,0.5947,0.108,Control
Utah__B02,0.0972,0.3644,1.0595,1.8484,0.2239,1.7192,1.0686,1.8338,0.805,1.03,0.6287,1.9392,2.0652,1.2516,2.4684,1.0567,-0.089,1.8009,0.3825,1.8784,0.8729,0.8528,0.0765,Control
Utah__B03,-0.042,0.229,1.0973,1.8577,0.3326,1.5357,0.9075,1.7945,0.5874,0.9806,0.4325,1.858,1.8228,1.1979,2.3637,0.931,-0.0648,1.5812,0.3153,1.7636,0.8525,0.6774,0.002,BRCACancer
Utah__B04,0.0447,0.1508,1.1121,1.8231,0.3819,1.1599,0.7754,1.6814,0.4416,1.0988,0.3438,1.6301,1.424,1.1205,1.8347,1.177,-0.1586,1.4273,0.3515,1.5018,1.0961,0.6736,0.0297,BRCACancer
Utah__B05,-0.0468,0.1728,0.9265,1.823,0.2724,1.4527,0.8775,1.5501,0.653,0.9816,0.4168,1.9141,1.5679,1.0928,1.9958,0.9179,-0.195,1.5283,0.4313,1.6418,0.5546,0.7547,0.0738,BRCACancer
Utah__B06,-0.0945,-0.0486,0.987,1.4801,0.2211,1.0328,0.5585,1.3801,-0.0288,0.7533,-0.0797,1.3821,1.4945,0.8776,1.946,0.698,0.0426,1.0356,0.3593,1.343,1.053,0.2887,0.112,BRCACancer
Utah__B07,0.0504,0.38,1.0066,2.0105,0.295,1.6544,1.0026,1.8946,0.6867,1.1536,0.4485,1.9428,2.1576,1.1118,2.4599,0.9859,-0.079,1.6969,0.3701,1.8114,1.3443,0.7922,0.1047,BRCACancer
Utah__B08,0.3079,0.3497,0.985,1.9685,0.1961,1.8756,1.0276,1.8197,0.8229,0.9548,0.4844,2.125,1.8084,1.0166,2.5142,1.025,-0.0808,1.4671,0.3609,1.8436,0.9505,0.8066,0.0608,Control
Utah__B09,0.1504,0.0582,1.0427,1.6527,0.2219,0.9806,0.6087,1.6261,0.2635,1.0923,0.2511,1.2164,1.3464,1.1409,1.908,1.1355,-0.1177,1.648,0.3979,1.2618,0.7784,0.5996,0.0323,Control
Utah__B10,-0.0046,0.1946,0.9715,1.7078,0.2247,1.1731,0.5989,1.4548,0.3581,0.8415,0.3138,1.5376,1.1397,0.9325,2.0275,1.0227,-0.1579,1.3202,0.3306,1.5716,0.8975,0.5489,0.0258,Control
Utah__B11,0.1201,0.2637,0.9808,1.9154,0.1451,1.5838,0.9004,1.6498,0.9084,0.86,0.6414,2.0704,1.3404,0.939,1.9456,0.9535,-0.0712,1.4088,0.3,1.8437,0.8311,0.8149,0.0524,Control
Utah__B12,0.0065,0.0979,0.8079,1.2175,0.1844,0.9933,0.5154,1.1987,0.0426,0.8347,-0.0207,0.9722,0.9837,0.9156,1.4639,0.9916,-0.0492,0.9451,0.1671,0.9902,0.7981,0.455,-0.053,Control
Utah__C01,0.0999,0.2781,1.1314,2.0241,0.257,1.7428,1.2035,1.8806,0.8247,1.2195,0.7103,2.1973,1.598,1.1659,2.3836,1.3332,-0.1493,1.5985,0.6324,1.6361,1.2787,0.8905,0.0717,BRCACancer
Utah__C02,0.2035,0.384,0.9023,1.7548,0.2671,1.6175,1.0839,1.6865,0.8486,1.0117,0.5833,1.9071,1.6408,0.9637,2.3002,0.9542,-0.1232,1.6334,0.4407,1.5976,0.6083,0.9321,0.117,BRCACancer
Utah__C03,0.074,0.4076,1.0995,1.8932,0.24,1.9394,1.188,1.8631,1.0312,1.2509,0.8002,2.0068,1.7533,1.1789,2.471,1.1938,-0.1328,1.8692,0.5729,1.6821,1.0782,1.0251,0.1158,BRCACancer
Utah__C04,0.2051,0.202,0.6342,1.5098,0.1246,1.4476,0.9457,1.2675,0.5307,0.7936,0.2107,1.6936,1.6563,0.9763,2.034,0.8616,-0.1111,1.5362,0.1576,1.2582,0.4586,0.7758,0.0933,Control
Utah__C05,0.0683,0.2221,0.6408,1.6163,0.1483,1.6864,0.9001,1.3188,0.5406,0.7685,0.372,1.8857,1.3639,0.8562,2.1707,0.844,-0.1326,1.2951,0.2504,1.3138,0.4305,0.6879,-0.0362,BRCACancer
Utah__C06,0.0668,0.0481,0.4652,0.5608,0.1686,0.6791,0.2305,0.498,0.0748,0.4291,-0.0123,0.5609,0.9267,0.6897,0.6349,0.3784,-0.1427,0.4929,0.1358,0.5927,0.0027,0.1549,0.0608,Control
Utah__C07,0.0505,0.2424,0.6944,1.7299,0.1683,1.4903,0.8731,1.4571,0.6104,0.8234,0.311,1.8741,1.4166,0.8748,2.2136,0.8449,-0.1183,1.4365,0.3265,1.4189,0.405,0.7746,0.0673,Control
Utah__C08,0.2302,0.3266,0.8362,1.7986,0.2152,1.5563,1.0471,1.6685,0.8422,0.9538,0.5722,2.0101,1.6217,0.8918,2.269,0.9474,-0.1202,1.6226,0.2914,1.3053,0.4598,0.8386,0.0882,Control
Utah__C09,0.0745,0.2039,0.7267,1.6009,0.2189,1.5015,0.9082,1.4541,0.7573,0.8377,0.409,1.8743,1.6167,0.9569,2.189,0.8431,-0.0932,1.4948,0.389,1.5853,0.3447,0.7524,0.0207,Control
Utah__C10,-0.0168,0.3363,0.675,1.5607,0.1524,1.6482,0.9147,1.3923,0.6193,0.8148,0.3874,1.9083,1.3971,0.8597,2.0486,0.8534,-0.1035,1.4055,0.4012,1.6436,0.4187,0.7683,0.1064,BRCACancer
Utah__C11,0.1287,0.3523,1.0015,1.8492,0.165,1.6432,1.0373,1.7056,0.7707,1.0988,0.5478,1.9621,1.5852,1.0305,2.27,1.0287,-0.1153,1.9116,0.3581,1.4901,0.7038,0.8879,0.0504,Control
Utah__C12,-0.0319,0.1979,0.6181,1.4105,0.1815,1.2953,0.7789,1.1248,0.3975,0.7009,0.219,1.3604,1.4842,0.8387,1.6399,0.7993,-0.0893,1.3565,0.2237,1.1391,0.2831,0.6958,0.0455,BRCACancer
Utah__D01,-0.0451,0.1543,1.1258,1.6156,0.1592,1.3869,0.8522,1.5488,0.392,1.1843,0.2434,1.4766,1.253,1.0259,1.8656,1.2148,-0.1234,1.5091,0.2526,1.2687,1.1551,0.6258,-0.0521,BRCACancer
Utah__D02,0.2128,0.3139,0.7473,1.6947,0.1665,1.6207,1.095,1.5384,0.5299,0.8923,0.4402,1.7555,1.3607,0.8672,2.0629,0.9237,-0.0667,1.6029,0.3351,1.6445,0.4586,0.8336,0.086,BRCACancer
