@relation data

@attribute id string
@attribute 10053 numeric
@attribute 10618 numeric
@attribute 10717 numeric
@attribute 1174 numeric
@attribute 1176 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 130340 numeric
@attribute 1362 numeric
@attribute 1522 numeric
@attribute 152503 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 1777 numeric
@attribute 1785 numeric
@attribute 23431 numeric
@attribute 23557 numeric
@attribute 2495 numeric
@attribute 2512 numeric
@attribute 2580 numeric
@attribute 25977 numeric
@attribute 26258 numeric
@attribute 2647 numeric
@attribute 27131 numeric
@attribute 2799 numeric
@attribute 286451 numeric
@attribute 3312 numeric
@attribute 3482 numeric
@attribute 375 numeric
@attribute 388552 numeric
@attribute 4074 numeric
@attribute 408 numeric
@attribute 4952 numeric
@attribute 51429 numeric
@attribute 5286 numeric
@attribute 54885 numeric
@attribute 55330 numeric
@attribute 5878 numeric
@attribute 6272 numeric
@attribute 6456 numeric
@attribute 6643 numeric
@attribute 6810 numeric
@attribute 6844 numeric
@attribute 7037 numeric
@attribute 7163 numeric
@attribute 7164 numeric
@attribute 81567 numeric
@attribute 8301 numeric
@attribute 84062 numeric
@attribute 8546 numeric
@attribute 8673 numeric
@attribute 8729 numeric
@attribute 8773 numeric
@attribute 8775 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 9026 numeric
@attribute 9685 numeric
@attribute 9698 numeric
@attribute 9829 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0595,2.2046,1.3251,0.3143,0.6064,0.9448,1.9669,0.3189,1.6363,1.4157,-0.0902,1.0096,1.8885,0.8325,1.0152,1.0157,0.5696,2.5692,1.4136,0.6798,0.3666,1.3912,0.5983,1.1406,1.8698,1.0886,2.0163,1.2665,1.0215,0.3439,2.4359,0.9076,0.438,1.0719,1.248,0.1581,0.5414,1.1245,0.9131,-0.1193,1.7067,1.0049,1.6061,1.6844,0.6765,-0.1308,0.4175,1.932,0.4922,1.3041,1.7456,1.1963,1.3993,0.9328,1.059,0.803,0.6858,1.3612,1.5013,0.0723,Control
Utah__A02,0.1087,2.1543,1.103,0.2762,0.4451,0.802,1.9209,0.1937,1.562,1.6055,-0.0722,0.8975,1.7346,0.6569,0.8626,0.7318,0.361,1.5051,1.38,0.6358,0.296,1.1517,0.4693,0.8557,1.9945,0.8537,1.8112,1.2096,0.9519,0.2387,2.3731,0.9134,0.2294,0.8161,0.9516,0.0571,0.3773,1.1251,1.0488,-0.1676,1.4831,0.9637,1.4751,1.4166,0.2649,-0.04,0.3171,1.6115,0.4295,1.0882,1.7379,1.007,1.21,0.8398,0.8283,0.7604,0.3742,1.1669,1.2491,0.0871,Control
Utah__A03,0.139,2.2128,1.0674,0.4854,0.5207,1.0299,2.0945,0.2425,1.778,1.759,-0.0444,1.1323,1.8889,0.922,1.0364,0.9748,0.6588,2.7681,1.7621,0.7898,0.3373,1.4166,0.709,1.1722,2.2476,0.9975,2.0553,1.3741,1.2245,0.3597,2.5468,1.0639,0.3807,0.9865,1.2264,-0.0294,0.3633,1.2647,1.1509,-0.1839,1.6424,1.0403,1.6377,1.8015,0.3243,-0.071,0.3568,1.9614,0.5634,1.239,1.8047,1.2024,1.3075,1.1029,0.9698,0.8511,0.4354,1.2837,1.4912,0.0758,Control
Utah__A04,0.0276,2.2691,1.0654,0.3978,0.4999,0.7059,1.8087,0.2073,1.4049,1.5415,-0.0285,0.9867,1.6535,0.7262,0.908,0.6431,0.3804,1.8529,1.3848,0.7426,0.3256,1.2531,0.4407,0.7774,1.8703,0.8661,1.9347,1.2036,1.119,0.367,2.3032,0.9148,0.2162,0.9415,0.8937,0.14,0.6574,1.1838,1.0037,-0.1085,1.6857,0.8141,1.573,1.4412,0.4341,-0.0597,0.362,1.6447,0.4331,1.1596,1.9167,0.9912,1.0526,0.8632,0.5345,0.8522,0.5465,1.2626,1.4066,0.0661,Control
Utah__A05,0.2188,2.3905,1.1272,0.5357,0.4357,0.9876,2.0745,0.2248,1.8767,1.8797,-0.0696,1.2664,1.8403,1.0422,1.0371,0.8979,0.6395,2.2603,1.7398,0.8401,0.3321,1.407,0.7818,0.9361,2.2185,1.0784,1.7363,1.4353,1.1699,0.4824,2.5214,1.144,0.44,1.0816,1.1797,0.0948,0.6671,1.2832,1.4065,-0.0844,1.9045,1.1033,1.5643,1.6074,0.3949,-0.045,0.4914,1.86,0.5455,1.3103,2.0886,1.1618,1.3571,1.091,0.9451,0.8908,0.4857,1.3997,1.4741,0.1559,Control
Utah__A06,0.0972,2.2282,1.0907,0.333,0.5263,0.9732,1.9669,0.1737,1.9289,1.7172,-0.0307,1.1175,1.738,0.7679,0.9383,0.8647,0.4145,3.0121,1.7378,0.6755,0.2272,1.3397,0.5644,0.8347,2.1319,0.9226,1.6049,1.4123,1.1407,0.2488,2.2846,1.0387,0.4345,1.0178,1.0988,0.0404,0.2797,1.1536,1.1001,-0.0865,1.5057,0.8768,1.4545,1.3735,0.287,-0.1121,0.3868,1.7797,0.4939,1.2542,1.9165,1.0973,1.2067,0.9492,0.8385,0.7385,0.3333,1.2572,1.3219,0.067,Control
Utah__A07,0.0705,2.3636,1.2324,0.3718,0.7041,1.2808,2.1148,0.3143,1.6788,1.6862,-0.0611,1.0435,1.8113,0.7813,0.9993,0.9584,0.469,2.5729,1.1786,0.7495,0.3035,1.3791,0.5769,1.1362,2.1298,1.0861,1.6319,1.464,1.1907,0.2371,2.4905,1.2077,0.4244,1.0792,1.2689,0.0604,0.3096,1.0969,1.1072,-0.1555,1.8325,0.968,1.3443,1.6274,0.5273,-0.0705,0.4621,2.3199,0.6514,1.3634,1.8416,1.1701,1.461,0.8926,1.3382,0.8255,0.3821,1.3953,1.5082,0.0896,Control
Utah__A08,0.0448,2.2407,1.2633,0.1438,0.7943,1.0975,2.0249,0.2619,1.5394,1.3347,-0.0777,0.9065,1.7679,0.6538,1.0323,0.9531,0.3555,2.1748,1.0678,0.7098,0.2728,1.1979,0.4812,1.0646,1.9124,1.0676,1.4499,1.5712,0.9952,0.0373,2.0689,1.1225,0.427,1.3199,1.4553,0.1502,0.2537,1.094,0.9201,-0.1403,1.7457,0.9165,1.3689,1.6047,0.7755,-0.0639,0.3239,2.4369,0.8024,1.5228,1.6069,1.2835,1.3046,0.8312,0.9651,0.7725,0.4994,1.4431,1.6954,0.0336,Control
Utah__A09,0.2314,2.2393,0.9671,0.3216,0.5105,1.1982,2.0337,0.1914,1.5324,1.647,-0.0463,0.9891,1.8343,0.8638,0.9636,0.8,0.4915,2.4869,1.0286,0.6874,0.2324,1.2132,0.5893,0.942,2.0025,1.0848,1.5211,1.2694,0.9987,0.1657,2.4011,1.1018,0.3352,1.037,1.1511,0.0897,0.3584,1.1552,0.9314,-0.1061,1.5895,0.937,1.4569,1.4224,0.4194,-0.1111,0.3748,2.3609,0.5199,1.3281,1.6576,1.1561,1.4089,0.8647,0.9863,0.797,0.4455,1.2782,1.4543,0.0868,Control
Utah__A10,0.1711,2.3909,1.2645,0.418,0.6052,1.223,2.1067,0.3162,1.8717,1.5106,-0.0719,1.0082,1.8755,0.8319,0.9809,0.9079,0.5055,2.3227,1.0536,0.7759,0.2846,1.2855,0.5212,1.083,2.1309,1.1303,1.4506,1.6371,1.1272,0.308,2.375,1.0826,0.3739,0.8762,1.2018,0.0539,0.4025,1.1738,1.1648,-0.0786,1.6968,0.9389,1.5069,1.5811,0.4863,-0.0509,0.3102,2.3835,0.6083,1.4608,1.838,1.1932,1.4381,0.9584,1.0156,0.8333,0.3199,1.4147,1.5602,0.0909,Control
Utah__A11,0.0248,1.7337,0.8909,0.2126,0.399,1.0455,1.9482,0.196,1.5865,1.509,-0.0565,0.9022,1.6819,0.7163,0.8289,0.8078,0.2704,2.2333,0.9487,0.4756,0.1804,1.0981,0.3896,0.8834,1.9838,0.942,1.3448,1.1002,0.8636,0.2308,2.3109,0.9437,0.2777,0.6838,0.9851,0.0386,0.2649,1.1344,0.6463,-0.1208,1.1697,0.8112,1.446,1.102,0.3714,-0.1282,0.2077,2.0376,0.3401,1.0163,1.5108,1.0615,1.18,0.8096,0.7745,0.6834,0.2901,0.932,1.1267,0.0061,Control
Utah__A12,-0.0347,1.573,0.6571,0.216,0.319,0.5815,1.3152,0.1348,1.0173,1.1459,-0.0338,0.6105,1.1705,0.403,0.5783,0.347,0.3168,1.1194,0.4885,0.5131,0.0072,0.8482,0.243,0.3045,1.5685,0.489,1.1457,0.8749,0.7276,-0.0774,1.7116,0.5912,0.0644,0.7366,0.4685,-0.1742,0.3256,0.9336,0.6727,-0.1041,1.1734,0.6181,1.1582,0.9887,0.1237,0.0136,0.3326,1.1884,0.3279,0.8275,1.7178,0.6394,0.827,0.6094,0.098,0.5031,0.1595,0.8727,0.9464,0.0992,Control
Utah__B01,-0.0269,2.176,1.0829,0.0488,0.6223,1.1125,1.7508,0.3023,1.3599,1.29,-0.0739,0.6905,1.6498,0.316,0.8325,0.7393,0.3218,2.7066,1.1577,0.452,0.2251,1.2402,0.2453,1.0693,1.6729,0.8926,1.6022,1.0256,1.0935,-0.1948,2.1289,0.8252,0.3838,1.1376,1.0517,0.1012,0.2413,0.9743,0.7608,-0.1008,1.3653,0.6719,1.4149,1.6701,0.4523,-0.1303,0.3114,1.9196,0.4562,1.2434,1.5316,1.0521,1.415,0.7114,0.7898,0.5885,0.4561,1.3053,1.3466,0.114,Control
Utah__B02,0.094,2.4649,1.3264,0.3797,0.5298,1.0493,1.8539,0.2383,1.6042,1.6974,-0.0477,1.0482,1.8243,0.834,0.9871,0.7692,0.6109,3.2808,1.7362,0.7511,0.3729,1.434,0.6413,1.0783,1.9357,0.9791,2.0927,1.2268,1.2663,0.2958,2.5105,1.0284,0.34,1.0926,0.8858,0.1688,0.487,1.1725,0.9763,-0.0935,1.6249,1.0872,1.7608,1.9401,0.2893,-0.0658,0.4131,1.7172,0.4538,1.2427,1.9081,1.1359,1.2912,1.0076,0.8414,0.8515,0.6442,1.3817,1.4055,0.0788,Control
Utah__B03,-0.0461,2.3327,1.2224,0.2322,0.5203,1.0877,1.8632,0.3519,1.6189,1.5064,-0.0604,0.886,1.7846,0.6121,0.9388,0.7736,0.4622,2.9532,1.2461,0.6069,0.3111,1.3102,0.4445,1.0151,1.8527,0.8597,1.833,1.2513,1.2086,0.1945,2.401,0.8945,0.3284,0.999,0.9359,0.1518,0.3932,1.1333,1.0098,-0.0693,1.5641,0.9285,1.5403,1.7271,0.4125,-0.1093,0.3302,1.9074,0.4619,1.2656,1.7927,1.0693,1.2906,0.8738,0.8212,0.6728,0.4927,1.3135,1.4097,-0.0044,BRCACancer
Utah__B04,0.0412,2.263,1.197,0.1472,0.7014,1.1026,1.8285,0.4034,1.216,1.115,-0.0438,0.7531,1.6705,0.4634,1.0543,0.7323,0.1531,1.5049,1.0275,0.8209,0.2169,1.0886,0.3556,1.0815,1.6198,0.8524,1.4056,1.5797,1.1252,0.0989,1.8476,1.1564,0.2829,1.0054,1.1594,-0.0061,0.0406,0.9534,0.9588,-0.163,1.3864,0.8341,1.3858,1.5772,0.7102,-0.0649,0.3748,2.4359,0.7329,1.4578,1.5296,1.1779,1.2507,0.7161,1.0611,0.669,0.2874,1.4221,1.6576,0.0265,BRCACancer
Utah__B05,-0.0509,2.0094,1.0623,0.1711,0.4803,0.9147,1.8285,0.289,1.2356,1.4199,-0.0092,0.8558,1.5378,0.6789,0.9398,0.6325,0.4127,2.4591,1.3986,0.6849,0.1545,1.123,0.4288,0.999,1.91,0.6399,1.5598,1.1527,1.0954,0.1081,2.0161,0.8806,0.2043,1.002,0.8099,-0.1269,0.2453,1.066,0.896,-0.1994,1.156,0.9448,1.4872,1.602,0.1829,-0.0272,0.4731,1.7917,0.4438,1.0151,1.6703,1.0616,1.2213,0.868,0.5278,0.7516,0.3286,1.0774,1.2285,0.0757,BRCACancer
Utah__B06,-0.0989,1.9601,1.0905,-0.0699,0.4999,0.9759,1.4849,0.2354,1.1877,0.9826,-0.0496,0.5347,1.3663,-0.0165,0.7167,0.5303,0.1154,1.5755,1.0098,0.3625,0.07,0.9752,-0.069,0.8137,1.3664,0.5255,1.4812,0.9596,0.8638,-0.1962,1.964,0.6465,0.2727,0.7205,0.7086,-0.0403,-0.1498,0.8389,0.63,0.0381,1.08,0.5646,0.9928,1.3643,0.2864,-0.0781,0.3845,1.7493,0.4014,0.9429,1.37,0.805,1.1828,0.3915,1.0187,0.2766,0.1508,1.0225,1.1126,0.1184,BRCACancer
Utah__B07,0.0469,2.5373,1.5443,0.3967,0.5899,0.9958,2.0164,0.3126,1.6228,1.63,-0.055,0.9818,1.8857,0.7134,1.1079,0.8657,0.4945,1.9533,1.5609,0.8738,0.2551,1.3131,0.4605,1.2873,1.9393,0.9348,2.1918,1.3065,1.1158,0.2334,2.5017,0.9529,0.3755,0.9777,1.1681,0.1067,0.6096,1.0448,0.86,-0.0835,1.6439,1.1398,1.6564,1.9317,0.3869,-0.0806,0.3978,2.074,0.5274,1.291,1.8407,1.1887,1.4733,0.9169,1.3057,0.7898,0.6061,1.4091,1.496,0.1103,BRCACancer
