@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 1445 numeric
@attribute 23118 numeric
@attribute 2533 numeric
@attribute 27040 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3702 numeric
@attribute 3932 numeric
@attribute 3937 numeric
@attribute 4690 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 50852 numeric
@attribute 51466 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 55740 numeric
@attribute 55824 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5788 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 7408 numeric
@attribute 7454 numeric
@attribute 7535 numeric
@attribute 84433 numeric
@attribute 8517 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 9402 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4722,1.5171,1.2814,1.7946,1.5197,1.6604,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,1.1591,1.2791,2.6126,1.9358,2.2185,0.8713,1.6981,2.2123,1.1544,1.0093,2.3707,1.4733,0.7923,1.5746,1.5626,1.4982,0.2071,1.7307,-0.0987,1.4648,0.9426,1.2392,3.057,1.4383,1.4658,0.2158,0.2182,0.8372,1.1739,0.5994,1.1904,1.0187,0.6848,0.3604,1.693,1.1564,2.2237,2.1629,2.3193,0.8229,1.7101,1.6651,Control
Utah__A02,1.0277,1.302,1.2458,1.4192,1.3269,1.2534,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,0.9319,1.2825,1.9605,1.6874,2.1072,0.7212,1.2732,2.0603,1.1633,0.8765,1.847,1.0902,0.6688,1.3014,1.4139,1.1993,0.1689,1.247,-0.0634,0.8879,0.5773,0.6452,3.0587,1.258,1.1532,0.0504,0.1727,0.7679,0.8195,0.5869,1.1067,0.9277,0.5228,0.3492,1.6787,0.881,1.9545,1.8928,2.2847,0.553,1.4691,1.3515,Control
Utah__A03,1.1902,1.5398,1.4648,1.3753,1.5128,1.4936,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,1.0697,1.4534,2.1163,1.7151,2.3283,0.8561,1.4485,2.7503,1.4142,0.9832,1.6448,1.1925,0.8003,1.3967,1.4596,1.3339,0.2691,1.3323,-0.0804,1.278,0.8411,0.9168,3.1701,1.4813,1.3103,0.0932,0.1455,0.9336,1.0658,0.8624,1.3437,0.9848,0.61,0.3742,1.7928,1.0986,1.9088,1.7685,2.3295,0.729,1.6093,1.4328,Control
Utah__A04,1.1458,1.079,1.2871,1.5602,1.3169,1.4892,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,0.9555,1.3869,2.3902,1.9667,2.0788,0.7593,1.4304,2.2761,1.0138,0.9574,2.0627,1.1547,0.7491,1.353,1.4002,1.4882,0.2883,1.3202,-0.0495,1.2094,0.7067,0.7608,3.2973,1.484,1.2639,0.1022,0.159,0.7944,0.9436,0.615,1.0836,1.0408,0.66,0.3772,1.722,0.9132,1.9522,1.8416,2.3071,0.7673,1.5742,1.5026,Control
Utah__A05,1.1388,1.4435,1.4266,1.5773,1.4291,1.4734,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,1.0728,1.4233,2.0685,1.6797,2.1474,0.8332,1.5181,2.4615,1.356,1.0515,1.6914,1.0811,0.8948,1.4836,1.8548,1.3381,0.3996,1.2108,-0.0784,1.1222,0.7243,0.9371,3.1618,1.5368,1.3977,0.0507,0.1504,0.8518,0.9834,0.9001,1.4672,0.9256,0.6385,0.6097,1.9234,1.169,1.5601,1.5813,1.9438,0.7984,1.8284,1.6692,Control
Utah__A06,1.0371,1.3907,1.2077,1.4058,1.3127,1.2048,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,0.9844,1.367,1.9776,1.611,2.0222,0.6693,1.3497,2.472,1.2821,0.8871,1.6759,1.0714,0.7874,1.3845,1.4475,1.3761,0.1914,1.2063,-0.0813,1.0249,0.6414,0.835,2.8986,1.338,1.2785,0.0867,0.1557,0.7749,0.9076,0.6251,1.2382,0.9177,0.5541,0.3246,1.7204,0.957,1.5133,1.5251,1.7701,0.7589,1.6971,1.2811,Control
Utah__A07,1.2587,1.4674,1.323,1.723,1.7815,1.3664,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,1.1473,1.4397,2.2251,1.7129,2.2689,0.926,1.6897,1.9798,1.3527,1.0399,1.8533,1.2714,0.8207,1.5934,1.5467,1.6231,0.2011,1.2924,-0.0723,1.484,0.8831,1.3069,3.3824,1.2584,1.5067,0.0921,0.2024,0.9329,1.2041,0.7812,1.1709,0.9472,0.6388,0.3276,1.7435,1.0819,1.7971,1.761,2.0687,1.1167,1.6769,1.6121,Control
Utah__A08,1.4349,1.3187,1.2379,1.9342,1.9558,1.3395,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,1.198,1.5388,2.5128,1.5609,2.3938,0.9677,1.8669,1.9095,1.1951,1.2064,2,1.4308,0.8395,1.7501,1.5683,1.714,0.168,1.4821,-0.1261,1.7617,1.0589,1.4954,3.4982,1.2448,1.6258,0.1369,0.1601,0.8298,1.2926,0.558,1.0456,0.9309,0.7015,0.1674,1.5664,0.9264,1.6824,1.826,1.9766,1.4459,1.4848,1.6622,Control
Utah__A09,1.279,1.4072,1.3017,1.7432,1.6807,1.5342,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,1.047,1.372,2.3832,1.828,2.205,0.8191,1.606,2.1911,1.2691,0.9376,1.9126,1.2593,0.8331,1.4582,1.4714,1.5464,0.1702,1.3752,-0.0929,1.5767,0.8762,1.3533,3.4433,1.3302,1.3494,0.1261,0.1713,0.7673,1.1474,0.5905,1.1899,0.847,0.558,0.2539,1.4279,0.8187,2.0098,1.8301,2.2759,0.958,1.6385,1.7659,Control
Utah__A10,1.2128,1.4266,1.2891,1.7496,1.9732,1.3913,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,1.1476,1.5525,2.368,1.8784,2.489,0.932,1.641,2.1251,1.3532,1.0688,1.8101,1.2676,0.8665,1.6941,1.7523,1.6535,0.2665,1.2657,-0.1125,1.3005,0.9539,1.3318,3.618,1.3233,1.611,0.127,0.1456,0.9506,1.116,0.7254,1.1146,0.9689,0.6278,0.3962,1.7944,1.0811,2.0305,1.9018,2.2764,0.9953,1.5195,1.8946,Control
Utah__A11,1.0305,1.3304,1.2159,1.3471,1.1663,1.4016,1.2714,1.7007,0.3524,2.8119,0.9494,0.1166,3.124,0.404,0.7748,1.1609,1.8927,1.6506,1.812,0.651,1.1005,2.0611,1.1538,0.7459,1.5931,1.006,0.738,1.2025,1.0402,1.2442,0.1945,1.1776,-0.0804,1.1409,0.8472,0.9839,2.9418,1.2245,1.0642,0.0893,0.1168,0.774,0.9757,0.4994,1.0431,0.7507,0.4007,0.326,1.2314,0.7662,2.0683,1.8037,2.1946,0.7513,1.4484,1.5081,Control
Utah__A12,0.6683,0.8268,0.6894,1.1994,0.9328,1.0807,1.1795,1.7701,0.4539,2.4849,0.7225,0.2403,3.2121,1.423,0.759,1.057,1.7946,1.4307,1.4786,0.6444,1.0527,1.6799,0.6706,0.5361,1.4629,0.6066,0.4944,0.9215,1.1023,1.0289,-0.1111,0.8519,0.0029,0.5427,0.5483,0.3508,2.6525,0.8238,0.8178,-0.0411,0.2178,0.4296,0.4633,0.1787,0.6271,0.6909,0.3657,0.1215,1.1938,0.5825,1.8233,1.4626,2.1972,0.4875,0.9411,1.1355,Control
Utah__B01,1.2248,1.2599,1.0331,1.7687,1.519,1.273,1.4348,1.9761,0.3534,2.4956,1.5085,0.1883,2.7881,0.1918,0.984,1.2114,2.337,1.4554,2.1906,0.7997,1.5169,2.5332,0.9893,0.9828,2.0204,1.3428,0.5477,1.4577,1.3226,1.5918,-0.161,1.4072,-0.0592,1.3536,0.813,1.093,3.0532,1.2082,1.3503,0.1506,0.2948,0.7244,1.1206,0.3037,0.857,0.711,0.5104,0.0231,1.4959,0.9094,1.8587,1.8616,1.9259,0.7999,1.3262,1.3145,Control
Utah__B02,1.1331,1.2798,1.3823,1.6106,1.405,1.6398,1.9917,2.4429,0.6645,3.2744,1.9116,0.165,3.4135,0.0962,1.1073,1.4119,2.401,2.0057,2.3626,0.8942,1.4394,3.0801,1.1028,0.9868,1.9283,1.4541,0.7354,1.4219,1.4237,1.7587,0.2193,1.4738,-0.09,1.1477,0.7981,0.837,3.2716,1.5865,1.3441,0.1291,0.1819,0.9004,1.0337,0.7049,1.1862,1.0717,0.6739,0.3715,1.7764,1.0847,2.2224,1.9896,2.3159,0.7977,1.605,1.5002,Control
Utah__B03,1.1807,1.2715,1.1858,1.7219,1.4889,1.3928,1.7141,2.2659,0.3199,2.9192,1.5674,0.1801,3.1471,0.9984,1.0527,1.3451,2.4157,1.8247,2.3343,0.8796,1.4822,2.6611,1.1024,0.9203,1.9737,1.29,0.7817,1.5109,1.3201,1.9459,0.104,1.4534,-0.1112,1.1794,0.7688,1.0128,3.3711,1.4088,1.3782,0.1295,0.1505,0.9167,1.0231,0.5345,1.1158,0.8866,0.5852,0.1943,1.6662,1.0675,2.0875,1.928,2.2308,0.7362,1.4273,1.2059,BRCACancer
Utah__B04,1.1569,1.0648,1.1611,1.9304,2.0015,1.2531,1.4604,1.9858,0.2557,2.4295,1.5322,0.1881,2.5913,0.2544,1.3054,1.6278,2.4135,1.589,2.4557,0.946,1.6554,1.6784,1.1247,1.2065,1.8169,1.3057,0.8342,1.5671,1.5308,1.5967,0.1145,1.4041,-0.0724,1.7065,1.0365,1.4959,3.6222,1.1378,1.4211,0.0721,0.1595,0.7801,1.1674,0.4283,0.9642,1.0479,0.7443,0.1092,1.2468,0.7066,1.7798,1.6774,1.8617,1.2485,0.9942,1.7375,BRCACancer
Utah__B05,0.9292,1.014,1.2096,1.3705,1.1742,1.2425,1.7288,2.0649,0.6649,3.1115,1.485,0.2124,3.3073,0.2944,0.875,1.4449,2.0006,1.3683,2.0115,0.6542,1.2575,2.6321,1.0039,0.7662,1.1907,1.0922,0.72,1.1566,1.1614,1.6704,0.0153,1.0304,-0.0503,1.2411,0.7728,0.7624,3.0657,1.3013,1.0368,-0.0163,0.1815,0.815,0.9453,0.4374,1.0467,0.9038,0.5774,0.0503,1.5231,0.7717,1.7458,1.5625,1.6891,0.7467,1.3487,1.1298,BRCACancer
Utah__B06,0.8269,1.0869,0.72,1.3656,1.4149,0.9095,1.4462,2.2239,0.2555,2.5202,1.3187,0.1488,2.8133,0.5518,0.8773,1.0391,2.0875,1.1402,1.9351,0.623,1.1971,1.5065,0.8515,0.6788,1.472,0.894,0.3761,1.1199,1.072,1.4068,-0.3234,1.0121,-0.066,0.7852,0.605,0.7256,3.1833,0.8403,1.0295,0.1045,0.3013,0.5795,0.6813,0.1066,0.6284,0.6222,0.2911,-0.1238,1.2328,0.5986,1.367,1.396,1.5834,0.5349,0.8346,1.0285,BRCACancer
Utah__B07,1.1885,1.466,1.3323,1.7459,1.7082,1.5901,1.9161,2.5472,0.639,3.0003,1.7644,0.2733,3.0899,0.1989,1.23,1.4319,2.6498,2.0284,2.5508,0.9694,1.4782,2.1472,1.2468,1.0181,2.1639,1.5115,0.7645,1.5493,1.4722,1.5879,0.1999,1.6203,-0.09,1.2757,1.0014,1.0076,3.4779,1.4289,1.4575,0.1273,0.2,0.8628,1.0969,0.5646,1.1426,1.2205,0.7674,0.2316,1.6517,1.0374,2.1967,2.042,2.399,0.852,1.4458,1.6328,BRCACancer
Utah__B08,1.1045,1.4125,1.2959,1.3735,1.2783,1.6558,1.5303,2.0182,0.3488,2.8931,1.1174,0.1762,3.1689,0.2813,0.8827,1.1629,1.932,1.7152,1.9891,0.6804,1.1937,1.9421,1.2158,0.7429,1.7087,1.125,0.7453,1.3231,1.6166,1.1769,0.1944,1.2284,-0.0815,1.0126,0.7508,0.7892,2.8629,1.2913,1.1072,0.099,0.1314,0.8182,0.8696,0.7435,1.1139,0.7975,0.3804,0.408,1.5386,0.921,1.8577,1.735,2.1856,0.5472,1.6695,1.7343,Control
