@relation data

@attribute id string
@attribute 10235 numeric
@attribute 10319 numeric
@attribute 10411 numeric
@attribute 11069 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1398 numeric
@attribute 1445 numeric
@attribute 2200 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 22801 numeric
@attribute 2335 numeric
@attribute 284217 numeric
@attribute 2885 numeric
@attribute 3371 numeric
@attribute 3381 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3386 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3681 numeric
@attribute 3682 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3908 numeric
@attribute 3911 numeric
@attribute 3913 numeric
@attribute 50848 numeric
@attribute 5175 numeric
@attribute 54518 numeric
@attribute 5747 numeric
@attribute 5770 numeric
@attribute 58494 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6654 numeric
@attribute 6696 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7057 numeric
@attribute 7094 numeric
@attribute 7412 numeric
@attribute 7448 numeric
@attribute 8174 numeric
@attribute 83700 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 9564 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.5195,-0.0033,0.0359,-0.082,2.1886,-0.1778,-0.1137,-0.0279,-0.0622,-0.0749,-0.0686,-0.0921,-0.1484,0.9907,1.2814,-0.0626,-0.0945,-0.2419,-0.1804,-0.1077,-0.0489,-0.0623,1.6355,-0.0761,-0.0384,0.8029,1.5794,2.1064,0.386,1.5793,0.1531,0.3071,1.1928,0.1046,2.696,1.5124,-0.0432,0.0018,0.0597,0.1491,2.111,1.627,0.7512,1.6127,2.4273,2.2463,2.1301,-0.0333,0.304,-0.0633,1.9721,0.0689,-0.0882,0.0643,0.1552,1.2746,1.732,1.4279,0.2595,1.1964,-0.03,1.3016,1.7119,1.1256,-0.018,0.3755,0.9496,2.1737,2.3174,-0.0252,-0.2706,-0.0806,0.3991,-0.0048,-0.1146,0.0389,0.0981,Control
Utah__A02,1.1624,-0.0126,-0.0038,-0.0351,2.2579,-0.179,-0.0554,0.0183,-0.06,-0.0687,-0.0368,-0.0476,-0.1384,0.7806,1.2458,-0.0851,-0.071,-0.1443,-0.1062,-0.135,-0.002,-0.0882,1.481,-0.0996,0.0121,0.9718,1.2424,2.018,0.1914,0.9261,0.1756,0.1775,1.2625,0.0413,2.4488,1.2465,-0.0611,0.0083,0.0025,0.0787,2.2735,1.7374,0.6194,1.6806,2.1759,2.3816,2.2489,-0.0109,0.2936,-0.0086,1.9595,0.0788,-0.043,0.0687,0.2079,1.1375,1.7999,1.1565,0.1285,0.9254,-0.0622,1.0126,1.2372,0.9005,0.0235,0.3775,0.9831,1.6545,2.3906,0.0164,-0.1896,-0.0505,0.2234,-0.0076,-0.1285,0.0582,-0.0641,Control
Utah__A03,1.1407,0.0018,0.0593,-0.0341,2.2166,-0.1707,-0.1078,0.003,-0.0744,-0.0571,-0.0708,-0.0708,-0.154,0.9451,1.4648,-0.1032,-0.0529,-0.1351,-0.173,-0.1333,-0.0268,-0.0676,1.7658,-0.0971,0.026,1.1922,1.3956,2.1627,0.4595,0.6756,0.1318,0.3844,1.4116,0.0051,2.7206,1.607,0.0376,0.0051,0.1962,0.0667,2.5078,1.9552,0.8381,1.9154,2.3183,2.5068,2.2641,0.0023,0.3779,-0.0387,2.1622,0.0477,-0.0548,0.0488,0.2648,1.1179,1.9695,1.4629,0.1567,1.1483,-0.0894,1.1563,1.7552,1.1275,0.1049,0.6195,1.1369,1.7695,2.607,0.1946,-0.201,-0.1495,0.216,3e-04,-0.1408,0.0201,0.05,Control
Utah__A04,1.246,0.0605,0.0273,-0.0508,2.2032,-0.0843,-0.0804,0.0331,-0.0438,-0.0397,-0.0399,-0.06,-0.1421,0.8166,1.2871,-0.0778,-0.0865,-0.1603,-0.1183,-0.0831,-0.0521,-0.0636,1.4795,-0.1015,-0.0108,0.8309,1.4036,2.2386,0.2803,1.0935,0.1578,0.1908,1.5515,0.0819,2.7136,1.3644,-0.0252,-0.0112,-0.0284,0.0532,2.1956,1.7951,0.6282,1.3829,2.3751,2.4299,2.7493,0.0308,0.3591,-0.0408,2.0598,0.0757,-0.0314,0.1796,0.1361,1.191,1.6925,1.2148,0.158,1.0012,0.0121,1.0515,1.2952,1.028,-0.0036,0.414,1.118,1.7578,2.6218,-0.0598,-0.2077,0.0209,0.3706,-0.0534,-0.1283,0.1022,0.0031,Control
Utah__A05,1.3157,0.0315,0.0549,-0.0825,2.4586,-0.0414,-0.0986,0.053,-0.055,-0.0396,-0.071,-0.0753,-0.1174,0.9618,1.4266,-0.0789,-0.0683,-0.1735,-0.1227,-0.1061,-0.0661,-0.0616,1.8562,-0.0828,0.0285,1.2318,1.5791,2.4023,0.4591,0.9261,0.1263,0.1792,2.113,0.0278,2.5734,1.6749,0.027,-0.023,0.1536,0.1102,2.2154,2.2271,0.8469,1.861,2.221,2.5987,2.9795,0.014,0.5358,-0.0195,1.8728,0.0786,-0.043,0.1105,0.0709,1.5565,2.0124,1.3665,0.2684,1.1424,-0.0228,1.0668,1.5482,1.0464,-0.0301,0.6469,1.2607,2.3155,2.9588,-0.084,-0.1227,0.0633,0.5373,-0.0237,-0.1208,0.1021,0.0296,Control
Utah__A06,1.2516,-0.0209,0.0442,-0.0509,2.3715,-0.1574,-0.0653,-0.0727,-0.0736,-0.0836,-0.0454,-0.0378,-0.164,0.87,1.2077,-0.0613,-0.116,-0.1957,-0.0935,-0.1143,-0.0507,-0.0739,1.5705,-0.052,0.0509,0.9087,1.2989,2.2679,0.4224,1.1128,0.0459,0.14,1.6991,-0.0321,2.2651,1.5112,-0.0378,0.0884,0.044,0.0556,2.0424,2.263,0.7154,1.7958,2.0446,2.4549,2.6063,-0.0488,0.3588,-0.0715,1.5727,-0.0182,-0.05,0.0411,0.2605,1.1879,1.798,1.2417,0.1239,1.0477,-0.0334,0.8997,1.3449,0.8852,0.0198,0.4253,0.9688,2.1575,2.6128,-0.087,-0.3041,-0.0978,0.3377,-0.0201,-0.1708,0.0898,-0.0117,Control
Utah__A07,1.2882,-0.0353,-0.0016,-0.0357,2.532,-0.1837,-0.0867,-0.0883,-0.0772,-0.1098,-0.0419,-0.0317,-0.1697,1.0263,1.323,-0.1141,-0.0667,-0.1034,-0.1475,-0.1248,-0.0393,-0.0974,1.8609,-0.1094,0.0251,0.8975,1.4823,2.0567,0.4089,1.1635,0.0919,0.1993,1.3328,-0.0051,2.7412,1.5123,-0.0658,0.0288,0.0071,0.0567,2.2211,1.855,0.8005,1.7278,2.4763,2.3516,2.3361,-0.0686,0.3598,-0.0161,1.89,0.0552,-0.0333,0.0323,0.2394,1.2402,2.0768,1.485,0.2112,1.2313,-0.1076,1.4728,2.0368,1.1765,0.0237,0.359,1.0587,1.63,2.4816,-0.0225,-0.2537,-0.0319,0.2684,0.0264,-0.1575,0.066,-0.0456,Control
Utah__A08,1.1784,-0.0076,0.0574,-0.0651,1.9547,-0.1908,-0.1185,-0.036,-0.0576,-0.0954,-0.0946,-0.082,-0.1504,0.7391,1.2379,-0.0664,-0.1453,-0.2146,-0.1511,-0.098,-0.067,-0.0743,1.7198,-0.0794,-0.015,0.8417,1.2725,1.8756,0.3708,1.5957,0.048,0.1227,0.6743,0.0318,3.0853,1.3905,-0.0145,-0.0232,0.0584,0.0532,2.2537,1.5728,0.7734,1.6851,2.328,2.0859,1.4609,-0.0082,0.2332,-0.0846,1.6864,0.0493,-0.0519,0.0272,0.1381,0.9772,1.9856,1.5726,0.2145,1.3062,-0.0342,1.7029,2.4745,1.467,0.073,0.3481,0.71,1.1023,2.2507,-0.0953,-0.2848,-0.2343,0.3123,-0.0034,-0.1243,0.0864,-0.058,Control
Utah__A09,1.1694,-0.0256,-0.0115,-0.0329,2.1572,-0.1356,-0.0989,-0.0189,-0.0901,-0.0914,-0.0144,-0.0649,-0.1795,0.8608,1.3017,-0.0795,-0.0318,-0.1419,-0.136,-0.0975,-0.0476,-0.0789,1.8278,-0.0972,0.0087,0.8461,1.4105,2.2212,0.3603,1.3058,0.0426,0.2143,1.5013,0.0419,2.8347,1.3587,0.007,-0.0099,0.0214,0.0964,2.1417,1.6745,0.638,1.7858,2.5756,2.325,2.6827,-0.0276,0.3951,-0.038,1.9861,0.0366,-0.0517,0.0458,0.251,1.2376,2.0259,1.3863,0.2051,1.2051,-0.0837,1.2388,1.9939,0.9988,-0.0077,0.4569,0.9129,1.8888,2.5289,-0.0242,-0.2427,-0.0751,0.5765,0.0147,-0.1558,0.0729,-0.0029,Control
Utah__A10,1.1181,0.0206,0.0361,-0.0858,2.3713,-0.143,-0.1011,0.011,-0.0651,-0.0298,-0.0649,-0.0402,-0.1381,0.8286,1.2891,-0.0784,-0.0574,-0.1695,-0.1294,-0.084,-0.0093,-0.0868,1.802,-0.0738,-0.0058,1.0502,1.2603,2.1535,0.2497,0.9855,0.1278,0.2879,1.7771,0.0321,2.9349,1.5221,-0.0123,-0.0353,0.2602,0.0814,2.3524,2.0157,0.8217,1.6612,2.7093,2.3423,2.8517,-0.0196,0.4342,-0.027,1.952,0.013,-0.0488,0.0848,0.0893,1.3315,1.9192,1.4292,0.2446,1.2288,-0.0361,1.509,2.0248,1.3316,-0.0238,0.4388,1.0625,2.1597,2.7276,0.0493,-0.1439,-0.0461,0.8077,-0.0046,-0.1254,0.1025,0.0168,Control
Utah__A11,0.9695,-0.0015,0.0821,-0.0455,2.1741,-0.1374,-0.1513,-0.0255,-0.008,-0.0431,-0.1373,-0.0673,-0.1445,0.6943,1.2159,-0.0785,-0.0863,-0.125,-0.1329,-0.1016,-0.012,-0.0452,1.5523,-0.0549,-0.0885,0.8129,1.1744,2.1567,0.2483,0.727,-0.0123,0.0219,1.2177,5e-04,2.2855,1.3621,-0.0396,0.0101,0.1669,0.0781,2.2057,1.7635,0.5005,1.4829,2.4404,2.3467,2.3695,-0.0483,0.2071,-0.0354,1.9771,-0.006,-0.087,0.0653,0.1262,0.9268,1.6845,1.2573,0.1375,0.9978,-0.0172,0.9474,1.7129,0.7415,-0.0405,0.2186,0.9003,1.5688,2.3921,0.0178,-0.2598,-0.2188,0.3336,-0.0702,-0.0824,0.1324,0.0683,Control
