@relation data

@attribute id string
@attribute 10062 numeric
@attribute 10580 numeric
@attribute 10998 numeric
@attribute 10999 numeric
@attribute 11001 numeric
@attribute 116519 numeric
@attribute 126129 numeric
@attribute 1374 numeric
@attribute 1376 numeric
@attribute 1579 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1593 numeric
@attribute 1622 numeric
@attribute 1962 numeric
@attribute 2167 numeric
@attribute 2168 numeric
@attribute 2169 numeric
@attribute 2170 numeric
@attribute 2171 numeric
@attribute 2172 numeric
@attribute 2173 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 23205 numeric
@attribute 23305 numeric
@attribute 2710 numeric
@attribute 2712 numeric
@attribute 284541 numeric
@attribute 28965 numeric
@attribute 30 numeric
@attribute 3158 numeric
@attribute 33 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 34 numeric
@attribute 345 numeric
@attribute 3611 numeric
@attribute 364 numeric
@attribute 376497 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4312 numeric
@attribute 4973 numeric
@attribute 51 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 51129 numeric
@attribute 5170 numeric
@attribute 51703 numeric
@attribute 5346 numeric
@attribute 5360 numeric
@attribute 5465 numeric
@attribute 5467 numeric
@attribute 5468 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6319 numeric
@attribute 6342 numeric
@attribute 7316 numeric
@attribute 7350 numeric
@attribute 79966 numeric
@attribute 81616 numeric
@attribute 8309 numeric
@attribute 8310 numeric
@attribute 9370 numeric
@attribute 9415 numeric
@attribute 948 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2214,-0.0283,0.0435,0.6271,0.1734,-0.2111,-0.0114,0.8865,0.8255,-0.2567,-0.1505,-0.1094,0.7984,0.3762,0.135,-0.23,-0.0968,-0.2384,-0.0201,-0.002,-0.0082,9e-04,1.6643,1.0651,1.0963,0.0087,0.2825,0.5324,-0.0984,-0.2064,-0.1396,0.8276,-0.1083,-0.1394,0.0964,-0.0616,1.0043,-0.1215,1.5602,0.0557,0.2022,0.0061,0.0443,0.1911,0.1925,1.1311,-0.1054,0.4045,-0.0509,0.7923,1.542,-0.1402,-0.0288,0.3872,0.6734,0.0066,0.5643,1.0521,0.1521,1.0529,1.3326,-0.1701,-0.0228,-0.0243,-0.0678,0.4076,-0.1192,0.6529,1.538,Control
Utah__A02,0.0609,-0.0455,-0.0583,0.4354,-0.0302,-0.2066,-0.0446,0.8548,0.668,-0.1966,-0.202,0.0725,0.7444,0.4434,0.0579,-0.284,-0.0918,-0.122,-0.111,0.0787,0.0529,-0.0578,1.3972,0.8227,0.839,-0.0178,0.2456,0.1415,-0.0216,-0.0815,-0.0779,0.8058,-0.0459,-0.0856,0.0586,-0.0912,0.8649,-0.11,1.5947,7e-04,0.121,0.2427,0.1352,-0.0556,0.2029,0.8866,-0.0568,0.2663,-0.0888,0.6688,1.5211,-0.1172,-0.0409,0.289,0.4597,0.0419,0.5698,0.7978,0.0937,1.1818,1.143,-0.0459,0.0866,-0.0846,-0.028,0.3229,-0.0143,0.1841,1.6222,Control
Utah__A03,0.1972,-0.0531,-0.0118,0.6618,0.2889,-0.1418,-0.0371,0.9775,0.8104,-0.2037,-0.1844,0.0262,0.9368,0.5713,0.1521,-0.2581,-0.1465,-0.1991,-0.0154,0.2758,0.0675,-0.1016,1.8388,0.9808,1.1687,-0.0317,0.2047,0.3768,0.0304,-0.2487,-0.0581,0.9301,-0.0362,-0.0871,0.1275,0.0356,0.8416,-0.0783,1.7237,0.019,0.1553,-0.0179,0.0534,0.1433,0.0768,1.0101,-0.1097,0.4182,-0.1239,0.8003,1.7457,-0.1102,-0.0162,0.4377,0.5185,0.0257,0.7376,0.8919,0.2377,1.2645,1.6469,-0.1255,0.0527,-0.161,-0.0398,0.4091,0.0726,0.556,1.7332,Control
Utah__A04,0.1406,-0.0461,0.0239,0.6095,-0.0346,-0.075,-0.02,1.008,0.6823,-0.2152,-0.1343,0.0652,0.5429,0.4906,0.1165,-0.1661,-0.0885,-0.1212,-0.1072,0.1795,-0.0097,-0.0398,1.5272,0.8288,0.8156,-0.0335,0.2914,0.2069,0.1218,-0.2286,-0.0877,0.8529,-0.052,-0.063,0.2104,0.0049,0.8305,0.0016,1.475,0.0348,0.2339,0.0684,0.1677,0.0912,0.158,0.7678,-0.1204,0.2893,-0.0936,0.7491,1.4343,-0.0647,0.0052,0.2106,0.5392,0.0309,0.5621,0.8822,-0.0218,0.9542,1.3212,-0.0699,0.0243,-0.1176,0.0027,0.351,-0.1556,0.626,1.4837,Control
Utah__A05,0.2361,-0.0315,0.0123,0.829,0.0335,-0.1019,-0.0084,0.9554,0.9663,-0.199,-0.1463,-0.1412,1.1201,0.6239,0.1434,-0.2252,-0.1245,-0.1214,-0.101,-0.0018,-0.0269,-0.0673,1.8088,1.0686,1.1295,0.078,0.1854,0.3713,-0.0858,-0.1562,-0.0847,1.0181,-0.0828,-0.0793,0.122,-0.0839,0.9614,-0.129,1.9049,-0.0835,0.385,-0.0114,0.2483,0.383,0.2776,1.219,-0.1233,0.4831,-0.0917,0.8948,1.52,-0.1023,0.0142,0.3707,0.5847,-0.0035,0.7456,0.9727,0.1019,0.9216,1.5533,-0.0908,-0.0124,-0.1224,-0.032,0.398,0.013,0.4452,1.8659,Control
Utah__A06,0.1676,-0.0586,0.0102,0.6577,-0.0271,-0.2354,-0.0956,0.8249,0.6657,-0.1187,-0.115,0.042,0.9028,0.4732,0.141,-0.2657,-0.0965,-0.1775,-0.0813,-0.0092,0.1064,-0.0232,1.8226,0.9261,1.0251,-0.0131,0.233,0.2395,-0.1197,-0.1244,-0.1407,0.8911,-0.0469,-0.1274,0.0561,-0.0689,0.7652,-0.0442,1.5765,0.03,0.2049,0.0668,0.0623,-0.0779,0.2229,1.1067,-0.1389,0.3288,-0.1139,0.7874,1.4624,-0.1312,-0.0799,0.3632,0.4655,0.0311,0.6974,0.8291,-0.078,1.0022,1.5988,-0.1252,0.0268,-0.0955,-0.0344,0.3789,-0.0866,0.2186,1.6684,Control
Utah__A07,0.1343,-0.0589,-0.0931,0.6331,-0.0345,-0.2003,-0.0427,1.081,0.9043,-0.1427,-0.183,0.0506,0.7727,0.5408,0.1306,-0.2248,-0.0607,-0.1589,-0.0257,0.0608,0.0053,0.0282,1.6679,1.0057,1.1521,-0.0302,0.248,0.3556,-0.0357,-0.1305,-0.1171,0.9778,-0.0211,-0.1158,0.083,-0.0358,1.082,-0.1337,1.6132,-0.1287,0.2528,-0.008,0.1184,-0.0582,0.1858,1.1348,-0.2084,0.4184,-0.0876,0.8207,1.5768,-0.1189,-0.0832,0.3346,0.5461,0.0339,0.6753,0.9292,-0.0135,0.7758,1.068,-0.002,0.0685,-0.1338,-0.0162,0.4339,-0.0448,0.2904,1.6568,Control
Utah__A08,0.1551,-0.0295,-0.0126,0.4337,-0.051,-0.1196,-0.0855,0.8842,0.6571,-0.2163,-0.1564,-0.187,0.7721,0.336,0.0589,-0.208,-0.2304,-0.2228,-0.1261,-0.1306,0.0351,-0.048,1.444,1.1438,1.172,-0.0313,0.2129,0.5159,-0.0514,-0.2704,-0.0701,0.7452,-0.0856,-0.149,0.0481,-0.0102,0.9356,-0.1942,1.2902,0.0612,0.1333,-0.0393,0.0344,-0.0119,0.2235,0.9998,-0.1226,0.2578,-0.1559,0.8395,1.4426,-0.1371,-0.0884,0.4049,0.6346,-0.0091,0.5417,0.8835,0.0426,1.1978,1.1808,-0.1239,0.0135,-0.0387,-0.0873,0.4412,-0.1281,0.259,1.7255,Control
Utah__A09,0.1366,-0.0531,-0.0296,0.5031,0.0269,-0.1879,0.002,0.8652,0.6623,-0.0905,-0.1716,-0.0027,0.6248,0.4495,0.1017,-0.1701,-0.1081,-0.17,0.0022,0.0343,0.072,-0.02,1.5262,0.8763,1.1282,0.0505,0.2366,0.4587,-0.0076,-0.1229,-0.0624,0.7409,-0.0557,-0.0991,0.1125,-0.0367,0.8881,-0.198,1.5787,-0.2536,0.15,0.0243,0.0167,0.0269,0.1656,0.975,-0.1624,0.402,-0.1009,0.8331,1.4954,-0.1509,-0.0633,0.2736,0.5527,0.0676,0.5715,0.8405,0.1071,0.8556,0.9917,-0.1045,0.0408,-0.1322,0.0128,0.4065,-0.0143,0.5815,1.703,Control
Utah__A10,0.1382,-0.0466,-0.0635,0.5646,-0.0125,-0.1161,-0.0643,0.8282,0.7674,-0.1573,-0.1332,-0.036,1.2802,0.578,0.1243,-0.1892,-0.1586,-0.1173,-0.092,-0.0049,-0.0467,-0.0308,1.9929,1.1117,1.2189,0.0692,0.1925,0.3867,-0.0423,-0.2136,-0.1043,0.8436,-0.121,-0.1087,0.1061,-0.065,1.0145,-0.081,1.7299,-0.0587,0.2316,-0.0229,0.1925,0.1491,0.2246,1.0746,-0.0894,0.3945,-0.0335,0.8665,1.653,-0.1206,-0.0141,0.4249,0.5679,0.0733,0.5991,0.8752,0.0294,1.247,1.0138,-0.1203,0.0098,-0.0955,-0.0487,0.3562,-0.0279,0.2236,2.4117,Control
Utah__A11,0.1619,-0.049,0.0699,0.5545,0.1097,-0.2601,3e-04,0.6935,0.6124,-0.199,-0.0738,-0.0983,0.7195,0.3075,0.1785,-0.2303,-0.1494,-0.0796,-0.0923,0.0389,0.0778,-0.1641,1.1156,0.6637,0.9399,-0.0057,0.111,0.2291,-0.2439,-0.3221,-0.1387,0.5843,0.0197,-0.1414,0.0487,-0.1073,0.7149,-0.0121,1.4545,0.1112,0.1539,-0.2022,0.0743,0.2112,0.2175,0.9671,-0.0606,0.3409,-0.111,0.738,1.536,-0.1454,-0.0051,0.3412,0.3807,0.0174,0.5704,0.5995,0.0242,1.1185,0.8128,-0.1201,0.0969,-0.047,-0.0866,0.2223,-0.0644,0.2049,1.1662,Control
Utah__A12,0.0133,-0.0153,-0.0589,0.2314,-0.0239,-0.0038,0.0555,0.4284,0.5283,0.0785,-0.2022,0.2329,0.5195,0.3688,0.0958,-0.2743,0.0348,-0.1788,0.0261,0.0734,0.249,0.1031,1.0662,0.7237,0.522,-0.0533,0.1229,0.0189,0.2247,-0.1062,-0.0344,0.6403,0.0982,-0.0648,0.0177,-0.0389,0.6619,-0.1921,1.2408,0.214,-0.0117,-0.0561,0.1176,0.1137,0.0367,0.497,-0.1099,0.1674,-0.22,0.4944,1.2018,-0.2302,-0.0449,0.0775,0.3801,0.1032,0.3863,0.49,0.0985,0.9273,0.7024,0.0302,0.1522,-0.0721,0.0753,0.3622,0.0588,0.1906,0.9789,Control
Utah__B01,0.0253,0.05,-0.0797,0.3016,0.0224,-0.3273,-0.0819,0.7533,0.6269,-0.2553,-0.2394,0.0344,0.7173,0.2651,0.0762,-0.3631,0.03,-0.2115,-0.018,-0.1185,0.1619,0.0705,1.502,1.0326,0.9653,-0.0431,0.283,0.352,0.017,-0.1521,-0.2148,0.7104,0.0578,-0.1811,-0.0306,0.1787,0.8537,-0.239,1.3972,0.0863,-0.1015,-0.0083,-0.0667,0.111,0.1135,0.7862,-0.0626,0.1742,-0.3664,0.5477,1.2854,-0.2678,-0.2282,0.2839,0.6673,-0.0124,0.3795,0.8528,0.076,1.0795,1.0457,-0.2267,0.0717,-0.0058,0.0939,0.2823,0.1183,0.1546,1.5161,Control
Utah__B02,0.1602,-0.0194,0.0344,0.6633,0.0472,-0.215,-0.0429,0.8931,0.797,-0.187,-0.1651,0.039,0.9229,0.6487,0.1108,-0.2192,-0.1167,-0.1222,-0.1258,0.1564,-0.0278,-0.1017,1.6313,1.0054,0.9407,-0.0103,0.3003,0.2076,0.01,-0.1751,-0.1297,1.0371,-0.0744,-0.0943,0.1321,0.0557,1.0077,-0.1286,1.6042,0.0091,0.2358,0.0899,0.0607,0.0263,0.2488,1.0047,-0.0993,0.3615,-0.108,0.7354,1.5482,-0.0859,-0.0288,0.3331,0.6665,0.0177,0.6502,1.1479,0.0921,1.1341,1.522,-0.1646,-0.0023,-0.0821,-0.0015,0.3791,0.003,0.3192,1.6666,Control
