@relation data

@attribute id string
@attribute 1072 numeric
@attribute 5147 numeric
@attribute 596 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 8837 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6877,0.4204,1.5972,1.208,1.4595,1.8285,Control
Utah__A02,0.5874,0.3401,0.7857,1.1875,1.188,1.624,Control
Utah__A03,0.8608,0.4593,0.7002,1.3243,1.4115,1.8985,Control
Utah__A04,0.6536,0.3778,0.8705,1.1111,1.3025,1.6301,Control
Utah__A05,0.7912,0.4554,0.8938,1.4127,1.3533,1.7826,Control
Utah__A06,0.669,0.3728,0.813,1.1328,1.2424,1.6482,Control
Utah__A07,0.5738,0.4088,1.3348,1.3997,1.4468,1.9022,Control
Utah__A08,0.5525,0.3696,1.9587,1.0162,1.5231,1.9455,Control
Utah__A09,0.6291,0.3885,1.6272,1.0099,1.2405,1.6857,Control
Utah__A10,0.5694,0.483,1.211,1.2126,1.377,2.0584,Control
Utah__A11,0.4053,0.1824,1.1887,0.8471,1.0241,1.4291,Control
Utah__A12,0.4538,0.2855,0.4731,0.8752,0.9702,1.2088,Control
Utah__B01,0.4608,0.3255,1.3335,0.8695,1.3464,1.5256,Control
Utah__B02,0.7317,0.4581,0.7824,1.1304,1.3633,1.7809,Control
Utah__B03,0.6323,0.3595,1.0604,1.0343,1.4966,1.7963,BRCACancer
Utah__B04,0.4694,0.3465,1.7255,1.014,1.4103,2.1685,BRCACancer
Utah__B05,0.763,0.2593,0.6514,1.108,1.1332,1.7021,BRCACancer
Utah__B06,0.3086,0.0721,0.8106,0.9311,1.4109,1.487,BRCACancer
Utah__B07,0.7274,0.4587,1.1266,1.2236,1.7174,2.0655,BRCACancer
Utah__B08,0.6561,0.3031,0.7055,1.1212,1.1708,1.6046,Control
Utah__B09,0.7466,0.2048,2.0128,0.9357,1.1532,1.7314,Control
Utah__B10,0.4013,0.2982,1.4518,0.8552,1.228,1.8121,Control
Utah__B11,0.6673,0.301,0.9615,0.9833,0.9354,1.567,Control
Utah__B12,0.329,0.2148,1.9409,0.6083,0.9063,1.629,Control
Utah__C01,0.6214,0.365,0.9344,0.9394,1.259,1.9187,BRCACancer
Utah__C02,0.5793,0.4707,0.8697,0.9703,1.2823,1.5861,BRCACancer
Utah__C03,0.9034,0.3255,0.8652,1.2113,1.553,1.9863,BRCACancer
Utah__C04,0.6236,0.1595,0.634,0.6798,0.769,1.0371,Control
Utah__C05,0.356,0.2876,0.4891,0.7172,0.7856,1.1882,BRCACancer
Utah__C06,0.2426,-0.0365,0.2427,0.2638,0.4638,0.4254,Control
Utah__C07,0.3528,0.2838,0.4061,0.8175,1.0572,1.3716,Control
Utah__C08,0.471,0.3586,0.7777,0.8462,1.123,1.3859,Control
Utah__C09,0.5777,0.3014,0.5166,0.8785,1.1016,1.4909,Control
Utah__C10,0.496,0.3221,0.5432,0.9156,1.0559,1.4596,BRCACancer
Utah__C11,0.5579,0.33,0.7038,0.8346,1.2092,1.524,Control
Utah__C12,0.3417,0.1975,0.5118,0.5451,0.7171,0.813,BRCACancer
Utah__D01,0.5087,0.2808,1.9158,0.6655,1.2009,1.8604,BRCACancer
Utah__D02,0.4852,0.2755,0.563,0.8968,0.9703,1.2972,BRCACancer
Utah__D03,0.498,0.2236,0.6868,0.8455,0.927,1.3458,BRCACancer
Utah__D04,0.6344,0.291,0.9915,0.7887,1.0257,1.4537,BRCACancer
Utah__D05,0.7349,0.2589,0.5335,0.9086,1.157,1.5267,BRCACancer
Utah__D06,0.6117,0.3327,0.8682,1.0307,1.2617,1.6392,BRCACancer
Utah__D07,0.7406,0.3204,0.5319,1.0886,1.0939,1.5303,Control
Utah__D08,0.5553,0.2694,0.5913,0.8835,0.9394,1.131,Control
Utah__D09,0.67,0.3576,0.6223,0.963,1.0353,1.362,Control
Utah__D10,0.5703,0.2511,0.6009,0.9678,0.8815,1.2179,Control
Utah__D11,0.3285,0.0379,0.479,0.5269,0.6378,0.6167,Control
Utah__D12,0.4859,0.1114,0.5213,0.7048,0.7337,0.9048,Control
Utah__E01,0.4318,0.2714,0.447,0.5489,0.8263,1.2495,BRCACancer
Utah__E02,0.4431,0.4965,0.7097,1.0825,1.2451,1.5325,Control
Utah__E03,0.525,0.2657,0.5567,0.9086,0.9087,1.3121,Control
Utah__E04,0.7463,0.3818,0.8197,0.9967,1.258,1.5882,Control
Utah__E05,0.4174,0.3049,0.7334,0.9626,1.2138,1.3524,Control
Utah__E06,0.5031,0.2216,0.3891,0.8535,1.0082,1.4558,BRCACancer
Utah__E07,0.7859,0.3442,0.6719,0.8865,1.184,1.5085,BRCACancer
Utah__E08,0.4837,0.3469,0.7301,0.9934,1.1757,1.5349,Control
Utah__E09,0.6123,0.2746,0.727,1.0584,1.0312,1.4787,BRCACancer
Utah__E10,0.5249,0.4472,0.9104,1.2444,1.4011,1.8013,BRCACancer
Utah__E11,0.4371,0.2279,0.457,0.8545,0.9434,1.2587,Control
Utah__E12,0.2838,0.2088,0.402,0.6085,0.9323,1.0646,BRCACancer
