@relation data

@attribute id string
@attribute 10298 numeric
@attribute 10718 numeric
@attribute 1128 numeric
@attribute 1134 numeric
@attribute 1605 numeric
@attribute 1756 numeric
@attribute 1855 numeric
@attribute 1956 numeric
@attribute 2017 numeric
@attribute 3084 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3725 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 4593 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 5913 numeric
@attribute 6667 numeric
@attribute 6714 numeric
@attribute 7402 numeric
@attribute 9542 numeric
@attribute 9815 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1948,-0.0974,-0.1018,0.0042,0.4135,-0.1058,0.36,-0.0836,0.6263,-0.0218,0.1531,2.4273,1.2901,-0.0882,-0.0732,-0.0968,-0.11,1.1544,1.0093,-0.0528,1.76,1.0952,1.4087,0.0198,-0.115,0.2595,0.5845,1.0183,0.6575,0.0623,1.998,0.3755,1.3653,-0.0072,1.5272,1.3548,Control
Utah__A02,0.2198,-0.098,-0.0829,0.0909,0.3531,-0.1325,0.3649,-0.0018,0.501,0.0178,0.1756,2.1759,0.8169,-0.043,-0.0963,-0.0424,-0.1689,1.1633,0.8765,-0.125,1.6579,1.0379,0.986,0.041,-0.1375,0.1285,0.6411,0.8499,0.5148,0.0049,1.9439,0.3775,1.2192,0.0419,1.302,1.0825,Control
Utah__A03,0.2544,-0.1243,0.0131,0.1078,0.4099,-0.1298,0.3709,-0.0179,0.6107,0.0415,0.1318,2.3183,1.1876,-0.0548,-0.0904,-0.0608,-0.159,1.4142,0.9832,-0.1007,1.9065,1.0752,1.223,-0.0155,-0.2101,0.1567,0.6903,1.0969,0.7441,0.0394,2.0537,0.6195,1.4249,0.0465,1.4735,1.3582,Control
Utah__A04,0.258,-0.0883,-0.0527,-9e-04,0.3598,-0.1021,0.4706,-0.029,0.5995,-0.0125,0.1578,2.3751,1.2809,-0.0314,-0.0812,-0.0644,-0.1271,1.0138,0.9574,-0.0852,1.7434,1.0602,0.9854,0.0146,-0.131,0.158,0.7928,0.9327,0.4666,0.0932,2.0346,0.414,1.3174,0.0548,1.3114,1.2386,Control
Utah__A05,0.2712,-0.0994,-0.0842,-0.0041,0.544,-0.0711,0.4887,-0.0454,0.8272,0.045,0.1263,2.221,1.2201,-0.043,-0.0735,-0.0568,-0.1231,1.356,1.0515,-0.0745,1.9721,1.2157,1.1338,0.0071,-0.1045,0.2684,0.8992,1.1784,0.6929,0.0232,2.2283,0.6469,1.3845,0.0391,1.4961,1.2977,Control
Utah__A06,0.1644,-0.1291,-0.0243,0.0904,0.3382,-0.1279,0.3904,-0.0159,0.5293,0.0485,0.0459,2.0446,0.8267,-0.05,-0.0931,-0.0676,-0.102,1.2821,0.8871,-0.128,1.8749,1.0037,1.1657,-0.0042,-0.1807,0.1239,0.6775,0.9658,0.5468,-0.0792,2.0808,0.4253,1.2763,-0.017,1.3861,1.1472,Control
Utah__A07,0.2179,-0.1168,-0.1122,0.0634,0.3858,-0.1392,0.4336,-0.019,0.568,0.0629,0.0919,2.4763,1.2177,-0.0333,-0.1082,-0.0702,-0.1416,1.3527,1.0399,-0.1132,1.9127,0.9863,1.3766,0.0223,-0.1822,0.2112,0.6352,1.0181,0.7206,0.0292,2.0251,0.359,1.6073,0.053,1.5989,1.571,Control
Utah__A08,0.2161,-0.1069,0.0251,0.0581,0.2771,-0.1234,0.3033,-0.0439,0.3608,-0.0193,0.048,2.328,0.8932,-0.0519,-0.0847,-0.081,-0.1529,1.1951,1.2064,-0.0907,1.9432,1.0102,1.5009,0.0158,-0.1377,0.2145,0.5459,1.0077,0.8123,0.0447,1.8094,0.3481,1.8554,-0.0362,1.6255,1.6801,Control
Utah__A09,0.2022,-0.108,-0.0283,0.0838,0.3301,-0.1174,0.4222,-0.0328,0.6627,0.0529,0.0426,2.5756,0.9938,-0.0517,-0.0911,-0.0486,-0.1184,1.2691,0.9376,-0.075,1.8616,1.0062,1.3752,0.0176,-0.1253,0.2051,0.623,0.9398,0.5927,0.0564,2.0487,0.4569,1.4404,0.0208,1.5088,1.4154,Control
Utah__A10,0.2588,-0.0834,-0.0215,0.0088,0.3513,-0.0927,0.3405,-0.0615,0.7119,0.0219,0.1278,2.7093,1.3414,-0.0488,-0.0848,-0.0849,-0.1167,1.3532,1.0688,-0.0677,1.9537,0.9394,1.2385,0.008,-0.1066,0.2446,0.6509,1.0533,0.7228,0.0328,2.0175,0.4388,1.6866,-0.0139,1.5904,1.5851,Control
Utah__A11,0.2153,-0.0617,0.0724,0.0169,0.1933,-0.1152,0.2527,-0.018,0.4704,-0.0039,-0.0123,2.4404,1.0631,-0.087,-0.0784,-0.1067,-0.1296,1.1538,0.7459,-0.0691,1.8347,0.9926,1.1692,0.0283,-0.1587,0.1375,0.5776,0.8852,0.4368,0.0409,1.8738,0.2186,1.0536,-0.0296,1.2409,0.9881,Control
Utah__A12,0.1322,-0.0822,0.2142,0.2254,0.1738,-0.1519,0.2785,0.1048,0.5151,0.0427,0.0497,1.8741,0.7342,-0.0253,-0.0684,0.0189,-0.1462,0.6706,0.5361,-0.0897,1.3126,0.6672,0.7211,0.0265,-0.1849,0.1142,0.4218,0.5455,0.3242,-0.0497,1.2763,0.1258,0.7768,0.0403,0.7021,0.7081,Control
Utah__B01,-0.0019,-0.0872,-0.1109,0.2421,0.2635,-0.14,0.1195,0.0118,0.4695,0.0339,0.0496,2.1261,0.9628,-0.0989,-0.0676,-0.0398,-0.1275,0.9893,0.9828,-0.0423,1.5662,0.7793,1.4726,-0.0709,-0.1204,0.2109,0.1763,0.7121,0.7893,-0.0945,1.7271,0.1574,1.2624,0.0036,1.2912,1.4565,Control
Utah__B02,0.2177,-0.0929,0.0236,0.0674,0.3912,-0.1031,0.4366,-0.0267,0.5802,-0.0122,0.0761,2.3064,1.324,-0.0709,-0.0621,-0.0688,-0.1088,1.1028,0.9868,-0.069,1.7427,1.0963,1.2781,0.0147,-0.1338,0.1703,0.6967,1.0823,0.7121,0.0994,2.0178,0.4168,1.2344,0.0217,1.3561,1.4297,Control
Utah__B03,0.1748,-0.0762,-0.1226,0.117,0.2971,-0.1193,0.2728,-0.0568,0.1555,-0.0109,0.0701,2.352,1.1414,-0.0961,-0.0379,-0.0522,-0.1436,1.1024,0.9203,-0.0334,1.7521,0.9479,1.2859,0.0451,-0.137,0.0978,0.5544,0.9734,0.7853,-0.0514,1.9408,0.269,1.3342,-0.012,1.3693,1.3839,BRCACancer
