@relation data

@attribute id string
@attribute 113612 numeric
@attribute 123745 numeric
@attribute 124975 numeric
@attribute 151056 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 2053 numeric
@attribute 239 numeric
@attribute 240 numeric
@attribute 242 numeric
@attribute 246 numeric
@attribute 247 numeric
@attribute 257202 numeric
@attribute 26279 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 27306 numeric
@attribute 284541 numeric
@attribute 2876 numeric
@attribute 2877 numeric
@attribute 2878 numeric
@attribute 2880 numeric
@attribute 2882 numeric
@attribute 30814 numeric
@attribute 391013 numeric
@attribute 4048 numeric
@attribute 4051 numeric
@attribute 4056 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5730 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 57834 numeric
@attribute 64600 numeric
@attribute 6916 numeric
@attribute 80142 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8529 numeric
@attribute 8681 numeric
@attribute 873 numeric
@attribute 874 numeric
@attribute 9536 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4599,0.0015,0.1091,0.2158,-0.3289,-0.0616,-0.0718,-0.0532,-0.0985,-0.0195,-0.0013,-0.2567,0.9304,1.0386,1.4341,-0.0248,-0.0305,0.0359,-0.08,0.0968,-0.0255,0.4286,-0.021,0.0056,-0.2064,1.4062,0.0877,-0.0452,-0.1447,1.2443,-0.1522,-0.132,1.9148,0.4996,-0.1525,-0.1039,-0.0466,-0.0914,0.523,-0.2078,0.0692,-0.0301,1.2655,2.2485,-0.0984,-0.0036,0.5728,0.5361,0.4136,0.4736,0.2286,-0.0756,-0.0791,0.7093,0.6339,0.126,0.1631,Control
Utah__A02,0.4376,0.0295,0.0034,0.1423,-0.3471,-0.1302,-0.0954,-0.1101,-0.1291,-0.1358,-0.074,-0.1966,0.4627,0.8498,1.4138,-0.0378,-0.1086,-0.0046,-0.1533,0.1203,0.0048,0.128,0.1783,0.0167,-0.0815,1.1006,0.0147,-0.0591,-0.0988,0.7088,0.0099,0.0261,2.1969,0.0882,0.0548,-0.0095,-0.0652,0.0508,0.4043,-0.1956,0.1545,-0.0478,1.1049,0.6403,-0.0965,0.0424,0.4712,0.4053,0.3688,0.2575,-0.0179,-0.0602,-0.1639,0.3165,0.4358,0.0087,0.3077,Control
Utah__A03,0.4662,-0.0168,0.1072,0.1647,-0.2919,0.0103,-0.1296,-0.1019,-0.1954,-0.0955,-0.1096,-0.2037,0.2261,1.188,1.637,-0.0715,-0.0482,-0.0183,-0.0748,0.2122,-0.0894,0.1104,0.115,0.0626,-0.2487,1.4279,0.0256,0.0601,-0.1029,0.6477,-0.0818,0.0464,2.0394,0.1308,-0.1301,-0.0294,-0.0441,0.0131,0.4922,-0.1102,0.0271,-0.0444,1.2097,0.7037,-0.1042,-0.07,0.742,0.5088,0.2676,0.4119,-0.0181,-0.1226,-0.1793,0.532,0.5932,-0.1098,0.2964,Control
Utah__A04,0.4791,0.0164,0.1213,0.1212,-0.1712,-0.038,-0.1215,-0.1516,-0.1084,-0.0482,-0.0456,-0.2152,0.4721,1.0435,1.3168,0.0287,-0.0195,-0.0272,-0.1109,0.1521,-0.0638,0.213,0.195,0.022,-0.2286,0.9499,0.0143,0.0155,-0.1749,0.9248,-0.1012,-0.1153,2.0386,0.0674,0.1393,0.0022,0.0471,0.0173,0.3103,-0.1551,0.3177,-0.0693,1.3391,0.5118,-0.088,-0.0519,0.4682,0.488,0.2813,0.3379,-0.2072,-0.1678,-0.0845,0.4096,0.4805,0.1885,0.1876,Control
Utah__A05,0.4463,-0.0337,-0.0053,0.3002,-0.0872,0.0383,-0.1489,-0.0331,-0.064,-0.0068,-0.0887,-0.199,0.3992,1.7408,1.8076,0.0151,0.0518,0.044,-0.1197,0.1864,0.0397,0.2441,0.1729,0.0758,-0.1562,1.3025,0.0319,-0.0631,-0.1558,0.9097,-0.1298,-0.0703,2.2941,0.1992,0.0442,0.0331,0.0312,-0.0761,0.632,-0.1311,0.322,-0.0574,1.7705,0.8173,-0.0588,0.0101,0.7464,0.5232,0.3628,0.3634,0.0768,-0.0557,-0.0542,0.516,0.4463,0.0841,0.264,Control
Utah__A06,0.3699,-0.0198,-0.0429,0.2204,-0.2012,0.0082,-0.0683,-0.1061,-0.1566,-0.0578,-0.0553,-0.1187,0.4472,0.9141,1.6021,-0.0566,-0.078,0.057,-0.0188,0.0274,-0.0328,0.1537,0.0269,-0.0109,-0.1244,1.4415,0.0888,0.0507,-0.0971,0.6651,-0.0286,0.0544,2.2287,0.2166,-0.0711,-0.0167,0.0563,-5e-04,0.3969,-0.1697,0.1408,-0.0362,1.4101,0.7996,-0.1833,-0.0373,0.6877,0.458,0.3894,0.3762,-0.0622,-0.0665,-0.0566,0.4933,0.4415,0.0133,0.2941,Control
Utah__A07,0.5235,-0.0656,0.0209,0.2709,-0.2113,-0.0593,-0.0939,-0.113,-0.1221,-0.0495,-0.0637,-0.1427,0.5536,0.8177,1.5904,-0.061,-0.116,0.0018,-0.0531,0.1859,-0.0724,0.2243,0.0327,0.0021,-0.1305,0.7726,-0.0521,0.023,-0.152,0.8754,-0.0357,-0.0287,2.3817,0.0743,0.0907,-0.0193,-0.0982,-0.0333,0.5996,-0.1399,0.1938,-0.1017,1.2392,0.945,-0.186,0.0285,0.9579,0.48,0.7245,0.2901,-0.0644,-0.1175,-0.1628,0.4322,0.5477,0.1087,0.0726,Control
Utah__A08,0.4049,0.0351,0.059,0.1642,-0.2654,-0.1112,-0.1024,-0.1382,-0.1309,-0.055,-0.1388,-0.2163,0.7623,0.52,1.4123,0.0053,-0.0411,-0.0791,-0.0152,-0.0231,0.0039,0.3244,0.0024,-0.0311,-0.2704,1.0335,0.1031,-0.1318,-0.1564,0.7282,-0.0628,-0.081,1.8234,0.0407,-0.1849,-0.0293,0.007,-0.0129,0.4074,-0.1271,0.128,-0.0205,0.7891,0.4725,-0.1473,0.0035,0.9692,0.4323,0.5435,0.3643,0.043,-0.0778,-0.104,0.5499,0.4698,0.1373,0.2978,Control
Utah__A09,0.3951,-0.0207,0.0225,0.2433,-0.1038,-0.0572,-0.1058,-0.052,-0.0898,-0.0268,-0.0304,-0.0905,0.5844,1.1564,1.4812,-0.034,0.0587,0.0101,-0.0213,0.1106,-0.0681,0.238,0.02,-0.0091,-0.1229,0.8875,0.0239,0.0287,-0.0789,0.6924,-0.0624,-0.0432,2.121,0.0841,0.0066,0.0331,-0.0254,0.0282,0.3952,-0.1278,0.1296,-0.0959,1.5086,0.6659,-0.0547,-0.001,0.901,0.3999,0.4695,0.2801,0.1236,-0.1208,-0.0605,0.5486,0.4534,0.0359,0.2854,Control
Utah__A10,0.4605,-0.0016,0.0326,0.2174,-0.2131,-0.1454,-0.105,-0.0842,-0.0999,-0.0598,-0.152,-0.1573,0.3395,1.3848,1.5437,0.0058,-0.0047,0.0549,-0.0817,0.0874,0.0172,0.2959,0.1459,-0.0312,-0.2136,1.0414,0.0513,0.0116,-0.1537,0.6758,-0.0339,-0.0726,2.3195,0.1938,-0.05,0.0631,-0.0399,-0.0251,0.6761,-0.1106,0.2053,2e-04,1.6665,1.1847,-0.107,-0.0291,0.959,0.4305,0.4728,0.355,-0.0692,-0.0989,-0.0615,0.4395,0.3176,0.0934,0.0865,Control
