@relation data

@attribute id string
@attribute 10274 numeric
@attribute 10403 numeric
@attribute 1058 numeric
@attribute 1060 numeric
@attribute 1062 numeric
@attribute 1063 numeric
@attribute 10726 numeric
@attribute 10735 numeric
@attribute 11004 numeric
@attribute 11130 numeric
@attribute 11243 numeric
@attribute 147841 numeric
@attribute 151246 numeric
@attribute 151648 numeric
@attribute 220134 numeric
@attribute 22919 numeric
@attribute 23122 numeric
@attribute 23279 numeric
@attribute 23332 numeric
@attribute 23421 numeric
@attribute 2491 numeric
@attribute 25909 numeric
@attribute 25936 numeric
@attribute 332 numeric
@attribute 348235 numeric
@attribute 348995 numeric
@attribute 3619 numeric
@attribute 378708 numeric
@attribute 3796 numeric
@attribute 401541 numeric
@attribute 4085 numeric
@attribute 4928 numeric
@attribute 5048 numeric
@attribute 54820 numeric
@attribute 54821 numeric
@attribute 54908 numeric
@attribute 5501 numeric
@attribute 55055 numeric
@attribute 55143 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 55166 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 55746 numeric
@attribute 55839 numeric
@attribute 55920 numeric
@attribute 57082 numeric
@attribute 57122 numeric
@attribute 57405 numeric
@attribute 57551 numeric
@attribute 5885 numeric
@attribute 5903 numeric
@attribute 5905 numeric
@attribute 6232 numeric
@attribute 6249 numeric
@attribute 6396 numeric
@attribute 64105 numeric
@attribute 64946 numeric
@attribute 699 numeric
@attribute 701 numeric
@attribute 7514 numeric
@attribute 79003 numeric
@attribute 79019 numeric
@attribute 79023 numeric
@attribute 79172 numeric
@attribute 79682 numeric
@attribute 79902 numeric
@attribute 79980 numeric
@attribute 80152 numeric
@attribute 80776 numeric
@attribute 81565 numeric
@attribute 81929 numeric
@attribute 81930 numeric
@attribute 8243 numeric
@attribute 83540 numeric
@attribute 8379 numeric
@attribute 84643 numeric
@attribute 9126 numeric
@attribute 91687 numeric
@attribute 9183 numeric
@attribute 9184 numeric
@attribute 9212 numeric
@attribute 9735 numeric
@attribute 9793 numeric
@attribute 991 numeric
@attribute 9985 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7904,0.5378,0.0554,1.0582,0.0648,0.1537,0.2579,1.9113,-0.0311,0.0284,0.8762,-0.1837,0.2083,0.1279,0.063,1.1915,0.8683,1.5168,0.9892,0.5503,0.1745,0.7303,0.7666,-0.0337,0.6608,1.6317,0.3854,0.2446,1.7349,0.0396,0.2172,1.7496,1.2743,0.9774,-0.046,0.6895,2.3607,0.7938,0.0225,1.7098,0.8892,0.3039,1.3951,1.0472,1.5217,0.631,1.4624,1.0884,1.2419,0.2774,0.9181,0.3718,1.1804,-0.0667,1.7602,1.7444,2.452,0.8773,1.6783,0.8299,0.5014,1.3845,0.2242,0.1753,0.1259,1.7446,1.6427,0.1806,1.0329,0.2396,0.2502,0.9971,0.9499,0.7262,0.4538,1.6766,1.4161,0.2668,1.5936,0.1744,0.2064,-0.1406,1.5331,0.6591,0.9633,2.7533,-0.0091,1.1526,1.1271,0.0784,0.7287,Control
Utah__A02,0.5719,0.1504,0.0854,0.7801,0.0521,0.019,0.2025,1.6642,-0.0283,-0.1056,0.7707,-0.1749,0.1889,0.0575,-0.0259,1.0683,0.6972,1.1289,0.8293,0.2863,0.0878,0.5076,0.5693,-0.0407,0.4517,1.2561,0.2704,0.1754,1.601,-0.0222,0.1437,1.4727,0.9397,0.717,-0.1499,0.4366,2.4743,0.5938,0.0422,1.5505,0.6903,0.0565,1.195,0.8042,1.3281,0.5406,1.0187,1.0223,0.9955,0.1121,0.8402,0.1615,0.8661,-0.0476,1.5655,1.4004,2.2136,0.6567,1.2291,0.6374,0.3973,0.6002,0.0636,0.0428,-0.0498,1.5364,1.2067,0.2296,0.809,0.1717,0.045,0.6417,0.5909,0.5816,0.3485,1.3814,1.0874,0.0463,1.4768,0.0238,0.2139,-0.067,1.2108,0.537,0.7324,2.6555,0.0048,0.75,0.8818,0.0385,0.4769,Control
Utah__A03,0.7012,0.5461,0.242,0.9481,0.1998,0.176,0.3183,1.8118,0.0607,0.0178,0.8583,-0.0711,0.2029,0.1365,0.1754,1.2247,0.7917,1.193,0.9655,0.4734,0.2331,0.6032,0.6529,0.1105,0.614,1.2558,0.4474,0.1694,1.6181,0.0294,0.1882,1.6045,1.1619,0.9575,0.0041,0.4988,2.3717,0.7662,0.1257,1.7523,0.9187,0.1176,1.3815,0.9485,1.494,0.8018,1.3884,1.1628,1.1481,0.2533,1.0561,0.483,1.0615,-0.0666,1.7422,1.7075,2.2449,0.8166,1.3928,0.8512,0.563,0.7471,0.1374,0.1785,0.1412,1.6221,1.2211,0.2773,0.978,0.3839,0.2429,0.8563,0.778,0.5782,0.4968,1.6591,1.2242,0.3439,1.6401,0.1562,0.282,-0.0591,1.442,0.64,0.9022,2.5661,0.036,0.9854,1.1593,0.1334,0.8773,Control
Utah__A04,0.6652,0.1944,0.1468,0.8656,0.0865,0.0462,0.2287,1.6392,-0.0208,-0.0532,0.8157,-0.1088,0.1722,0.0688,0.0794,1.13,0.7339,1.0541,0.8914,0.4163,0.0475,0.5525,0.6828,-0.0127,0.4584,1.3163,0.3223,0.1671,1.7975,-0.0234,0.1339,1.4732,0.9494,0.7482,-0.1147,0.3811,2.4773,0.6054,-0.0101,1.7078,0.6057,0.0496,1.4064,0.6822,1.3379,0.5604,1.2109,1.0777,1.035,0.0937,0.8208,0.1782,0.8467,-0.0731,1.6011,1.5268,2.3982,0.6671,1.6173,0.6406,0.4414,0.8999,0.1652,0.0986,-0.0212,1.7495,1.2889,0.2501,0.6692,0.1917,0.2486,0.6227,0.6655,0.5657,0.3993,1.4664,1.0452,0.0736,1.3798,0.1103,0.2315,-0.1124,1.2716,0.4016,0.6478,2.5359,0.0377,0.6412,0.8594,0.0141,0.4226,Control
Utah__A05,0.7104,0.284,0.1362,0.8271,0.1183,0.1282,0.2773,1.7957,0.0302,0.0252,0.8226,0.01,0.1816,0.1564,0.1537,1.1613,0.8555,1.2367,0.9603,0.4251,0.1451,0.4673,0.7228,0.0102,0.5085,1.4202,0.4423,0.1983,1.9008,0.0957,0.1131,1.6416,1.0439,0.8555,-0.0174,0.5364,2.3286,0.6003,-0.0248,1.7874,0.8883,0.161,1.5397,0.8529,1.5543,0.7541,1.1808,1.1295,1.1659,0.2073,0.9757,0.3517,0.9353,0.021,1.8402,1.4755,2.2948,0.8049,1.5379,0.814,0.5284,0.5866,0.1028,0.1751,0.0752,1.6337,1.163,0.213,0.8713,0.2747,0.2503,0.7381,0.762,0.6727,0.4542,1.5673,1.2483,0.2298,1.6992,0.1301,0.2375,-0.1458,1.3176,0.4598,0.8481,2.4631,0.0659,0.8152,1.0698,0.0964,0.6753,Control
Utah__A06,0.6334,0.1414,0.0468,0.8512,0.048,0.0269,0.3286,1.7409,-0.001,-0.0575,0.7612,-0.1614,0.1959,0.0676,0.0553,1.0833,0.7801,1.2251,0.9447,0.5096,0.1002,0.5647,0.6184,-0.0308,0.4211,1.2779,0.3542,0.2024,1.5841,0.0024,0.102,1.5378,0.9993,0.7999,-0.1156,0.5099,2.213,0.6851,0.0329,1.5855,0.7009,0.0866,1.375,0.757,1.3851,0.6482,1.1202,0.9649,1.1078,0.1018,0.8056,0.2286,0.9163,-0.0744,1.6936,1.4944,2.313,0.6937,1.4779,0.6627,0.5055,0.5072,0.1465,0.1177,-0.0259,1.5378,1.2297,0.1515,0.8027,0.2885,0.0848,0.7443,0.6568,0.5178,0.4071,1.5965,1.1832,0.1297,1.6039,0.0391,0.2161,-0.0069,1.2219,0.4952,0.8515,2.5305,-0.0025,0.7815,1.028,-0.0186,0.5302,Control
Utah__A07,0.8091,0.3601,0.208,1.0053,0.1335,0.1508,0.273,1.8878,0.026,-0.031,0.855,-0.1659,0.1947,0.1124,0.1174,1.1891,0.9589,1.3959,1.0322,0.5353,0.1954,0.7437,0.8057,-0.0212,0.5721,1.4804,0.3258,0.2087,1.7069,0.081,0.1652,1.6678,1.1848,0.8627,-0.1291,0.5793,2.4706,0.707,0.0458,1.762,1.0068,0.1363,1.4216,0.9246,1.4774,0.4864,1.4992,1.0159,1.1496,0.2041,1.0479,0.3127,1.0076,-0.0064,1.7332,1.5425,2.4385,0.7555,1.2623,0.8005,0.5087,0.5267,0.1632,0.1825,0.0362,1.7333,1.5549,0.1674,0.8878,0.28,0.2789,0.8955,0.8235,0.5449,0.4224,1.7065,1.3253,0.156,1.5835,0.1205,0.2906,-0.1342,1.3699,0.5571,0.8367,2.6678,0.0269,0.9268,1.0376,0.0501,0.5748,Control
Utah__A08,0.9945,0.3175,-0.0587,1.3967,0.041,0.1132,0.2184,1.9545,-0.0787,-0.0389,0.8649,-0.2127,0.1886,0.0713,-0.0428,1.0672,1.1607,1.4199,1.1908,0.4924,0.1488,0.9415,0.9164,-0.0217,0.4267,1.3936,0.2815,0.2437,1.7458,0.1339,0.0843,1.6378,1.2552,0.9229,0.0104,0.5654,2.1783,0.6693,-0.0482,1.654,0.767,0.085,1.2584,1.0312,1.5864,0.5186,1.6722,0.9696,1.1852,0.1291,0.9267,0.2555,1.0552,-0.0689,1.7054,1.6281,2.4634,0.7551,1.3901,0.8842,0.4737,1.1445,0.1536,0.063,0.0316,1.8075,1.1667,0.1805,0.8242,0.2237,0.1354,0.8548,0.7376,0.5467,0.3556,1.6366,1.2046,0.1335,1.5519,0.1121,0.2333,-0.1702,1.3081,0.5196,0.8236,2.4236,0.0211,1.0896,1.0993,-0.0306,0.651,Control
Utah__A09,0.6969,0.2953,0.1399,0.9676,0.0683,0.0683,0.2074,1.9058,-0.0259,-0.0566,0.6787,-0.184,0.1149,0.0755,0.0579,1.1775,0.8348,1.3134,0.948,0.3506,0.1827,0.7179,0.7163,0.0314,0.4904,1.2645,0.2765,0.2141,1.7739,0.141,0.1054,1.6472,1.113,0.8124,-0.1118,0.3274,2.494,0.6451,0.0226,1.6406,0.7961,0.144,1.3688,0.9102,1.3386,0.5664,1.4674,0.9724,1.0035,0.1691,0.8076,0.2288,1.0641,-0.0312,1.8017,1.6139,2.2424,0.6908,1.5067,0.7774,0.3822,0.2534,0.1573,0.0891,-0.0193,1.5039,1.2958,0.0894,0.8978,0.2389,0.1425,0.7467,0.7163,0.5621,0.3968,1.6335,1.2531,0.148,1.5464,0.0552,0.2544,-0.222,1.2972,0.4918,0.8438,2.7794,-0.0163,0.8339,1.0059,0.061,0.6353,Control
Utah__A10,0.803,0.2036,0.1007,1.1509,0.0859,0.0568,0.2806,1.8221,-0.0241,-0.1025,0.7726,-0.1598,0.1811,0.0274,0.0355,1.1152,1.0434,1.2564,1.1179,0.4935,0.2507,0.7592,0.8425,-0.0308,0.4466,1.4598,0.3212,0.1961,2.0521,0.1682,0.1694,1.6437,1.0722,0.825,-0.0071,0.5281,2.2784,0.7158,-0.0457,1.7064,0.7449,0.1435,1.331,0.9284,1.5766,0.5633,1.6014,0.9809,1.1941,0.1691,0.8914,0.2746,1.0446,-0.0465,1.827,1.4713,2.5402,0.7391,1.4248,0.8032,0.5187,0.7316,0.0788,0.0887,0.0121,1.7691,1.2719,0.0523,0.838,0.232,0.1523,0.7982,0.5928,0.5812,0.4219,1.7059,1.1348,0.2159,1.6088,0.0702,0.2159,-0.1047,1.2407,0.5082,0.8368,2.7103,-0.0237,0.8543,1.1359,0.0448,0.5375,Control
