@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1719 numeric
@attribute 1869 numeric
@attribute 25 numeric
@attribute 2932 numeric
@attribute 3065 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6502 numeric
@attribute 7027 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 8900 numeric
@attribute 898 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0793,0.7267,0.7143,1.2717,2.6139,0.1311,0.0015,0.3082,0.1478,0.4177,0.6628,1.2989,0.8601,1.5515,2.6528,1.2072,1.0363,0.1356,0.863,0.0947,2.044,0.0614,0.0793,0.7493,0.0065,0.5319,0.072,-0.1142,Control
Utah__A02,0.8152,0.4292,0.3325,0.9753,2.1529,0.0736,-0.1322,0.0498,-0.0079,0.303,0.4686,1.1527,0.5808,1.1748,2.3316,0.924,0.801,0.1049,0.5863,0.1029,2.0529,0.0739,0.0163,0.5887,-0.1304,0.2379,-0.0215,-0.0682,Control
Utah__A03,1.0301,0.5162,0.4772,1.692,2.3934,0.1821,-0.1168,0.0278,0.1982,0.4434,0.609,1.2144,0.7619,1.2843,2.2525,1.1324,1.0565,0.1251,0.6774,0.1357,2.233,0.1569,0.0486,0.8079,-0.011,0.4986,0.1043,-0.0145,Control
Utah__A04,0.827,0.3873,0.4707,0.9804,2.6652,0.0734,0.0605,0.113,0.0725,0.3637,0.5054,1.1834,0.7254,1.1688,2.1734,0.9607,0.8205,0.2164,0.673,0.084,2.1844,0.0657,0.1175,0.5955,-0.0931,0.2161,0.0185,-0.0639,Control
Utah__A05,1.0253,0.5341,0.4423,1.7524,2.4343,0.1637,0.1807,0.1316,0.2314,0.4102,0.6009,1.148,0.6997,1.2846,2.3116,1.046,1.0433,0.1872,0.7421,0.1376,2.5268,0.0409,0.0159,0.7673,-0.0265,0.3737,0.0873,-0.0721,Control
Utah__A06,0.8221,0.5281,0.4119,1.4036,2.297,-0.0182,-0.0643,0.0119,0.1291,0.411,0.5351,1.0502,0.6681,1.2586,2.3589,0.9844,0.8912,0.0491,0.7233,0.0656,2.0798,0.0736,0.0485,0.6036,-0.0473,0.226,-0.0425,-0.0911,Control
Utah__A07,0.8887,0.5732,0.6179,1.1581,2.1826,0.0415,0.0695,0.3068,0.0777,0.4552,0.8251,1.267,0.8202,1.5482,2.7222,1.1549,1.0213,0.1216,0.7998,0.1316,2.1037,0.0618,-0.0304,0.684,-0.119,0.395,0.0583,-0.0805,Control
Utah__A08,0.8162,0.4958,0.9783,1.1244,1.9952,0.0771,-0.1211,0.1785,0.1985,0.5692,1.0661,1.1156,1.0401,1.6738,2.9337,1.327,1.0826,0.0853,0.768,0.1022,1.7967,0.0458,0.106,0.6482,-0.0248,0.3103,-0.0392,-0.1188,Control
Utah__A09,0.8193,0.5306,0.5964,1.3153,2.2289,0.1041,0.0141,0.2261,0.128,0.4045,0.7154,1.1611,0.8964,1.4823,2.7367,0.9851,1.0359,0.0974,0.7484,0.0831,2.0877,0.065,0.0338,0.5412,-0.0423,0.3204,0.0701,-0.0588,Control
Utah__A10,0.8978,0.4568,0.5524,1.1616,1.7823,0.1178,0.0733,0.2692,0.1218,0.4425,0.9142,1.1672,0.8986,1.4478,2.6756,1.3941,0.9646,0.1256,0.8841,0.1127,2.136,0.0906,0.0508,0.5878,-0.0369,0.2036,-0.0688,-0.1079,Control
Utah__A11,0.9388,0.6277,0.3335,1.0246,1.9281,0.0603,-0.0987,-0.0179,0.058,0.4338,0.4848,0.9834,0.8252,1.3103,2.5129,0.7984,0.8355,0.118,0.5147,0.1335,2.0524,0.1125,0.0373,0.5349,-0.0247,0.267,-0.0485,-0.1247,Control
Utah__A12,0.5469,0.2377,0.2568,1.2203,1.4627,-0.0885,-0.2232,0.0241,-0.0552,0.1531,0.3984,0.8779,0.3602,0.793,1.6955,0.5964,0.4273,0.002,0.4241,0.0771,1.7473,0.1519,0.0208,0.1924,0.035,0.0768,-0.0909,-0.0404,Control
Utah__B01,0.7844,0.5511,0.5705,1.2201,2.4335,-0.1649,-0.5639,0.2472,-0.0727,0.4038,0.6768,1.0156,0.6788,1.5175,2.5849,1.0445,0.8919,-0.198,0.5874,-0.001,1.6757,0.0712,0.2077,0.6532,-0.0069,0.3377,-0.1561,-0.0441,Control
Utah__B02,0.9593,0.6772,0.3693,1.5659,2.7571,0.069,-0.0931,0.2292,0.13,0.3877,0.5494,1.2668,0.6753,1.327,2.444,1.0728,0.8229,0.1092,0.865,0.1357,2.0639,0.0817,0.1293,0.8116,-0.0193,0.4595,-0.019,-0.0349,Control
Utah__B03,0.7222,0.5896,0.4802,1.0662,2.7839,-0.0065,-0.1515,0.1559,0.0976,0.3817,0.6557,1.2122,0.7577,1.3191,2.4934,1.11,0.8578,0.0353,0.7046,0.033,1.7886,0.0384,0.1735,0.7021,0.0027,0.2897,0.0032,-0.062,BRCACancer
Utah__B04,0.6027,0.36,0.8244,0.8629,1.7267,0.0517,-0.2686,0.2763,0.0856,0.4996,1.0929,1.0639,1.0639,1.3157,2.7036,1.2516,0.8418,0.0221,0.6325,0.2148,1.8958,0.0586,-0.0211,0.5137,-0.0624,0.2451,-0.1193,-0.0123,BRCACancer
