@relation data

@attribute id string
@attribute 10621 numeric
@attribute 11128 numeric
@attribute 11178 numeric
@attribute 171568 numeric
@attribute 2972 numeric
@attribute 2975 numeric
@attribute 2976 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 55814 numeric
@attribute 661 numeric
@attribute 6908 numeric
@attribute 9328 numeric
@attribute 9329 numeric
@attribute 9330 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.775,0.846,-0.0898,0.5981,0.4654,1.0088,1.1031,0.9817,0.7223,1.1959,1.14,0.836,0.5597,1.2367,1.3125,0.705,1.2511,0.5801,1.1004,1.4174,Control
Utah__A02,0.5629,0.5599,-0.0691,0.3621,0.3848,0.8016,0.9217,0.8539,0.3854,0.9626,0.9461,0.7074,0.3229,0.8483,0.9723,0.59,1.0281,0.4339,0.8049,1.0696,Control
Utah__A03,0.7529,0.7761,-0.1239,0.5248,0.4564,1.0417,0.9727,1.0277,0.6997,1.0552,1.1323,0.7009,0.4596,1.0104,1.1657,0.6568,1.1738,0.6118,1.0187,1.3244,Control
Utah__A04,0.5574,0.6097,-0.0259,0.4543,0.4123,0.8548,0.9283,0.9127,0.5693,1.0876,1.143,0.799,0.341,0.901,1.0823,0.6532,1.1602,0.5153,0.8214,1.1053,Control
Utah__A05,0.6519,0.8345,-0.0285,0.5853,0.4815,1.0331,1.0844,1.1475,0.7293,1.0842,1.0415,0.9498,0.4749,0.9495,1.17,0.6918,1.2078,0.5916,1.0043,1.1224,Control
Utah__A06,0.712,0.7167,-0.0926,0.5688,0.4252,0.939,0.9488,0.9961,0.6284,1.0566,1.0075,0.8847,0.5436,0.9508,1.1655,0.5859,1.1087,0.4954,1.0195,1.2247,Control
Utah__A07,0.68,0.7476,-0.1097,0.4365,0.4625,0.9443,1.0329,0.9622,0.7287,1.0864,0.9531,0.6864,0.5192,0.963,1.1808,0.6491,1.1369,0.5546,0.9495,1.3752,Control
Utah__A08,0.7339,0.8771,-0.1381,0.4067,0.4968,0.9378,0.9749,0.6375,0.5887,0.8803,0.9223,0.6422,0.5998,1.0288,1.3419,0.6398,1.1686,0.4975,0.8795,1.3307,Control
Utah__A09,0.6809,0.738,-0.1152,0.4973,0.4238,0.9238,0.9036,0.8945,0.5617,0.9737,0.8756,0.6051,0.5012,1.0442,1.0768,0.5738,1.0737,0.5169,0.8979,1.2078,Control
Utah__A10,0.7342,0.8055,-0.0437,0.3618,0.4472,0.9706,1.0177,0.9445,0.65,1.0401,1.0417,0.7454,0.5533,0.857,1.2535,0.6149,1.1722,0.5504,0.9199,1.3645,Control
Utah__A11,0.652,0.627,-0.0446,0.397,0.4417,0.8669,0.724,0.8787,0.6716,0.7226,0.8672,0.7701,0.4164,0.8246,0.8221,0.3684,0.8312,0.4927,1.0108,0.9568,Control
Utah__A12,0.3484,0.1964,-0.1762,0.1622,0.1993,0.444,0.6457,0.6102,0.5162,0.8087,0.9726,0.5034,0.1061,0.5798,0.6449,0.4047,0.7572,0.1863,0.6097,0.8368,Control
Utah__B01,0.8223,0.5109,-0.3277,0.4237,0.2708,0.7185,0.9477,0.4992,0.546,0.9092,1.0444,0.3241,0.5055,1.0894,1.0968,0.55,1.1677,0.3515,0.7985,1.3039,Control
Utah__B02,0.7473,0.6748,-0.1229,0.5235,0.4786,1.0003,1.1465,1.0207,0.705,1.1503,1.2293,0.7827,0.452,1.2322,1.1002,0.65,1.2335,0.6024,0.9619,1.48,Control
Utah__B03,0.7316,0.5802,-0.1094,0.4447,0.3542,0.8654,1.0538,0.7946,0.5866,1.0079,1.2198,0.6183,0.4275,1.024,1.1414,0.5944,1.1689,0.4492,0.8033,1.2935,BRCACancer
Utah__B04,0.4556,0.6615,-0.1346,0.3446,0.5006,0.8356,0.9932,0.5853,0.4586,0.8703,0.6375,0.3993,0.3599,0.8685,1.3064,0.5615,1.0505,0.3447,0.6856,1.1383,BRCACancer
Utah__B05,0.5414,0.4481,-0.1874,0.2929,0.3777,0.7616,0.8253,0.6942,0.6626,0.9485,0.7017,0.6395,0.242,0.9342,0.8354,0.406,0.9837,0.3114,0.8184,1.0775,BRCACancer
Utah__B06,0.584,0.2971,-0.4585,0.0916,0.0836,0.5094,0.7805,0.3153,0.418,0.7325,0.5883,0.1873,0.2906,0.6849,0.7797,0.3741,0.9653,0.0519,0.5909,1.0445,BRCACancer
Utah__B07,0.8239,0.6823,-0.1058,0.5188,0.5127,0.9367,1.1422,0.9469,0.5051,1.2583,1.0091,0.6099,0.4986,1.1882,1.2709,0.7704,1.3397,0.5467,0.928,1.4553,BRCACancer
Utah__B08,0.6286,0.553,-0.0533,0.4777,0.4109,0.8494,0.8953,1.0181,0.7413,1.0074,0.8062,0.9499,0.4559,0.9313,0.8393,0.4567,0.9919,0.5603,0.9006,1.1301,Control
Utah__B09,0.5069,0.5954,-0.0711,0.2632,0.5018,0.6995,0.7501,0.5402,0.4023,0.5836,0.7297,0.3914,0.3765,0.8402,1.2527,0.6135,1.0535,0.3228,0.4528,0.7951,Control
Utah__B10,0.481,0.4694,-0.1616,0.2509,0.3177,0.7138,0.7875,0.5,0.4913,0.8426,0.713,0.3824,0.2316,0.6004,1.1067,0.4541,0.9105,0.2856,0.6605,0.9812,Control
Utah__B11,0.4742,0.4715,-0.1562,0.3181,0.4116,0.7818,0.8791,0.8706,0.8358,0.8503,1.0614,0.7661,0.3597,0.7439,0.9765,0.5084,0.9376,0.4268,1.0042,1.0526,Control
Utah__B12,0.2129,0.268,-0.1552,0.2314,0.3577,0.4778,0.5541,0.3767,0.1692,0.6084,0.3089,0.2568,0.0893,0.6542,0.9533,0.3943,0.7713,0.1124,0.3879,0.5396,Control
Utah__C01,0.6687,0.6787,-0.0913,0.5892,0.5089,1.0256,1.0605,1.0743,0.6879,1.074,0.8749,0.8819,0.3681,0.9982,1.0288,0.6247,1.1404,0.5357,0.9187,0.977,BRCACancer
Utah__C02,0.5667,0.6501,-0.0018,0.547,0.5102,0.9335,1.0447,1.1332,0.7022,1.1712,1.0388,0.9991,0.3648,0.9785,1.0137,0.7912,1.1509,0.5589,0.8995,1.2448,BRCACancer
Utah__C03,0.6827,0.8182,-0.0551,0.6811,0.6342,1.1596,1.1282,1.2579,0.7578,1.317,1.0357,1.123,0.4357,1.1147,1.1636,0.7517,1.3273,0.8053,0.9631,1.2432,BRCACancer
Utah__C04,0.3098,0.3814,0.0142,0.4187,0.3442,0.6903,0.5834,1.0724,0.3885,0.7594,0.6851,0.7852,0.1427,0.6198,0.5525,0.3491,0.6394,0.3843,0.6367,0.5061,Control
Utah__C05,0.2838,0.3159,-0.019,0.248,0.3343,0.7195,0.6237,0.8879,0.3673,0.6499,0.581,0.8347,0.1323,0.5487,0.679,0.3727,0.6837,0.3201,0.6213,0.6439,BRCACancer
Utah__C06,0.1003,-0.1707,0.0244,0.1243,0.1424,0.142,0.1549,0.3255,0.3318,0.2617,0.2273,0.5779,-0.0971,0.3002,0.1589,0.1327,0.3455,-0.0268,0.2321,-0.0383,Control
Utah__C07,0.456,0.4001,-0.0553,0.4049,0.3524,0.8052,0.724,0.9252,0.5414,0.8029,0.8413,0.7961,0.1567,0.6093,0.7893,0.4435,0.8129,0.378,0.721,0.8906,Control
Utah__C08,0.6558,0.5497,-0.0607,0.5318,0.3856,0.9552,0.9013,0.8857,0.6903,0.9153,0.8915,0.946,0.3814,0.9793,0.9544,0.5074,1.008,0.5013,0.9534,1.0758,Control
Utah__C09,0.4197,0.3831,0.0035,0.3088,0.3478,0.7516,0.8092,0.7891,0.5323,0.9249,0.7341,0.8688,0.1906,0.7136,0.842,0.5364,0.7889,0.3865,0.7552,0.8871,Control
Utah__C10,0.4005,0.3825,0.0128,0.3726,0.2902,0.7086,0.9287,0.9301,0.5235,0.8461,0.8415,0.959,0.1631,0.6321,0.9371,0.6906,0.9794,0.3839,0.6334,0.9184,BRCACancer
Utah__C11,0.7149,0.7085,-0.0577,0.4838,0.5428,0.9474,0.9138,1.1118,0.6369,0.9473,0.874,1.0201,0.3458,0.997,0.8948,0.7164,1.0258,0.6198,0.8718,0.9434,Control
Utah__C12,0.1462,0.2484,0.0047,0.2625,0.293,0.5818,0.4865,0.834,0.3767,0.5586,0.591,0.9278,0.0768,0.5674,0.5121,0.3761,0.6343,0.3053,0.529,0.4356,BRCACancer
Utah__D01,0.5695,0.6217,-0.0372,0.3928,0.5417,0.6668,0.8233,0.7314,0.4109,0.9008,0.5165,0.4168,0.3773,1.1273,1.086,0.5156,1.0869,0.3936,0.5107,0.923,BRCACancer
Utah__D02,0.4679,0.5156,0.026,0.487,0.3902,0.7553,0.7627,1.0181,0.5404,0.9094,0.7776,0.9811,0.199,0.8341,0.8649,0.5802,0.8579,0.4453,0.7366,0.8442,BRCACancer
Utah__D03,0.3801,0.3342,-0.0348,0.2554,0.3701,0.739,0.711,1.0268,0.3031,0.7436,0.5125,0.9107,0.1396,0.6876,0.6665,0.4772,0.7203,0.3453,0.6402,0.6511,BRCACancer
Utah__D04,0.4301,0.5019,0.0425,0.4396,0.4435,0.8131,0.8564,1.0213,0.5594,0.7633,0.6637,1.0027,0.2692,0.7498,0.8489,0.5748,0.9041,0.4603,0.6056,0.8601,BRCACancer
Utah__D05,0.3994,0.4232,-0.0295,0.4031,0.3563,0.7551,0.913,1.121,0.4533,0.9168,0.7116,0.9164,0.144,0.7244,0.7436,0.5867,0.9576,0.3971,0.6402,0.8783,BRCACancer
Utah__D06,0.6507,0.6824,-0.0642,0.579,0.4873,0.9533,1.0569,1.0652,0.6484,1.0528,0.8937,1.0041,0.3338,0.6387,0.9925,0.6147,1.0927,0.5765,0.936,1.0748,BRCACancer
Utah__D07,0.498,0.6,0.0039,0.4775,0.4882,0.9599,0.9361,1.1091,0.4935,0.9857,0.8512,1.021,0.2301,0.8934,0.8324,0.6151,1.0702,0.5375,0.8352,1.0029,Control
Utah__D08,0.4408,0.2951,-0.0597,0.2629,0.3036,0.5717,0.6604,0.8162,0.4125,0.561,0.5924,0.4844,0.1242,0.6662,0.5897,0.466,0.7614,0.3253,0.63,0.636,Control
Utah__D09,0.6551,0.5273,-0.1034,0.456,0.4039,0.832,0.865,0.8741,0.4591,0.9563,0.7957,0.908,0.2652,0.8984,0.8871,0.6876,1.0075,0.4963,0.8466,0.8992,Control
Utah__D10,0.5618,0.4683,-0.0557,0.3132,0.3004,0.7926,0.7669,0.9279,0.7528,0.6994,0.6287,0.9975,0.2498,0.7425,0.7636,0.3988,0.7181,0.4304,0.7579,0.767,Control
Utah__D11,0.4191,0.0156,0.0095,0.1594,0.2526,0.3463,0.3259,0.5163,0.3562,0.356,0.4696,0.4007,0.0012,0.4611,0.3867,0.2912,0.5436,0.0496,0.3482,0.2681,Control
Utah__D12,0.4224,0.3982,0.0393,0.3336,0.2864,0.6028,0.5434,0.8605,0.4521,0.475,0.5075,0.7412,0.1396,0.64,0.6456,0.4194,0.6807,0.3526,0.5574,0.5612,Control
Utah__E01,0.4793,0.2988,-0.1188,0.2673,0.2769,0.7239,0.6983,0.7618,0.4121,0.6233,0.7419,0.7441,0.1618,0.5921,0.5816,0.5436,0.8277,0.3296,0.5513,0.7313,BRCACancer
Utah__E02,0.612,0.5555,-0.0256,0.5177,0.4053,0.8866,1.0151,1.0279,0.7519,1.0251,0.9447,0.8797,0.2699,0.8599,1.062,0.7486,1.1141,0.5129,0.8181,1.2182,Control
Utah__E03,0.5226,0.5956,0.0612,0.5707,0.4575,0.9523,0.7723,1.1365,0.7015,0.9714,0.8224,1.1201,0.3044,0.8198,0.8247,0.5843,0.8524,0.5652,0.8644,0.8963,Control
Utah__E04,0.5995,0.6836,0.0858,0.6006,0.5303,0.9118,1.1207,1.1291,0.6525,1.084,0.7954,0.8646,0.3248,1.0761,1.0445,0.8078,1.1495,0.6539,0.8376,1.0952,Control
Utah__E05,0.412,0.4869,-0.0763,0.3473,0.3644,0.7643,0.9026,0.7578,0.5843,0.9573,0.9087,0.6032,0.2761,0.8736,1.0758,0.7564,1.0279,0.4047,0.7096,1.1227,Control
Utah__E06,0.4999,0.2586,-0.2599,0.0624,0.1893,0.5367,0.7269,0.5445,0.5466,0.7641,0.8052,0.3488,0.1026,0.4812,0.7668,0.4062,0.9144,0.1457,0.488,0.8091,BRCACancer
Utah__E07,0.4577,0.5303,-0.0211,0.4421,0.4589,0.8709,0.9091,1.0696,0.5845,0.8172,0.8173,0.9901,0.2124,0.8642,0.9871,0.6736,0.9754,0.5135,0.6559,0.9717,BRCACancer
Utah__E08,0.5246,0.6474,-0.023,0.4599,0.4563,0.9116,0.9493,1.1355,0.6083,1.0467,0.855,1.0893,0.3197,0.9557,0.9458,0.6674,1.0099,0.5452,0.845,1.02,Control
