@relation data

@attribute id string
@attribute 51422 numeric
@attribute 53632 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 6009 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4151,0.0992,1.3645,-0.1198,1.2363,1.1386,1.354,0.4841,1.2576,0.3057,Control
Utah__A02,0.3242,0.1181,1.2001,-0.0866,0.9656,0.9315,1.203,0.3301,0.8433,0.2579,Control
Utah__A03,0.3994,0.0576,1.268,-0.0897,1.1454,1.0148,1.3675,0.6044,1.1573,0.325,Control
Utah__A04,0.3518,0.1367,1.2616,-0.1042,1.1047,1.0501,1.2018,0.438,0.9134,0.2905,Control
Utah__A05,0.4425,0.0489,1.3124,-0.101,1.2401,1.1841,1.4364,0.5214,1.1537,0.3768,Control
Utah__A06,0.389,0.0857,1.1944,-0.1136,1.0389,1.0201,1.3842,0.4394,1.1108,0.2751,Control
Utah__A07,0.586,0.1805,1.3474,-0.0605,1.2588,1.0802,1.3571,0.6814,1.2173,0.2991,Control
Utah__A08,0.5881,0.1514,1.4309,-0.134,0.9561,1.1358,1.1382,0.6607,1.2264,0.2897,Control
Utah__A09,0.495,0.1935,1.2799,-0.0669,1.0507,0.9678,1.2302,0.4808,1.1534,0.2581,Control
Utah__A10,0.5315,0.1194,1.4463,-0.1587,1.1349,1.2427,1.2244,0.7202,1.1768,0.3007,Control
Utah__A11,0.2758,0.0352,1.0369,-0.1372,1.0951,0.7879,1.2472,0.2826,0.9675,0.2316,Control
Utah__A12,0.2845,0.2113,0.9635,-0.0052,0.6947,0.6974,0.9322,0.2674,0.4673,0.1311,Control
Utah__B01,0.3942,0.158,1.3561,-0.1949,0.8896,1.0119,1.0545,0.6331,1.1539,0.0668,Control
Utah__B02,0.3889,0.1558,1.4225,-0.1082,1.1753,1.1102,1.2759,0.5458,1.1554,0.2938,Control
Utah__B03,0.3234,0.0757,1.4035,-0.1542,1.109,1.1086,1.1473,0.5271,1.1166,0.2614,BRCACancer
Utah__B04,0.6993,0.1428,1.4156,-0.0864,0.7294,1.0427,0.9301,0.7991,0.9912,0.3476,BRCACancer
Utah__B05,0.3474,0.1309,1.1871,-0.0575,0.8295,0.7903,0.9893,0.4765,0.8328,0.2441,BRCACancer
Utah__B06,0.2179,0.1567,1.1372,-0.0598,0.7173,0.9419,0.8676,0.4386,0.9838,-0.0188,BRCACancer
Utah__B07,0.4245,0.1749,1.5265,-0.0671,1.1484,1.1303,1.3058,0.5586,1.245,0.3656,BRCACancer
Utah__B08,0.2672,0.0585,1.1557,-0.0883,1.1585,0.8343,1.3472,0.2962,1.002,0.3056,Control
Utah__B09,0.5482,0.1618,1.2146,-0.2062,0.7274,0.9706,0.8046,0.6477,0.988,0.2957,Control
Utah__B10,0.5181,0.141,1.2169,-0.0866,0.7565,0.7298,0.9081,0.5934,0.8365,0.213,Control
Utah__B11,0.4188,0.164,1.1511,-0.1018,0.9572,0.8426,0.9853,0.3662,0.8625,0.2316,Control
Utah__B12,0.512,0.0922,0.9952,-0.0388,0.5557,0.6062,0.4341,0.4448,0.7639,0.2735,Control
Utah__C01,0.5393,0.1891,1.2043,-0.067,1.0294,1.0864,1.2176,0.5439,1.2142,0.3704,BRCACancer
Utah__C02,0.3599,0.152,1.2151,-0.1104,1.147,1.0204,1.1032,0.3942,1.0391,0.3829,BRCACancer
Utah__C03,0.4177,0.1595,1.3124,-0.0951,1.113,1.3087,1.2325,0.5236,1.2737,0.4983,BRCACancer
Utah__C04,0.1937,0.1122,0.801,-0.0708,0.7284,0.6702,0.8063,0.261,0.6334,0.2963,Control
Utah__C05,0.2481,0.1567,0.8326,-0.1485,0.7661,0.7153,0.902,0.3074,0.6293,0.3384,BRCACancer
Utah__C06,0.108,0.1802,0.2411,0.0081,0.2378,0.1866,0.3466,0.2272,0.139,0.2226,Control
Utah__C07,0.2498,0.0963,1.0439,-0.086,0.8149,0.7311,0.9233,0.232,0.7125,0.2865,Control
Utah__C08,0.2976,0.1134,1.0635,-0.1012,1.1298,1.023,1.1245,0.2629,0.991,0.3199,Control
Utah__C09,0.2497,0.068,1.0724,-0.1627,0.8922,0.807,0.9315,0.3303,0.7169,0.2974,Control
Utah__C10,0.2869,0.1514,1.0353,-0.0764,0.8149,0.9672,0.9391,0.3011,0.7276,0.2509,BRCACancer
Utah__C11,0.2817,0.0552,1.0964,-0.1062,1.0195,1.0429,1.1141,0.2513,1.1195,0.4112,Control
Utah__C12,0.1718,0.1219,0.7452,-0.0748,0.6203,0.5907,0.7425,0.3112,0.5845,0.2715,BRCACancer
Utah__D01,0.6745,0.0644,1.1472,-0.2001,0.7296,0.8777,0.7655,0.6591,1.1009,0.3427,BRCACancer
Utah__D02,0.2163,0.0391,1.0339,-0.0502,1.0411,0.8067,0.9769,0.3041,0.8349,0.3265,BRCACancer
Utah__D03,0.2741,0.0893,0.9529,-0.0229,0.5997,0.7191,0.8356,0.2587,0.7118,0.3078,BRCACancer
Utah__D04,0.335,0.0776,0.9661,-0.0807,0.8579,0.7825,0.9667,0.3583,0.8786,0.3406,BRCACancer
Utah__D05,0.3659,0.1606,1.1551,-0.0609,0.9029,0.8692,1.0152,0.3048,0.7201,0.2856,BRCACancer
Utah__D06,0.3478,0.1219,1.1781,-0.1382,1.0271,1.1841,1.1191,0.3575,1.0657,0.369,BRCACancer
Utah__D07,0.3027,0.0767,1.193,-0.0578,0.9789,1.0576,1.1038,0.3044,0.9859,0.3515,Control
Utah__D08,0.2863,0.1983,0.8885,-0.1184,0.7542,0.7354,0.7647,0.3329,0.6575,0.2758,Control
Utah__D09,0.3286,0.1818,1.1295,-0.0677,0.9721,1.0513,1.078,0.3077,0.8387,0.2727,Control
Utah__D10,0.306,0.078,0.8611,-0.0885,0.8684,0.7355,0.9982,0.285,0.8022,0.2305,Control
Utah__D11,0.2089,0.0586,0.5495,-0.1791,0.5167,0.4176,0.5055,0.2147,0.3042,0.1743,Control
Utah__D12,0.1681,0.1335,0.7066,-0.0629,0.8056,0.5691,0.9992,0.1852,0.6463,0.2302,Control
Utah__E01,0.2583,0.099,0.9337,-0.0941,0.7253,0.5332,0.8476,0.2605,0.7624,0.2398,BRCACancer
Utah__E02,0.2678,-0.0079,1.1895,-0.0134,1.1731,1.0656,1.0425,0.3411,0.8595,0.2502,Control
Utah__E03,0.2605,0.1021,0.9704,-0.1087,0.9434,0.6372,1.2313,0.224,0.8677,0.3425,Control
Utah__E04,0.3366,0.0738,1.246,-0.0754,1.0257,1.1412,0.9929,0.2922,1.0138,0.4218,Control
Utah__E05,0.344,0.1849,1.1799,-0.1022,0.9269,1.2138,0.834,0.335,0.8406,0.1631,Control
Utah__E06,0.3624,0.2139,0.9105,0.0423,0.6206,0.7403,0.7046,0.4864,0.7307,0.1139,BRCACancer
Utah__E07,0.3194,0.0757,1.1016,-0.0956,0.8546,1.0771,0.9349,0.432,0.9777,0.3959,BRCACancer
Utah__E08,0.2619,0.1101,1.1921,-0.0663,1.1198,0.9386,1.1031,0.3247,1.0106,0.3513,Control
Utah__E09,0.2922,0.0634,1.0032,-0.0635,0.9357,0.9161,1.005,0.3008,0.825,0.3337,BRCACancer
Utah__E10,0.4183,0.1209,1.3454,-0.0642,1.0407,1.108,1.1032,0.4972,1.0681,0.2699,BRCACancer
Utah__E11,0.2331,0.1078,0.9459,-0.0971,0.7594,0.8558,0.8509,0.2638,0.7021,0.2372,Control
Utah__E12,0.1656,0.1111,0.757,-0.0731,0.6747,0.6304,0.9025,0.2615,0.6067,0.1712,BRCACancer
