@relation data

@attribute id string
@attribute 10746 numeric
@attribute 11221 numeric
@attribute 1386 numeric
@attribute 1647 numeric
@attribute 1738 numeric
@attribute 1846 numeric
@attribute 1850 numeric
@attribute 207 numeric
@attribute 2549 numeric
@attribute 2645 numeric
@attribute 3554 numeric
@attribute 3725 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4217 numeric
@attribute 4293 numeric
@attribute 4294 numeric
@attribute 4296 numeric
@attribute 4775 numeric
@attribute 5069 numeric
@attribute 50804 numeric
@attribute 51776 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5607 numeric
@attribute 5609 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6885 numeric
@attribute 7157 numeric
@attribute 7182 numeric
@attribute 7189 numeric
@attribute 7786 numeric
@attribute 9175 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.8908,0.547,1.574,0.4808,1.6859,0.0722,-0.1096,0.6045,0.3585,-0.0725,0.2643,1.3192,2.2889,1.1149,1.0413,0.9845,0.1639,0.1393,0.7855,1.394,-0.085,0.7499,0.3838,0.528,1.4021,1.121,-0.0344,0.5989,0.6035,0.7285,0.75,1.4603,0.7723,0.8984,0.8106,0.8743,-0.0177,1.3608,Control
Utah__A02,1.6662,0.5203,1.4086,0.4863,1.5807,-0.0227,-0.052,0.5571,0.2528,0.0595,0.047,0.8029,1.8995,0.9113,0.8467,0.8053,0.008,0.0757,0.7241,1.1231,-0.0801,0.3509,0.3308,0.3075,0.9672,0.983,0.0192,0.3023,0.523,0.4813,0.7973,1.1513,0.5902,0.7184,0.7424,0.5899,0.0142,1.0773,Control
Utah__A03,1.8574,0.7244,1.4536,0.5731,1.6106,0.1975,0.0054,0.6699,0.3504,0.027,0.0801,1.2073,2.1356,1.1369,0.9025,1.0094,0.0993,0.1937,0.8978,1.3459,-0.1054,0.3751,0.4798,0.5595,1.211,1.1034,-0.0146,0.3922,0.6958,0.6279,0.7917,1.3066,0.8387,0.8308,0.9056,0.6641,-0.0067,1.3643,Control
Utah__A04,1.7451,0.4898,1.4952,0.5515,1.6525,0.1832,0.1609,0.6114,0.3144,0.0236,0.1829,1.3091,2.278,0.9583,1.0183,0.9356,0.1437,0.2579,0.7228,1.1899,-0.1034,0.3,0.2961,0.4448,0.9665,1.064,-0.0052,0.3272,0.6518,0.5001,0.7946,1.2606,0.598,0.7732,0.7685,0.6455,-0.0236,1.2398,Control
Utah__A05,2.0164,0.7073,1.5048,0.688,1.7552,0.169,0.0385,0.7362,0.4558,-0.0138,0.1519,1.2428,2.4514,1.211,0.9653,1.0498,0.0719,0.244,0.9815,1.2552,-0.087,0.3245,0.4478,0.5869,1.1192,1.1345,-0.0161,0.448,0.7144,0.5851,0.89,1.3929,0.7928,0.8667,0.825,0.7235,-0.0451,1.3013,Control
Utah__A06,1.769,0.6044,1.3949,0.3497,1.6692,-0.1592,-0.1003,0.6349,0.3647,-0.0114,0.3071,0.8136,2.0424,1.0694,0.8842,0.8568,0.0228,0.0686,0.8018,1.1824,-0.1181,0.2178,0.4643,0.3949,1.1521,0.9999,-0.0265,0.3842,0.5537,0.575,0.7604,1.2752,0.6071,0.7593,0.7493,0.5978,-0.0689,1.1447,Control
Utah__A07,1.9092,0.836,1.5978,0.5431,1.7677,-0.0279,-0.0733,0.5857,0.5979,0.0284,0.3198,1.2402,2.4121,1.1874,1.0928,1.1016,0.027,0.1313,0.8484,1.37,-0.1427,0.4061,0.531,0.4629,1.3691,1.0948,-0.0107,0.6202,0.5012,0.7805,0.7917,1.5008,0.6983,0.9281,0.9049,0.6397,-0.0604,1.5858,Control
Utah__A08,2.0297,0.6028,1.6407,0.3227,1.7193,-0.1687,-0.1883,0.5257,0.5924,-0.0503,0.1465,0.8862,2.6664,1.1502,1.2046,1.249,0.1645,0.117,0.6454,1.5498,-0.1186,0.6061,0.4956,0.3849,1.4969,1.2356,-0.0431,0.797,0.4817,0.967,0.777,1.6185,0.6576,1.057,0.8033,0.6786,-0.0138,1.6994,Control
Utah__A09,1.7199,0.5591,1.4886,0.4807,1.5706,0.018,-0.0522,0.5517,0.4286,-0.0102,0.1109,0.9959,2.4939,1.136,0.9861,1.025,0.0825,0.1003,0.777,1.2669,-0.1033,0.3225,0.3938,0.3622,1.3676,0.9917,-0.0155,0.6008,0.5112,0.7254,0.7709,1.3452,0.5363,0.7999,0.7418,0.636,-0.0488,1.4239,Control
Utah__A10,2.0811,0.7883,1.7266,0.4951,1.8197,0.0813,0.0616,0.5517,0.5336,-0.0026,0.0495,1.3751,2.3914,1.1818,1.1226,1.3032,0.0797,0.2098,0.7828,1.3997,-0.1051,0.4681,0.5355,0.4236,1.2269,1.1887,-6e-04,0.5954,0.5635,0.8418,0.7829,1.6039,0.5893,0.9405,0.9223,0.7734,-0.0378,1.6004,Control
