@relation data

@attribute id string
@attribute 10692 numeric
@attribute 221391 numeric
@attribute 23596 numeric
@attribute 5995 numeric
@attribute 6010 numeric
@attribute 611 numeric
@attribute 94233 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0617,-0.0929,0.7426,-0.1493,-0.0957,-0.1216,0.0187,Control
Utah__A02,0.122,-0.0413,0.5585,-0.1785,-0.0148,-0.0928,0.1008,Control
Utah__A03,0.04,-0.0828,0.6484,-0.1247,-0.0019,-0.1426,0.0889,Control
Utah__A04,0.0384,-0.0742,0.5525,-0.1354,-0.0233,-0.004,0.0541,Control
Utah__A05,0.0076,-0.0988,0.8086,-0.1511,-0.0839,-0.0093,0.0502,Control
Utah__A06,0.0612,-0.0433,0.6474,-0.1062,-0.0093,2e-04,0.0186,Control
Utah__A07,0.0875,-0.0104,0.7845,-0.1748,0.0156,-0.021,0.0346,Control
Utah__A08,0.0611,-0.0707,0.6358,-0.1481,-0.0621,-0.0858,0.0605,Control
Utah__A09,0.0555,-0.1074,0.5047,-0.1063,-0.0086,-0.0529,0.0495,Control
Utah__A10,0.0127,-0.0839,0.6032,-0.0888,-0.1008,0.0052,0.0381,Control
Utah__A11,0.0095,-0.1092,0.48,-0.1786,-3e-04,0.0047,0.1266,Control
Utah__A12,0.0484,0.0605,0.4716,-0.0621,0.0908,0.0735,0.1947,Control
Utah__B01,0.1025,0.0429,0.6553,-0.1256,-0.0625,0.0537,0.0116,Control
Utah__B02,0.0536,-0.0591,0.6178,-0.1607,-0.0471,0.0393,0.1268,Control
Utah__B03,-0.0025,0.0173,0.5437,-0.1432,-0.1182,-0.0126,0.062,BRCACancer
Utah__B04,0.1377,-0.0915,0.5633,-0.1045,-0.0588,-0.1427,0.1032,BRCACancer
Utah__B05,0.0161,-0.0258,0.5499,-0.1317,-0.0567,0.0019,0.0513,BRCACancer
Utah__B06,0.2106,0.1996,0.5249,-0.2041,-0.2151,-0.0115,-0.0291,BRCACancer
Utah__B07,0.0551,-0.041,0.6121,-0.141,-0.0067,0.0075,0.055,BRCACancer
Utah__B08,0.032,-0.0795,0.5888,-0.1041,-0.0524,-0.0287,0.1519,Control
Utah__B09,0.0801,-0.0527,0.3106,-0.2218,-0.101,0.0292,0.0928,Control
Utah__B10,0.076,0.0111,0.4119,-0.1343,-0.123,0.316,0.0364,Control
Utah__B11,0.025,-0.0478,0.5463,-0.1649,-0.0268,0.0345,0.1243,Control
Utah__B12,0.1474,-0.0903,0.2448,-0.1047,-0.0157,-0.1534,0.0812,Control
Utah__C01,0.03,-0.1005,0.7196,-0.1952,-0.0294,-0.0034,0.0799,BRCACancer
Utah__C02,0.1141,-0.0329,0.7018,-0.1063,-0.0234,-0.0142,0.0605,BRCACancer
Utah__C03,0.1856,-0.1197,0.6844,-0.1345,-0.0647,0.0141,-0.0435,BRCACancer
Utah__C04,0.0758,-0.0836,0.3443,-0.0951,-0.0448,-0.0458,0.1726,Control
Utah__C05,0.0392,-0.07,0.3752,-0.1067,-0.0675,0.0584,0.1157,BRCACancer
Utah__C06,-0.0306,-0.0371,0.1231,-0.1237,-0.0727,-0.0997,0.0928,Control
Utah__C07,0.0909,-0.0426,0.4949,-0.1237,0.0846,0.025,0.1056,Control
Utah__C08,0.0817,-0.0698,0.5132,-0.1504,-0.0455,0.0105,0.1505,Control
Utah__C09,0.105,-0.0436,0.3441,-0.0724,0.0503,-0.022,0.1607,Control
Utah__C10,0.08,-0.0959,0.5736,-0.0988,0.0206,-0.0532,0.1045,BRCACancer
Utah__C11,0.121,-0.1084,0.5265,-0.0611,-0.0277,-0.0344,0.0833,Control
Utah__C12,0.0605,-0.0415,0.3725,-0.1033,0.0215,-0.1199,0.0821,BRCACancer
Utah__D01,0.016,-0.033,0.419,-0.0742,0.0752,-0.0559,0.1318,BRCACancer
Utah__D02,0.0693,-0.1505,0.6431,-0.1461,-0.0994,-0.0887,0.0836,BRCACancer
Utah__D03,0.0888,-0.017,0.4666,-0.0521,0.0235,-0.0506,0.1002,BRCACancer
Utah__D04,0.0616,-0.1233,0.474,-0.1429,-0.0256,-0.1438,0.0265,BRCACancer
Utah__D05,-0.0779,-0.0062,0.5133,-0.0941,-0.0032,-0.045,0.1054,BRCACancer
Utah__D06,0.065,-0.0729,0.6533,-0.127,-0.0443,0.0089,0.138,BRCACancer
Utah__D07,0.054,-0.0707,0.5265,-0.1399,-0.0507,-0.0546,0.1045,Control
Utah__D08,0.0802,-0.0422,0.4522,-0.0824,0.0554,-0.0742,0.1656,Control
Utah__D09,-4e-04,-0.0058,0.5735,-0.1572,0.0462,0.0298,0.0882,Control
Utah__D10,-0.0622,-0.0746,0.3951,-0.0662,0.0566,-0.0134,0.1168,Control
Utah__D11,0.0266,-0.0454,0.2813,-0.0161,0.0211,0.0449,0.2322,Control
Utah__D12,0.0053,-0.0517,0.4469,-0.1067,-0.0848,-0.0745,0.1129,Control
Utah__E01,-0.0097,-0.0312,0.3746,-0.0261,-0.0035,-0.024,0.0617,BRCACancer
Utah__E02,0.0406,-0.0447,0.7237,-0.1371,-0.0347,0.0544,-0.0277,Control
Utah__E03,0.1012,-0.0446,0.5709,-0.0532,-0.014,-0.0915,0.0783,Control
Utah__E04,0.0539,-0.058,0.6571,-0.1224,-0.1497,0.3181,0.0171,Control
Utah__E05,0.1267,-0.0462,0.6027,-0.1316,-0.0147,-0.0101,0.0941,Control
Utah__E06,0.0553,0.1159,0.6262,-0.147,0.0784,-0.0655,0.0569,BRCACancer
Utah__E07,0.0602,-0.1089,0.5436,-0.1092,-0.0317,-0.0038,0.0695,BRCACancer
Utah__E08,0.0395,-0.0492,0.5827,-0.1261,-0.0787,-0.0237,0.028,Control
Utah__E09,0.0189,-0.0261,0.615,-0.0952,-0.0113,0.0056,-0.0519,BRCACancer
Utah__E10,0.0655,-0.0114,0.7644,-0.1377,0.0026,0.0085,0.0443,BRCACancer
Utah__E11,0.0642,-0.0117,0.4007,-0.1,0.0146,-0.0929,0.0682,Control
Utah__E12,-0.0459,-0.0173,0.4052,-0.1377,-0.0797,0.0439,0.0692,BRCACancer
Utah__F01,0.1802,-0.1019,0.582,-0.1743,-0.0376,-0.0329,0.0526,Control
Utah__F02,0.0555,-0.089,0.6709,-0.1262,-4e-04,-0.0174,-0.0023,Control
Utah__F03,0.0732,-0.0862,0.5525,-0.0863,-0.0752,-0.0371,0.0337,Control
Utah__F04,0.0379,-0.0961,0.5141,-0.0944,-0.0642,-0.0493,0.0624,Control
Utah__F05,0.062,-0.0423,0.5824,-0.0907,-0.0619,-0.0094,0.0835,Control
Utah__F06,0.0928,-0.1116,0.5276,-0.1829,0.0111,-0.1419,0.0504,Control
Utah__F07,0.1324,-0.1677,0.5497,-0.1002,-0.0161,-0.0822,0.1051,Control
Utah__F09,0.0381,-0.1364,0.824,-0.1376,-0.0455,0.0043,0.0386,Control
Utah__F10,0.0951,-0.0939,0.747,-0.1332,-0.1009,0.018,0.0317,Control
Utah__F11,0.0875,-0.0707,0.6066,-0.0749,-0.0787,-0.0018,0.0602,Control
Utah__F12,0.028,-0.0469,0.5716,-0.1277,-0.0773,-0.07,0.0539,Control
Utah__G01,0.0721,-0.0312,0.6435,-0.078,-0.0278,0.0031,0.1583,Control
Utah__G02,-0.0457,-0.0822,0.5153,-0.0231,-0.1258,0.0347,0.1322,Control
Utah__G03,0.0558,-0.0466,0.6292,-0.1539,-0.0589,0.0804,0.1198,Control
Utah__G04,-0.0137,-0.1024,0.719,-0.104,-0.0026,0.0076,0.0503,BRCACancer
Utah__G05,0.0236,-0.0462,0.2755,-0.0677,-0.0332,-0.1225,0.1367,BRCACancer
Utah__G06,0.0616,-0.0104,0.6325,-0.171,0.0129,-0.0276,0.1001,BRCACancer
Utah__G07,-0.0108,0.0175,0.511,-0.106,-0.033,-0.0745,0.0905,Control
Utah__G08,0.0696,-0.0503,0.5108,-0.1519,-0.0266,0.0018,0.0545,Control
Utah__G09,0.0065,-0.0787,0.4188,-0.0349,-0.0401,-0.1256,0.1138,Control
Utah__G10,0.1322,-0.0567,0.4832,-0.0969,0.0585,-0.0409,0.0779,BRCACancer
Utah__G11,0.0593,-7e-04,0.2214,0.0292,-0.1491,0,0.1277,BRCACancer
Utah__G12,0.0561,-0.0144,0.5147,-0.0817,-0.0351,-0.1026,0.0724,BRCACancer
Utah__H01,0.1223,0.0087,0.4124,-0.1189,-0.0191,-0.0241,0.0674,Control
Utah__H02,-0.0169,-0.1059,0.4311,-0.0158,-0.008,-0.0586,0.0633,Control
Utah__H03,0.0723,0.0078,0.5047,-0.0662,-0.0096,-0.1597,0.1307,Control
Utah__H04,0.1818,-0.0488,0.5985,-0.0837,-0.0947,0.023,0.0897,Control
Utah__H06,0.1118,-0.1161,0.4561,-0.0664,0.055,0.1018,0.0782,Control
Utah__H07,0.1836,-0.0571,0.3324,-0.0937,-0.0561,-0.0671,0.1063,BRCACancer
Utah__H08,0.07,-0.077,0.3672,-0.0744,-0.0432,-0.1504,0.1044,BRCACancer
Utah__H09,0.0244,0.0346,0.148,-0.0747,-0.0455,-0.1444,0.151,BRCACancer
Utah__H10,0.2715,0.0075,0.3859,-0.051,-0.0551,-0.0395,0.1333,BRCACancer
Utah__H11,0.0571,-0.0665,0.5661,-0.0895,-0.0415,-0.0355,0.0895,BRCACancer
Utah__H12,0.0234,-0.0686,0.5918,-0.1251,-0.0474,-0.0527,0.1215,BRCACancer
Utah__I01,0.1244,-0.0989,0.4588,-0.0845,-0.0399,-0.0363,0.0226,Control
Utah__I02,0.2086,-0.0627,0.3888,-0.121,0.0592,0.1052,0.0579,Control
Utah__I03,0.0539,-0.0584,0.2956,-0.1085,-0.0303,-0.0997,0.235,Control
Utah__I04,0.0134,-0.0725,0.6715,-0.0637,-0.0212,-0.0111,0.0624,Control
Utah__I05,0.0371,-0.0371,0.6373,-0.0661,-0.0099,-0.0644,0.2303,Control
Utah__I06,0.0658,-0.0571,0.5977,-0.1206,-0.0594,-0.0544,0.1359,Control
Utah__I07,0.0882,0.0129,0.624,-0.1575,-0.0424,-0.0462,0.0029,Control
Utah__I08,0.0983,-0.0874,0.6417,-0.0743,-0.0111,-0.0905,0.1427,Control
