@relation data

@attribute id string
@attribute 10298 numeric
@attribute 2817 numeric
@attribute 4690 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5879 numeric
@attribute 6091 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 8440 numeric
@attribute 9353 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1998,-0.0547,0.8678,1.1667,1.0217,-0.0567,0.0219,-0.1132,0.6432,-0.0733,1.1294,1.3492,0.9352,-0.0879,Control
Utah__A02,0.2254,0.0899,0.72,1.1756,0.8893,-0.1299,0.0425,-0.1359,0.4992,0.0082,0.9018,1.1968,0.5831,-0.0396,Control
Utah__A03,0.2608,0.07,0.8528,1.4289,0.9957,-0.1053,-0.0123,-0.2093,0.7305,-0.0136,1.1313,1.3816,0.6675,-0.0359,Control
Utah__A04,0.2645,0.1096,0.7575,1.0247,0.9699,-0.0896,0.0169,-0.1294,0.4506,-0.0138,1.0307,1.2135,0.7985,-0.0562,Control
Utah__A05,0.278,0.0645,0.8303,1.3702,1.0637,-0.0787,0.0096,-0.1026,0.6788,-0.0074,1.0492,1.3778,0.7172,-0.0547,Control
Utah__A06,0.1687,-0.0121,0.6689,1.2955,0.8999,-0.133,-0.0014,-0.1796,0.5315,-0.0285,0.8863,1.3318,0.5642,-0.0841,Control
Utah__A07,0.2235,0.1315,0.9217,1.3668,1.0521,-0.1179,0.0243,-0.1812,0.7067,-0.0044,1.1809,1.4952,0.9056,-0.0539,Control
Utah__A08,0.2217,-0.0525,0.9628,1.2078,1.218,-0.0951,0.018,-0.1362,0.7992,-0.0828,1.4746,1.4347,1.125,-0.0832,Control
Utah__A09,0.2074,0.1239,0.8164,1.2824,0.9502,-0.0792,0.0198,-0.1236,0.5778,-0.0597,1.0011,1.3189,0.9003,-0.0567,Control
Utah__A10,0.2653,0.0187,0.9276,1.3673,1.0809,-0.0718,0.0105,-0.1047,0.709,-0.0467,1.3376,1.3751,0.906,-0.0664,Control
