@relation data

@attribute id string
@attribute 1452 numeric
@attribute 1499 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 8312 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.5925,2.1378,0.6628,0.6808,1.7098,0.8892,1.3951,1.0472,1.5217,0.631,1.4624,1.0884,0.3495,Control
Utah__A02,1.2727,1.9406,0.4686,0.5297,1.5505,0.6903,1.195,0.8042,1.3281,0.5406,1.0187,1.0223,0.2528,Control
Utah__A03,1.4737,2.228,0.609,0.6545,1.7523,0.9187,1.3815,0.9485,1.494,0.8018,1.3884,1.1628,0.4299,Control
Utah__A04,1.4132,2.1149,0.5054,0.4447,1.7078,0.6057,1.4064,0.6822,1.3379,0.5604,1.2109,1.0777,0.2928,Control
Utah__A05,1.4668,2.1217,0.6009,0.6046,1.7874,0.8883,1.5397,0.8529,1.5543,0.7541,1.1808,1.1295,0.3723,Control
Utah__A06,1.3612,2.0671,0.5351,0.5559,1.5855,0.7009,1.375,0.757,1.3851,0.6482,1.1202,0.9649,0.2844,Control
Utah__A07,1.6353,2.242,0.8251,0.7198,1.762,1.0068,1.4216,0.9246,1.4774,0.4864,1.4992,1.0159,0.3981,Control
Utah__A08,1.6719,2.2731,1.0661,0.8468,1.654,0.767,1.2584,1.0312,1.5864,0.5186,1.6722,0.9696,0.3981,Control
Utah__A09,1.448,2.1764,0.7154,0.5846,1.6406,0.7961,1.3688,0.9102,1.3386,0.5664,1.4674,0.9724,0.3286,Control
Utah__A10,1.6292,2.3614,0.9142,0.7425,1.7064,0.7449,1.331,0.9284,1.5766,0.5633,1.6014,0.9809,0.3863,Control
Utah__A11,1.1873,1.8734,0.4848,0.3841,1.4043,0.8055,1.3121,0.9195,1.0854,0.4705,1.3981,0.8453,0.2831,Control
