@relation data

@attribute id string
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2021 numeric
@attribute 3146 numeric
@attribute 3148 numeric
@attribute 7153 numeric
@attribute 7155 numeric
@attribute 836 numeric
@attribute 840 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9683,0.4112,0.3546,2.0995,1.3566,0.3984,2.0926,1.208,0.5519,Control
Utah__A02,0.8495,0.2916,0.2419,1.5418,1.0761,0.1114,1.8172,1.1875,0.4575,Control
Utah__A03,0.9197,0.4401,0.2253,1.8509,1.2845,0.6776,1.8916,1.3243,0.6306,Control
Utah__A04,0.8958,0.3836,0.203,1.65,1.1978,0.131,1.9342,1.1111,0.469,Control
Utah__A05,1.0382,0.4936,0.2803,1.7061,1.467,0.377,2.0096,1.4127,0.6246,Control
Utah__A06,0.9035,0.424,0.2253,1.6411,1.3279,0.176,1.8037,1.1328,0.4706,Control
Utah__A07,0.9215,0.4549,0.1753,1.6914,1.3004,0.4325,2.1138,1.3997,0.5531,Control
Utah__A08,0.6569,0.3883,0.2097,1.7665,1.162,0.2199,2.2804,1.0162,0.4826,Control
Utah__A09,0.8576,0.38,0.2225,1.7179,1.1143,0.244,1.9868,1.0099,0.5294,Control
Utah__A10,0.9305,0.3818,0.2198,1.5997,1.2314,0.2011,2.1196,1.2126,0.553,Control
Utah__A11,0.5846,0.1932,0.3286,1.4495,1.1184,0.2552,1.6362,0.8471,0.4989,Control
Utah__A12,0.4109,0.2302,0.1525,1.1622,0.9357,0.032,1.539,0.8752,0.218,Control
Utah__B01,0.5758,0.2783,0.0588,2.1064,1.1415,0.1611,1.9647,0.8695,0.3345,Control
Utah__B02,0.9058,0.4105,0.3361,2.1395,1.5086,0.2126,2.0705,1.1304,0.4544,Control
Utah__B03,0.8294,0.3312,0.2093,2.1222,1.3905,0.1281,2.1268,1.0343,0.4569,BRCACancer
Utah__B04,0.6866,0.3861,0.2031,1.5103,1.0196,0.2414,2.0067,1.014,0.4632,BRCACancer
Utah__B05,0.5665,0.3089,0.3139,1.7241,0.972,0.2907,1.7137,1.108,0.2785,BRCACancer
Utah__B06,0.2895,0.1266,-0.1955,1.7826,0.8696,-0.0713,1.7653,0.9311,0.2988,BRCACancer
Utah__B07,1.0043,0.4318,0.2333,2.239,1.4779,0.3398,2.2014,1.2236,0.5256,BRCACancer
Utah__B08,0.7748,0.3083,0.2278,1.6658,1.2208,0.3249,1.8135,1.1212,0.5234,Control
Utah__B09,0.3019,0.2388,0.18,1.7767,1.2592,0.0987,1.7716,0.9357,0.2695,Control
Utah__B10,0.5803,0.2655,0.0909,1.1382,0.988,0.1485,2.0046,0.8552,0.2745,Control
Utah__B11,0.6707,0.1709,0.4702,1.1886,1.1665,0.3223,1.8487,0.9833,0.3247,Control
Utah__B12,0.1609,0.1779,0.0284,1.0414,0.7097,-0.0154,1.3117,0.6083,0.2209,Control
Utah__C01,0.8839,0.4281,0.3213,1.5259,1.0555,0.4058,1.7232,0.9394,0.43,BRCACancer
Utah__C02,0.9332,0.426,0.3598,1.6227,1.2068,0.201,1.8911,0.9703,0.3584,BRCACancer
Utah__C03,1.1123,0.6258,0.4112,1.8409,1.2589,0.3245,1.912,1.2113,0.5378,BRCACancer
Utah__C04,0.5197,0.2512,0.2951,1.3321,0.6276,0.1311,1.1177,0.6798,0.2204,Control
Utah__C05,0.4566,0.2506,0.1867,0.9508,0.7435,0.0872,1.2851,0.7172,0.2365,BRCACancer
Utah__C06,-0.0671,-0.0378,0.171,0.4406,0.3551,-0.0669,0.5304,0.2638,0.0672,Control
Utah__C07,0.7299,0.2545,0.2856,1.215,0.9501,0.0687,1.609,0.8175,0.2605,Control
Utah__C08,0.747,0.3765,0.2819,1.711,0.9944,0.2231,1.7464,0.8462,0.4708,Control
Utah__C09,0.6612,0.2909,0.2915,0.9917,0.8851,0.12,1.6473,0.8785,0.3545,Control
Utah__C10,0.7982,0.378,0.214,0.9528,0.98,0.0669,1.7367,0.9156,0.3053,BRCACancer
Utah__C11,0.6789,0.4007,0.4602,1.6383,1.0505,0.2237,1.6602,0.8346,0.421,Control
Utah__C12,0.2846,0.1419,0.2839,1.0008,0.5561,0.0308,1.1704,0.5451,0.2345,BRCACancer
Utah__D01,0.3369,0.2899,0.2237,1.6201,0.9294,-0.0846,1.6947,0.6655,0.2931,BRCACancer
Utah__D02,0.5444,0.2533,0.3403,1.2825,0.8452,0.1157,1.7231,0.8968,0.4079,BRCACancer
Utah__D03,0.4401,0.2875,0.2841,1.0637,0.8212,0.0705,1.4582,0.8455,0.3054,BRCACancer
Utah__D04,0.6352,0.2588,0.237,1.1579,0.9547,0.0643,1.5608,0.7887,0.4024,BRCACancer
