@relation data

@attribute id string
@attribute 1020 numeric
@attribute 1452 numeric
@attribute 1453 numeric
@attribute 2932 numeric
@attribute 351 numeric
@attribute 4137 numeric
@attribute 5515 numeric
@attribute 823 numeric
@attribute 826 numeric
@attribute 8851 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5707,1.6042,1.4362,0.6542,0.6277,-0.0133,1.7155,0.9705,0.9716,0.0448,Control
Utah__A02,0.5204,1.2833,1.2896,0.4588,0.4493,-0.0611,1.5576,0.884,1.128,0.1618,Control
Utah__A03,0.8221,1.485,1.5365,0.6001,0.5022,-0.0025,1.7575,1.1396,1.1357,0.0465,Control
Utah__A04,0.6325,1.4243,1.2541,0.4958,0.456,-0.0322,1.7134,0.9578,1.0688,0.2763,Control
Utah__A05,0.9217,1.4781,1.475,0.5918,0.6075,-0.0332,1.7923,1.2062,1.1907,0.2613,Control
Utah__A06,0.6766,1.3721,1.4057,0.5257,0.6128,-0.0515,1.5924,0.8947,1.0953,0.1539,Control
Utah__A07,0.7195,1.6472,1.3931,0.8174,0.7669,-0.0631,1.7671,0.9058,1.1295,0.2106,Control
Utah__A08,0.4469,1.6839,1.3361,1.0598,0.6785,0.0095,1.6601,0.7533,0.9497,0.1995,Control
Utah__A09,0.5758,1.4591,1.4156,0.707,0.7046,-0.0447,1.6468,0.9348,1.0612,0.0725,Control
Utah__A10,0.6735,1.641,1.3151,0.907,0.6842,-0.0154,1.7121,1.0121,1.0574,0.1568,Control
Utah__A11,0.484,1.1976,1.2647,0.4751,0.5847,0.009,1.4128,0.8352,0.9944,0.1645,Control
Utah__A12,0.2346,0.9284,0.8097,0.3882,0.4382,-0.0035,1.3762,0.598,0.8792,-0.3787,Control
Utah__B01,0.1628,1.5675,1.2125,0.6682,0.5886,0.0376,1.7176,0.5837,0.9488,-0.1757,Control
Utah__B02,0.7062,1.6148,1.5284,0.5401,0.5026,-0.0167,1.9071,0.9957,1.2047,0.2521,Control
Utah__B03,0.3968,1.6103,1.4219,0.647,0.4783,-0.0057,1.8553,0.8479,1.0279,-0.0065,BRCACancer
Utah__B04,0.3538,1.6519,1.3606,1.0867,0.5847,-0.102,1.5659,0.7056,0.9283,0.0503,BRCACancer
Utah__B05,0.4158,1.3552,1.4738,0.5288,0.4912,-0.0419,1.5339,0.7037,1.1602,0.0121,BRCACancer
Utah__B06,0.0199,1.2399,1.03,0.4849,0.414,-0.0637,1.4358,0.1556,0.8061,-0.5305,BRCACancer
Utah__B07,0.5609,1.7017,1.5675,0.6284,0.4994,-0.0284,1.8213,0.974,1.1464,0.0503,BRCACancer
Utah__B08,0.7314,1.299,1.3164,0.4248,0.561,-0.0311,1.6709,1.0205,1.1009,0.2087,Control
Utah__B09,0.1619,1.454,1.435,0.8415,0.6271,0.0045,1.3917,0.7475,0.8834,-0.0076,Control
Utah__B10,0.223,1.3597,1.1786,0.846,0.4087,0.0188,1.5729,0.5578,0.9551,0.0446,Control
Utah__B11,0.5174,1.3067,1.2368,0.622,0.5962,-0.0032,1.5697,0.9119,1.0443,-0.0027,Control
Utah__B12,0.112,1.1991,1.2238,0.7691,0.4318,-0.0723,1.0209,0.3917,0.7342,-0.0276,Control
Utah__C01,0.5882,1.4539,1.5907,0.6705,0.6335,-0.0319,1.5829,1.0313,1.1073,0.1485,BRCACancer
Utah__C02,0.7325,1.2872,1.3912,0.4598,0.501,-0.0422,1.6166,1.0963,1.1154,0.388,BRCACancer
Utah__C03,0.7126,1.4822,1.6443,0.5712,0.4398,-0.0833,1.6499,1.2324,1.2155,0.1428,BRCACancer
Utah__C04,0.536,0.8369,1.1115,0.2874,0.4467,-0.0407,1.0992,1.0132,1.097,0.2308,Control
Utah__C05,0.4454,0.9655,1.0536,0.2348,0.3758,0.0029,1.3492,0.7788,1.0629,0.2614,BRCACancer
Utah__C06,-0.1054,0.3275,0.6506,0.1177,0.1796,0.0344,0.4525,0.2894,0.343,-0.1222,Control
Utah__C07,0.41,1.0864,1.1242,0.3741,0.4633,-0.0362,1.5067,0.877,1.0555,0.0503,Control
Utah__C08,0.5179,1.1366,1.1953,0.4146,0.5225,-0.0031,1.5193,1.0227,0.9787,0.2489,Control
Utah__C09,0.5405,1.1345,1.0553,0.2952,0.4257,-0.0304,1.4539,0.8579,1.0906,0.1811,Control
Utah__C10,0.5445,1.156,1.116,0.3433,0.4287,-0.0241,1.5185,0.908,1.0671,0.2148,BRCACancer
Utah__C11,0.5261,1.1341,1.4735,0.3865,0.4934,0.0116,1.3955,1.2161,1.0022,0.4636,Control
Utah__C12,0.245,0.7498,0.9683,0.2864,0.4476,-0.0219,1.025,0.7811,0.9691,0.2823,BRCACancer
Utah__D01,0.1679,1.3513,1.5083,0.8254,0.6162,0.0185,1.253,0.6527,0.883,0.0223,BRCACancer
Utah__D02,0.3902,1.0584,1.2157,0.3446,0.5677,0.0075,1.284,1.1073,1.1044,0.3145,BRCACancer
Utah__D03,0.4386,1.0422,1.1511,0.3101,0.4735,-0.0379,1.2873,1.1097,1.1619,0.0149,BRCACancer
Utah__D04,0.3946,1.1432,1.3078,0.4031,0.5422,0.0091,1.4159,1.0947,1.0992,0.1367,BRCACancer
Utah__D05,0.5634,1.1427,1.3173,0.4223,0.473,-0.0403,1.5658,1.1212,1.2154,0.2151,BRCACancer
Utah__D06,0.4788,1.2464,1.3713,0.4539,0.512,-0.012,1.5506,1.1607,1.1161,0.1766,BRCACancer
