@relation data

@attribute id string
@attribute 10130 numeric
@attribute 2081 numeric
@attribute 27230 numeric
@attribute 3309 numeric
@attribute 4189 numeric
@attribute 4800 numeric
@attribute 51726 numeric
@attribute 5611 numeric
@attribute 7494 numeric
@attribute 9695 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.9975,1.0759,2.0473,1.9966,0.9977,1.5988,1.4163,1.223,1.7321,1.971,Control
Utah__A02,2.0976,0.777,1.8789,1.855,0.7532,1.254,1.374,1.0783,1.4588,1.6603,Control
Utah__A03,2.0932,0.926,1.9472,2.1303,0.7093,1.4079,1.4829,1.2335,1.633,1.6836,Control
Utah__A04,2.2299,0.9079,2.1632,1.8866,0.9432,1.5402,1.2809,1.1385,1.7728,1.9421,Control
Utah__A05,2.2781,0.9284,1.9819,2.0364,0.9589,1.5316,1.6319,1.2747,1.7031,1.9435,Control
Utah__A06,2.0441,0.9522,2.0324,2.0167,0.9208,1.4481,1.422,1.2003,1.7962,1.7166,Control
Utah__A07,2.0568,1.048,2.0456,2.0005,0.9338,1.5009,1.4872,1.3024,1.6523,1.8404,Control
Utah__A08,1.7724,0.9461,1.7916,1.5807,0.6631,1.3608,1.1891,1.2423,1.4113,1.8338,Control
Utah__A09,2.0095,0.9874,1.7572,1.9606,0.7159,1.3514,1.2109,1.2347,1.6544,1.7936,Control
Utah__A10,2.1643,1.0676,2.0199,1.7569,0.9278,1.501,1.4592,1.3364,1.5471,1.8793,Control
Utah__A11,1.8739,0.8331,1.5914,1.9217,0.7804,1.1103,1.0868,1.103,1.4747,1.3734,Control
Utah__A12,1.9194,0.4322,2.1067,1.4099,0.4736,1.0123,1.0143,0.8933,1.1952,1.2046,Control
Utah__B01,1.7181,0.6829,2.0984,1.6629,0.6283,1.2252,1.3317,1.094,1.5727,1.8497,Control
Utah__B02,2.2798,0.9787,2.2952,2.0622,1.0431,1.4797,1.5425,1.124,1.7877,2.0201,Control
Utah__B03,2.1072,0.9694,2.2389,1.9583,0.9593,1.4056,1.4362,1.1204,1.7393,1.9947,BRCACancer
Utah__B04,1.6811,1.1117,1.5279,1.273,0.5856,1.285,1.1095,1.158,1.4399,1.6887,BRCACancer
Utah__B05,1.9072,0.9969,2.1006,1.7258,0.7309,1.1654,1.2799,1.0395,1.5354,1.6769,BRCACancer
Utah__B06,1.6636,0.6748,1.7049,1.2369,0.3418,0.9963,1.1726,0.8616,1.1092,1.3949,BRCACancer
Utah__B07,2.1722,0.9978,1.9817,1.9835,0.8622,1.565,1.5555,1.126,1.6478,2.0447,BRCACancer
Utah__B08,2.1852,0.8466,2.0244,1.9805,0.9491,1.2624,1.3447,1.1975,1.7463,1.6568,Control
Utah__B09,1.4457,1.1184,1.6453,1.4932,0.4881,0.9061,0.9585,1.1796,1.3418,1.5827,Control
Utah__B10,1.9543,0.818,1.8056,1.5461,0.8032,1.1207,1.1973,1.0403,1.5184,1.6504,Control
Utah__B11,1.8621,0.8309,2.5584,1.8512,0.9426,1.222,1.346,1.1051,1.47,1.7153,Control
Utah__B12,1.0327,0.7634,1.1282,0.6653,0.2395,0.978,0.6118,0.6727,0.9671,1.325,Control
Utah__C01,1.9769,1.0111,1.5455,1.7846,0.77,1.4669,1.5528,1.2731,1.7105,1.7091,BRCACancer
Utah__C02,2.0007,0.9717,1.8011,1.7194,0.8766,1.5126,1.4631,1.0767,1.5347,1.8128,BRCACancer
Utah__C03,2.1625,1.2045,1.6457,1.8681,0.9303,1.6678,1.626,1.1043,1.6797,1.8839,BRCACancer
Utah__C04,1.3925,0.6224,1.3499,1.3853,0.4964,0.9673,0.8231,0.8398,1.3201,1.1173,Control
Utah__C05,1.7653,0.5736,1.5751,1.5237,0.6425,1.0733,0.9991,0.7703,1.2445,1.3446,BRCACancer
Utah__C06,0.5612,0.2406,0.6575,0.6667,0.1571,0.1135,0.2695,0.1961,0.5782,0.3103,Control
Utah__C07,1.9712,0.6333,1.5655,1.6717,0.6638,1.2487,1.0531,0.9918,1.3208,1.4115,Control
Utah__C08,1.9189,0.8826,1.7036,1.8811,0.6847,1.3991,1.3026,1.1353,1.6184,1.54,Control
Utah__C09,2.1348,0.7318,1.6931,1.5937,0.757,1.239,1.2807,0.9349,1.4072,1.6392,Control
Utah__C10,2.0825,0.6547,1.6634,1.6629,0.8145,1.5062,1.4082,0.8463,1.4578,1.7278,BRCACancer
Utah__C11,1.8808,0.8731,1.5711,1.8394,0.6642,1.261,1.3506,1.1069,1.6034,1.6246,Control
Utah__C12,1.4769,0.5193,1.1625,1.2627,0.436,0.8516,0.8497,0.6328,1.1603,0.9641,BRCACancer
Utah__D01,1.4757,1.0758,1.2619,1.142,0.2349,1.3109,1.0085,0.9972,1.1161,1.484,BRCACancer
Utah__D02,1.9205,0.8002,1.5479,1.5542,0.6756,1.137,1.1527,0.9458,1.2437,1.6746,BRCACancer
Utah__D03,1.8568,0.7377,1.3603,1.51,0.5692,1.1256,1.03,0.8221,1.3212,1.4551,BRCACancer
Utah__D04,1.8665,0.8451,1.5618,1.7564,0.6014,1.1822,1.2088,0.995,1.3688,1.5824,BRCACancer
Utah__D05,2.2283,0.6657,1.6957,1.782,0.6858,1.3304,1.3161,0.9924,1.5685,1.4626,BRCACancer
Utah__D06,2.0429,0.9898,1.5888,1.8136,0.8482,1.4949,1.4903,1.0952,1.6541,1.7592,BRCACancer
Utah__D07,2.0203,0.9273,1.7449,1.8177,0.7323,1.4088,1.3584,1.0208,1.6558,1.6019,Control
Utah__D08,1.7267,0.601,1.3282,1.5584,0.452,1.0193,1.0765,0.8418,1.4404,1.3084,Control
Utah__D09,1.941,0.7878,1.7751,1.6216,0.7509,1.3324,1.2907,0.9317,1.2949,1.6535,Control
Utah__D10,1.9333,0.6271,2.3084,2.2564,0.771,0.9977,1.6137,1.0078,1.9483,1.5665,Control
Utah__D11,1.1011,0.2544,1.0129,0.9476,0.1984,0.495,0.6256,0.5503,0.8285,0.7529,Control
Utah__D12,1.7881,0.6989,1.4004,1.5795,0.3715,0.8516,1.1385,0.8956,1.4497,1.2303,Control
Utah__E01,2.1657,0.7344,1.7712,1.7048,0.5215,1.0688,1.2785,0.8444,1.565,1.4954,BRCACancer
Utah__E02,2.2126,0.8401,1.9033,1.7282,0.9658,1.5614,1.5689,0.9871,1.4099,1.8762,Control
Utah__E03,2.0284,0.8066,1.5479,2.0231,0.7952,1.2195,1.3891,1.0959,1.4612,1.479,Control
Utah__E04,2.003,0.9572,1.8005,1.7573,0.7347,1.4624,1.4842,1.0068,1.6968,1.8781,Control
Utah__E05,1.7256,0.7113,1.6851,1.3869,0.7063,1.4622,1.2684,0.8776,1.2506,1.7278,Control
Utah__E06,1.8201,0.5339,1.696,1.2857,0.5301,1.0658,1.3631,0.7666,1.071,1.3968,BRCACancer
Utah__E07,2.1531,0.8327,1.8835,1.7917,0.6754,1.1989,1.5422,0.9872,1.6273,1.6769,BRCACancer
Utah__E08,2.0687,0.8429,1.8579,1.7205,0.8358,1.4221,1.3775,1.0287,1.5503,1.7625,Control
Utah__E09,1.9088,0.8371,2.1471,1.9861,0.8976,1.3445,1.3632,1.0314,1.502,1.5496,BRCACancer
Utah__E10,2.1095,1.0702,1.8964,1.8305,0.7799,1.4515,1.6159,1.1634,1.5914,1.8368,BRCACancer
Utah__E11,1.8873,0.7062,1.6178,1.7067,0.5491,1.1322,1.1514,0.9386,1.5547,1.5055,Control
Utah__E12,1.9863,0.5698,1.606,1.6125,0.5151,0.8618,1.3319,0.8206,1.5351,1.2052,BRCACancer
Utah__F01,1.751,1.0763,1.6701,1.6445,0.6999,1.4935,1.2664,1.0623,1.5382,1.7275,Control
Utah__F02,2.0813,0.8189,1.6144,1.8143,0.8363,1.5961,1.4551,1.0316,1.4505,1.8657,Control
Utah__F03,1.919,0.8076,1.7348,1.7186,0.8408,1.4551,1.234,0.979,1.5699,1.4619,Control
Utah__F04,1.7145,1.078,1.5612,1.5791,0.6304,1.2295,1.2566,1.1314,1.4831,1.4657,Control
Utah__F05,2.1259,0.7966,1.803,1.885,0.7483,1.4133,1.4703,1.0597,1.8363,1.6804,Control
Utah__F06,1.886,0.6242,1.7114,1.5357,0.6491,1.1985,1.2133,1.0132,1.2465,1.2679,Control
Utah__F07,1.7704,0.925,1.4567,1.5842,0.5821,1.5359,1.4592,0.9701,1.4085,1.8047,Control
