@relation data

@attribute id string
@attribute 10163 numeric
@attribute 10458 numeric
@attribute 10580 numeric
@attribute 10810 numeric
@attribute 117178 numeric
@attribute 1387 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2064 numeric
@attribute 2241 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 25945 numeric
@attribute 29119 numeric
@attribute 3480 numeric
@attribute 3643 numeric
@attribute 387 numeric
@attribute 4008 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4233 numeric
@attribute 4301 numeric
@attribute 51176 numeric
@attribute 51701 numeric
@attribute 52 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56288 numeric
@attribute 5770 numeric
@attribute 5777 numeric
@attribute 5787 numeric
@attribute 5792 numeric
@attribute 5795 numeric
@attribute 5797 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 60 numeric
@attribute 6591 numeric
@attribute 6615 numeric
@attribute 6714 numeric
@attribute 6885 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 7525 numeric
@attribute 81 numeric
@attribute 81607 numeric
@attribute 83439 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 8826 numeric
@attribute 89 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9855 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6655,0.0097,-0.033,0.1181,0.9097,1.4419,0.6673,1.3699,1.8068,0.3696,-0.1063,2.1612,0.7897,-0.0786,1.911,0.1419,0.2612,0.1561,1.5632,0.2218,-0.1075,0.4787,0.1655,0.7773,0.3459,1.2685,0.8226,1.5527,-0.0957,0.2281,1.8985,0.803,1.45,1.7309,1.0783,0.0568,1.1741,1.806,-0.0797,0.0339,1.2117,0.0693,-0.016,0.116,0.6432,1.5768,0.0374,2.0546,0.0278,-0.1526,0.3629,1.4603,1.561,0.2725,1.338,1.8205,-0.0798,1.4479,1.2043,1.1695,0.2948,0.7836,-0.0132,-0.0434,0.9737,-0.0417,1.7212,-0.0335,0.0773,0.6362,0.2407,1.3608,0.1369,Control
Utah__A02,0.4818,-0.0136,-0.0506,0.0833,0.6657,1.1941,0.3813,1.1129,1.8135,0.306,-0.0642,1.955,0.6164,0.0036,1.6897,0.2472,0.1703,-0.0042,1.1722,0.1671,-0.1292,0.1548,0.0826,0.5327,0.0195,0.9556,0.5356,1.1608,0.1297,0.1015,0.9233,0.505,1.1843,1.6299,1.0214,0.0055,0.8969,1.8835,-0.0964,0.076,1.0491,0.0652,-0.0085,0.0962,0.4992,1.469,-0.0162,1.7714,-0.1213,-0.1024,0.3648,1.1513,0.97,0.3016,1.203,1.3679,-0.0994,1.1003,1.1346,1.0846,0.1432,0.7164,0.0836,-0.007,0.7412,-0.0217,1.6911,-0.0834,0.095,0.5001,0.2388,1.0773,-0.0735,Control
Utah__A03,0.6963,0.0506,-0.0584,0.0413,0.6502,1.4161,0.4865,1.3719,1.7845,0.5058,-0.0794,2.2554,0.9324,-0.0126,1.9277,0.2761,0.1816,0.0806,1.401,0.0859,-0.13,0.1714,0.2047,0.88,0.0244,1.1458,0.7217,1.2748,0.1054,0.2282,0.7885,0.7134,1.2463,1.8758,1.0584,-0.0168,1.1248,1.9537,-0.1191,0.1273,1.3616,0.0144,0.033,0.2313,0.7305,1.5848,0.0577,2.074,-0.0782,-0.2523,0.5956,1.3066,0.7731,0.6281,1.378,1.5703,-0.121,1.1474,1.3432,1.3253,0.3163,0.9609,0.1297,-0.0378,0.7108,-0.0262,1.9741,-0.0237,0.1956,0.5541,0.3041,1.3643,0.0745,Control
Utah__A04,0.5122,0.0271,-0.0512,0.1066,0.7743,1.2536,0.417,1.1526,1.7909,0.332,-0.0786,2.1372,0.5469,-0.0237,1.63,0.2824,0.2062,-0.0124,1.3783,0.2451,-0.101,0.2035,0.108,0.4995,0.1358,1.0123,0.6842,1.1546,0.008,0.2726,1.1649,0.5053,1.3164,1.7145,1.0435,-0.0171,0.9745,1.8892,-0.0877,0.0578,0.9578,-0.0273,0.0134,0.1528,0.4506,1.5612,0.1433,1.9573,-0.0452,-0.1924,0.3996,1.2606,1.3869,0.2486,1.2382,1.6568,-0.058,1.216,1.3219,1.0611,0.296,0.7915,0.0618,-0.0375,0.7961,-0.0176,1.7147,0.0364,0.1262,0.4592,0.2255,1.2398,0.0138,Control
Utah__A05,0.6394,0.0191,-0.0363,0.2624,0.9824,1.4082,0.4751,1.3021,1.8928,0.5316,-0.0902,2.1443,0.9,-0.0402,1.9476,0.3567,0.2519,0.0489,1.4167,0.1412,-0.0963,0.2874,0.2633,0.6563,0.1146,1.1842,0.6578,1.2751,0.0272,0.2206,1.0277,0.7616,1.2627,1.9408,1.1978,0.0617,1.1188,2.0146,-0.0577,0.0436,1.2695,-0.0203,0.0854,0.3513,0.6788,1.5812,0.007,2.0522,-0.062,-0.1584,0.6218,1.3929,1.0797,0.412,1.3004,1.6985,-0.0571,1.2712,1.5598,1.4508,0.2673,0.9421,0.0281,-0.0608,0.9764,-0.0468,1.9486,0.0365,0.2334,0.5894,0.2769,1.3013,0.0481,Control
Utah__A06,0.566,-0.001,-0.064,0.0069,0.6156,1.3394,0.4646,1.2424,1.6459,0.3789,-0.0512,2.0873,0.7576,-0.0106,1.8282,0.2736,0.2123,0.07,1.3172,0.0812,-0.1193,0.3073,0.207,0.5764,0.0734,1.1364,0.6253,1.248,0.0185,0.2172,1.0148,0.5403,1.2356,1.8446,0.9874,-0.0216,1.022,1.8259,-0.092,0.031,1.059,-0.0305,0.0473,0.0964,0.5315,1.5216,0.0317,1.849,-0.1169,-0.2135,0.4104,1.2752,1.1047,0.2973,1.2619,1.6303,-0.0929,1.1909,1.3027,1.2181,0.315,0.8181,0.0535,-0.0422,0.8308,-0.0135,1.9014,-0.0588,0.1203,0.5198,0.2334,1.1447,-0.0054,Control
Utah__A07,0.8548,0.0709,-0.0643,0.0608,0.816,1.4397,0.6805,1.3553,1.6689,0.5003,-0.0695,2.27,1.0504,-0.0137,1.9341,0.2863,0.3298,0.0486,1.855,0.1387,-0.1435,0.5026,0.1543,0.8147,0.1849,1.3702,0.7816,1.5493,0.013,0.1547,1.6061,0.8396,1.3856,1.882,0.9702,-0.0398,1.2097,1.8391,-0.0275,0.1038,1.4271,0.0237,0.0524,0.2527,0.7067,1.6623,0.0088,1.8057,-0.113,-0.0859,0.3471,1.5008,1.2907,0.6877,1.579,1.9951,-0.1523,1.1428,1.4129,1.1498,0.345,0.9035,0.0315,-0.0294,0.8188,-0.0435,1.9294,-0.0656,0.1818,0.7881,0.3108,1.5858,-0.0494,Control
Utah__A08,1.0137,-0.0125,-0.0343,-0.0764,0.6715,1.5649,0.7164,1.2632,1.5967,0.5196,-0.1033,2.3026,0.9744,-0.0387,2.0256,0.2563,0.4333,0.0876,2.0099,0.1323,-0.0956,0.8634,0.1697,0.8852,0.4046,1.4384,1.0076,1.68,-0.0379,0.2841,2.2662,0.8944,1.2605,1.9122,0.9939,-0.0108,1.2863,1.6796,-0.0279,-0.0152,1.4722,0.0487,-0.0024,0.0613,0.7992,1.4029,-0.0271,1.5955,-0.1119,-0.2778,0.3367,1.6185,1.6142,0.9705,1.604,2.234,-0.0919,0.8676,1.1606,1.0225,0.4797,0.799,0.0038,-0.0732,0.8067,-0.0501,1.9719,-0.0916,0.0596,0.9049,0.2999,1.6994,-0.0656,Control
Utah__A09,0.6569,-0.0463,-0.0583,0.116,0.7693,1.4149,0.5674,1.3058,1.5981,0.419,-0.064,2.2015,0.905,-0.0275,1.9246,0.1878,0.2742,0.0256,1.6972,0.1429,-0.1041,0.5725,0.109,0.5829,0.243,1.3274,0.8599,1.4807,0.0098,0.1509,1.8463,0.7649,1.0663,1.8315,0.99,0.0037,1.1829,1.8284,-0.118,0.0558,1.4547,0.0209,-0.0031,0.1674,0.5778,1.4845,-0.0012,1.7708,-0.05,-0.1099,0.4405,1.3452,1.4018,0.6903,1.4083,1.8341,-0.1165,1.0416,1.3941,1.169,0.2588,0.7729,0.0843,-0.0221,0.8507,-0.0362,1.8837,-0.0372,0.071,0.7061,0.264,1.4239,0.0059,Control
Utah__A10,0.8154,0.0029,-0.0517,0.1957,0.9124,1.4738,0.6018,1.3021,1.7463,0.552,-0.0808,2.3949,0.8102,-0.0564,1.9583,0.2526,0.3779,0.0455,1.978,0.1962,-0.1136,0.3038,0.1539,0.7836,0.1781,1.3434,0.8622,1.4449,-0.0198,0.1312,1.2251,0.8768,1.3021,1.9225,0.9237,0.015,1.2072,1.8549,-0.0949,0.0261,1.53,-0.0236,0.028,0.1686,0.709,1.5632,0.0614,1.8249,-0.1674,-0.026,0.4233,1.6039,1.0986,0.5053,1.6761,2.0411,-0.1047,1.1141,1.6078,1.0925,0.2945,0.977,2e-04,-0.0655,0.9428,-0.0463,1.9822,-0.0031,0.1766,0.7633,0.2959,1.6004,0.0315,Control
