@relation data

@attribute id string
@attribute 10252 numeric
@attribute 10254 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2060 numeric
@attribute 2885 numeric
@attribute 29924 numeric
@attribute 30011 numeric
@attribute 58513 numeric
@attribute 6456 numeric
@attribute 7314 numeric
@attribute 8027 numeric
@attribute 867 numeric
@attribute 8874 numeric
@attribute 9146 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1625,1.3761,1.3909,0.6911,0.9562,1.9611,0.9412,0.6255,0.9924,0.6001,-0.0836,1.4554,1.6355,0.5776,0.6307,0.6478,-0.1148,0.6845,1.5545,1.4692,0.7843,0.6759,1.3548,Control
Utah__A02,0.0194,1.2214,1.3965,0.7446,0.8153,1.9152,0.9788,0.4449,0.7956,0.4306,-0.0018,1.3538,1.481,0.514,0.3885,0.4538,-0.1632,0.7725,1.2482,1.3404,0.576,0.5675,1.0825,Control
Utah__A03,0.0085,1.4678,1.4416,0.842,1.0403,2.0885,1.1465,0.5451,0.9877,0.4898,-0.0179,1.4929,1.7658,0.761,0.5598,0.5942,-0.1795,0.8244,1.4016,1.4201,0.6996,0.7039,1.3582,Control
Utah__A04,0.1993,1.2605,1.5436,0.868,0.7203,1.8032,0.9386,0.4737,0.7969,0.406,-0.029,1.4664,1.4795,0.5638,0.4264,0.5134,-0.104,0.6344,1.3023,1.3018,0.5559,0.6342,1.2386,Control
Utah__A05,0.1669,1.4428,1.6424,1.0439,0.9985,2.0685,1.2436,0.6169,0.9036,0.8132,-0.0454,1.5078,1.8562,0.8338,0.545,0.6209,-0.08,0.7355,1.4484,1.5154,0.6688,0.7207,1.2977,Control
Utah__A06,0.0885,1.3459,1.4526,0.7534,0.9842,1.9611,1.0622,0.4861,0.9066,0.4684,-0.0159,1.3241,1.5705,0.6549,0.4948,0.5282,-0.082,0.8108,1.309,1.3978,0.6257,0.5748,1.1472,Control
Utah__A07,0.1457,1.5474,1.5088,0.7397,1.2881,2.1088,1.064,0.5502,1.0412,0.4347,-0.019,1.4951,1.8609,0.5818,0.7341,0.6372,-0.151,0.5046,1.4084,1.5784,0.7466,0.6158,1.571,Control
Utah__A08,0.063,1.4388,1.3102,0.5712,1.107,2.0191,0.9477,0.565,1.1033,0.2616,-0.0439,1.6675,1.7198,0.5828,0.8516,0.6737,-0.1358,0.6334,1.5019,1.5716,0.9115,0.5972,1.6801,Control
Utah__A09,0.1646,1.2582,1.4113,0.7881,1.2065,2.0278,0.9538,0.5189,0.968,0.5351,-0.0328,1.4769,1.8278,0.6161,0.714,0.595,-0.1017,0.5004,1.5176,1.523,0.7337,0.6268,1.4154,Control
Utah__A10,0.0324,1.5679,1.4946,0.839,1.2309,2.1007,0.9104,0.5151,1.0609,0.7675,-0.0615,1.7613,1.802,0.633,0.7372,0.6038,-0.0741,0.4407,1.4329,1.4811,0.7576,0.6848,1.5851,Control
