@relation data

@attribute id string
@attribute 1621 numeric
@attribute 2571 numeric
@attribute 3067 numeric
@attribute 5409 numeric
@attribute 7054 numeric
@attribute 7166 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0785,-0.0736,0.437,-0.313,-0.0256,0.1376,Control
Utah__A02,-0.012,-0.0212,0.4842,-0.3446,0.0213,0.0489,Control
Utah__A03,-0.0055,-0.0504,0.4671,-0.2218,0.0256,0.1123,Control
Utah__A04,-0.0056,-0.054,0.2125,-0.2601,-0.005,-0.0096,Control
Utah__A05,-0.0517,-0.0632,0.4451,-0.2632,0.0032,0.031,Control
Utah__A06,-0.0699,-0.0374,0.2403,-0.2793,-0.0563,0.152,Control
Utah__A07,-0.0864,-0.0486,0.1125,-0.2956,-0.065,0.0421,Control
Utah__A08,-0.0203,-0.0671,0.3051,-0.2607,-0.0383,0.2055,Control
Utah__A09,-0.0626,-0.0531,0.1357,-0.3344,-0.1079,0.0808,Control
Utah__A10,-0.0701,-0.064,0.1629,-0.1733,0.0138,0.0079,Control
Utah__A11,-0.0426,-0.0703,0.1225,-0.3291,0.062,-0.0018,Control
Utah__A12,-0.0351,0.005,0.2636,-0.2776,-0.1387,-0.1075,Control
Utah__B01,-0.2432,-0.072,0.081,-0.4483,-0.3464,0.2312,Control
Utah__B02,-0.0466,-0.0689,0.082,-0.2726,0.0301,0.0811,Control
Utah__B03,-0.1277,-0.0728,0.1157,-0.3516,-0.0145,0.0989,BRCACancer
Utah__B04,0.0182,-0.0862,0.0213,-0.3324,-0.1096,0.2173,BRCACancer
Utah__B05,-0.0667,-0.0138,0.0786,-0.3773,-0.1052,0.0873,BRCACancer
Utah__B06,-0.2957,-0.0017,0.1248,-0.5749,-0.3522,0.0672,BRCACancer
Utah__B07,-0.0974,-0.0397,0.4738,-0.2528,0.0454,0.1602,BRCACancer
Utah__B08,-0.0574,-0.0779,0.0964,-0.1822,0.1174,0.0484,Control
Utah__B09,-0.0975,-0.0905,0.1048,-0.554,-0.0624,0.1084,Control
Utah__B10,-0.0831,-0.0833,0.0529,-0.187,-0.0305,0.03,Control
Utah__B11,-0.1273,-0.0244,0.0787,-0.0769,-0.0482,0.0374,Control
Utah__B12,-0.0225,-0.0724,-0.0325,-0.3205,-0.0775,0.0907,Control
Utah__C01,-0.058,-0.0232,0.058,-0.2203,-0.0387,-0.0269,BRCACancer
Utah__C02,-0.0125,-0.0013,0.2095,-0.2931,0.0532,0.0684,BRCACancer
Utah__C03,-0.0732,-0.035,0.1795,-0.2789,0.077,0.0833,BRCACancer
