@relation data

@attribute id string
@attribute 11181 numeric
@attribute 3098 numeric
@attribute 3795 numeric
@attribute 3938 numeric
@attribute 4351 numeric
@attribute 5236 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 7167 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0078,0.5717,0.0255,-0.0421,0.7486,0.4381,1.4277,0.3016,0.041,Control
Utah__A02,-0.0076,0.5526,0.1214,-0.0041,0.3559,0.3759,1.4069,0.1435,-0.0605,Control
Utah__A03,-0.0464,0.618,0.1123,-0.0214,0.3728,0.5066,1.4934,0.1275,0.0386,Control
Utah__A04,-0.0515,0.5522,0.0835,-0.0366,0.542,0.406,1.2989,0.1096,0.1375,Control
Utah__A05,-0.117,0.6542,0.1078,-0.0514,0.5602,0.5231,1.7042,0.1422,0.0877,Control
Utah__A06,-0.0381,0.5843,0.0164,-0.0379,0.3672,0.4443,1.5891,0.0839,0.0271,Control
Utah__A07,-0.1061,0.5947,0.1252,-0.0183,0.4745,0.4707,1.5024,0.2082,-0.0215,Control
Utah__A08,-0.0178,0.5887,-0.0058,-0.0352,0.5629,0.5127,1.145,0.1973,-0.0783,Control
Utah__A09,-0.0362,0.5535,0.0306,-0.0756,0.4994,0.4272,1.3985,0.1767,0.0216,Control
Utah__A10,-0.0554,0.5779,-0.0122,-0.0463,0.4476,0.5719,1.6172,0.1489,0.0482,Control
Utah__A11,-0.0169,0.4882,0.0505,-0.1518,0.4531,0.2921,1.3385,0.0883,-0.1296,Control
Utah__A12,0.065,0.3371,0.0954,0.0404,0.2065,0.453,1.0779,0.087,-0.3465,Control
Utah__B01,0.1779,0.4536,0.0213,0.0288,0.489,0.4311,1.1243,0.1812,-0.2926,Control
Utah__B02,0.0104,0.5499,0.0181,-0.0089,0.637,0.5001,1.3431,0.1927,0.0475,Control
Utah__B03,0.0458,0.5571,-0.0074,-0.0199,0.5066,0.4598,1.2387,0.1913,-0.0682,BRCACancer
Utah__B04,-0.1259,0.5254,-0.0221,-0.032,0.2779,0.4985,0.9885,0.1626,-0.1224,BRCACancer
Utah__B05,-0.0054,0.3887,0.1392,0.0232,0.3254,0.4022,0.81,0.0577,-0.0779,BRCACancer
Utah__B06,-0.0737,0.2873,-0.1064,0.0827,0.1384,0.2949,1.205,-0.0931,-0.5101,BRCACancer
Utah__B07,-0.0944,0.4957,0.0563,-0.0398,0.5445,0.5132,1.3934,0.2369,-0.0762,BRCACancer
Utah__B08,0.0255,0.6,0.0493,-0.0173,0.4123,0.398,1.6146,0.1267,0.0049,Control
Utah__B09,-0.0123,0.5186,-0.0608,-0.0942,0.138,0.433,1.0048,0.2116,-0.0288,Control
Utah__B10,-0.0651,0.4391,-0.016,0.0325,0.1574,0.3611,0.8797,0.0869,-0.1126,Control
Utah__B11,-0.0266,0.5402,0.0152,-0.016,0.2712,0.4228,1.4502,0.0624,0.0801,Control
Utah__B12,-0.114,0.4051,-0.0075,-0.0459,0.0897,0.2248,0.8365,0.2195,-0.1078,Control
Utah__C01,-0.0067,0.6067,0.0356,-0.0577,0.3872,0.4437,1.478,0.2518,0.0224,BRCACancer
Utah__C02,-0.1131,0.5747,0.1017,-0.0223,0.5718,0.4497,1.3886,0.178,0.0589,BRCACancer
Utah__C03,-0.0903,0.5831,0.1425,-0.0503,0.6385,0.5243,1.3558,0.331,0.1171,BRCACancer
Utah__C04,-0.0625,0.5498,0.1057,-0.0157,0.31,0.1973,1.2941,0.1084,0.0586,Control
Utah__C05,-0.0241,0.416,0.0548,-0.0198,0.286,0.3022,1.1136,0.1075,0.0084,BRCACancer
Utah__C06,0.2092,0.2105,-0.0402,-0.0345,-0.2026,0.1064,0.2879,0.1828,-0.0506,Control
Utah__C07,0.0193,0.4308,0.0863,-0.0277,0.2861,0.3855,1.1422,0.0718,0.0044,Control
Utah__C08,0.0206,0.4898,0.1067,-0.0361,0.5615,0.3997,1.301,0.2302,-0.0886,Control
Utah__C09,0.0179,0.4532,0.0811,-0.0644,0.3433,0.3589,1.1134,0.1265,-0.0672,Control
