@relation data

@attribute id string
@attribute 10554 numeric
@attribute 10555 numeric
@attribute 1056 numeric
@attribute 10999 numeric
@attribute 1208 numeric
@attribute 123745 numeric
@attribute 19 numeric
@attribute 2168 numeric
@attribute 2169 numeric
@attribute 26279 numeric
@attribute 2806 numeric
@attribute 29881 numeric
@attribute 30814 numeric
@attribute 335 numeric
@attribute 337 numeric
@attribute 338 numeric
@attribute 346606 numeric
@attribute 39 numeric
@attribute 391013 numeric
@attribute 4547 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 64240 numeric
@attribute 64241 numeric
@attribute 64600 numeric
@attribute 80168 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 84649 numeric
@attribute 8513 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8681 numeric
@attribute 8694 numeric
@attribute 948 numeric
@attribute 949 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9442,0.1724,-0.155,0.6209,-0.1687,2e-04,0.8534,-0.095,-0.227,0.1003,0.5492,-0.0234,-0.133,0.0917,0.1131,-0.0963,-0.0826,0.576,-0.1244,-0.1667,-0.0924,-0.0518,-0.0825,0.541,-0.198,-0.0596,-0.0204,-0.0992,-0.0258,0.0052,-0.0741,0.4155,0.464,0.2044,-0.0753,0.3884,-0.0493,0.2455,0.0943,0.0152,0.6991,0.6909,1.5641,0.1528,Control
Utah__A02,0.8378,0.2022,-0.1586,0.4296,-0.0388,0.0288,0.3528,-0.0901,-0.1109,0.1235,0.3439,0.0611,0.0302,0.0526,0.0893,-0.0726,0.0553,0.4401,0.0305,-0.0579,-3e-04,-0.0708,0.0619,0.4199,-0.1858,-0.0142,-0.1376,-0.0379,0.0654,0.0506,0.0163,0.3673,0.2477,-0.0422,-0.06,0.2152,-0.0548,0.0887,0.0759,0.0728,0.3054,0.6472,1.654,-0.0425,Control
Utah__A03,0.9427,0.2964,-0.1854,0.6556,-0.1074,-0.0184,0.6808,-0.1448,-0.1879,0.2143,0.5226,0.0252,-0.0621,0.1237,0.1043,-0.0771,0.0291,0.6247,0.0504,-0.0019,-0.0197,-0.0493,0.0236,0.5097,-0.1014,-0.0472,-0.047,0.0365,0.0317,-0.0604,-0.0114,0.2585,0.4022,-0.0424,-0.1217,0.2437,-0.0174,0.1119,0.0687,0.0545,0.5214,0.7138,1.7728,0.3057,Control
Utah__A04,0.9841,0.2795,-0.0687,0.6034,-0.1471,0.0154,0.3649,-0.0867,-0.1101,0.155,0.4388,0.0332,-0.0816,0.2092,0.0971,-0.0616,0.0398,0.4975,-0.108,-0.0808,0.0112,0.0442,0.0279,0.324,-0.1458,-0.0391,-0.0843,-0.0062,0.0131,-0.0426,0.0073,0.2732,0.3282,-0.2316,-0.1663,0.3486,-9e-04,0.1458,0.105,-0.0072,0.3987,0.6939,1.5061,0.0716,Control
Utah__A05,1.2579,0.3414,-0.0431,0.8225,-0.046,-0.0355,0.4372,-0.1228,-0.1103,0.1888,0.5368,-0.0086,-0.1104,0.118,0.115,-0.0614,0.0207,0.6695,-0.0639,-0.0918,0.0413,0.0279,-0.0669,0.6523,-0.122,-0.0491,-0.0694,-0.0267,-0.0207,0.0186,-0.0313,0.3608,0.3537,0.0525,-0.0556,0.5485,-0.0433,0.0723,0.1395,-0.0011,0.5053,0.8287,1.9146,0.255,Control
Utah__A06,1.0015,0.2214,-0.2082,0.6514,-0.0831,-0.0214,0.5253,-0.0948,-0.1663,0.0317,0.4737,0.016,-0.0085,0.0501,0.0088,-0.0741,-0.0146,0.5277,0.0583,-0.0586,-0.0073,0.0536,0.0098,0.4123,-0.1602,-0.0648,-0.0432,-0.0858,-0.001,-0.0281,0.0057,0.3895,0.3665,-0.0866,-0.0663,0.4122,0.0092,0.1002,-0.0012,0.0068,0.4826,0.6754,1.7035,0.217,Control
Utah__A07,0.9596,0.2022,-0.2491,0.6269,-0.0451,-0.0681,0.4823,-0.0589,-0.1477,0.1884,0.5056,0.0368,-0.0157,0.0777,0.0595,-0.088,0.0185,0.5519,-0.0232,-0.08,-0.0098,-0.1046,-0.0235,0.6192,-0.1308,-0.0759,-0.1163,0.0547,0.0148,0.0369,-0.0516,0.7497,0.2803,-0.0888,-0.1166,0.3334,-0.0857,0.1737,0.1182,-0.0174,0.4214,0.7218,1.6911,0.1403,Control
Utah__A08,0.7807,0.0833,-0.1458,0.4279,-0.1932,0.0345,0.6281,-0.2288,-0.2114,-0.0182,0.4811,-0.1049,-0.043,0.0418,-0.0046,-0.0982,-0.0362,0.4848,-0.0744,-0.1161,-0.0196,0.0031,-0.0028,0.4231,-0.118,-0.075,-0.0276,-0.0663,-0.0796,0.0122,0.0312,0.555,0.3545,0.0187,-0.0775,0.2335,-0.0079,0.3339,0.025,-0.0648,0.5394,0.5359,1.7645,0.0025,Control
Utah__A09,1.0287,0.1913,-0.158,0.4971,-0.0714,-0.0223,0.6484,-0.1064,-0.1587,0.1139,0.3976,0.0721,-0.0426,0.1082,0.1275,-0.0682,0.02,0.4606,-0.0373,-0.0338,0.0414,-0.0301,0.0389,0.4106,-0.1187,-0.0401,-0.1088,0.0018,-0.0066,0.0078,-0.0203,0.4755,0.2703,0.0993,-0.1198,0.164,-0.0185,0.1733,0.1228,0.0784,0.538,0.6338,1.7405,0.052,Control
Utah__A10,1.1229,0.262,-0.0922,0.5585,-0.0856,-0.0029,0.7515,-0.1569,-0.1062,0.091,0.5626,-0.0605,-0.0138,0.1016,0.0411,-0.0744,0.0434,0.4892,-0.0661,-0.0792,0.0706,-0.0449,-0.0152,0.6973,-0.1018,-0.0532,-0.0596,-0.0729,-0.0576,-0.0201,-0.0601,0.479,0.3453,-0.0936,-0.0982,0.4942,-0.1307,0.0981,0.1028,0.0718,0.4287,0.6412,2.4979,0.1225,Control
Utah__A11,0.7456,0.2091,-0.1658,0.5485,-0.1712,0.0628,0.587,-0.1477,-0.0685,0.0677,0.4974,-0.0232,-8e-04,0.0424,0.0782,-0.0969,-0.0285,0.298,-0.0321,-0.0435,-0.0141,0.0848,-0.0128,0.2168,-0.2318,-0.0501,-0.0814,-0.0397,-0.0781,-0.0593,-0.0284,0.0773,0.2705,0.137,0.0466,0.2983,-0.0827,0.1028,0.1114,0.0705,0.3248,0.5225,1.1668,0.1113,Control
Utah__A12,0.9423,0.0431,-0.3014,0.226,0.0856,0.0564,0.2045,0.0367,-0.1676,0.3118,0.338,0.1584,0.1288,0.0104,-0.0488,4e-04,0.17,0.3814,0.2378,0.1016,0.0554,-0.08,0.2002,0.226,0.0609,-0.0821,-0.002,-0.0796,0.1275,0.2264,-0.0688,0.2558,0.1435,0.147,-0.0087,0.1054,-0.0601,0.1784,-0.0405,0.1772,0.1131,0.4264,0.9666,-0.0423,Control
Utah__B01,0.7777,-0.1181,-0.4742,0.296,0.0232,0.0595,0.4426,0.0319,-0.2002,0.0634,0.4508,0.0618,0.0071,-0.0394,-0.1476,-0.0498,-0.076,0.5222,0.1816,-0.0669,0.0275,0.0663,0.0585,0.2717,0.045,-0.1119,0.0043,-0.0619,0.0758,0.078,-0.0313,0.3692,0.2395,0.2066,-0.0081,0.1335,0.0228,0.3036,-0.1242,0.091,0.5154,0.4729,1.5407,0.0178,Control
Utah__B02,1.0336,0.2608,-0.169,0.6571,-0.017,-0.0025,0.4457,-0.115,-0.1111,0.0228,0.6101,0.0126,0.0459,0.1285,0.0252,-0.0378,0.0377,0.5858,0.082,-0.0662,0.0433,0.0105,-0.0602,0.3776,-0.0791,-0.0904,-0.0031,0.0271,0.0267,0.0623,-0.0384,0.3636,0.3484,0.079,-0.0538,0.368,-0.0736,0.1427,0.1179,0.0783,0.7367,0.7576,1.7016,0.2208,Control
Utah__B03,0.6844,0.1626,-0.2707,0.4526,0.0238,0.0018,0.3587,0.0056,-0.1895,0.1643,0.5516,0.0301,-0.0178,0.1041,0.07,-0.053,-0.0412,0.5959,0.1238,-0.09,0.0866,-0.008,0.0282,0.3694,-0.0745,-0.0725,0.0281,-0.0695,0.0033,-0.0606,0.0573,0.2725,0.3121,0.0654,-0.0491,0.3869,-0.0662,0.1652,-0.0146,0.005,0.5568,0.6551,1.8691,0.0538,BRCACancer
Utah__B04,0.7941,0.0912,-0.2105,0.3078,-0.0393,-0.0207,0.559,-0.1416,-0.262,-0.0371,0.4165,0.0121,-0.0825,0.1083,0.0044,-0.0886,0.016,0.3401,-0.0231,-0.1909,0.0552,-0.0716,0.0429,0.4318,-0.142,-0.0826,-0.0295,-0.0992,-0.0102,0.0195,-0.0053,0.543,0.3132,-0.06,-0.1579,0.0709,-0.051,0.176,-0.0383,0.0509,0.4234,0.5431,1.7975,0.3213,BRCACancer
Utah__B05,0.752,0.1645,-0.2917,0.3528,-0.15,0.0217,0.5402,-0.1267,-0.2104,0.0998,0.3404,0.0205,0.0684,0.1015,0.0501,-4e-04,0.0385,0.4715,0.0053,0.0237,-0.0173,-0.0829,0.0645,0.2146,-0.0915,-0.1351,-0.0553,-0.0567,0.0275,0.043,-0.0821,0.2195,0.3196,-0.2379,-0.0595,0.0631,-0.0272,0.1342,0.0041,0.075,0.3824,0.5949,0.6987,0.0527,BRCACancer
Utah__B06,0.4415,-0.2247,-0.4717,0.1346,-0.1784,-0.0683,0.5008,0.1515,-0.4064,0.2251,0.2829,-0.072,-0.2514,-0.0359,-0.176,-0.0154,-0.0928,0.3056,0.1026,-0.0442,-0.1043,-0.0115,0.1325,0.2832,0.1619,-0.0753,0.1486,-0.0349,0.1341,-0.1526,-0.0171,0.239,0.1537,0.1536,0.0059,0.1153,-8e-04,0.1743,-0.2969,0.2727,0.2021,0.3535,1.2245,-0.1648,BRCACancer
Utah__B07,0.9629,0.1857,-0.1774,0.6648,-0.0235,-0.0713,0.4334,-0.167,-0.1288,0.0691,0.5164,0.0121,0.0629,0.1445,0.1136,-0.0386,-0.0125,0.6223,-0.0169,-0.0206,0.1405,-0.0949,-0.0013,0.432,-0.1791,-0.1013,-0.0774,-0.0095,-0.0183,-0.0371,-0.0786,0.514,0.4622,0.088,-0.0431,0.2569,-0.1067,0.164,0.1228,0.0891,0.6768,0.7146,1.8603,0.0901,BRCACancer
Utah__B08,1.1478,0.2958,-0.1593,0.6007,-0.1365,-0.0089,0.2383,-0.1522,-0.2218,0.0716,0.5103,-0.0755,-0.1207,0.1831,0.0876,-0.0618,0.0091,0.4566,-0.0382,-0.1052,0.1242,-0.0053,-0.0065,0.4514,-0.1291,-0.0209,-0.0404,-0.0204,-0.0731,-0.0042,0.0321,0.3608,0.306,-0.0394,-0.0504,0.3799,-0.0298,0.0814,0.1026,0.0664,0.415,0.7107,1.4555,0.2459,Control
Utah__B09,0.7543,0.0629,-0.2111,0.3272,-0.0497,0.043,0.4031,-0.0915,-0.1797,0.2552,0.2962,-0.0618,0.0909,0.0518,0.0483,-0.0908,-0.0115,0.365,-0.0401,-0.0978,-0.0178,0.1201,-0.0757,0.2316,-0.2273,-0.0908,-0.0181,-0.0854,-0.0907,-0.0685,-0.0706,0.4485,0.3119,0.0588,-0.0234,0.0159,-0.0788,0.2562,0.1029,0.1183,0.4069,0.4512,0.9998,0.0265,Control
