@relation data

@attribute id string
@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10371 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10507 numeric
@attribute 10570 numeric
@attribute 1072 numeric
@attribute 1400 numeric
@attribute 1809 numeric
@attribute 2064 numeric
@attribute 2242 numeric
@attribute 23129 numeric
@attribute 23365 numeric
@attribute 23396 numeric
@attribute 2534 numeric
@attribute 27289 numeric
@attribute 2909 numeric
@attribute 2932 numeric
@attribute 3320 numeric
@attribute 3326 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4637 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54209 numeric
@attribute 55558 numeric
@attribute 56896 numeric
@attribute 57556 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 6093 numeric
@attribute 6237 numeric
@attribute 7094 numeric
@attribute 7305 numeric
@attribute 79784 numeric
@attribute 80031 numeric
@attribute 8482 numeric
@attribute 8829 numeric
@attribute 8851 numeric
@attribute 9037 numeric
@attribute 91584 numeric
@attribute 9475 numeric
@attribute 971 numeric
@attribute 9723 numeric
@attribute 9826 numeric
@attribute 9855 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.1632,0.5311,0.0791,0.8222,0.6784,1.8285,0.0301,0.6877,-0.0232,-0.0302,0.1521,0.5518,0.6238,0.7327,0.3095,1.6042,-0.0551,0.7442,0.6628,0.7571,1.772,0.1531,2.4273,0.765,1.1009,0.5417,1.1865,0.4778,0.752,-0.0539,1.9205,-0.0602,1.6715,1.1544,1.0093,0.2885,0.0228,0.0097,0.0315,-0.1384,0.3581,-0.0982,-0.083,3.057,0.6575,1.5732,1.5435,0.9716,2.3174,1.4768,-0.0409,-0.1193,0.3464,-0.0538,0.0436,-0.0093,0.1174,1.0241,0.7929,-0.1677,0.7329,0.2414,1.3548,Control
Utah__A02,1.0859,0.4824,-8e-04,0.4461,0.6936,1.5171,0.0772,0.5874,0.0401,-0.0063,0.2583,0.3855,0.5807,0.7351,0.3028,1.263,-0.1273,0.4857,0.4686,0.6913,1.5063,0.1756,2.1759,0.54,1.1965,0.7679,1.1236,0.5419,0.5377,0.1428,1.6908,-0.1182,1.5097,1.1633,0.8765,0.2782,0.0632,0.1114,0.0065,0.0479,0.1921,-0.0453,-0.0528,3.0587,0.5148,1.4654,1.2563,1.1536,2.3906,1.3882,-0.0499,-0.1625,0.3355,-0.0708,0.15,0.031,0.0826,0.7698,0.4535,-0.0884,0.642,0.2393,1.0825,Control
Utah__A03,1.2941,0.7743,-0.0188,0.8027,0.6769,1.5652,-0.0064,0.8608,0.0309,0.0084,0.2874,0.6974,0.6466,0.8563,0.4082,1.4626,-0.053,0.6769,0.609,0.8905,1.8742,0.1318,2.3183,0.8594,1.359,0.8523,1.2719,0.6022,0.8119,0.1217,1.8539,-0.0901,1.782,1.4142,0.9832,0.2886,0.1145,0.1278,0.0211,-0.0232,0.271,-0.0788,-0.0411,3.1701,0.7441,1.5812,1.5334,1.431,2.607,1.5911,-0.0169,-0.1992,0.3285,0.0019,0.0451,-0.0194,0.0608,0.9883,0.4169,-0.092,0.8462,0.3089,1.3582,Control
Utah__A04,0.9976,0.5908,0.0172,0.5707,0.7548,1.6149,0.0772,0.6536,0.005,-0.0072,0.2938,0.3662,0.6823,0.6639,0.4354,1.4429,-0.1028,0.5071,0.5054,0.7697,1.8501,0.1578,2.3751,0.5096,1.2027,0.8717,1.1859,0.5622,0.4586,0.0367,1.7767,-0.0626,1.5477,1.0138,0.9574,0.3301,0.0524,0.1004,0.1187,-0.1812,0.35,-0.0558,-0.0495,3.2973,0.4666,1.5576,1.1857,1.2244,2.6218,1.3387,0.0331,-0.1316,0.2624,-0.0852,0.2542,0.0036,0.0857,0.9111,0.549,-0.0729,0.5759,0.2252,1.2386,Control
Utah__A05,1.2788,0.8706,-0.0167,0.4645,0.9483,1.667,0.0887,0.7912,0.0122,-0.0525,0.3689,0.7887,0.9066,0.969,0.5691,1.4763,-0.0409,0.6351,0.6009,0.69,1.4187,0.1263,2.221,0.6538,1.5034,0.9087,1.4782,0.8112,0.759,0.0534,1.9597,-0.0509,1.75,1.356,1.0515,0.3002,0.1183,0.0733,0.1776,-0.0498,0.2767,-0.0815,-0.0882,3.1618,0.6929,1.5776,1.4238,1.4799,2.9588,1.74,0.0583,-0.142,0.4224,-0.0537,0.2406,-0.0058,0.0293,1.0007,0.6695,-0.0502,0.8211,0.2799,1.2977,Control
Utah__A06,1.1841,0.6335,0.0215,0.6819,0.7696,1.6207,0.0464,0.669,-0.0229,0.0196,0.285,0.707,0.6782,0.7818,0.3553,1.3895,-0.126,0.5915,0.5351,0.6767,1.7012,0.0459,2.0446,0.5802,1.1858,0.741,1.2302,0.5633,0.6212,0.0458,1.7847,-0.0967,1.7572,1.2821,0.8871,0.2323,0.1027,0.0796,0.0187,0.0399,0.1477,-0.0489,-0.0476,2.8986,0.5468,1.518,1.3049,1.1824,2.6128,1.6779,-0.1174,-0.1608,0.2803,0.0125,0.1428,-0.0109,0.0903,0.8291,0.2539,-0.1008,0.7549,0.2336,1.1472,Control
Utah__A07,1.377,0.675,-0.0206,0.5815,0.6051,1.6395,0.0356,0.5738,0.0274,0.0015,0.2977,0.661,0.7467,0.7097,0.3948,1.8589,-0.0093,0.6241,0.8251,0.5796,1.4115,0.0919,2.4763,0.7994,1.5576,0.8525,1.2477,0.5803,0.6768,0.0411,1.8441,-0.1008,1.6525,1.3527,1.0399,0.2968,0.111,0.1265,0.0391,-0.0114,0.2198,-0.048,-0.0475,3.3824,0.7206,1.6586,1.5625,1.3586,2.4816,1.6074,-0.0412,-0.1789,0.3183,0.0197,0.1944,0.0229,0.179,1.0158,0.3638,-0.088,0.8182,0.316,1.571,Control
Utah__A08,1.3439,0.4113,-0.0402,0.6073,0.5032,1.6975,-0.0051,0.5525,-0.0542,-0.0606,0.2675,0.4045,0.5273,0.6115,0.3383,1.9941,-0.0511,0.7265,1.0661,0.7084,1.5747,0.048,2.328,0.8642,1.0895,0.7481,1.0952,0.421,0.7857,-0.0034,1.7583,-0.0717,1.4781,1.1951,1.2064,0.2761,0.0826,0.0376,-0.0048,-0.1663,0.2622,-0.0664,-0.0637,3.4982,0.8123,1.3993,1.5997,1.0565,2.2507,1.0585,-0.0754,-0.1469,0.2544,-0.0904,0.1844,-0.0161,0.1146,0.995,0.5319,-0.1844,0.7224,0.3044,1.6801,Control
Utah__A09,1.3861,0.536,-0.0112,0.4109,0.851,1.7249,0.098,0.6291,0.0298,0.0025,0.1983,0.4434,0.6401,0.8489,0.3449,1.7212,-0.0433,0.6488,0.7154,0.5974,1.5467,0.0426,2.5756,0.5863,1.1615,0.7389,1.1858,0.4957,0.7065,0.0382,1.8592,-0.0881,1.6887,1.2691,0.9376,0.2824,0.1236,0.1283,0.0124,-0.0698,0.2467,-0.0686,-0.0504,3.4433,0.5927,1.481,1.5151,1.2752,2.5289,1.2352,-0.0345,-0.1524,0.3728,-0.0447,0.0687,0.005,0.1181,0.8802,0.4017,-0.1191,0.6424,0.2662,1.4154,Control
Utah__A10,1.4356,0.6306,-0.0506,0.5382,1.1726,1.7858,0.0312,0.5694,-0.0194,-0.0505,0.2637,0.5292,0.7368,0.9036,0.3754,1.9662,-0.0662,0.7442,0.9142,0.6163,1.4562,0.1278,2.7093,0.7708,1.0667,0.6275,1.1379,0.5862,0.7383,0.0124,1.9254,-0.052,1.6293,1.3532,1.0688,0.2155,0.0943,0.0548,0.0813,-0.107,0.2638,-0.1532,-0.0731,3.618,0.7228,1.5596,1.483,1.1387,2.7276,1.4469,0.0159,-0.1446,0.3947,-0.0603,0.1455,0.0384,0.022,1.1883,0.6027,-0.1095,0.7579,0.3002,1.5851,Control
Utah__A11,1.0872,0.4472,-0.1173,0.3211,0.7345,1.5215,0.068,0.4053,-0.0079,-0.0297,0.3532,0.3516,0.5169,0.6809,0.2353,1.3506,-0.0576,0.6424,0.4848,0.6377,1.2382,-0.0123,2.4404,0.5541,0.9014,0.6,1.0704,0.382,0.6265,0.1217,1.7028,-0.102,1.6144,1.1538,0.7459,0.1815,0.0487,0.0189,0.0257,0.0432,0.1773,-0.1019,-0.0922,2.9418,0.4368,1.5287,1.2476,1.068,2.3921,1.3007,-0.0635,-0.1499,0.4186,-0.0251,0.1525,0.0152,0.0287,0.6593,0.8271,-0.1397,0.4326,0.0963,0.9881,Control
Utah__A12,0.5818,0.2059,-0.0726,0.2595,0.8695,1.1385,-0.0018,0.4538,0.0991,0.0864,0.1255,0.0564,0.3967,0.6525,0.0478,0.9467,-0.0275,0.4264,0.3984,0.5292,1.3492,0.0497,1.8741,0.3136,0.6559,0.4441,0.7575,0.3495,0.2914,0.1594,1.1285,-0.1339,1.3559,0.6706,0.5361,0.2711,0.1576,0.1616,-0.0847,0.0339,0.012,0.0905,0.0406,2.6525,0.3242,1.0001,0.8386,1.0242,2.0181,0.9386,-0.1513,-0.1679,0.234,-0.0955,-0.3419,0.0773,0.1749,0.6172,0.1736,-0.1201,0.3593,0.1748,0.7081,Control
