@relation data

@attribute id string
@attribute 10135 numeric
@attribute 10560 numeric
@attribute 113235 numeric
@attribute 119391 numeric
@attribute 1528 numeric
@attribute 1719 numeric
@attribute 1727 numeric
@attribute 2194 numeric
@attribute 23057 numeric
@attribute 23475 numeric
@attribute 2356 numeric
@attribute 27010 numeric
@attribute 349565 numeric
@attribute 4522 numeric
@attribute 4524 numeric
@attribute 5167 numeric
@attribute 53354 numeric
@attribute 54 numeric
@attribute 55191 numeric
@attribute 55229 numeric
@attribute 55312 numeric
@attribute 60490 numeric
@attribute 60496 numeric
@attribute 6470 numeric
@attribute 64802 numeric
@attribute 6513 numeric
@attribute 6515 numeric
@attribute 65220 numeric
@attribute 6573 numeric
@attribute 79646 numeric
@attribute 79717 numeric
@attribute 80025 numeric
@attribute 80308 numeric
@attribute 8034 numeric
@attribute 80347 numeric
@attribute 80704 numeric
@attribute 81034 numeric
@attribute 8884 numeric
@attribute 93100 numeric
@attribute 9446 numeric
@attribute 9962 numeric
@attribute 9963 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,2.1062,0.6237,0.1655,0.1197,0.3831,0.3174,0.9177,0.4001,-0.1286,0.5119,0.5698,0.3563,0.0125,0.8399,0.7458,-0.023,0.1257,1.5942,1.1113,0.7898,0.6942,0.4031,1.4416,0.3142,0.4846,0.7057,2.2124,1.2023,0.5207,1.4454,1.4998,1.2412,0.3746,0.9285,0.9612,-0.0953,1.6754,0.5798,0.2836,1.1894,0.8891,0.2118,Control
Utah__A02,0.8799,0.3895,0.1339,0.0077,0.1799,0.0485,0.8443,0.2694,-0.1095,0.5017,0.3429,0.1792,4e-04,0.6241,0.6294,-0.056,-0.0098,1.3941,0.9,0.6334,0.6724,0.2178,1.0558,0.1251,0.4833,0.6284,1.8756,1.2106,0.3489,1.4197,1.4207,1.1577,0.309,0.6481,0.7565,-0.052,1.4603,0.3943,0.354,0.6346,0.5593,0.2699,Control
Utah__A03,1.4988,0.4641,0.153,0.0758,0.2218,0.0257,0.9992,0.4241,-0.0654,0.524,0.5653,0.2538,0.0157,0.9333,0.8976,-0.0583,0.0561,1.8034,1.0705,0.7459,0.6937,0.4595,1.2679,0.3149,0.5179,0.7337,2.2929,1.4181,0.5282,1.4124,1.3923,1.3606,0.3548,0.7945,0.9958,-0.0722,1.5789,0.4708,0.5052,0.9289,0.7997,0.3234,Control
Utah__A04,1.274,0.4568,0.0454,-0.0175,0.3282,0.1143,0.9809,0.4369,-0.0793,0.3701,0.4971,0.2608,-0.0217,0.5738,0.7381,0.0341,0.0554,1.2024,0.8911,0.6633,0.6221,0.3912,1.072,0.2593,0.4323,0.769,2.2088,1.1634,0.3666,1.4117,1.6098,1.0554,0.339,0.5741,0.8217,-0.0595,1.3734,0.5102,0.5168,0.5603,0.551,0.211,Control
Utah__A05,1.2968,0.4359,0.1427,-0.0061,0.2257,0.1337,1.2521,0.5348,-0.0999,0.5723,0.518,0.3474,0.0298,0.7385,0.9657,0.0261,0.1113,1.7479,1.0891,0.762,0.8239,0.4168,1.2277,0.2915,0.5818,0.6386,2.275,1.557,0.6337,1.6128,1.5884,1.2611,0.4669,0.695,1.0212,-0.0592,1.4128,0.5836,0.6099,1.0146,0.8497,0.2735,Control
Utah__A06,1.5615,0.4578,0.1511,-0.0057,0.173,0.0092,0.9862,0.3337,-0.0607,0.4104,0.4645,0.2493,0.0292,0.5793,0.6585,0.0466,0.0058,1.2752,1.0431,0.6424,0.5883,0.3592,1.1256,0.1832,0.5076,0.5391,2.4851,1.3829,0.4797,1.3598,1.4034,1.1391,0.3,0.6559,0.8813,0.0027,1.455,0.4389,0.4012,0.7544,0.7031,0.2491,Control
Utah__A07,1.4227,0.5467,0.1668,-0.0101,0.1826,0.3159,0.9146,0.2736,-0.0266,0.3311,0.4646,0.4564,0.0617,0.6535,0.8047,-0.0224,0.0496,1.6608,0.9657,0.667,0.7443,0.3387,1.3796,0.3011,0.5767,0.6744,2.2677,1.3129,0.4948,1.5237,1.5516,1.3228,0.3183,0.7796,0.8803,-0.0434,1.5557,0.4451,0.3983,0.7569,0.8088,0.2559,Control
Utah__A08,1.3224,0.4562,0.1201,0.0457,0.4153,0.1825,0.7821,0.2836,-0.1223,0.5272,0.5053,0.6359,0.0202,0.5675,0.6667,-0.0697,0.0395,1.1186,0.9015,0.6115,0.4111,0.3121,1.0689,0.1765,0.4092,0.5971,1.853,1.1639,0.3616,1.393,1.3746,1.1463,0.2647,0.8589,0.725,-0.0776,1.5402,0.4397,0.2562,0.6316,0.7921,0.2534,Control
Utah__A09,1.4821,0.428,0.1429,0.0028,0.1237,0.2319,0.9885,0.2624,-0.0615,0.3483,0.4277,0.3827,0.0045,0.6626,0.6509,-0.0652,0.0765,1.3267,0.9236,0.6354,0.6586,0.4032,1.2621,0.2766,0.3723,0.5821,2.2796,1.169,0.4191,1.2917,1.1886,1.1431,0.3551,0.6948,0.8185,-0.0169,1.6021,0.4312,0.3513,0.7231,0.7761,0.288,Control
Utah__A10,2.1951,0.5503,0.063,-0.0222,0.2797,0.2769,1.0561,0.3517,-0.0849,0.5193,0.3959,0.4966,0.0436,0.6052,0.8495,-0.0366,0.1452,1.44,1.0621,0.6127,0.6256,0.397,1.2482,0.2538,0.4787,0.7734,2.2177,1.351,0.4962,1.58,1.3862,1.1408,0.3098,0.7591,0.7631,-0.0505,1.5942,0.4987,0.4249,0.6881,0.8349,0.205,Control
