@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10926 numeric
@attribute 1111 numeric
@attribute 144715 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 3364 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 545 numeric
@attribute 55388 numeric
@attribute 5810 numeric
@attribute 5883 numeric
@attribute 5884 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 63967 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 84126 numeric
@attribute 84515 numeric
@attribute 990 numeric
@attribute 993 numeric
@attribute 995 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0793,0.4968,0.544,0.2196,-0.001,0.568,1.3554,0.4132,0.788,0.4565,1.0037,0.9857,1.4817,0.004,1.1416,1.111,0.8205,1.2072,-0.0416,0.8733,0.1483,1.0849,1.1096,0.4542,0.9032,0.7518,1.4243,0.8764,0.3897,0.0777,0.3292,0.045,0.5091,0.7065,0.033,-0.1142,0.0174,Control
Utah__A02,0.8152,0.2809,0.2372,0.1278,-0.0215,0.3769,1.1306,0.2821,0.6,0.3615,0.8758,0.6678,1.1904,-0.0124,0.7519,0.8976,0.5587,0.924,-0.0789,0.7057,0.1446,0.8437,0.9707,0.2866,0.6426,0.5097,1.2092,0.7208,0.2466,-0.0304,0.1374,0.01,0.411,0.3835,-0.1072,-0.0682,-0.0173,Control
Utah__A03,1.0301,0.5447,0.6744,0.3441,0.0414,0.4887,1.191,0.3834,0.7343,0.5726,1.1697,0.9903,1.319,0.1175,0.8215,0.8587,0.7039,1.1324,-0.0481,0.7704,0.1249,0.8722,1.1352,0.3673,0.6376,0.6849,1.3513,0.8257,0.2993,0.1915,0.4537,0.0675,0.4884,0.5521,0.1372,-0.0145,0.0215,Control
Utah__A04,0.827,0.3786,0.259,0.1181,-0.0125,0.3989,1.2241,0.3431,0.6015,0.3725,1.026,0.826,1.2993,0.0039,0.8322,0.9722,0.6059,0.9607,-0.0978,0.6601,0.1951,0.9579,1.1213,0.2206,0.6101,0.4767,1.3715,0.8193,0.2713,-0.0124,0.2497,-0.0619,0.4708,0.3751,-0.1101,-0.0639,-9e-04,Control
Utah__A05,1.0253,0.4424,0.5107,0.3548,0.1129,0.4199,1.196,0.3894,0.7094,0.4319,1.1395,0.9458,1.4389,0.0425,0.8949,0.9432,0.7105,1.046,-0.0316,0.8038,0.2622,1.0209,1.2556,0.3186,0.7925,0.5598,1.3842,0.8622,0.2845,0.103,0.2276,0.0718,0.4897,0.4774,0.0437,-0.0721,0.0346,Control
Utah__A06,0.8221,0.3472,0.3329,0.1839,-0.0525,0.4621,1.262,0.3386,0.6382,0.3802,0.9665,0.7717,1.2901,0.0406,0.7485,0.881,0.5472,0.9844,-0.1221,0.7144,0.0713,0.9049,1.161,0.4412,0.7451,0.4897,1.287,0.8196,0.2325,0.037,0.2354,0.0177,0.4664,0.4317,0.0239,-0.0911,-7e-04,Control
Utah__A07,0.8887,0.3749,0.3863,0.2707,0.0639,0.5398,1.3237,0.3804,0.7192,0.4826,1.0081,0.9225,1.3969,0.0728,0.9491,1.1111,0.7826,1.1549,-0.093,0.8694,0.1479,0.9439,1.0976,0.4477,0.7404,0.5836,1.3544,0.8758,0.3008,0.1039,0.3531,0.0468,0.4871,0.4825,0.0934,-0.0805,0.0374,Control
Utah__A08,0.8162,0.3849,0.3564,0.0214,-0.0944,0.6135,1.3668,0.2229,0.6932,0.4312,0.8645,0.8827,1.2526,-0.0072,1.0353,1.2298,0.8143,1.327,-0.051,0.7821,0.0992,1.0093,0.8865,0.4018,0.673,0.5327,1.3442,0.7175,0.2751,0.0587,0.3617,0.0574,0.4272,0.6165,-0.0538,-0.1188,-0.0321,Control
Utah__A09,0.8193,0.3331,0.4262,0.2765,-0.044,0.4122,1.1007,0.297,0.6185,0.3506,1.0055,0.8811,1.2673,0.0174,0.8835,0.9594,0.6165,0.9851,-0.088,0.7099,0.1234,0.9153,0.9568,0.4023,0.5381,0.5367,1.3771,0.8179,0.2256,0.0613,0.114,0.0782,0.449,0.4808,-0.0279,-0.0588,-0.0513,Control
Utah__A10,0.8978,0.3152,0.3868,0.1736,-0.0075,0.5131,1.2976,0.2809,0.6597,0.3403,0.9451,0.8586,1.2472,0.0292,0.9963,1.1536,0.8012,1.3941,-0.0737,0.8414,0.2197,1.0744,1.0653,0.3815,0.6957,0.5879,1.4058,0.8841,0.2379,0.0549,0.2437,0.023,0.521,0.3742,0.0023,-0.1079,0.0044,Control
Utah__A11,0.9388,0.1583,0.3631,0.1887,-0.0729,0.2737,0.9743,0.1501,0.4547,0.2228,0.9502,0.6649,0.9638,2e-04,0.6262,0.7399,0.5495,0.7984,-0.0713,0.5894,0.1087,0.66,0.8866,0.32,0.5605,0.5635,1.3033,0.7719,0.2224,-0.0082,0.2845,0.0326,0.2717,0.4734,-0.0043,-0.1247,-0.0223,Control
Utah__A12,0.5469,0.1632,0.1905,0.0414,-0.2474,0.3554,0.8198,0.2853,0.4392,0.3053,0.6001,0.6503,0.9552,0.023,0.5321,0.6632,0.5524,0.5964,-0.0668,0.4784,-0.0957,0.6132,0.7314,0.1092,0.6485,0.3494,0.8703,0.7697,0.2135,0.0068,0.0958,0.1275,0.3496,0.009,-0.0716,-0.0404,0.0503,Control
Utah__B01,0.7844,0.417,0.381,0.2056,-0.0819,0.6136,1.3641,0.2231,0.6005,0.4501,0.7837,0.8822,1.3763,0.0468,0.8927,1.0574,0.6714,1.0445,-0.0129,0.7245,-0.1121,0.9705,0.9186,0.5584,0.6382,0.594,1.1711,0.5696,0.3664,0.0267,0.1954,0.209,0.3584,0.3987,0.0634,-0.0441,0.0064,Control
Utah__B02,0.9593,0.4995,0.4211,0.2731,0.0386,0.5174,1.4351,0.4098,0.7585,0.5746,1.1744,1.0389,1.5462,0.0351,0.9276,1.0144,0.6996,1.0728,-0.0966,0.8632,0.1897,1.0713,1.173,0.4206,0.7698,0.7038,1.4325,0.9138,0.343,0.0844,0.297,0.1035,0.5913,0.4496,0.043,-0.0349,0.0903,Control
Utah__B03,0.7222,0.4572,0.3869,0.2376,-0.0245,0.4455,1.3916,0.2616,0.6413,0.4382,0.9694,0.9269,1.3594,0.0519,0.9091,0.9494,0.7113,1.11,-0.0369,0.8252,0.0661,1.0685,1.0551,0.4417,0.5835,0.5675,1.2712,0.7349,0.3227,0.0232,0.2593,0.1569,0.4816,0.4701,0.0136,-0.062,-0.0224,BRCACancer
Utah__B04,0.6027,0.307,0.3211,0.1171,-0.1145,0.4904,1.3303,0.2301,0.554,0.3557,0.7722,0.711,1.2078,-0.0012,0.9319,1.0071,0.7645,1.2516,-0.0982,0.6944,0.0999,0.7878,0.7844,0.3429,0.4637,0.3491,1.0246,0.7201,0.1981,0.0544,0.2124,-0.0356,0.3795,0.3958,-0.0055,-0.0123,-0.0278,BRCACancer
Utah__B05,0.6699,0.3154,0.4011,-0.0069,-0.0658,0.3363,1.1482,0.4728,0.5846,0.4454,0.9025,0.927,1.1826,0.0165,0.5449,0.715,0.6071,0.8687,-0.0946,0.5027,0.0566,0.6713,0.9255,0.3221,0.6565,0.462,1.0899,0.8936,0.2809,0.0767,0.0968,0.1132,0.379,0.2493,0.0555,-0.1012,-0.0078,BRCACancer
Utah__B06,0.3813,0.1185,0.1125,-0.0166,-0.2892,0.4244,0.9043,0.0443,0.5576,0.2116,0.5168,0.6711,1.1649,0.047,0.6201,0.8392,0.4605,0.864,0.0108,0.5328,-0.1021,0.657,0.7214,0.4755,0.5054,0.3939,0.7113,0.2559,0.1391,0.035,0.0778,-0.049,0.2541,0.2196,-0.0385,0.0092,0.0235,BRCACancer
Utah__B07,0.9456,0.4564,0.4323,0.1213,0.0133,0.5355,1.4792,0.3571,0.7257,0.5128,1.0142,1.0448,1.6304,0.0538,1.1003,1.1052,0.7528,1.2753,-0.0693,0.95,0.226,1.1788,1.086,0.4495,0.8639,0.6971,1.2793,0.9212,0.3385,0.1035,0.289,0.0447,0.6433,0.6522,0.0456,-0.0776,0.0067,BRCACancer
Utah__B08,1.0082,0.2711,0.414,0.154,0.0185,0.3198,1.0917,0.2219,0.5004,0.3426,0.9774,0.7707,1.1882,-0.0163,0.781,0.8114,0.617,0.8032,-0.0493,0.7178,0.2241,0.816,0.9663,0.3861,0.6221,0.5112,1.4528,0.7583,0.2123,-0.0024,0.1771,0.0269,0.3803,0.4962,-0.0158,-0.1616,-0.0148,Control
Utah__B09,0.5934,0.2481,0.3689,-0.084,-0.0732,0.3698,1.0469,0.1214,0.3385,0.1836,0.6803,0.6178,1.235,-0.0203,0.7406,0.8514,0.4009,1.0643,-0.1056,0.6043,0.1382,0.6764,0.6955,0.3735,0.4023,0.298,0.9856,0.4445,0.1203,-0.0129,0.1909,0.0635,0.2385,0.3952,0.0481,-0.1014,-0.0264,Control
Utah__B10,0.5432,0.2533,0.2487,-0.029,-0.1313,0.3141,0.9735,0.244,0.4396,0.3449,0.5869,0.5903,1.0816,-0.0149,0.7487,0.8455,0.5891,1.0084,-0.0807,0.6177,0.0436,0.751,0.8861,0.2004,0.5402,0.3014,1.0861,0.6674,0.2062,0.0309,0.1805,0.0644,0.3491,0.2392,-0.0366,-0.0415,0.0484,Control
Utah__B11,0.8252,0.2603,0.3056,0.1907,0.0214,0.288,1.0497,0.2666,0.4649,0.3963,0.6963,0.7272,1.1066,0.009,0.6739,0.8711,0.5552,0.8358,-0.0437,0.6003,0.0786,0.774,0.8874,0.2309,0.8068,0.4873,1.0332,0.9558,0.2628,0.0765,0.1942,0.0761,0.4076,0.3858,0.0854,-0.0667,-0.0164,Control
Utah__B12,0.4276,0.0516,0.1557,-0.1148,-0.0871,0.2499,1.0239,0.0919,0.2301,0.158,0.3945,0.3515,1.0056,-0.0659,0.5862,0.6973,0.3544,0.728,-0.0539,0.4661,0.1316,0.3397,0.4518,0.265,0.1736,0.08,0.5146,0.1422,0.0947,-0.0699,0.0247,-0.0233,0.341,0.1986,-0.0499,-0.0459,-0.1527,Control
