@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2155 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 2621 numeric
@attribute 2677 numeric
@attribute 5045 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 8858 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.087,-0.0533,-0.1412,0.0168,0.0722,0.7557,1.0971,0.0863,0.2593,-0.029,Control
Utah__A02,-0.0712,-0.0082,-0.0936,0.0586,0.0411,0.5603,0.8672,0.1395,0.2632,-0.0068,Control
Utah__A03,-0.102,0.0079,-0.1492,0.0711,0.138,0.7001,1.3173,0.1618,0.2799,0.1594,Control
Utah__A04,-0.0358,0.0902,-0.0679,0.0179,0.0632,0.6003,1.0901,0.1617,0.3061,-0.0665,Control
Utah__A05,-0.0619,0.0382,-0.1206,0.0485,0.1446,0.7742,1.4782,0.177,0.6107,0.0304,Control
Utah__A06,-0.0855,-0.031,-0.1594,0.0143,0.0324,0.748,1.3048,0.0746,0.225,-4e-04,Control
Utah__A07,-0.1015,0.0012,-0.1261,0.0162,0.1467,0.7668,1.1117,0.171,0.3299,-0.0342,Control
Utah__A08,-0.0829,0.0322,-0.209,0.0144,0.0813,0.6385,0.9416,0.0256,0.0208,0.0484,Control
Utah__A09,-0.1057,-0.0169,-0.1552,0.0125,0.1061,0.5666,1.0314,0.0977,0.4187,0.0256,Control
Utah__A10,-0.082,0.0145,-0.0914,0.0192,0.0819,0.7533,1.076,0.0838,0.6074,0.071,Control
Utah__A11,-0.1236,0.0203,-0.0978,0.0149,0.0699,0.4951,1.0001,0.0152,0.1538,0.0537,Control
Utah__A12,-0.1144,0.011,-0.0972,0.0694,0.0164,0.4133,0.7014,0.1896,0.3384,0.0899,Control
Utah__B01,-0.1542,-0.1909,-0.1637,-0.1087,-0.0565,0.5172,0.6914,0.0456,0.2527,-0.0627,Control
Utah__B02,-0.083,0.0248,-0.1152,0.0426,0.1261,0.7084,1.1616,0.0723,0.2078,0.0564,Control
Utah__B03,-0.066,-0.013,-0.0575,0.0061,0.0884,0.6012,0.8975,0.0298,0.0205,-0.0178,BRCACancer
Utah__B04,-0.1433,-0.0299,-0.206,-0.016,0.1786,0.6092,0.7402,0.1013,0.2652,-0.0435,BRCACancer
Utah__B05,-0.1067,-0.0712,-0.1655,-0.0255,0.1368,0.492,0.8383,0.2506,0.1391,-0.0537,BRCACancer
Utah__B06,-0.1629,-0.1165,-0.202,-0.1277,-0.1796,0.5005,0.4909,0.0371,0.1493,-0.1493,BRCACancer
Utah__B07,-0.0868,0.0309,-0.0314,-0.055,0.0764,0.8002,0.9564,0.1434,0.2984,-0.0164,BRCACancer
Utah__B08,-0.0291,0.0876,-0.0539,0.0851,0.1064,0.5666,1.2209,0.0742,0.4196,0.0484,Control
Utah__B09,-0.0963,0.0164,-0.1149,0.0241,0.0549,0.3786,0.8763,0.0818,0.2622,-0.0076,Control
