@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 10298 numeric
@attribute 1072 numeric
@attribute 1073 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 23452 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 29127 numeric
@attribute 3636 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 392 numeric
@attribute 393 numeric
@attribute 3984 numeric
@attribute 4638 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5308 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 6010 numeric
@attribute 6093 numeric
@attribute 6191 numeric
@attribute 6295 numeric
@attribute 695 numeric
@attribute 85366 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9475 numeric
@attribute 9826 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6233,2.1256,2.0439,0.1948,0.6877,1.0352,0.6157,0.8453,0.3037,0.0468,1.6496,0.6352,0.6569,1.0862,0.7579,0.8352,0.8558,0.9637,1.3306,0.4778,0.1805,1.1544,1.0093,-0.0528,1.5746,1.3366,1.8406,1.4982,-0.102,0.0198,-0.115,1.2392,-0.0968,1.5435,1.2543,-0.127,1.4834,-0.0496,0.063,0.6382,1.0241,0.7329,1.3548,Control
Utah__A02,0.3831,1.9481,1.9462,0.2198,0.5874,1.067,0.5686,0.6275,0.1694,0.0635,1.5869,0.4356,0.4263,1.0948,0.5221,0.6307,0.6946,0.841,1.0664,0.5419,0.1896,1.1633,0.8765,-0.125,1.3014,1.1106,2.0413,1.1993,-0.0427,0.041,-0.1375,0.6452,-0.0189,1.2563,0.9646,-0.0439,1.5178,-0.0271,0.0791,0.5042,0.7698,0.642,1.0825,Control
Utah__A03,0.396,2.1635,2.1664,0.2544,0.8608,1.1651,0.6805,0.7841,0.186,-0.0212,1.5708,0.5991,0.7005,1.235,0.5995,0.8656,0.7329,1.0891,1.2716,0.6022,0.2011,1.4142,0.9832,-0.1007,1.3967,1.2772,2.162,1.3339,-0.0879,-0.0155,-0.2101,0.9168,-0.0065,1.5334,1.0625,-0.0589,1.6458,-0.0532,0.1708,0.5574,0.9883,0.8462,1.3582,Control
Utah__A04,0.5255,2.0926,2.0268,0.258,0.6536,0.9444,0.6225,0.7141,0.1613,-0.013,1.6232,0.4611,0.3394,1.1022,0.6647,0.6114,0.7843,0.9635,1.1999,0.5622,0.1822,1.0138,0.9574,-0.0852,1.353,1.2477,2.0983,1.4882,0.0406,0.0146,-0.131,0.7608,-0.0271,1.1857,0.9396,-0.0771,1.4046,-0.0456,0.1075,0.4639,0.9111,0.5759,1.2386,Control
Utah__A05,0.5106,2.2116,2.0566,0.2712,0.7912,1.04,0.7463,0.7904,0.23,0.0013,1.823,0.4744,0.4941,1.4245,0.6917,0.8284,0.7231,1.1221,1.251,0.8112,0.2652,1.356,1.0515,-0.0745,1.4836,1.357,2.0939,1.3381,-0.0085,0.0071,-0.1045,0.9371,-0.0854,1.4238,0.8552,-0.0858,1.7503,-0.0916,0.2051,0.5921,1.0007,0.8211,1.2977,Control
Utah__A06,0.4506,1.9371,2.0285,0.1644,0.669,1.0048,0.6458,0.7372,0.1999,0.0559,1.5137,0.422,0.4402,1.1799,0.6267,0.7511,0.679,0.9929,1.205,0.5633,0.1978,1.2821,0.8871,-0.128,1.3845,1.2439,1.9853,1.3761,-0.0666,-0.0042,-0.1807,0.835,-0.0137,1.3049,1.1845,-0.0344,1.579,-0.1516,0.1021,0.5236,0.8291,0.7549,1.1472,Control
Utah__A07,0.74,2.2443,2.2654,0.2179,0.5738,0.8094,0.597,0.7443,0.1843,-0.0604,1.5893,0.7185,0.6,1.1645,0.8084,1.009,0.6968,1.0103,1.2345,0.5803,0.2174,1.3527,1.0399,-0.1132,1.5934,1.2997,1.9624,1.6231,-0.0599,0.0223,-0.1822,1.3069,0.0103,1.5625,1.0186,-0.0757,1.5919,-0.1457,0.1582,0.7878,1.0158,0.8182,1.571,Control
Utah__A08,1.0516,2.4093,2.2788,0.2161,0.5525,0.6964,0.5375,0.7355,0.2629,0.0208,1.3938,0.7895,0.4593,1.0227,0.9922,1.0928,0.7065,0.874,1.1778,0.421,0.1426,1.1951,1.2064,-0.0907,1.7501,1.321,2.0579,1.714,-0.1187,0.0158,-0.1377,1.4954,-0.0645,1.5997,0.9308,-0.1299,1.3284,-0.119,0.0468,0.9028,0.995,0.7224,1.6801,Control
Utah__A09,0.7535,2.2355,2.0967,0.2022,0.6291,0.8021,0.5633,0.6938,0.19,-0.0331,1.5029,0.5468,0.4817,1.0579,0.7685,0.9804,0.6507,0.8829,1.23,0.4957,0.2309,1.2691,0.9376,-0.075,1.4582,1.2447,1.976,1.5464,-0.0391,0.0176,-0.1253,1.3533,-0.0129,1.5151,0.9627,-0.0335,1.527,-0.0531,0.0572,0.707,0.8802,0.6424,1.4154,Control
Utah__A10,0.8026,2.3883,2.263,0.2588,0.5694,0.8108,0.5633,0.7332,0.2304,0.015,1.589,0.674,0.5288,1.2051,0.8089,1.0339,0.6346,0.894,1.133,0.5862,0.2111,1.3532,1.0688,-0.0677,1.6941,1.2718,2.115,1.6535,-0.0644,0.008,-0.1066,1.3318,-0.1017,1.483,1.0258,-0.1015,1.3942,-0.0814,0.1535,0.7633,1.1883,0.7579,1.5851,Control
Utah__A11,0.5676,1.8196,1.9172,0.2153,0.4053,0.8648,0.54,0.6814,0.1213,0.0533,1.504,0.4278,0.5116,0.9795,0.5047,0.8112,0.4282,0.8394,1.0288,0.382,0.0735,1.1538,0.7459,-0.0691,1.2025,0.9811,1.5981,1.2442,-0.1806,0.0283,-0.1587,0.9839,-0.0049,1.2476,0.8326,-0.0772,1.3186,-0.086,-3e-04,0.4921,0.6593,0.4326,0.9881,Control
Utah__A12,0.3938,1.7127,1.5345,0.1322,0.4538,0.6177,0.3955,0.4581,0.0735,0.1357,1.1071,0.2394,0.2229,0.6115,0.458,0.3529,0.5382,0.3703,0.6827,0.3495,0.3165,0.6706,0.5361,-0.0897,0.9215,0.7648,1.6271,1.0289,-0.1158,0.0265,-0.1849,0.3508,0.0827,0.8386,0.7601,-0.0298,1.0641,-0.0343,0.0156,0.2466,0.6172,0.3593,0.7081,Control
Utah__B01,0.7023,1.969,2.0713,-0.0019,0.4608,1.1795,0.3916,0.6181,0.1864,0.0705,1.3544,0.6199,0.3166,0.7497,0.7067,0.7916,0.6486,0.7399,1.0713,0.2383,0.2648,0.9893,0.9828,-0.0423,1.4577,1.0757,1.9184,1.5918,-0.3175,-0.0709,-0.1204,1.093,-0.0649,1.4478,1.4227,0.0222,1.2458,-0.0842,8e-04,0.6168,0.9061,0.6015,1.4565,Control
Utah__B02,0.5192,2.0456,2.2079,0.2177,0.7317,1.2269,0.6693,0.8367,0.1939,0.0524,1.6183,0.5262,0.5102,1.1203,0.5934,0.6638,0.8422,1.0141,1.4106,0.6129,0.2074,1.1028,0.9868,-0.069,1.4219,1.3587,2.0553,1.7587,-0.0981,0.0147,-0.1338,0.837,-0.0501,1.3656,1.3744,-0.0792,1.4495,-0.0809,0.0346,0.5812,0.8748,0.639,1.4297,Control
Utah__B03,0.6398,2.1467,2.252,0.1748,0.6323,1.0765,0.5703,0.6643,0.2097,0.1188,1.5141,0.6177,0.4444,1.0346,0.6638,0.7044,0.7215,0.8939,1.2156,0.3956,0.1105,1.1024,0.9203,-0.0334,1.5109,1.1338,1.9803,1.9459,-0.1872,0.0451,-0.137,1.0128,-0.1185,1.4288,1.2789,-0.0672,1.2918,-0.0332,0.0327,0.6172,0.927,0.601,1.3839,BRCACancer
Utah__B04,1.008,2.448,2.5372,0.1821,0.4694,0.6178,0.5203,0.647,0.1993,0.0927,1.5034,0.8526,0.4162,1.0495,0.9323,1.0224,0.7962,0.702,1.1228,0.4876,0.1921,1.1247,1.2065,-0.1403,1.5671,1.2611,1.9926,1.5967,-0.1,0.0586,-0.1738,1.4959,-0.0613,1.4607,0.9289,-0.0594,1.0659,-0.0887,0.0614,0.8694,1.0175,0.638,1.7384,BRCACancer
Utah__B05,0.537,1.9583,2.1021,0.1461,0.763,0.9022,0.443,0.7198,0.1543,0.0814,1.4012,0.5457,0.2489,0.8705,0.5168,0.6201,0.5735,0.8327,1.1585,0.4536,0.1451,1.0039,0.7662,-0.1692,1.1566,0.9971,2.133,1.6704,-0.1163,-0.0201,-0.2335,0.7624,-0.0593,1.1766,1.1261,0.0144,1.2704,-0.1039,0.0258,0.4955,0.6712,0.4604,1.2603,BRCACancer
Utah__B06,0.4838,1.919,1.8837,-0.1118,0.3086,0.5721,0.1783,0.3886,0.0242,0.0821,1.2201,0.4691,0.2394,0.6982,0.6232,0.5546,0.4832,0.3552,0.87,0.1169,0.1928,0.8515,0.6788,0.0284,1.1199,0.73,1.4956,1.4068,-0.3705,-0.1603,-0.1184,0.7256,-0.2117,1.2276,0.9202,0.0915,1.0781,-0.2331,-0.0903,0.4429,0.7012,0.4812,1.0772,BRCACancer
Utah__B07,0.6255,2.3065,2.3578,0.2402,0.7274,0.9999,0.6313,0.7869,0.2172,-0.0619,1.695,0.7151,0.544,1.1952,0.755,0.7949,0.9173,0.9777,1.4354,0.5413,0.1727,1.2468,1.0181,-0.0755,1.5493,1.3599,2.0668,1.5879,-0.0366,0.0087,-0.1287,1.0076,-0.0111,1.5876,1.1369,-0.1028,1.4946,-0.1435,0.0597,0.6425,1.0905,0.6755,1.5062,BRCACancer
Utah__B08,0.3527,1.9204,1.8568,0.2717,0.6561,1.0546,0.6407,0.7274,0.1638,0.0307,1.7697,0.4587,0.4815,1.1383,0.4308,0.6383,0.5576,0.9466,1.2563,0.4605,0.2409,1.2158,0.7429,-0.0397,1.3231,1.0708,1.8123,1.1769,-0.0745,0.0365,-0.0846,0.7892,-0.0551,1.3563,0.9884,-0.0354,1.6738,-0.0111,0.1085,0.4601,0.8589,0.5494,1.0655,Control
Utah__B09,1.0255,2.2619,2.251,0.158,0.7466,0.7959,0.4608,0.642,0.2054,0.0154,1.5227,0.6504,0.2451,0.9966,0.8773,0.9852,0.6223,0.7111,1.1469,0.3294,0.2164,0.8107,0.9226,-0.074,1.3758,1.0565,1.6995,1.5101,-0.1288,0.0607,-0.1731,1.4452,-0.1019,1.4409,0.8732,-0.1126,1.1347,-0.1349,0.0492,0.7094,0.87,0.4902,1.5814,Control
Utah__B10,0.7207,2.3391,2.2381,0.1618,0.4013,0.5338,0.3842,0.5007,0.1185,0.0298,1.3432,0.6114,0.3024,0.8482,0.6944,0.7306,0.5832,0.583,0.8707,0.4027,0.1299,0.9623,0.936,-0.0816,1.4219,1.0549,1.9994,1.4831,-0.0567,-0.0113,-0.1776,1.0377,-0.1231,1.2925,0.5557,-0.031,0.9945,-0.0872,0.0068,0.5886,0.7896,0.482,1.5141,Control
Utah__B11,0.4927,1.9859,1.6606,0.1446,0.6673,0.7839,0.4632,0.7053,0.1727,-0.03,1.5223,0.4517,0.356,1.1379,0.5697,0.7976,0.5183,0.8293,0.9734,0.4989,0.1681,1.2645,0.8215,-0.0716,1.3896,1.0719,1.9301,1.2771,-0.0948,0.0754,-0.1559,0.873,-0.0304,1.2964,0.8439,-0.0361,1.2523,-0.1757,0.065,0.5285,0.8853,0.6825,1.1301,Control
Utah__B12,0.8104,2.0071,2.1297,0.2316,0.329,0.4879,0.3769,0.5241,0.1552,0.0438,1.2768,0.5298,0.1316,0.8405,0.693,0.6504,0.5279,0.4968,1.0358,0.1574,0.049,0.7254,0.8481,-0.0876,1.1323,1.0143,1.2838,1.1896,-0.1654,0.006,-0.1654,1.1894,-0.0198,1.0477,0.512,-0.032,0.752,-0.1097,-0.0317,0.5163,0.5595,0.4122,1.488,Control
Utah__C01,0.5244,1.9792,2.0654,0.2352,0.6214,0.8909,0.6952,0.8207,0.2395,0.0461,1.752,0.6469,0.5375,1.3352,0.7023,0.8065,0.7498,1.1657,1.4598,0.6682,0.209,1.4035,1.0623,-0.1172,1.3372,1.334,2.0178,1.2928,-0.0704,0.0367,-0.1941,1.2172,-0.033,1.4223,0.9954,-0.0201,1.6083,-0.0912,0.1239,0.6534,0.8606,0.8779,1.3248,BRCACancer
Utah__C02,0.499,2.0004,1.8111,0.2932,0.5793,0.844,0.7123,0.8006,0.241,0.0122,1.7532,0.4204,0.3585,1.2663,0.5586,0.5927,0.8984,1.0971,1.3794,0.6723,0.2631,1.0244,0.939,-0.1206,1.3839,1.3959,1.9151,1.3266,0.0114,0.0126,-0.1671,0.7415,-0.0272,1.3154,0.8591,-0.0417,1.4043,-0.0863,0.0982,0.4739,0.8845,0.6943,1.0933,BRCACancer
Utah__C03,0.4905,2.081,2.0776,0.3401,0.9034,0.8697,0.9317,0.9966,0.3149,-0.014,1.8686,0.5946,0.5233,1.5529,0.5749,0.6796,1.0183,1.2258,1.6979,0.7461,0.1699,1.2356,1.0188,-0.1078,1.4737,1.4918,2.1142,1.2561,-6e-04,-0.0121,-0.1578,0.8584,-0.0669,1.377,1.0157,-0.0415,1.37,-0.1442,0.0552,0.6558,0.8779,0.8203,1.3439,BRCACancer
Utah__C04,0.291,1.4527,1.4823,0.2809,0.6236,0.5091,0.5797,0.6529,0.0952,0.0366,1.8309,0.3324,0.3229,1.137,0.3302,0.3773,0.4544,0.8574,1.1292,0.3627,0.2029,0.8136,0.603,-0.0906,0.7962,0.8722,1.3741,0.8383,-0.0019,0.0574,-0.0941,0.5566,-0.0478,0.8563,0.6685,-0.0144,1.0166,-0.0425,-2e-04,0.3056,0.4442,0.423,0.7196,Control
Utah__C05,0.2704,1.6613,1.7089,0.2577,0.356,0.5599,0.582,0.6006,0.1614,-0.0288,1.4994,0.2869,0.2697,1.069,0.3582,0.392,0.5868,0.7844,1.088,0.5374,0.1246,0.7753,0.6235,-0.1012,0.9303,1.0602,1.6573,0.928,0.0295,0.0581,-0.1174,0.5074,-0.0697,0.9371,0.4769,-0.0259,1.0115,-0.012,0.0197,0.3708,0.4309,0.495,0.7005,BRCACancer
Utah__C06,0.0968,0.9019,0.9589,0.1033,0.2426,0.0496,0.264,0.2491,0.0892,0.2556,0.6397,0.1201,-0.0652,0.4738,0.2114,0.0848,0.18,0.2121,0.5362,0.133,0.0722,0.1762,0.0984,-0.089,0.2515,0.3034,0.5143,0.4412,-0.0465,0.086,-0.0927,0.2861,-0.0747,0.3785,0.5693,-0.0826,0.1931,-0.0333,-0.0782,0.0252,-0.0682,0.086,0.4255,Control
Utah__C07,0.4051,1.7704,1.7614,0.2494,0.3528,0.6584,0.5626,0.6757,0.2017,-0.0221,1.5692,0.2935,0.2909,0.9755,0.4277,0.5151,0.7194,0.859,1.0031,0.547,0.2058,0.7513,0.6529,-0.0977,1.1545,1.0919,1.8435,1.0885,-0.0122,0.0908,-0.1228,0.5401,0.0768,1.0716,0.6268,-0.032,1.0723,-0.0715,-0.0188,0.3744,0.6721,0.4269,0.7427,Control
Utah__C08,0.3989,1.7673,1.713,0.2772,0.471,0.9921,0.6256,0.7298,0.1908,0.0907,1.6228,0.3038,0.3749,1.0387,0.4969,0.6277,0.7013,1.0424,1.1996,0.599,0.2646,1.0106,0.7047,-0.0954,1.2713,1.1989,1.8817,1.1859,-0.0752,0.0189,-0.1236,0.6034,-0.0485,1.304,0.8871,-0.0333,1.4783,-0.0168,0.057,0.392,0.8274,0.5836,0.8988,Control
Utah__C09,0.3365,1.8547,1.7281,0.2591,0.5777,0.6247,0.5925,0.6605,0.1969,0.126,1.6768,0.3809,0.2937,1.0018,0.3576,0.5002,0.6932,0.8382,1.0942,0.5227,0.1646,0.7525,0.7612,-0.0403,1.1501,1.1591,1.9987,1.1108,-0.0289,0.0527,-0.1158,0.5046,0.0437,0.9872,0.6895,-0.09,1.0562,-0.0648,0.0113,0.4063,0.6525,0.5051,0.8368,Control
Utah__C10,0.342,1.9664,1.6716,0.2134,0.496,0.5858,0.5969,0.6368,0.1105,-0.0084,1.5747,0.2964,0.2253,0.9855,0.4529,0.3888,0.6303,0.8853,1.0875,0.626,0.2284,0.8958,0.7254,-0.0812,1.2514,1.3239,2.0775,1.0914,0.0085,0.0217,-0.1207,0.4828,0.0152,0.8787,0.591,-0.034,1.138,-0.0521,0.1184,0.3987,0.7797,0.6741,0.8464,BRCACancer
Utah__C11,0.3517,1.8742,1.6338,0.3336,0.5579,0.8525,0.7094,0.8274,0.3081,0.0347,1.8451,0.3912,0.4583,1.2217,0.4534,0.5985,0.7742,1.1603,1.343,0.5915,0.2578,0.9825,0.7047,-0.1119,1.1799,1.2713,1.8986,1.1242,-0.0273,0.1379,-0.1257,0.6107,-0.0314,1.2914,0.8065,-0.0413,1.3822,-0.0296,0.0206,0.4958,0.7408,0.5936,1.0187,Control
Utah__C12,0.2659,1.5016,1.4942,0.2912,0.3417,0.5026,0.5239,0.5646,0.091,0.0739,1.8173,0.247,0.206,0.8267,0.3489,0.3775,0.4503,0.7228,1.0316,0.3958,0.2375,0.6994,0.4181,-0.0759,0.7623,0.88,1.4002,0.6991,-0.0577,0.0376,-0.0477,0.453,0.016,0.7916,0.4959,-0.0895,1.0675,-0.0547,-0.0416,0.2307,0.3917,0.3135,0.5849,BRCACancer
Utah__D01,1.0558,2.0666,2.1764,0.2293,0.5087,0.694,0.6018,0.702,0.2516,0.1202,1.6181,0.7461,0.2534,1.1755,0.8991,0.9454,0.7706,0.6982,1.4135,0.3525,0.0732,1.1312,0.9163,-0.0513,1.2857,1.1469,1.3874,1.3944,-0.1428,0.124,-0.1936,1.5047,0.0678,1.3696,0.817,-0.095,1.0764,-0.0936,-0.0553,0.7672,0.7475,0.6958,1.4712,BRCACancer
Utah__D02,0.3337,1.8929,1.7142,0.3234,0.4852,0.8358,0.6343,0.7363,0.1686,0.0347,1.8755,0.3733,0.3495,1.1095,0.5229,0.5671,0.6754,1.0319,1.1525,0.6013,0.1997,0.8067,0.7355,-0.0742,1.1494,1.1918,1.923,1.0319,-0.053,0.0561,-0.0636,0.6567,-0.1004,1.0816,0.7347,-0.0904,1.5008,-0.0762,0.1612,0.389,0.6363,0.4423,0.8958,BRCACancer
Utah__D03,0.292,1.8675,1.7808,0.2392,0.498,0.5657,0.6075,0.6722,0.1259,0.0418,1.8988,0.3625,0.2561,1.1242,0.5068,0.4829,0.5825,0.9079,1.1834,0.5065,0.2342,0.9051,0.6432,-0.09,1.0202,1.1583,1.8496,0.8686,-0.0199,0.0556,-0.1034,0.5664,0.018,1.0015,0.6415,-0.0619,1.3048,-0.1148,0.0872,0.3296,0.6332,0.5451,0.8469,BRCACancer
