@relation data

@attribute id string
@attribute 1026 numeric
@attribute 1032 numeric
@attribute 10971 numeric
@attribute 1111 numeric
@attribute 11200 numeric
@attribute 1647 numeric
@attribute 2033 numeric
@attribute 4193 numeric
@attribute 4661 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 5591 numeric
@attribute 6195 numeric
@attribute 672 numeric
@attribute 7157 numeric
@attribute 7465 numeric
@attribute 7533 numeric
@attribute 891 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 997 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.3091,0.9715,0.6465,0.6487,0.396,0.4808,1.911,1.412,-0.0832,2.6617,1.2254,1.7424,0.9065,0.2791,0.7723,0.4264,1.2277,0.6269,0.1799,-0.1152,1.5823,0.053,0.3896,Control
Utah__A02,1.0057,0.9592,0.5456,0.2488,0.1664,0.4863,1.6897,1.1895,-0.0874,2.3362,0.9384,1.3274,0.9246,0.0621,0.5902,0.2488,1.4211,0.4781,0.0211,-0.0411,1.2184,3e-04,0.2434,Control
Utah__A03,1.7394,0.9895,0.8411,0.8187,0.2839,0.5731,1.9277,1.5968,-0.0506,2.256,1.1496,1.5097,1.0222,0.1462,0.8387,0.6128,1.4184,0.7216,0.2347,0.0455,1.4456,0.0592,0.5312,Control
Utah__A04,1.0109,1.1318,0.6594,0.2773,0.1564,0.5515,1.63,1.1684,-0.0873,2.1759,0.9756,1.3728,1.0052,0.023,0.598,0.3824,1.3701,0.4149,0.089,-0.0341,1.3797,0.0253,0.3271,Control
Utah__A05,1.8012,1.4619,0.6798,0.6053,0.1937,0.688,1.9476,1.3876,-0.0949,2.3159,1.0621,1.5262,1.1126,0.221,0.7928,0.4528,1.6673,0.533,0.2058,-0.0474,1.1474,0.0791,0.552,Control
Utah__A06,1.4441,0.964,0.5847,0.3735,0.2396,0.3497,1.8282,1.2594,-0.095,2.3638,0.9997,1.5269,0.9801,0.099,0.6071,0.287,1.1575,0.4345,-0.0145,-0.0779,1.0022,0.0255,0.2801,Control
Utah__A07,1.1928,0.9719,0.8093,0.4432,0.2645,0.5431,1.9341,1.4421,-0.097,2.732,1.1725,1.6245,0.9852,0.1711,0.6983,0.2907,1.5147,0.6305,0.1567,-0.0608,1.2353,0.0833,0.2976,Control
Utah__A08,1.1583,0.6363,0.8785,0.4042,0.2038,0.3227,2.0256,1.4586,-0.0454,2.9464,1.3468,1.8344,0.8456,0.1567,0.6576,0.2271,1.0448,0.4843,-0.0089,-0.1225,1.344,-0.022,0.2124,Control
Utah__A09,1.3538,1.1269,0.6657,0.4952,0.2276,0.4807,1.9246,1.3379,-0.0894,2.7467,1.0004,1.6596,0.827,0.0994,0.5363,0.3939,1.4074,0.448,0.1766,-0.0259,1.2962,-0.0511,0.2654,Control
Utah__A10,1.1964,1.1808,0.8362,0.4438,0.174,0.4951,1.9583,1.402,-0.0877,2.6848,1.4149,1.6355,0.9676,0.1998,0.5893,0.4467,1.5129,0.403,-0.0592,-0.105,1.394,0.0333,0.3038,Control
Utah__A11,1.0562,0.8669,0.6325,0.413,0.2894,0.219,1.7813,1.2621,-0.0585,2.5199,0.8111,1.5014,0.7337,0.1317,0.5293,0.4251,1.3334,0.2515,-0.0248,-0.1321,1.2012,-0.0072,0.1144,Control
Utah__A12,1.2565,0.6087,0.3424,0.188,0.0376,0.3656,0.9995,0.6552,-0.0025,1.6915,0.6064,0.8581,0.6804,-0.0282,0.141,0.0336,1.1176,0.4205,-0.0967,0.0037,0.891,0.1028,0.0275,Control
Utah__B01,1.2563,0.5302,0.6318,0.4362,0.2846,0.163,1.7081,1.2612,-0.1638,2.5929,1.0605,1.4263,0.6135,0.0735,0.6634,0.1916,0.9992,0.5164,-0.2075,-0.0022,1.1563,0.0364,-0.0434,Control
Utah__B02,1.6103,1.055,0.7383,0.4886,0.2012,0.6403,1.7695,1.2988,-0.0768,2.4501,1.0893,1.405,0.9415,0.0109,0.8429,0.3802,1.2788,0.5398,0.0253,0.0127,1.4298,0.1634,0.3899,Control
Utah__B03,1.0987,0.8247,0.6303,0.444,0.2789,0.4206,1.7464,1.2256,-0.074,2.5001,1.1269,1.4197,0.8717,0.0789,0.7188,0.3827,1.0836,0.4012,0.063,-0.0311,1.2703,-0.0073,0.1929,BRCACancer
