@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 1605 numeric
@attribute 1636 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 2010 numeric
@attribute 22801 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 3479 numeric
@attribute 3569 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3908 numeric
@attribute 4000 numeric
@attribute 4607 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 488 numeric
@attribute 51422 numeric
@attribute 53632 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 55799 numeric
@attribute 59283 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 60 numeric
@attribute 6262 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 6546 numeric
@attribute 70 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 71 numeric
@attribute 7124 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7273 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1115,-0.0876,0.4135,0.0762,-0.0818,-0.1058,1.3673,-0.1077,-0.0351,-0.1045,-0.0909,0.0868,1.5793,0.1531,0.3071,1.1928,0.1046,2.696,1.5124,-0.0432,0.0018,0.7512,2.4273,2.1301,-0.0333,0.304,-0.0633,1.9721,0.0689,-0.0882,0.0794,0.1029,-0.0508,-0.1813,-0.1322,0.026,1.6717,0.4151,0.0992,1.3645,-0.1198,1.2363,1.1386,1.354,-0.0232,0.1778,-0.1183,0.11,2.0458,-0.1107,-0.0047,0.3995,-0.0766,-0.1367,0.5013,-0.0243,2.044,0.0614,0.0793,1.4022,0.4149,0.172,-0.0949,-0.0897,0.4416,0.3334,0.6428,0.8334,0.7158,-0.0944,0.05,-0.0594,-0.1474,0.2216,-0.0667,0.1901,-0.0412,-0.1357,-0.0048,-0.1146,0.0249,0.0772,Control
Utah__A02,-0.1857,-0.144,0.3531,0.0126,0.0905,-0.1325,1.0731,-0.135,0.0189,-0.1181,-0.0973,0.0155,0.9261,0.1756,0.1775,1.2625,0.0413,2.4488,1.2465,-0.0611,0.0083,0.6194,2.1759,2.2489,-0.0109,0.2936,-0.0086,1.9595,0.0788,-0.043,0.1713,0.1259,-0.0506,-0.1705,-0.1189,0.1443,1.5415,0.3242,0.1181,1.2001,-0.0866,0.9656,0.9315,1.203,0.0406,0.1513,-0.1772,0.1204,1.7686,-0.0456,-0.0364,0.3151,-0.0073,-0.1022,0.4411,-0.0781,2.0529,0.0739,0.0163,1.0939,0.4378,0.1008,-0.1478,-0.0086,0.3051,0.0235,0.5447,0.5262,0.2675,-0.098,-0.0458,-0.007,-0.0603,0.245,-0.0984,0.0615,-0.061,-0.0932,-0.0076,-0.1285,0.1729,0.0474,Control
Utah__A03,-0.1673,-0.122,0.4099,0.053,0.0216,-0.1298,1.2202,-0.1333,-0.0802,-0.053,-0.0919,0.0054,0.6756,0.1318,0.3844,1.4116,0.0051,2.7206,1.607,0.0376,0.0051,0.8381,2.3183,2.2641,0.0023,0.3779,-0.0387,2.1622,0.0477,-0.0548,0.2163,0.1606,-0.0689,-0.2189,-0.0448,0.0886,1.8007,0.3994,0.0576,1.268,-0.0897,1.1454,1.0148,1.3675,0.0182,0.2451,-0.1821,0.0767,2.0648,-0.0422,0.0278,0.4403,-0.0586,-0.1292,0.7211,-0.0242,2.233,0.1569,0.0486,1.1357,0.5438,0.2119,-0.1392,0.0386,0.3941,0.0103,0.7731,0.6417,0.3657,-0.0937,0.004,0.0189,-0.0833,0.2836,-0.0769,0.1448,-0.0057,-0.1014,3e-04,-0.1408,0.1881,0.089,Control
Utah__A04,-0.1088,-0.1764,0.3598,0.1262,0.2406,-0.1021,1.3697,-0.0831,0.116,-0.1461,-0.0847,0.0835,1.0935,0.1578,0.1908,1.5515,0.0819,2.7136,1.3644,-0.0252,-0.0112,0.6282,2.3751,2.7493,0.0308,0.3591,-0.0408,2.0598,0.0757,-0.0314,0.2024,0.16,-0.0451,-0.1642,-0.0369,0.0668,1.4025,0.3518,0.1367,1.2616,-0.1042,1.1047,1.0501,1.2018,-0.0098,0.2315,-0.0801,0.1895,1.9505,-0.0549,0.0424,0.2977,-0.0514,-0.1218,0.3564,-0.0801,2.1844,0.0657,0.1175,1.1965,0.3481,0.1667,-0.0323,-0.0911,0.3519,0.1435,0.5301,0.6429,0.3292,-0.0914,-0.0284,-0.0234,-0.0647,0.276,-0.0715,0.149,-0.0394,-0.0818,-0.0534,-0.1283,0.22,0.0545,Control
Utah__A05,-0.1321,-0.1191,0.544,0.0489,0.1174,-0.0711,1.3595,-0.1061,0.0277,-0.084,-0.034,0.0837,0.9261,0.1263,0.1792,2.113,0.0278,2.5734,1.6749,0.027,-0.023,0.8469,2.221,2.9795,0.014,0.5358,-0.0195,1.8728,0.0786,-0.043,0.2232,0.1235,-0.0101,-0.1471,-0.069,-0.0012,1.7639,0.4425,0.0489,1.3124,-0.101,1.2401,1.1841,1.4364,-0.0172,0.2196,-0.1327,0.1782,2.0435,-0.0608,0.1068,0.2758,-0.0487,-0.1283,0.6528,0.0361,2.5268,0.0409,0.0159,1.2454,0.3701,0.0603,-0.0287,-0.0518,0.5392,0.1187,0.6365,0.6857,0.3843,-0.0855,-0.001,-0.0374,-0.0803,0.2728,-0.0801,0.1243,-0.0071,-0.0564,-0.0237,-0.1208,0.1727,0.1252,Control
Utah__A06,-0.1196,-0.0823,0.3382,-0.0891,-0.0095,-0.1279,1.2009,-0.1143,0.0692,-0.1007,-0.0936,-0.0531,1.1128,0.0459,0.14,1.6991,-0.0321,2.2651,1.5112,-0.0378,0.0884,0.7154,2.0446,2.6063,-0.0488,0.3588,-0.0715,1.5727,-0.0182,-0.05,0.0905,0.113,-0.0637,-0.2256,-0.0058,0.0854,1.6505,0.389,0.0857,1.1944,-0.1136,1.0389,1.0201,1.3842,0.0173,0.136,-0.1502,0.0036,1.8446,-0.0691,0.0218,0.3228,-0.0652,-0.1277,0.4262,-0.0195,2.0798,0.0736,0.0485,1.1742,0.4186,0.1193,-0.1935,-0.045,0.2998,0.1544,0.6046,0.6044,0.3162,-0.0996,-0.0139,-0.0336,-0.0754,0.1174,-0.115,0.0798,0.0072,-0.0765,-0.0201,-0.1708,0.1083,0.0485,Control
Utah__A07,-0.1294,-0.1485,0.3858,-0.0358,0.1048,-0.1392,1.1493,-0.1248,0.0264,-0.0984,-0.0679,0.2383,1.1635,0.0919,0.1993,1.3328,-0.0051,2.7412,1.5123,-0.0658,0.0288,0.8005,2.4763,2.3361,-0.0686,0.3598,-0.0161,1.89,0.0552,-0.0333,0.1908,0.1043,-0.0685,-0.1927,-0.0732,0.0864,1.6555,0.586,0.1805,1.3474,-0.0605,1.2588,1.0802,1.3571,0.0437,0.1113,-0.226,0.0758,1.8021,-0.0626,-0.0457,0.3761,-0.0182,-0.1137,1.147,-0.1456,2.1037,0.0618,-0.0304,1.1316,0.4733,0.1616,-0.1039,0.0324,0.4013,0.1829,0.7195,0.582,0.3787,-0.1374,-0.0348,-0.0223,-0.0813,0.1921,-0.1109,0.0211,-0.0043,-0.1674,0.0264,-0.1575,0.1808,0.0616,Control
Utah__A08,-0.1508,-0.1638,0.2771,0.0191,-0.1431,-0.1234,0.9581,-0.098,0.0339,-0.0805,-0.0714,0.1461,1.5957,0.048,0.1227,0.6743,0.0318,3.0853,1.3905,-0.0145,-0.0232,0.7734,2.328,1.4609,-0.0082,0.2332,-0.0846,1.6864,0.0493,-0.0519,0.064,0.0945,-0.0584,-0.1535,-0.042,0.1151,1.6318,0.5881,0.1514,1.4309,-0.134,0.9561,1.1358,1.1382,-0.0066,0.1028,-0.1802,0.047,1.5964,-0.1012,-0.0208,0.317,-0.0907,-0.1462,1.1858,-0.1075,1.7967,0.0458,0.106,0.8875,0.2487,0.1807,-0.173,-0.0849,0.4729,0.0503,0.7616,0.6888,0.7504,-0.0768,0.0145,-0.0907,-0.13,0.1797,-0.0906,0.1044,0.031,-0.1331,-0.0034,-0.1243,0.1076,0.015,Control
Utah__A09,-0.0743,-0.1012,0.3301,0.0282,0.1257,-0.1174,1.1763,-0.0975,-0.0867,-0.0972,-0.0975,0.1333,1.3058,0.0426,0.2143,1.5013,0.0419,2.8347,1.3587,0.007,-0.0099,0.638,2.5756,2.6827,-0.0276,0.3951,-0.038,1.9861,0.0366,-0.0517,0.1978,0.0563,-0.0935,-0.1731,-0.0634,0.0694,1.6269,0.495,0.1935,1.2799,-0.0669,1.0507,0.9678,1.2302,0.0309,0.1088,-0.1748,-0.0021,1.768,-0.0605,-0.035,0.248,-0.0619,-0.1063,1.0106,-0.0949,2.0877,0.065,0.0338,1.0418,0.3534,0.1986,-0.0937,-0.0092,0.4184,-0.0476,0.612,0.6106,0.3908,-0.0921,-0.0462,0.0108,-0.1073,0.1652,-0.1048,0.1476,-0.0269,-0.1098,0.0147,-0.1558,0.1292,0.0596,Control
Utah__A10,-0.1321,-0.1262,0.3513,0.0205,0.023,-0.0927,1.2348,-0.084,0.0572,-0.0583,-0.0678,-0.0405,0.9855,0.1278,0.2879,1.7771,0.0321,2.9349,1.5221,-0.0123,-0.0353,0.8217,2.7093,2.8517,-0.0196,0.4342,-0.027,1.952,0.013,-0.0488,0.0934,0.103,-0.0709,-0.1331,-0.0478,-5e-04,1.6482,0.5315,0.1194,1.4463,-0.1587,1.1349,1.2427,1.2244,0.0034,0.2073,-0.17,0.1234,1.821,-0.0679,0.016,0.5436,0.0038,-0.1013,1.0871,-0.0137,2.136,0.0906,0.0508,1.1061,0.4561,0.1705,-0.0885,-0.0635,0.5222,0.1023,0.7365,0.6928,0.3885,-0.0951,-0.005,-0.0769,-0.0905,0.3265,-0.085,0.1458,0.0032,-0.1139,-0.0046,-0.1254,0.2776,0.0699,Control
