@relation data

@attribute id string
@attribute 10018 numeric
@attribute 10451 numeric
@attribute 11214 numeric
@attribute 121512 numeric
@attribute 1894 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 23229 numeric
@attribute 23263 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 23385 numeric
@attribute 23421 numeric
@attribute 25791 numeric
@attribute 26230 numeric
@attribute 26574 numeric
@attribute 27018 numeric
@attribute 27237 numeric
@attribute 29 numeric
@attribute 393 numeric
@attribute 4168 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 51107 numeric
@attribute 55851 numeric
@attribute 5599 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 572 numeric
@attribute 57449 numeric
@attribute 57580 numeric
@attribute 5879 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 6453 numeric
@attribute 64857 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7074 numeric
@attribute 7189 numeric
@attribute 7204 numeric
@attribute 7314 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7531 numeric
@attribute 83464 numeric
@attribute 835 numeric
@attribute 836 numeric
@attribute 84033 numeric
@attribute 8874 numeric
@attribute 8878 numeric
@attribute 89846 numeric
@attribute 8997 numeric
@attribute 9181 numeric
@attribute 9459 numeric
@attribute 9500 numeric
@attribute 9826 numeric
@attribute 9828 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9735,0.7425,1.5216,0.7102,0.4755,1.0851,-0.0019,0.5273,0.1208,0.7327,1.2237,1.0779,0.5503,-0.139,0.0099,1.1399,0.8092,-0.0379,0.5139,1.3306,-0.0545,-0.0474,-0.1504,-0.058,1.5078,1.5127,1.2265,1.4087,1.146,0.1951,0.2409,0.0122,1.4222,0.6575,-0.0688,0.6953,0.1631,0.5974,1.1256,1.3471,0.6383,0.8372,0.3698,0.6845,1.4581,0.2058,0.8902,1.0923,1.4754,1.208,0.2759,0.7843,1.5659,1.1624,-0.0046,1.0707,1.5416,0.5473,0.7329,-0.0276,Control
Utah__A02,0.6231,0.6141,1.272,0.4963,0.2724,1.1176,-0.016,0.3162,3e-04,0.7351,0.8059,1.1016,0.2863,-0.017,0.0494,0.95,0.6295,0.0522,0.409,1.0664,-0.0921,-0.0102,-0.1224,-0.0237,1.2978,1.3364,0.9696,0.986,0.9651,0.225,0.1478,0.0298,1.2473,0.5148,-0.1071,0.3109,0.0557,0.3613,0.9005,1.2046,0.4928,0.7679,0.3411,0.7725,1.3267,0.1294,0.6649,0.7875,1.1067,1.1875,0.1669,0.576,1.477,0.8958,-0.0132,0.8996,1.3465,0.3117,0.642,-0.0411,Control
Utah__A03,0.9551,0.7071,1.5447,0.8578,0.5856,1.3784,-0.0114,0.4084,0.0405,0.8563,1.0021,1.1809,0.4734,-0.0125,0.095,1.1417,0.7136,-0.0069,0.5991,1.2716,-0.0045,-0.0147,-0.072,-0.0329,1.5661,1.4853,1.3039,1.223,1.2426,0.3419,0.1867,-0.0071,1.5264,0.7441,-0.097,0.1855,0.1826,0.6048,1.1275,1.3774,0.6048,0.9336,0.4223,0.8244,1.5584,0.2767,0.6936,0.996,1.314,1.3243,0.1452,0.6996,1.6498,1.0119,-0.0359,1.0874,1.5563,0.3682,0.8462,-0.0081,Control
Utah__A04,0.8267,0.6626,1.3096,0.3194,0.282,0.9668,0.0047,0.348,0.0883,0.6639,0.9954,1.0841,0.4163,-0.0227,0.0258,1.0029,0.7996,0.0607,0.462,1.1999,-0.0554,0.0577,-0.0207,0.0241,1.2819,1.5008,1.0917,0.9854,0.9418,0.1369,0.2507,0.093,1.3936,0.4666,-0.0587,0.4574,0.0597,0.4683,1.028,1.2203,0.4625,0.7944,0.3611,0.6344,1.2953,0.1457,0.6137,0.7543,1.2642,1.1111,0.2113,0.5559,1.6038,0.9937,-8e-04,0.9732,1.4426,0.3282,0.5759,-0.0185,Control
Utah__A05,0.9157,0.8422,1.5116,0.7327,0.5184,1.4341,-0.0129,0.4232,0.1206,0.969,1.0186,1.3485,0.4251,-0.0465,0.0198,1.1201,1.0584,0.0924,0.6027,1.251,-0.0274,-8e-04,-0.0448,0.0171,1.4029,1.7187,1.3683,1.1338,1.1607,0.3599,0.3108,0.1117,1.5384,0.6929,-0.0828,0.32,0.1864,0.6046,1.0464,1.3739,0.6069,0.8518,0.458,0.7355,1.5629,0.2226,0.7716,1.1235,1.3748,1.4127,0.1429,0.6688,1.6731,1.0658,-0.0264,1.1696,1.5753,0.3946,0.8211,0.0289,Control
Utah__A06,0.8774,0.7814,1.4445,0.7925,0.3628,1.2141,-0.0586,0.482,0.0027,0.7818,0.9031,1.1112,0.5096,-0.0797,0.0405,1.0313,0.6245,0.0107,0.5015,1.205,-0.0601,-0.0398,-0.1887,-0.0796,1.344,1.4081,1.1857,1.1657,1.0958,0.1846,0.2291,-0.026,1.4343,0.5468,-0.1069,0.4089,0.2008,0.3881,0.8852,1.3309,0.5818,0.7749,0.3673,0.8108,1.4198,0.1567,0.5942,0.9081,1.1999,1.1328,0.1533,0.6257,1.6117,1.0067,-0.0218,0.9739,1.4881,0.3891,0.7549,-0.0249,Control
Utah__A07,0.8414,0.9221,1.6952,0.9891,0.4639,1.2266,-0.0415,0.5026,0.0494,0.7097,0.986,1.1791,0.5353,-0.0108,0.0817,1.1573,0.8353,0.0167,0.5112,1.2345,-0.0152,0.0403,-0.1494,-0.0107,1.5518,1.4192,1.1081,1.3766,1.2707,0.2226,0.2349,0.0457,1.5349,0.7206,-0.0835,0.5292,0.1953,0.3959,1.1765,1.4837,0.7083,0.9329,0.5693,0.5046,1.4343,0.213,0.7971,1.1963,1.4381,1.3997,0.1919,0.7466,1.5527,1.0648,2e-04,1.1295,1.6218,0.4628,0.8182,-0.0425,Control
Utah__A08,1.0319,1.0787,1.7928,0.8603,0.345,1.1483,0.0106,0.6528,0.0821,0.6115,1.1262,1.0703,0.4924,-0.168,0.0698,1.1618,0.5946,-0.1112,0.5273,1.1778,0.0209,0.0402,-0.112,-0.0595,1.8807,1.2567,0.7971,1.5009,1.2327,0.1447,0.086,-0.0116,1.5114,0.8123,-0.0833,0.8226,0.1632,0.4785,1.467,1.4271,0.6968,0.8298,0.5881,0.6334,1.3268,0.2066,0.8175,0.966,1.4233,1.0162,0.1857,0.9115,1.3923,1.1107,-0.0375,1.0588,1.6025,0.5929,0.7224,-0.0405,Control
Utah__A09,0.8154,0.6469,1.7289,0.8719,0.2809,1.0822,-0.0549,0.481,0.0896,0.8489,0.9878,0.9719,0.3506,-0.048,0.0685,1.1744,0.9153,0.1006,0.5283,1.23,-0.0614,0.0405,-0.0616,-0.0065,1.4702,1.3887,1.0649,1.3752,1.1392,0.1771,0.207,0.058,1.5285,0.5927,-0.071,0.5396,0.1282,0.4632,0.9988,1.3188,0.5978,0.7673,0.4487,0.5004,1.4492,0.1954,0.64,1.0193,1.3458,1.0099,0.198,0.7337,1.4725,1.1172,0.0084,0.948,1.6562,0.5035,0.6424,-0.029,Control
Utah__A10,0.9358,1.017,1.7496,0.9731,0.4482,1.2129,-0.0266,0.5167,0.0609,0.9036,0.9439,1.1738,0.4935,-0.082,-0.0058,1.1182,0.9464,-0.0282,0.5072,1.133,-0.0197,-0.0079,-0.0292,-0.0672,1.71,1.4046,1.023,1.2385,1.2312,0.2048,0.2064,0.0239,1.614,0.7228,-0.08,0.4315,0.0889,0.3967,1.3316,1.3713,0.6328,0.9506,0.4758,0.4407,1.3221,0.1595,0.768,1.0683,1.4704,1.2126,0.0779,0.7576,1.5478,1.0674,-0.0442,1.0731,1.6396,0.5036,0.7579,-0.0179,Control
Utah__A11,0.6111,0.6844,1.4654,0.6292,0.1932,0.6396,-0.0343,0.5547,-0.0029,0.6809,0.8744,0.8062,0.2645,-0.1129,-0.0093,1.1144,0.599,-0.0015,0.4429,1.0288,-0.0309,0.0184,-0.0693,-0.1125,1.1875,1.0294,1.0755,1.1692,0.9938,0.0981,0.1519,-0.0688,1.4626,0.4368,-0.0364,0.254,0.1239,0.4441,0.7415,1.1993,0.5126,0.774,0.3072,0.5305,1.1818,0.1644,0.6664,0.8855,0.9624,0.8471,0.0468,0.6154,1.1875,0.9008,-0.0785,0.7149,1.4393,0.4898,0.4326,-0.0397,Control
Utah__A12,0.5205,0.5006,0.9062,0.2095,0.0848,0.5002,-0.0263,0.2433,0.0493,0.6525,0.5117,0.7099,0.2998,-0.0263,0.0838,0.6548,0.7108,0.0712,0.2285,0.6827,-0.1206,0.0649,-0.1383,-0.0081,0.9264,1.1261,0.8539,0.7211,0.5465,0.2094,0.0625,0.004,0.9045,0.3242,-0.0871,0.2735,0.0358,0.1831,0.5292,0.783,0.2568,0.4296,0.2747,0.4607,0.8083,0.0781,0.4396,0.4838,0.7614,0.8752,0.1785,0.4423,1.1413,0.5881,0.0851,0.5394,1.0363,0.2223,0.3593,-0.0663,Control
Utah__B01,0.9922,0.6343,1.3356,0.5494,0.1826,0.7486,-0.1036,0.5343,-0.0877,0.5734,0.8423,0.9844,0.7031,-0.1427,0.1824,1.0311,0.3484,-0.2262,0.3344,1.0713,-0.1023,0.0463,-0.3335,-0.162,1.3435,1.3528,0.704,1.4726,0.9784,0.2139,-0.0285,-0.1877,1.1541,0.7893,-0.074,0.7028,0.1134,0.2599,0.9141,1.2709,0.5186,0.7244,0.3638,0.4343,1.087,0.0625,0.7183,0.9777,1.2827,0.8695,0.1725,0.7278,1.5126,0.9512,0.0815,0.8945,1.4129,0.533,0.6015,-0.1095,Control
Utah__B02,0.9058,0.6075,1.3055,0.4843,0.2907,1.1592,-0.0135,0.4738,0.0718,0.592,0.9913,1.201,0.5373,-0.0531,0.0571,1.1401,0.7717,0.0148,0.5005,1.4106,-0.0451,-0.0082,-0.0925,-0.0522,1.4206,1.7628,1.0838,1.2781,1.1548,0.2357,0.2533,-0.0076,1.4046,0.7121,-0.05,0.5369,0.1172,0.5074,0.8807,1.2116,0.5109,0.9004,0.3403,0.6361,1.4899,0.1689,0.7129,0.9408,1.3611,1.1304,0.2383,0.6543,1.9206,1.1205,-0.0182,1.1233,1.4995,0.4927,0.639,-0.0054,Control
Utah__B03,0.945,0.6513,1.3719,0.5162,0.2918,0.9066,-0.0322,0.4587,-0.0012,0.3546,0.8923,1.0962,0.4278,-0.1127,0.0527,1.0808,0.3149,-0.0861,0.417,1.2156,-0.1016,0.0545,-0.1388,-0.1373,1.4391,1.564,1.0029,1.2859,1.0382,0.1653,0.1479,-0.0501,1.3718,0.7853,-0.0521,0.4822,0.1584,0.4133,0.9276,1.2222,0.5311,0.9167,0.3284,0.541,1.3318,0.137,0.6287,0.9256,1.3796,1.0343,0.1068,0.697,1.6844,1.0152,8e-04,0.9203,1.4927,0.4938,0.601,-0.0393,BRCACancer
Utah__B04,0.9924,0.996,1.7786,0.9346,0.3189,1.2797,-0.0459,0.4496,0.0114,0.6939,0.9663,0.9886,0.4692,-0.0535,0.0627,0.9994,0.5111,-0.0442,0.5973,1.1228,-0.1089,-0.0157,-0.1762,-0.0571,1.7644,1.1088,0.5692,1.159,1.2182,0.0539,0.0771,-0.0285,1.585,0.863,-0.1307,0.5212,0.1116,0.4822,1.4335,1.2706,0.554,0.7801,0.7023,0.5802,1.1977,0.2145,0.7897,0.847,1.4498,1.014,0.1807,0.8098,1.4138,1.0566,-0.0486,1.1185,1.3674,0.4705,0.638,-0.0795,BRCACancer
Utah__B05,0.7799,0.5956,1.2951,0.5209,0.2048,0.9697,-0.0637,0.3622,-0.0193,0.554,0.8663,0.9988,0.3395,-0.0163,0.1456,0.9348,0.5573,-0.0022,0.4125,1.1585,-0.1724,0.062,-0.1706,-0.0256,1.2033,1.1652,1.0823,1.0395,0.985,0.1982,0.1261,0.0022,1.3102,0.5003,-0.1052,0.3521,0.071,0.4417,0.7814,1.2163,0.4068,0.815,0.3316,0.6688,1.2595,0.133,0.6032,0.9666,1.0831,1.108,0.1653,0.6038,1.4477,0.9225,0.0222,0.8393,1.2676,0.4343,0.4604,-0.0519,BRCACancer
Utah__B06,0.7306,0.6183,1.1602,0.4219,0.0877,0.8446,-0.1975,0.4991,-0.2134,0.4391,0.5352,0.8378,0.3446,-0.2357,0.1111,0.696,0.1279,-0.2151,0.1179,0.87,-0.1604,0.1179,-0.3898,-0.1463,1.067,0.9348,0.4022,0.9915,0.6141,0.0426,-0.0875,-0.2182,1.046,0.5144,-0.1699,0.34,0.0562,0.0859,0.7812,1.0038,0.3215,0.5795,0.2748,0.3067,0.9022,-0.0987,0.4387,0.6619,0.9238,0.9311,-0.0069,0.5647,1.1932,0.7056,0.0895,0.6323,1.1956,0.3061,0.4812,-0.2571,BRCACancer
Utah__B07,0.9591,0.7917,1.5153,0.5668,0.4151,1.2939,-0.0726,0.5621,0.0167,0.7265,1.0272,1.1315,0.5137,-0.056,0.0233,1.0919,0.6208,0.0636,0.5369,1.4354,0.0013,0.0161,-0.1633,-0.0246,1.6662,1.5723,0.9732,1.4248,1.1524,0.1888,0.1931,0.0312,1.4867,0.7406,-0.1092,0.421,0.0937,0.6356,1.1751,1.3281,0.4455,0.8628,0.3268,0.5137,1.4873,0.1461,0.7794,1.0033,1.5411,1.2236,0.1895,0.7238,1.7703,1.1474,-0.009,1.2296,1.606,0.5008,0.6755,-0.0561,BRCACancer
Utah__B08,0.5249,0.4604,1.2921,0.6378,0.2658,1.029,-0.0039,0.3852,0.0665,0.9911,0.9302,0.9267,0.5153,-0.0796,0.0058,1.0323,0.8948,0.0596,0.4699,1.2563,-0.0422,-0.0664,-0.0473,-0.0606,1.1996,1.3906,1.1935,1.0959,1.0968,0.116,0.2705,-0.0022,1.3431,0.5019,-0.0729,0.3126,0.1291,0.4868,0.7597,1.3019,0.5559,0.8182,0.2449,0.6776,1.3949,0.1723,0.7981,0.9755,1.169,1.1212,0.1016,0.6231,1.4579,0.9819,-0.0358,0.9287,1.4707,0.3539,0.5494,0.0752,Control
Utah__B09,0.9052,1.0258,1.7598,0.7726,0.1354,0.8201,-0.0254,0.4437,0.0462,0.9128,1.0852,0.743,0.649,-0.114,-0.0043,1.0494,0.5416,-0.0307,0.5589,1.1469,-0.0138,-0.0081,-0.1441,-0.1278,1.588,0.9219,0.4361,1.1094,1.1211,0.0629,0.0705,-0.0673,1.4773,0.6642,-0.0931,0.5217,0.1325,0.3989,1.2186,1.2673,0.4517,0.6896,0.5477,0.6418,1.06,0.1857,0.7986,0.8733,1.242,0.9357,0.1331,0.8325,1.4196,1.0223,-0.0074,0.7792,1.3556,0.4736,0.4902,-0.0651,Control
Utah__B10,0.702,0.8297,1.5589,0.7391,0.173,0.8779,-0.0591,0.3526,-0.0299,0.5953,0.6969,0.9143,0.3377,-0.0801,0.033,0.8968,0.2913,0.014,0.4032,0.8707,-0.0933,0.0295,-0.1474,-0.0656,1.5511,1.0827,0.6772,0.9404,0.9895,0.0672,0.0864,-0.0361,1.3926,0.8311,-0.0712,0.3756,0.0705,0.3047,1.0541,1.1165,0.5059,0.6789,0.4907,0.4341,0.9478,0.0534,0.6297,0.6969,1.1875,0.8552,0.1162,0.6132,1.1937,0.841,-0.0198,0.8591,1.3477,0.301,0.482,-0.0228,Control
Utah__B11,0.7951,0.6688,1.4271,0.6798,0.3343,0.8417,4e-04,0.2819,0.0439,0.7745,0.8037,0.956,0.2642,-0.0464,0.0558,0.874,0.8685,0.0495,0.445,0.9734,-0.0852,0.0174,-0.0332,-0.0173,1.2979,1.2894,1.2899,0.96,0.962,0.1948,0.2046,0.0179,1.3631,0.5887,-0.07,0.3642,0.1427,0.4917,0.949,1.2658,0.6762,0.7147,0.4054,0.5168,1.2608,0.1836,0.7146,0.8384,1.1909,0.9833,0.0938,0.6036,1.3539,0.8776,-0.0269,0.8823,1.3906,0.3681,0.6825,-0.0278,Control
Utah__B12,0.7463,0.5804,1.5681,0.6277,-0.0143,0.9072,-0.0719,0.2482,0.0379,0.3134,0.9275,0.6573,0.2823,-0.0974,-0.0209,0.6817,0.2518,0.0154,0.4574,1.0358,-0.0987,0.0081,-0.1568,-0.0069,1.3188,0.5819,0.1664,0.7719,0.933,0.0032,0.0512,-0.0417,1.2597,0.6848,-0.1351,0.424,0.0308,0.3211,1.0091,0.8422,0.4365,0.5791,0.4147,0.3986,0.7656,0.0844,0.6163,0.6035,1.1135,0.6083,0.2242,0.6535,1.1319,0.9718,-0.0279,0.7732,1.1889,0.2586,0.4122,-0.1101,Control
Utah__C01,0.8872,0.7757,1.5607,0.9452,0.328,1.5573,-0.0453,0.4556,0.0384,0.6701,1.1011,1.1963,0.3508,-0.0636,0.1246,1.0925,0.6239,0.0143,0.6728,1.4598,-0.0753,-0.0218,-0.1292,0.0083,1.3729,1.4237,1.065,1.1802,1.3062,0.1829,0.221,0.0164,1.7158,0.757,-0.1317,0.3746,0.1844,0.5909,1.0332,1.3664,0.5863,0.8392,0.5281,0.3999,1.618,0.2214,0.8988,0.9835,1.3767,0.9394,0.1551,0.7034,1.5525,1.1281,-0.0249,1.2689,1.4843,0.428,0.8779,-0.0039,BRCACancer
Utah__C02,0.7075,0.6759,1.2339,0.4191,0.3252,1.1587,-0.0178,0.3825,0.1236,0.7151,1.038,1.1789,0.5101,-0.039,0.0344,1.0395,0.9168,0.0671,0.5109,1.3794,-0.0348,0.0975,-0.0776,0.0304,1.4375,1.549,1.1573,1.0125,0.928,0.1976,0.277,0.1464,1.3997,0.5463,-0.077,0.4936,0.0515,0.552,0.9069,1.1897,0.5369,0.7556,0.3498,0.6141,1.4551,0.1404,0.7782,0.6717,1.4015,0.9703,0.2225,0.5808,1.6519,1.0696,-7e-04,1.1708,1.4139,0.3907,0.6943,0.0115,BRCACancer
Utah__C03,0.8573,0.7069,1.4696,0.525,0.4195,1.4969,-0.0171,0.4618,0.0557,0.7888,1.0367,1.2436,0.4491,0.0019,0.0647,1.0479,0.5761,0.0986,0.6677,1.6979,0.0095,0.0361,-0.1299,0.0218,1.6701,1.6592,1.0814,1.2277,1.0819,0.3124,0.3606,0.113,1.7108,0.7605,-0.0963,0.4533,0.052,0.7475,1.1291,1.3069,0.5643,1.0042,0.4024,0.6936,1.6655,0.205,0.7988,0.9035,1.4666,1.2113,0.2882,0.6697,1.8908,1.2803,-0.0188,1.4341,1.4045,0.3801,0.8203,-0.0358,BRCACancer
Utah__C04,0.517,0.312,1.0559,0.3247,0.1011,0.6368,-0.015,0.1983,0.063,0.8025,0.805,0.8399,0.1861,-0.0358,0.0206,0.7462,0.8445,0.0299,0.431,1.1292,-0.0809,0.1097,-0.0417,-0.028,0.7554,0.8444,0.8784,0.7169,0.7026,-0.01,0.2397,0.072,1.2231,0.409,-0.0688,0.2429,0.0229,0.4314,0.4603,0.9061,0.3271,0.5949,0.1765,0.5745,1.0481,0.1174,0.5334,0.6131,0.7773,0.6798,0.1376,0.4019,1.2092,0.8156,-0.044,0.6225,1.1357,0.2352,0.423,0.0232,Control
Utah__C05,0.4891,0.395,1.0685,0.3541,0.1331,0.813,0.0093,0.2341,0.0165,0.3596,0.7671,0.9549,0.1994,-0.0232,0.0036,0.6625,0.4008,0.0691,0.3914,1.088,-0.0608,0.0552,-0.0786,-0.026,0.9506,1.046,0.9439,0.6878,0.7613,0.0966,0.0823,0.1155,1.1774,0.4719,-0.0854,0.2557,0.0092,0.344,0.4962,0.9784,0.3233,0.7867,0.245,0.629,0.9979,0.1154,0.4452,0.5332,0.834,0.7172,0.1377,0.3775,1.1815,0.8222,-0.047,0.7703,1.1111,0.2337,0.495,0.0224,BRCACancer
Utah__C06,0.1592,0.09,0.4684,-7e-04,-0.154,0.091,0.0347,0.0649,0.0585,0.1325,0.3618,0.1422,-0.0413,-0.0711,0.0528,0.384,0.2043,0.0718,0.2236,0.5362,-0.1414,0.0413,-0.1419,-0.0813,0.2771,0.2205,0.2436,0.1558,0.2707,-0.0655,0.1031,-0.0639,0.6047,0.0209,0.0457,0.025,-0.0212,0.181,0.0704,0.214,0.0632,0.2052,0.1322,0.6,0.2261,0.1173,0.4128,0.1588,0.317,0.2638,0.0723,0.2021,0.6132,0.3178,-0.0233,0.2159,0.3023,0.0378,0.086,0.0766,Control
Utah__C07,0.51,0.492,1.1911,0.3335,0.1772,0.666,-0.0242,0.3622,0.0275,0.7752,0.799,0.958,0.3394,-0.0222,-0.0326,0.7844,0.619,0.1046,0.4058,1.0031,-0.076,0.0114,-0.0674,-0.0023,1.1131,1.2171,0.8902,0.8201,0.8187,0.1364,0.2168,0.0485,1.2239,0.4022,-0.0491,0.2421,0.0424,0.4284,0.6274,1.04,0.328,0.6435,0.2454,0.3876,1.1224,0.0942,0.4955,0.6019,0.9982,0.8175,0.1502,0.3907,1.405,0.7828,-0.0199,0.7814,1.1755,0.2721,0.4269,-0.0318,Control
