@relation data

@attribute id string
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 51733 numeric
@attribute 53354 numeric
@attribute 55229 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 60490 numeric
@attribute 60496 numeric
@attribute 79646 numeric
@attribute 79717 numeric
@attribute 80025 numeric
@attribute 80347 numeric
@attribute 8875 numeric
@attribute 8876 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.7349,-0.1798,-0.0316,0.1442,0.0188,0.1033,0.7968,0.1703,0.3617,0.4272,1.4164,1.4349,1.4844,1.2535,0.9417,2.1258,0.6371,Control
Utah__A02,0.4553,-0.1612,-0.0643,0.2002,0.0624,-0.0114,0.6412,0.2018,0.1259,0.2396,1.036,1.4098,1.4059,1.1691,0.7446,1.5775,1.0398,Control
Utah__A03,0.6798,-0.1854,-0.0667,0.1415,-0.0019,0.0444,0.7531,0.3026,0.2429,0.4843,1.2451,1.4026,1.3777,1.3742,0.9751,1.5278,0.8641,Control
Utah__A04,0.5019,-0.1616,0.025,0.0763,0.0436,0.0438,0.6709,0.2377,0.2634,0.4152,1.052,1.4019,1.5936,1.0656,0.8074,2.0929,0.8875,Control
Utah__A05,0.7361,-0.1165,0.0171,0.1467,0.1049,0.0911,0.7691,0.4125,0.3047,0.4411,1.2055,1.5989,1.5724,1.2735,0.9996,1.9115,0.8654,Control
Utah__A06,0.5898,-0.1842,0.0374,0.0631,0.1133,0.0018,0.6501,0.2831,0.2073,0.3828,1.1048,1.3511,1.3887,1.1502,0.8647,2.1563,1.122,Control
Utah__A07,1.055,-0.1585,-0.0311,0.0449,-0.068,0.0389,0.6746,0.3572,0.2755,0.3621,1.3552,1.5116,1.5359,1.3359,0.8638,1.6177,0.9094,Control
Utah__A08,1.2948,-0.1724,-0.078,0.164,-0.0354,0.0304,0.6194,0.3079,0.2106,0.3351,1.0489,1.3837,1.3601,1.1575,0.7142,1.2503,0.7958,Control
Utah__A09,1.0299,-0.1208,-0.0735,0.0651,0.1255,0.0617,0.6432,0.2767,0.2089,0.4273,1.2394,1.2845,1.1755,1.1542,0.8042,1.4521,0.478,Control
Utah__A10,1.2742,-0.0806,-0.0452,0.053,0.0149,0.1199,0.6206,0.1952,0.2347,0.421,1.2257,1.5668,1.3717,1.1519,0.7509,2.1926,0.8451,Control
Utah__A11,0.5689,-0.1762,-0.0851,0.0649,0.1486,0.0134,0.5328,0.1202,0.1659,0.3103,1.2055,1.0557,1.0949,1.0717,0.7195,1.1492,0.7938,Control
Utah__A12,0.3336,-0.1945,-0.0675,0.22,0.149,-0.114,0.4526,-0.0632,0.0074,0.0725,0.6457,0.8763,0.9712,0.5989,0.5284,1.0613,0.8269,Control
Utah__B01,0.7377,-0.208,-0.0956,0.0265,0.1293,-0.0621,0.547,0.0143,0.0229,0.2361,1.1816,1.2393,1.3924,1.1678,0.6373,1.5886,0.4748,Control
Utah__B02,0.5578,-0.138,-0.0295,0.0551,0.0945,0.0241,0.7869,0.2428,0.315,0.4592,1.3212,1.4071,1.6293,1.2732,0.9887,1.9693,0.7321,Control
Utah__B03,0.694,-0.1776,-0.0363,0.0234,0.2101,0.008,0.6336,0.2218,0.1702,0.2741,1.2731,1.3874,1.4865,1.2386,0.775,1.9774,0.5537,BRCACancer
Utah__B04,1.2519,-0.1886,-0.0972,0.0726,-0.0767,0.0315,0.6822,0.0911,0.1129,0.4075,0.6337,1.2811,1.0653,1.1798,0.5739,1.0562,0.3231,BRCACancer
Utah__B05,0.4325,-0.2466,-0.0479,0.111,-0.0291,-0.0665,0.5826,0.2048,0.11,0.369,0.8254,1.0527,1.2549,1.1134,0.7073,0.7857,1.2502,BRCACancer
Utah__B06,0.5491,-0.2146,-0.0611,0.1288,-0.0108,-0.1324,0.4231,-0.0232,-0.126,-0.1127,0.7579,0.9686,1.266,0.9914,0.4546,1.5352,0.8738,BRCACancer
Utah__B07,0.6273,-0.1482,-0.0262,0.1105,-0.0086,0.1275,0.8765,0.193,0.2374,0.2767,1.254,1.4403,1.6018,1.47,0.8999,2.0542,0.5189,BRCACancer
Utah__B08,0.3793,-0.0973,-0.0454,-0.0031,0.1752,0.0639,0.6487,0.2386,0.2434,0.2974,1.3512,1.321,1.5178,1.3174,0.9146,1.2202,0.6792,Control
Utah__B09,1.0107,-0.1878,-0.067,0.0394,0.1234,-0.0028,0.5368,0.1016,-0.047,0.2785,0.5191,1.146,1.0232,1.0085,0.4723,0.8261,0.4161,Control
