@relation data

@attribute id string
@attribute 10026 numeric
@attribute 128869 numeric
@attribute 1725 numeric
@attribute 1984 numeric
@attribute 2147 numeric
@attribute 2155 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 23556 numeric
@attribute 2621 numeric
@attribute 2677 numeric
@attribute 284098 numeric
@attribute 5045 numeric
@attribute 51227 numeric
@attribute 51604 numeric
@attribute 5277 numeric
@attribute 5279 numeric
@attribute 5281 numeric
@attribute 5283 numeric
@attribute 5329 numeric
@attribute 54344 numeric
@attribute 54872 numeric
@attribute 54965 numeric
@attribute 55650 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56648 numeric
@attribute 80031 numeric
@attribute 80055 numeric
@attribute 83475 numeric
@attribute 84720 numeric
@attribute 8733 numeric
@attribute 8813 numeric
@attribute 8818 numeric
@attribute 8858 numeric
@attribute 9091 numeric
@attribute 93183 numeric
@attribute 94005 numeric
@attribute 9487 numeric
@attribute 9488 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.2318,0.4472,1.2008,0.8108,-0.0838,-0.0505,-0.1383,0.0181,1.0494,0.0681,0.7416,0.9566,1.0653,0.5968,0.9527,1.2773,0.7241,0.6579,0.4203,0.9711,0.9595,0.7148,0.8459,0.8656,0.0927,0.2619,0.5688,-0.1207,0.8691,0.1087,0.769,0.5745,1.529,0.8148,-0.0364,0.2699,0.9697,0.8375,0.4605,1.1053,Control
Utah__A02,0.8923,0.221,0.8761,0.591,-0.0682,-0.0046,-0.0906,0.0605,0.7508,0.0367,0.5509,0.5124,0.8211,0.4604,0.7976,0.8785,0.5065,0.542,0.2408,0.7606,1.0232,0.4829,0.723,0.6946,0.1456,0.2659,0.4913,-0.1647,0.3406,0.044,0.505,0.4913,1.2702,0.6594,-0.014,0.1315,0.5561,0.6803,0.1068,0.8429,Control
Utah__A03,0.9682,0.2806,1.0346,0.798,-0.0986,0.0117,-0.1462,0.0732,0.8944,0.1345,0.6874,0.4824,1.2992,0.4477,1.1218,1.0927,0.6757,0.7083,0.323,1.0196,1.0004,0.6258,0.8534,0.8643,0.1677,0.2831,0.5851,-0.2019,0.4828,0.1812,0.6465,0.6425,1.345,0.8631,0.1541,0.2508,0.7115,0.856,0.2136,1.0422,Control
Utah__A04,1.0363,0.3114,0.9422,0.7779,-0.0334,0.0954,-0.065,0.0192,0.617,0.059,0.5899,0.6532,1.0578,0.4975,0.8711,0.9262,0.6125,0.5411,0.1573,0.6836,1.0054,0.5288,0.6437,0.6926,0.1676,0.31,0.4352,-0.1332,0.3975,0.2391,0.592,0.7285,1.1655,0.7425,-0.0744,0.2694,0.7407,0.747,0.2029,0.7297,Control
Utah__A05,1.0554,0.3011,1.1632,0.7799,-0.059,0.0425,-0.1177,0.0502,0.8243,0.1411,0.7597,0.8147,1.4702,0.4413,1.0536,1.058,0.6945,0.5237,0.3069,1.1188,1.05,0.6069,0.9005,0.8257,0.1828,0.6228,0.4698,-0.1438,0.3692,0.2738,0.6865,0.8449,1.259,0.8749,0.0237,0.3744,0.8668,0.9872,0.2059,0.9217,Control
Utah__A06,0.8605,0.2612,1.0816,0.7271,-0.0823,-0.0278,-0.1565,0.0156,0.7556,0.028,0.7341,0.8263,1.2859,0.3845,0.9734,0.9627,0.5524,0.5542,0.2367,1.2135,0.9764,0.562,0.7606,0.7256,0.0811,0.2266,0.4549,-0.1629,0.3735,0.1306,0.6497,0.4685,1.2798,0.74,-0.0075,0.1485,0.6994,0.8277,0.1619,0.7742,Control
Utah__A07,1.0839,0.3502,1.075,0.6009,-0.0981,0.0049,-0.1232,0.0175,0.9641,0.1432,0.7525,0.7333,1.0809,0.4857,0.9158,1.036,0.6332,0.7971,0.2727,1.0149,1.0366,0.6655,0.8428,0.883,0.1768,0.3344,0.5557,-0.1813,0.427,0.2,0.6038,0.5774,1.4784,0.7146,-0.0417,0.2158,0.9462,0.827,0.3097,1.0265,Control
Utah__A08,1.1507,0.3554,0.8915,0.7064,-0.0797,0.0364,-0.206,0.0156,1.0752,0.0772,0.6272,0.5332,0.9001,0.369,0.9374,1.0613,0.5357,0.8009,0.2913,0.663,0.6912,0.7,0.7375,0.7339,0.0325,0.017,0.3827,-0.1487,0.8479,0.0467,0.6395,0.4468,1.3455,0.591,0.0418,0.1554,0.8101,0.7065,0.4694,0.8804,Control
Utah__A09,0.9612,0.3093,0.9291,0.5941,-0.1022,-0.0135,-0.1523,0.0137,0.9253,0.1023,0.5571,0.6271,0.9955,0.4084,0.8444,1.1249,0.4583,0.5799,0.2301,0.8687,0.8791,0.586,0.6455,0.7002,0.1041,0.4256,0.3711,-0.1544,0.512,0.1534,0.5308,0.5264,1.4095,0.8007,0.0187,0.1819,0.7542,0.6196,0.2624,0.8909,Control
Utah__A10,1.1493,0.3957,1.0415,0.6484,-0.0788,0.0184,-0.0884,0.0205,1.0952,0.0778,0.7393,0.4734,1.0429,0.3971,0.9589,1.0689,0.5945,0.741,0.2856,0.878,1.0216,0.6356,0.705,0.812,0.0903,0.6194,0.4952,-0.1464,0.4306,0.203,0.617,0.5705,1.3744,0.7031,0.0647,0.2579,0.7828,0.6976,0.2726,0.9723,Control
Utah__A11,0.7816,0.2697,0.991,0.4136,-0.1198,0.0243,-0.0949,0.0162,0.8414,0.0657,0.4873,0.6125,0.9622,0.4354,0.8457,1.0904,0.4343,0.4024,0.3104,0.9466,0.63,0.399,0.6692,0.6615,0.0222,0.1536,0.407,-0.1518,0.239,0.1004,0.4645,0.3574,1.4107,0.7389,0.0472,0.2004,0.6365,0.6951,0.1542,0.8852,Control
Utah__A12,0.6147,0.0804,0.4891,0.2211,-0.1108,0.0148,-0.0942,0.0715,0.4797,0.0118,0.4074,0.2353,0.645,0.2853,0.5039,0.5393,0.4284,0.2935,0.2715,0.6009,0.8738,0.3764,0.6435,0.5061,0.1953,0.3431,0.4241,-0.1701,0.1342,0.0202,0.3144,0.3527,0.9591,0.6276,0.0839,0.0055,0.1846,0.3986,0.0267,0.5306,Control
Utah__B01,1.0326,0.2008,0.971,0.8412,-0.1499,-0.1903,-0.1607,-0.1094,0.8832,-0.0618,0.5089,0.58,0.6343,0.4112,0.7513,1.2345,0.9001,0.655,0.4136,0.7646,0.6862,0.5921,0.645,0.5737,0.0524,0.2551,0.4305,-0.1436,0.5845,-0.2231,0.6839,0.2899,1.5373,0.5811,-0.0706,0.0452,0.8,0.6224,0.3194,0.9607,Control
Utah__B02,1.1209,0.3077,1.2927,1.049,-0.0799,0.0289,-0.1122,0.0443,0.7835,0.1224,0.6955,0.7105,1.1338,0.515,1.0032,1.3363,0.81,0.6137,0.3756,1.273,1.1423,0.704,0.7857,0.7971,0.0789,0.209,0.555,-0.1165,0.4303,0.2167,0.7811,0.6964,1.4916,0.8034,0.0499,0.3186,0.8995,0.8268,0.3246,1.0092,Control
Utah__B03,1.0099,0.3338,1.0712,0.9235,-0.0631,-0.0095,-0.0545,0.0072,0.7649,0.0845,0.5909,0.5713,0.8533,0.3648,0.9029,1.2139,0.7714,0.6842,0.3756,1.158,0.8794,0.6357,0.7728,0.7081,0.0367,0.0166,0.5451,-0.1162,0.4689,0.0624,0.6351,0.4723,1.4475,0.6321,-0.0251,0.2313,0.8486,0.6898,0.3154,0.9979,BRCACancer
Utah__B04,0.8087,0.2559,0.6987,0.4743,-0.1392,-0.0267,-0.203,-0.0152,0.9225,0.1754,0.5986,0.3392,0.6862,0.1552,0.7426,0.8793,0.404,0.7991,0.1624,0.5102,0.6341,0.6602,0.6306,0.7051,0.1077,0.2679,0.4543,-0.1744,0.5765,0.0168,0.5765,0.3426,0.9372,0.4956,-0.0511,0.1433,0.6287,0.6181,0.3699,0.7131,BRCACancer
Utah__B05,0.5946,0.1955,0.8315,0.7014,-0.1032,-0.0687,-0.1625,-0.0249,0.6107,0.1332,0.4843,0.4655,0.7904,0.4027,0.905,0.9703,0.5987,0.5574,0.2594,0.7882,0.9608,0.5345,0.7196,0.6544,0.2559,0.1384,0.3566,-0.1958,0.2452,0.0978,0.623,0.5195,1.2403,0.7872,-0.0615,0.1241,0.4571,0.5654,0.1587,0.7974,BRCACancer
Utah__B06,0.5955,0.0078,0.4654,0.4078,-0.1585,-0.1147,-0.1991,-0.1286,0.5609,-0.1859,0.4925,0.2094,0.4213,0.0956,0.5184,0.8813,0.3529,0.6474,0.2157,0.6145,0.3958,0.4074,0.4144,0.4592,0.0439,0.1489,0.2345,-0.0759,0.1817,-0.3703,0.3257,0.1603,1.165,0.2994,-0.1582,-0.0764,0.6042,0.4723,0.214,0.6125,BRCACancer
Utah__B07,0.9785,0.3256,1.1898,0.8242,-0.0836,0.0351,-0.0285,-0.0548,0.7754,0.0723,0.785,0.6611,0.9159,0.3684,0.9773,1.2456,0.679,0.9042,0.2996,0.7756,0.961,0.7948,0.7843,0.881,0.1495,0.302,0.6026,-0.1198,0.542,0.0969,0.7434,0.6733,1.441,0.7888,-0.0238,0.3128,1.0421,0.7043,0.3938,1.0805,BRCACancer
Utah__B08,0.9087,0.3382,1.0397,0.6291,-0.0268,0.0927,-0.051,0.0874,0.9181,0.1026,0.5571,0.5958,1.1968,0.5153,0.8826,1.1657,0.5428,0.4926,0.2056,1.0251,0.9416,0.443,0.6981,0.7772,0.0808,0.4265,0.2872,-0.1379,0.3302,0.1915,0.601,0.6047,1.4326,0.6382,0.0418,0.2848,0.767,0.7672,0.2229,1.0077,Control
Utah__B09,0.5571,0.1774,0.6172,0.8329,-0.0929,0.0203,-0.1119,0.0255,0.6917,0.0506,0.3736,0.211,0.8308,0.0967,0.6556,0.7849,0.4182,0.4688,0.251,0.6104,0.4011,0.5441,0.5036,0.4891,0.0883,0.2649,0.2951,-0.1238,0.5273,0.0575,0.4489,0.2852,0.8527,0.4693,-0.0149,0.0767,0.5566,0.5044,0.2354,0.6816,Control
Utah__B10,0.7696,0.1862,0.5712,0.3769,-0.105,0.0264,-0.1139,0.035,0.6335,0.0197,0.436,0.1933,0.6612,0.3115,0.5914,0.7267,0.3309,0.5104,0.2129,0.5088,0.7484,0.495,0.5111,0.622,0.0714,0.1881,0.3859,-0.1351,0.3773,0.1011,0.3725,0.3397,1.0554,0.3177,-0.054,0.0129,0.6238,0.5513,0.0811,0.6147,Control
Utah__B11,0.6176,0.3192,0.8418,0.4488,-0.0187,-0.0403,-0.134,-0.0248,0.798,0.0997,0.5782,0.3992,1.0263,0.3553,0.7372,0.7021,0.4356,0.4224,0.4455,0.7211,1.1926,0.5203,0.8552,0.6519,0.0548,0.4561,0.3766,-0.1208,0.3948,0.258,0.3925,0.5268,1.2235,0.7552,0.0133,0.1363,0.5815,0.5587,0.0945,0.8009,Control
Utah__B12,0.2906,0.0877,0.4974,0.5485,-0.0978,0.0812,-0.121,0.0245,0.3487,0.0347,0.3405,-0.0067,0.4406,0.0949,0.4658,0.53,0.093,0.462,-0.083,0.3299,0.4055,0.491,0.2566,0.4208,0.1484,0.1615,0.0268,-0.1691,0.2811,0.0041,0.3297,0.2956,0.658,0.2136,0.0345,0.0431,0.3579,0.3859,0.2025,0.3331,Control
