@relation data

@attribute id string
@attribute 1431 numeric
@attribute 2271 numeric
@attribute 3418 numeric
@attribute 4190 numeric
@attribute 4967 numeric
@attribute 50 numeric
@attribute 6389 numeric
@attribute 8803 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9256,0.6414,0.7744,0.9397,1.1595,0.7504,1.3367,0.6308,Control
Utah__A02,0.7394,0.5698,0.642,0.7659,1.0947,0.5849,1.3509,0.3791,Control
Utah__A03,0.9819,0.5299,0.8787,0.8623,1.3246,0.7883,1.4679,0.4983,Control
Utah__A04,0.7899,0.5498,0.6078,0.8784,1.2492,0.6155,1.4865,0.3285,Control
Utah__A05,0.8236,0.6396,0.888,0.8272,1.3739,0.7337,1.5151,0.5108,Control
Utah__A06,0.865,0.5632,0.7151,0.7469,1.2141,0.6452,1.4678,0.5225,Control
Utah__A07,0.8348,0.7037,0.7484,0.811,1.3027,0.6091,1.5225,0.5787,Control
Utah__A08,0.9778,0.6206,0.599,0.8688,1.1813,0.6197,1.3972,0.65,Control
Utah__A09,0.8071,0.4519,0.7086,0.7176,1.2102,0.6004,1.4185,0.5439,Control
Utah__A10,0.7993,0.5618,0.737,0.8057,1.2737,0.6126,1.4434,0.5207,Control
Utah__A11,0.7133,0.39,0.658,0.6428,0.9729,0.5423,1.1923,0.5879,Control
Utah__A12,0.4854,0.3603,0.4531,0.7144,0.7872,0.2702,1.0693,0.1401,Control
Utah__B01,0.8753,0.6396,0.4654,1.0111,0.9512,0.5796,1.242,0.5048,Control
Utah__B02,0.9189,0.7454,0.8206,1.0457,1.2493,0.7802,1.5419,0.497,Control
Utah__B03,0.8509,0.6038,0.7159,1.0109,1.229,0.7185,1.3929,0.451,BRCACancer
Utah__B04,0.9008,0.57,0.5943,0.7378,1.2879,0.494,1.3397,0.3966,BRCACancer
Utah__B05,0.8821,0.593,0.6524,0.8681,1.1392,0.573,1.2123,0.3313,BRCACancer
Utah__B06,0.6367,0.3946,0.233,0.6393,0.7624,0.3357,0.9854,0.2709,BRCACancer
Utah__B07,0.9429,0.7085,0.8594,0.8753,1.264,0.7458,1.5225,0.5658,BRCACancer
Utah__B08,0.775,0.5054,0.7213,0.6803,1.121,0.5805,1.2983,0.5296,Control
Utah__B09,0.9092,0.3106,0.5445,0.6325,0.9477,0.4887,1.2252,0.5671,Control
