@relation data

@attribute id string
@attribute 100 numeric
@attribute 23495 numeric
@attribute 29760 numeric
@attribute 29851 numeric
@attribute 326 numeric
@attribute 3543 numeric
@attribute 3561 numeric
@attribute 3575 numeric
@attribute 3718 numeric
@attribute 3932 numeric
@attribute 4261 numeric
@attribute 57379 numeric
@attribute 5788 numeric
@attribute 5896 numeric
@attribute 5897 numeric
@attribute 5993 numeric
@attribute 5994 numeric
@attribute 64421 numeric
@attribute 6890 numeric
@attribute 6891 numeric
@attribute 695 numeric
@attribute 7374 numeric
@attribute 7535 numeric
@attribute 8517 numeric
@attribute 8625 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 920 numeric
@attribute 925 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.8449,0.4721,0.8534,1.5327,-0.1026,0.1125,2.5641,3.5334,1.7019,1.9662,1.1954,0.0588,3.0603,0.0303,-0.1348,1.2236,0.9027,1.1409,2.0672,1.6749,1.5056,0.6402,0.9864,0.3441,0.4523,2.2816,2.164,1.6895,1.2843,0.8258,1.5529,Control
Utah__A02,0.911,0.5353,0.4536,0.8212,-0.0514,0.1827,2.465,3.5647,1.3404,1.7131,1.0974,0.0837,3.0621,-0.0968,-0.2148,0.9715,0.5304,0.8801,2.1787,1.6356,1.5412,0.3863,0.8903,0.3329,0.2962,1.9895,1.8639,1.432,1.5793,0.7075,0.9872,Control
Utah__A03,1.2899,0.3306,0.3817,0.9582,-0.1622,0.1286,2.5564,2.2286,1.5412,1.7413,1.3705,0.0813,3.1872,-0.1932,-0.2111,1.23,0.739,1.1161,2.3912,1.9026,1.6737,0.54,0.9506,0.358,0.4139,1.9398,1.726,1.5818,1.7609,0.6911,0.736,Control
Utah__A04,0.8298,0.358,0.6523,1.1029,0.0142,0.2709,2.5564,4.0736,1.5986,1.9976,1.0636,-0.0668,3.3298,-0.0693,-0.1601,1.1572,0.6385,0.8145,2.0927,1.6614,1.424,0.6188,1.0098,0.3611,0.4091,1.9869,1.8071,1.5443,1.5209,0.7371,1.1933,Control
Utah__A05,0.7737,0.6351,0.583,0.8781,-0.0356,0.1514,2.2871,2.9076,1.5165,1.7053,1.3931,0.0276,3.1778,-0.1314,-0.1028,1.3169,0.6155,1.0439,2.1858,1.764,1.7819,0.5469,0.8881,0.5943,0.5084,1.5613,1.5181,1.816,1.1566,0.9059,0.9898,Control
Utah__A06,0.7802,0.331,0.4367,0.8345,-0.1461,0.1004,2.1953,3.0457,1.2041,1.6353,1.0407,0.0278,2.8826,-0.0716,-0.1913,1.0837,0.6184,0.9488,1.8454,1.4762,1.6045,0.3772,0.8798,0.3083,0.3794,1.5105,1.4556,1.6757,0.9341,0.4816,0.9253,Control
Utah__A07,0.8945,0.5588,0.711,1.0185,-0.1175,0.1634,2.3585,3.3944,1.3446,1.7391,1.3059,-0.1951,3.4253,-0.1813,-0.3074,1.124,0.8995,1.0429,2.0043,1.5039,1.6179,0.5053,0.9109,0.3113,0.3937,1.8185,1.7176,1.6541,1.0758,0.5814,1.2645,Control
Utah__A08,0.7765,0.3784,0.6058,1.1029,-0.1681,0.0498,2.2637,3.3125,1.2572,1.5842,1.0755,-0.0513,3.5552,-0.1235,-0.0666,0.982,0.7391,1.0508,1.8894,1.5807,1.3452,0.3925,0.8938,0.1506,0.3251,1.694,1.7898,1.4489,0.855,0.6358,1.2683,Control
Utah__A09,0.9002,0.5905,0.5427,1.134,-0.112,0.2116,2.5315,3.6982,1.4016,1.8564,1.0828,-0.1211,3.4935,-0.19,-0.1398,1.093,0.7451,1.0385,1.9495,1.379,1.5507,0.4794,0.8051,0.2373,0.381,2.0494,1.7943,1.6131,1.2647,0.3478,1.1211,Control
Utah__A10,0.9646,0.7727,0.4224,1.0633,-0.0692,0.1838,2.5226,3.5895,1.4473,1.9077,1.1327,0.0516,3.6895,-0.1195,-0.1651,1.202,0.6581,1.0246,2.1748,1.7097,1.4132,0.4456,0.9338,0.38,0.4121,2.072,1.874,1.4859,1.8472,0.5789,0.9831,Control
