@relation data

@attribute id string
@attribute 10011 numeric
@attribute 10062 numeric
@attribute 10370 numeric
@attribute 10891 numeric
@attribute 1387 numeric
@attribute 1843 numeric
@attribute 1854 numeric
@attribute 1962 numeric
@attribute 2033 numeric
@attribute 2168 numeric
@attribute 2195 numeric
@attribute 3295 numeric
@attribute 3303 numeric
@attribute 3320 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 3725 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4609 numeric
@attribute 4792 numeric
@attribute 4843 numeric
@attribute 51 numeric
@attribute 5154 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5743 numeric
@attribute 5925 numeric
@attribute 5970 numeric
@attribute 6256 numeric
@attribute 65003 numeric
@attribute 6667 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 7025 numeric
@attribute 7124 numeric
@attribute 8204 numeric
@attribute 8431 numeric
@attribute 8648 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0053,0.2214,1.1505,-0.0929,1.4764,3.2542,0.8519,0.135,1.9196,-0.0968,-0.1089,1.1886,2.7127,0.7571,0.0964,-0.0616,1.2901,0.0061,0.0443,1.4375,2.2123,-0.0259,1.1311,0.5166,1.5746,1.8406,1.4982,0.3872,1.9677,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,0.5534,1.0586,1.76,1.0952,2.2485,1.0363,1.4383,0.5643,0.7895,1.998,1.2133,1.495,-0.0557,0.4149,2.2153,0.0011,1.2533,1.538,1.6529,0.3969,Control
Utah__A02,0.7454,0.0609,1.0666,-0.0818,1.2354,2.361,0.6453,0.0579,1.7075,-0.0918,-0.0284,0.9592,3.2615,0.6913,0.0586,-0.0912,0.8169,0.2427,0.1352,1.0182,2.0603,0.0262,0.8866,0.6073,1.3014,2.0413,1.1993,0.289,1.7567,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,0.2001,0.7032,1.6579,1.0379,0.6403,0.801,1.258,0.5698,0.6785,1.9439,1.1168,1.0726,0.0648,0.4378,2.0606,0.0054,1.1431,1.6222,1.4006,0.3246,Control
Utah__A03,1.0122,0.1972,1.3537,-0.0916,1.4513,3.3502,0.6189,0.1521,1.9357,-0.1465,-0.057,1.0125,3.0535,0.8905,0.1275,0.0356,1.1876,-0.0179,0.0534,0.8555,2.7503,-0.0157,1.0101,0.4638,1.3967,2.162,1.3339,0.4377,1.8655,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,0.1966,0.9762,1.9065,1.0752,0.7037,1.0565,1.4813,0.7376,0.7885,2.0537,1.269,1.2059,0.0573,0.5438,2.2957,0.0398,1.2588,1.7332,1.6355,0.4966,Control
Utah__A04,0.7893,0.1406,1.3146,-0.0825,1.2933,2.7442,0.6265,0.1165,1.6503,-0.0885,-0.0326,1.0185,2.8049,0.7697,0.2104,0.0049,1.2809,0.0684,0.1677,1.35,2.2761,-0.0312,0.7678,0.4994,1.353,2.0983,1.4882,0.2106,1.6815,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,0.3061,0.82,1.7434,1.0602,0.5118,0.8205,1.484,0.5621,0.7975,2.0346,1.1765,1.2032,0.0916,0.3481,2.0424,0.0118,1.2291,1.4837,1.409,0.4337,Control
Utah__A05,1.0769,0.2361,1.5302,-0.0874,1.4436,3.082,0.6121,0.1434,1.9547,-0.1245,-0.068,1.2546,3.4818,0.69,0.122,-0.0839,1.2201,-0.0114,0.2483,1.0965,2.4615,0.0095,1.219,0.7112,1.4836,2.0939,1.3381,0.3707,1.929,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,0.3059,0.9512,1.9721,1.2157,0.8173,1.0433,1.5368,0.7456,0.8839,2.2283,1.3211,1.2305,0.0364,0.3701,2.1772,-0.0066,1.3483,1.8659,1.6276,0.5185,Control
Utah__A06,0.9413,0.1676,1.1595,-0.015,1.3768,3.747,0.64,0.141,1.8403,-0.0965,-0.0395,1.1178,3.2595,0.6767,0.0561,-0.0689,0.8267,0.0668,0.0623,1.2048,2.472,-0.0124,1.1067,0.3478,1.3845,1.9853,1.3761,0.3632,1.8356,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,0.296,0.9045,1.8749,1.0037,0.7996,0.8912,1.338,0.6974,0.6804,2.0808,1.129,1.1159,-0.0485,0.4186,2.6075,0.0167,1.2359,1.6684,1.4875,0.396,Control
Utah__A07,1.0031,0.1343,1.1234,-0.0593,1.4744,3.3933,0.841,0.1306,1.9418,-0.0607,-0.0799,1.2869,2.8958,0.5796,0.083,-0.0358,1.2177,-0.008,0.1184,1.1245,1.9798,-0.0549,1.1348,0.5108,1.5934,1.9624,1.6231,0.3346,1.8175,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,0.5102,1.3099,1.9127,0.9863,0.945,1.0213,1.2584,0.6753,0.8033,2.0251,1.0809,1.3173,-0.0073,0.4733,2.2259,0.0284,1.3474,1.6568,1.6596,0.3945,Control
Utah__A08,0.7661,0.1551,0.9195,-0.081,1.5962,2.7088,0.631,0.0589,2.0295,-0.2304,-0.1053,1.1131,2.5894,0.7084,0.0481,-0.0102,0.8932,-0.0393,0.0344,1.0832,1.9095,0.0149,0.9998,0.3805,1.7501,2.0579,1.714,0.4049,1.6237,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,0.8364,1.4137,1.9432,1.0102,0.4725,1.0826,1.2448,0.5417,0.6317,1.8094,1.023,1.3652,-0.0727,0.2487,2.1727,0.0473,1.4524,1.7255,1.799,0.4251,Control
Utah__A09,0.7624,0.1366,0.996,-0.0675,1.4502,2.9482,0.5967,0.1017,1.9327,-0.1081,-0.0736,1.0317,2.7826,0.5974,0.1125,-0.0367,0.9938,0.0243,0.0167,1.1598,2.1911,0.045,0.975,0.5645,1.4582,1.976,1.5464,0.2736,1.8494,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,0.5718,1.2508,1.8616,1.0062,0.6659,1.0359,1.3302,0.5715,0.8119,2.0487,1.0927,1.2773,-0.0244,0.3534,2.0653,-0.0303,1.219,1.703,1.6838,0.3846,Control
Utah__A10,0.8247,0.1382,1.1308,-0.0507,1.5075,3.5726,0.587,0.1243,1.9649,-0.1586,-0.0818,1.2933,3.1087,0.6163,0.1061,-0.065,1.3414,-0.0229,0.1925,0.9502,2.1251,0.0022,1.0746,0.6005,1.6941,2.115,1.6535,0.4249,1.7964,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,0.3781,1.3167,1.9537,0.9394,1.1847,0.9646,1.3233,0.5991,0.8852,2.0175,1.0601,1.2687,0.014,0.4561,1.9743,-0.0338,1.4086,2.4117,1.747,0.4318,Control
