@relation data

@attribute id string
@attribute 1371 numeric
@attribute 210 numeric
@attribute 211 numeric
@attribute 212 numeric
@attribute 2235 numeric
@attribute 2623 numeric
@attribute 3043 numeric
@attribute 3145 numeric
@attribute 51327 numeric
@attribute 7389 numeric
@attribute 7390 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5913,0.6382,0.6751,0.0927,0.5714,0.3565,1.5532,0.1652,-0.1689,0.4242,0.6455,Control
Utah__A02,0.4225,0.4688,0.6925,1.371,0.7555,0.1875,2.8275,0.0068,0.3326,0.3939,0.376,Control
Utah__A03,0.5878,0.6331,0.8562,1.3544,0.9282,0.2497,2.4057,0.0915,0.7645,0.4234,0.5418,Control
Utah__A04,0.4915,0.5756,0.6151,0.4451,0.3528,0.2373,2.2436,-0.0127,-0.1101,0.4209,0.4565,Control
Utah__A05,0.5116,0.7217,0.7517,1.0757,0.8241,0.4644,2.4027,0.1611,0.3857,0.5612,0.5012,Control
Utah__A06,0.4971,0.644,0.6001,-0.0103,0.492,0.1435,1.1262,0.0492,-0.2898,0.4641,0.501,Control
Utah__A07,0.6299,0.5496,0.7034,-0.0018,0.5059,0.1511,1.2264,7e-04,-0.3011,0.4421,0.5732,Control
Utah__A08,0.6088,0.4966,0.7365,0.1491,0.4535,0.1447,1.4448,0.0577,-0.5187,0.4064,0.5988,Control
Utah__A09,0.5303,0.4379,0.5008,-0.0599,0.4891,0.1488,0.9454,0.0138,-0.4288,0.3352,0.4964,Control
Utah__A10,0.5997,0.5223,0.7638,0.0211,0.5324,0.1471,0.9929,0.0817,-0.081,0.4034,0.5446,Control
Utah__A11,0.3562,0.4626,0.4571,-0.0332,0.3812,0.1978,0.4291,-0.0264,-0.2868,0.207,0.4632,Control
Utah__A12,0.2091,0.1674,0.4251,1.3855,0.3175,0.1992,3.0293,0.0353,0.2826,0.3044,0.3323,Control
Utah__B01,0.5873,0.3501,0.4957,0.3901,0.4211,0.1041,1.7765,-0.0184,-0.2351,0.4744,0.6637,Control
Utah__B02,0.7194,0.613,0.6383,0.13,0.5809,0.0884,1.4517,0.1434,-0.2815,0.5971,0.5958,Control
Utah__B03,0.6503,0.5049,0.5612,0.0658,0.4268,0.0877,1.0068,0.0849,-0.2816,0.4661,0.5527,BRCACancer
Utah__B04,0.6419,0.3252,0.6051,0.0284,0.3252,0.129,0.9946,-0.0649,-0.3785,0.2877,0.4582,BRCACancer
Utah__B05,0.4852,0.3588,0.558,-0.0414,0.3841,0.1082,2.1891,-0.0482,-0.2949,0.31,0.449,BRCACancer
Utah__B06,0.5319,0.0575,0.3907,0.1836,0.1998,-0.0345,1.5301,-0.1629,-0.3698,0.3837,0.4315,BRCACancer
Utah__B07,0.8096,0.495,0.7271,0.5943,0.6265,0.152,2.0283,0.0944,-0.3138,0.4058,0.6198,BRCACancer
Utah__B08,0.5587,0.5536,0.6524,-0.0631,0.462,0.405,0.4889,0.1064,-0.282,0.3386,0.5663,Control
Utah__B09,0.3589,0.2318,0.3481,0.1481,0.2212,0.1587,1.984,-0.0987,-0.0236,0.2744,0.4282,Control
Utah__B10,0.457,0.3197,0.429,-0.0683,0.1813,0.2015,0.6383,-0.0791,-0.3518,0.2443,0.2666,Control
Utah__B11,0.4555,0.4154,0.6401,0.0889,0.3685,0.2038,2.1528,0.0534,0.0138,0.3158,0.4013,Control
Utah__B12,0.3737,0.1329,0.3254,-0.0915,-0.0445,0.066,0.1745,-0.1723,-0.004,0.1396,0.2105,Control
Utah__C01,0.5477,0.5515,0.662,0.127,0.5512,0.1935,1.1857,0.1868,-0.392,0.4125,0.5475,BRCACancer
Utah__C02,0.5912,0.5663,0.7337,0.3598,0.4701,0.3721,2.371,0.1452,-0.0679,0.344,0.4651,BRCACancer
Utah__C03,0.6937,0.6607,0.7965,0.2437,0.6372,0.2448,1.0387,0.151,-0.23,0.4732,0.6447,BRCACancer
Utah__C04,0.1873,0.3863,0.3626,0.4469,0.3073,0.2408,1.6241,-0.067,-0.1703,0.1435,0.3088,Control
Utah__C05,0.2596,0.4659,0.3712,0.2719,0.2978,0.1285,1.9972,-0.0276,-0.0993,0.1169,0.3026,BRCACancer
Utah__C06,-0.0251,0.1141,0.131,0.0465,-0.1002,0.1826,2.047,-0.0446,0.1505,0.109,0.1374,Control
Utah__C07,0.2614,0.3857,0.4269,0.1469,0.3953,0.2429,1.7599,0.0032,-0.1153,0.2308,0.3999,Control
Utah__C08,0.3408,0.477,0.4755,0.2428,0.4558,0.4479,1.5972,0.0479,-0.2981,0.3175,0.5268,Control
Utah__C09,0.2409,0.3515,0.5899,0.4439,0.2792,0.2411,1.7265,0.0989,-0.2252,0.2816,0.3576,Control
Utah__C10,0.347,0.3346,0.548,1.9778,0.7682,0.2032,3.3851,-0.0169,0.3527,0.2883,0.3094,BRCACancer
Utah__C11,0.4852,0.6301,0.5574,0.2628,0.5034,0.4089,2.0145,0.1542,-0.1071,0.4028,0.5567,Control
Utah__C12,0.067,0.2911,0.386,0.8521,0.1774,0.2617,2.9385,-0.0672,0.0402,0.1805,0.2971,BRCACancer
Utah__D01,0.4701,0.4298,0.5124,-0.0231,0.192,0.0531,0.4232,0.0827,-0.0169,0.2984,0.4688,BRCACancer
Utah__D02,0.3235,0.4541,0.6073,0.6117,0.385,0.3463,2.2581,0.0206,-0.0521,0.3446,0.4294,BRCACancer
Utah__D03,0.2596,0.407,0.4655,0.3283,0.2164,0.3582,1.7892,-0.0265,-0.0086,0.2156,0.3456,BRCACancer
Utah__D04,0.3428,0.4793,0.6154,0.1451,0.2664,0.0872,1.8038,0.041,-0.2678,0.2914,0.4054,BRCACancer
Utah__D05,0.3926,0.4512,0.5865,0.4961,0.4619,0.2743,2.1832,0.0297,-0.0394,0.4007,0.3107,BRCACancer
Utah__D06,0.4475,0.5363,0.6019,0.0985,0.5416,0.2432,1.1793,0.1969,-0.0544,0.3893,0.5238,BRCACancer
Utah__D07,0.368,0.4968,0.5501,0.7197,0.6983,0.323,2.9668,0.0488,0.0362,0.3257,0.4912,Control
Utah__D08,0.2066,0.2933,0.343,1.3518,0.5391,0.2898,3.6571,0.0467,0.163,0.163,0.3318,Control
Utah__D09,0.3381,0.5159,0.613,0.188,0.3921,0.2612,1.472,0.0906,-0.2914,0.396,0.4646,Control
Utah__D10,0.2349,0.3863,0.4522,0.5702,0.3817,0.2869,3.6778,0.1827,0.0459,0.2654,0.4078,Control
Utah__D11,-0.063,0.1291,0.2186,0.1224,-0.0348,0.1675,1.8258,-0.0478,0.0135,0.1455,0.2891,Control
Utah__D12,0.1722,0.3566,0.3503,1.2871,0.5599,0.2011,4.3498,0.1109,0.383,0.2016,0.3925,Control
Utah__E01,0.2765,0.3341,0.3556,0.0182,0.1252,0.0171,0.4159,-0.0246,-0.135,0.1759,0.3422,BRCACancer
Utah__E02,0.4261,0.4957,0.7483,0.5215,0.5741,0.205,1.5726,0.0434,3e-04,0.3589,0.4663,Control
Utah__E03,0.3814,0.5555,0.5324,0.5294,0.4868,0.3694,2.6678,0.089,-0.1694,0.237,0.4601,Control
Utah__E04,0.5368,0.6459,0.6861,0.162,0.4576,0.4933,1.1516,0.2266,-0.1402,0.4663,0.452,Control
Utah__E05,0.3712,0.3595,0.5902,2.7177,1.6005,0.3972,2.9795,0.1611,1.5123,0.4203,0.4495,Control
Utah__E06,0.2881,0.2078,0.4732,0.7917,0.3199,-0.0291,2.5146,-0.0076,0.1779,0.4002,0.281,BRCACancer
Utah__E07,0.3889,0.5396,0.6485,0.4645,0.3851,0.455,2.6336,0.1682,0.0296,0.4002,0.4159,BRCACancer
Utah__E08,0.4715,0.5742,0.5709,0.2096,0.5168,0.3848,1.5483,0.0062,-0.1184,0.2629,0.4911,Control
Utah__E09,0.2956,0.5046,0.5233,0.4579,0.3941,0.4548,2.3734,0.0352,-0.1169,0.3417,0.3945,BRCACancer
Utah__E10,0.4637,0.5088,0.7155,0.8397,0.6679,0.3179,2.0819,0.1232,0.3302,0.3244,0.5233,BRCACancer
Utah__E11,0.2194,0.3336,0.4108,0.7114,0.3313,0.2516,2.8636,-0.0645,0.0402,0.215,0.3611,Control
Utah__E12,0.2174,0.33,0.3263,0.0817,0.2421,0.1323,1.9169,-0.0519,-0.0489,0.1762,0.3121,BRCACancer
Utah__F01,0.4487,0.5046,0.6314,0.1233,0.4427,0.3261,1.3528,0.163,-0.3735,0.3652,0.5791,Control
Utah__F02,0.4899,0.5825,0.7046,0.3665,0.4954,0.3731,1.8782,0.1747,-0.1992,0.3725,0.5252,Control
Utah__F03,0.2941,0.5778,0.6776,0.3885,0.4764,0.3319,1.6871,0.1226,-0.2287,0.3836,0.4248,Control
Utah__F04,0.4563,0.4629,0.5917,0.0452,0.368,0.2044,1.2106,0.0132,-0.1493,0.3079,0.4972,Control
Utah__F05,0.3601,0.4747,0.575,0.0239,0.473,0.3543,1.1793,0.1364,-0.2105,0.4592,0.4768,Control
Utah__F06,0.2261,0.4269,0.5338,1.1568,0.4442,0.5055,2.6571,-0.012,0.072,0.3121,0.3595,Control
Utah__F07,0.4498,0.4804,0.6154,0.0726,0.2358,0.2968,1.1815,0.0172,-0.216,0.3609,0.5126,Control
Utah__F09,0.5896,0.7367,0.727,-0.0102,0.6003,0.3751,0.5657,0.3125,-0.2681,0.5195,0.5573,Control
Utah__F10,0.4821,0.6877,0.8602,0.0582,0.5274,0.326,0.966,0.1808,-0.1659,0.455,0.5473,Control
Utah__F11,0.3601,0.5743,0.6379,0.9871,0.6323,0.2725,2.4789,0.0926,0.1285,0.2916,0.4542,Control
Utah__F12,0.4216,0.5043,0.5909,-0.0139,0.2819,0.1535,0.6737,0.0787,-0.3656,0.364,0.3838,Control
Utah__G01,0.314,0.4448,0.736,-0.0138,0.4052,0.1604,0.5229,0.0893,0.0273,0.4169,0.4741,Control
