@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10211 numeric
@attribute 1029 numeric
@attribute 10487 numeric
@attribute 10580 numeric
@attribute 10971 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2151 numeric
@attribute 2319 numeric
@attribute 23476 numeric
@attribute 2810 numeric
@attribute 2885 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3484 numeric
@attribute 3636 numeric
@attribute 4012 numeric
@attribute 50855 numeric
@attribute 5269 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5540 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56288 numeric
@attribute 5728 numeric
@attribute 5770 numeric
@attribute 5894 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6464 numeric
@attribute 6517 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 8471 numeric
@attribute 8660 numeric
@attribute 867 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6233,0.8613,0.1311,1.5464,-0.0283,0.6347,0.6157,0.8453,-0.017,1.3902,0.7978,0.2107,1.6355,1.039,0.6628,0.1591,1.0862,1.7379,-0.0145,0.7322,1.5746,1.3366,1.4982,-0.1686,1.76,1.0952,0.0408,1.2392,1.1964,1.7841,0.9079,0.1016,1.9037,1.1348,0.7565,-0.137,1.1256,1.3471,2.4175,0.8902,0.5341,1.2181,1.1827,-0.1876,0.5042,1.4692,1.3548,Control
Utah__A02,0.3831,0.7788,0.0736,1.5737,-0.0455,0.5377,0.5686,0.6275,-0.0113,1.1629,0.5963,0.1898,1.481,1.0386,0.4686,0.2423,1.0948,1.555,0.0755,0.5969,1.3014,1.1106,1.1993,-0.1685,1.6579,1.0379,0.0054,0.6452,0.9254,1.5394,0.9261,0.1035,1.6531,0.9374,0.8046,-0.0413,0.9005,1.2046,2.3201,0.6649,0.4586,1.4144,0.8479,-0.2256,0.281,1.3404,1.0825,Control
Utah__A03,0.396,0.8449,0.1821,1.6033,-0.0531,0.8218,0.6805,0.7841,-0.1052,1.2909,0.7724,0.2505,1.7658,1.1391,0.609,0.1617,1.235,1.7013,0.0763,0.7607,1.3967,1.2772,1.3339,-0.2537,1.9065,1.0752,-0.0099,0.9168,1.1483,1.7337,1.0247,0.114,1.847,1.0488,0.7989,0.0319,1.1275,1.3774,2.5593,0.6936,0.6871,1.4116,1.204,-0.2291,0.4254,1.4201,1.3582,Control
Utah__A04,0.5255,0.8101,0.0734,1.5807,-0.0461,0.6471,0.6225,0.7141,-0.0072,1.3414,0.6399,0.3456,1.4795,0.9664,0.5054,0.2821,1.1022,1.7396,0.1911,0.7309,1.353,1.2477,1.4882,-0.1781,1.7434,1.0602,-0.0101,0.7608,1.0012,1.6705,1.0075,0.1111,1.8121,0.9145,0.8019,-0.0038,1.028,1.2203,2.4235,0.6137,0.531,1.3626,0.9968,-0.1543,0.5054,1.3018,1.2386,Control
Utah__A05,0.5106,0.9838,0.1637,1.6425,-0.0315,0.6667,0.7463,0.7904,-0.0745,1.4916,0.7606,0.326,1.8562,1.2576,0.6009,0.2339,1.4245,1.7082,0.1,0.7868,1.4836,1.357,1.3381,-0.2222,1.9721,1.2157,0.0441,0.9371,1.1424,1.8077,1.116,0.1037,1.8169,1.0517,0.8988,-0.0224,1.0464,1.3739,2.404,0.7716,0.5987,1.6642,1.0834,-0.0878,0.6518,1.5154,1.2977,Control
Utah__A06,0.4506,0.8094,-0.0182,1.5362,-0.0586,0.5753,0.6458,0.7372,-0.0407,1.3416,0.6841,0.1732,1.5705,1.0334,0.5351,0.176,1.1799,1.5683,0.0514,0.729,1.3845,1.2439,1.3761,-0.1154,1.8749,1.0037,-0.0132,0.835,1.0477,1.7479,0.9822,0.115,1.6695,1.024,0.7671,-0.0726,0.8852,1.3309,2.4712,0.5942,0.5962,1.1469,0.9324,-0.1667,0.7248,1.3978,1.1472,Control
Utah__A07,0.74,0.7938,0.0415,1.7094,-0.0589,0.7912,0.597,0.7443,0.0239,1.2935,0.7039,0.3139,1.8609,1.0684,0.8251,0.2826,1.1645,1.8608,0.0798,0.8657,1.5934,1.2997,1.6231,-0.1268,1.9127,0.9863,-0.0258,1.3069,1.2313,1.7697,0.9873,0.1706,2.0157,1.1139,0.7989,-0.154,1.1765,1.4837,2.4695,0.7971,0.6068,1.5094,1.2657,-0.1697,0.611,1.5784,1.571,Control
Utah__A08,1.0516,0.6864,0.0771,1.5442,-0.0295,0.8577,0.5375,0.7355,-0.0308,1.2166,0.7957,0.207,1.7198,0.9192,1.0661,0.1937,1.0227,2.0827,-0.0139,0.7661,1.7501,1.321,1.714,-0.0846,1.9432,1.0102,-0.0058,1.4954,1.3062,1.7375,0.8463,0.1697,1.9639,1.1814,0.784,-0.1261,1.467,1.4271,2.3332,0.8175,0.6819,1.0325,1.2694,-0.2117,0.4644,1.5716,1.6801,Control
Utah__A09,0.7535,0.7637,0.1041,1.5427,-0.0531,0.6532,0.5633,0.6938,-0.0844,1.2728,0.6546,0.2939,1.8278,0.987,0.7154,0.2373,1.0579,1.7419,0.0882,0.7089,1.4582,1.2447,1.5464,-0.1464,1.8616,1.0062,0.0042,1.3533,1.2051,1.637,0.8276,0.1377,1.9382,1.0737,0.7778,-0.1023,0.9988,1.3188,2.5884,0.64,0.5152,1.4005,1.2158,-0.1636,0.5505,1.523,1.4154,Control
Utah__A10,0.8026,0.891,0.1178,1.8835,-0.0466,0.817,0.5633,0.7332,-0.0885,1.2639,0.6723,0.222,1.802,1.05,0.9142,0.1785,1.2051,1.9597,0.1672,0.8268,1.6941,1.2718,1.6535,-0.0844,1.9537,0.9394,0.012,1.3318,1.2288,1.7832,0.9696,0.0595,1.8103,1.0955,0.79,-0.0393,1.3316,1.3713,2.4465,0.768,0.6723,1.5076,1.3234,-0.1117,0.6655,1.4811,1.5851,Control
Utah__A11,0.5676,0.5167,0.0603,1.4226,-0.049,0.6212,0.54,0.6814,0.035,1.1931,0.573,0.1122,1.5523,0.8895,0.4848,0.163,0.9795,1.4604,0.0709,0.4565,1.2025,0.9811,1.2442,-0.1608,1.8347,0.9926,0.0212,0.9839,0.9978,1.2804,0.7333,0.038,1.7123,1.0241,0.5794,-0.059,0.7415,1.1993,2.3845,0.6664,0.3034,1.3254,1.0253,-0.22,0.5716,1.2882,0.9881,Control
Utah__A12,0.3938,0.6842,-0.0885,1.2685,-0.0153,0.3424,0.3955,0.4581,0.037,0.7696,0.3518,0.2157,1.1373,0.5321,0.3984,0.4711,0.6115,1.2606,-0.0112,0.5612,0.9215,0.7648,1.0289,-0.0545,1.3126,0.6672,0.0243,0.3508,0.6317,1.1644,0.6795,0.1463,1.2381,0.6697,0.5636,-0.081,0.5292,0.783,1.7589,0.4396,0.4259,1.1064,0.395,-0.3022,0.268,0.8081,0.7081,Control
