@relation data

@attribute id string
@attribute 10062 numeric
@attribute 10498 numeric
@attribute 10499 numeric
@attribute 116519 numeric
@attribute 123 numeric
@attribute 1374 numeric
@attribute 1376 numeric
@attribute 1387 numeric
@attribute 1579 numeric
@attribute 1581 numeric
@attribute 183 numeric
@attribute 19 numeric
@attribute 1962 numeric
@attribute 2167 numeric
@attribute 2180 numeric
@attribute 2194 numeric
@attribute 23054 numeric
@attribute 23309 numeric
@attribute 25942 numeric
@attribute 284541 numeric
@attribute 31 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 34 numeric
@attribute 376497 numeric
@attribute 3992 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4547 numeric
@attribute 51 numeric
@attribute 51129 numeric
@attribute 5346 numeric
@attribute 5360 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 6256 numeric
@attribute 6319 numeric
@attribute 6342 numeric
@attribute 6514 numeric
@attribute 6555 numeric
@attribute 6604 numeric
@attribute 6720 numeric
@attribute 6822 numeric
@attribute 6907 numeric
@attribute 7350 numeric
@attribute 7363 numeric
@attribute 79718 numeric
@attribute 80205 numeric
@attribute 8202 numeric
@attribute 85441 numeric
@attribute 8648 numeric
@attribute 8694 numeric
@attribute 8800 numeric
@attribute 8841 numeric
@attribute 9415 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute 96764 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.227,0.4779,0.7669,-0.2104,0.9271,0.8654,0.8426,1.4419,-0.2462,-0.1504,0.0672,0.8534,0.139,-0.2294,1.7001,0.4001,0.8517,0.8827,1.8254,-0.1921,0.4742,0.0917,-0.0775,1.0981,0.1967,0.7175,0.0013,0.0534,-0.1667,1.0978,-0.0535,-0.1348,-0.0245,0.3764,1.9415,0.5355,0.2282,1.047,-0.0686,0.0822,0.2667,0.4121,-0.1092,0.5339,-0.1707,-0.1281,1.262,0.7607,2.0719,0.6153,1.2495,0.6909,0.366,0.8247,0.697,1.5641,1.6223,0.3705,1.288,Control
Utah__A02,0.0662,0.4197,0.4672,-0.206,0.8506,0.8338,0.6793,1.1941,-0.1877,-0.2021,0.1838,0.3528,0.0603,-0.2845,1.4064,0.2694,0.6725,0.7438,1.5499,-0.0686,0.2145,0.0526,-0.1077,0.9303,0.1153,0.5068,0.2321,0.1569,-0.0579,0.8618,-0.0911,-0.1112,-0.038,0.2792,1.7265,0.541,0.1457,1.1734,-0.0832,-0.0537,0.2476,0.2585,-0.1372,0.2736,-0.0472,-0.0795,0.94,0.5795,1.8893,0.3999,1.1389,0.6472,0.176,0.6869,0.1843,1.654,1.3712,0.301,1.0644,Control
Utah__A03,0.2028,0.5812,0.715,-0.1414,1.1318,0.9563,0.8269,1.4161,-0.1947,-0.1843,0.2025,0.6808,0.1565,-0.258,1.8921,0.4241,0.8578,0.8534,1.6995,-0.2339,0.3981,0.1237,0.0218,0.9023,0.1497,0.865,-0.0222,0.0637,-0.0019,0.9809,-0.1259,-0.1041,-0.0105,0.4264,1.8374,0.7105,0.3488,1.2545,-0.0929,0.0638,0.318,0.3189,-0.1976,0.4114,-0.1263,-0.1621,1.1375,0.7669,2.0493,0.697,1.2551,0.7138,0.0594,0.7139,0.591,1.7728,1.605,0.4663,1.2647,Control
Utah__A04,0.1461,0.4479,0.5403,-0.0749,1.0442,0.9868,0.6941,1.2536,-0.2058,-0.1341,0.1284,0.3649,0.1201,-0.1643,1.5494,0.4369,0.6529,0.6887,1.6548,-0.214,0.2248,0.2092,-0.0095,0.8889,0.2285,0.572,0.0621,0.194,-0.0808,0.7471,-0.0959,-0.0576,0.0133,0.2016,1.65,0.5333,-0.0172,0.9502,-0.0708,-0.0934,0.2126,0.2861,-0.0725,0.3527,-0.071,-0.081,1.0759,0.5368,1.9115,0.4642,1.2253,0.6939,0.2052,0.6255,0.6675,1.5061,1.3797,0.4059,1.1524,Control
Utah__A05,0.2417,0.5925,0.6835,-0.1017,1.0601,0.9343,0.9888,1.4082,-0.19,-0.1462,0.0708,0.4372,0.1476,-0.2246,1.8591,0.5348,0.828,0.9163,1.6888,-0.1424,0.4025,0.118,-0.1003,1.0464,0.38,1.0366,-0.0158,0.2857,-0.0918,1.1826,-0.094,-0.096,0.0232,0.3601,1.9021,0.7185,0.1573,0.9183,-0.0666,-0.0958,0.4197,0.3629,-0.1136,0.4754,-0.0918,-0.1399,1.0481,0.7537,2.0103,0.6208,1.3449,0.8287,0.0796,0.7887,0.4698,1.9146,1.5971,0.4874,1.1963,Control
Utah__A06,0.1731,0.3986,0.5585,-0.2346,0.8809,0.8038,0.6769,1.3394,-0.1119,-0.1148,0.1295,0.5253,0.1452,-0.2658,1.8742,0.3337,0.7017,0.835,1.6314,-0.111,0.3615,0.0501,-0.085,0.8103,0.1995,0.6022,0.0604,0.0739,-0.0586,1.0742,-0.116,-0.1256,-0.0812,0.3526,1.8069,0.6699,-0.0966,0.9973,-0.0574,-0.117,0.3435,0.243,-0.162,0.4298,-0.126,-0.163,0.9462,0.657,1.9309,0.4303,1.232,0.6754,0.083,0.7,0.2221,1.7035,1.4577,0.3697,1.2291,Control
Utah__A07,0.1398,0.4069,0.9238,-0.1996,0.9411,1.0598,0.9244,1.4397,-0.1353,-0.183,0.1623,0.4823,0.1345,-0.2241,1.7041,0.2736,0.799,0.9027,1.6898,-0.1171,0.3738,0.0777,-0.0511,1.1916,0.2475,0.6344,-0.0125,0.1378,-0.08,1.1013,-0.0899,-0.1129,-0.0849,0.3244,1.7885,0.6475,-0.0056,0.7753,-0.0546,-0.0811,0.3562,0.2394,-0.1446,0.7127,-0.0036,-0.1088,1.3173,0.8049,2.1487,0.3832,1.3441,0.7218,0.2871,0.7635,0.3006,1.6911,1.629,0.3682,1.2828,Control
Utah__A08,0.1606,0.349,1.1101,-0.1192,0.7531,0.8631,0.6679,1.5649,-0.2069,-0.1563,0.0911,0.6281,0.0613,-0.207,1.4579,0.2836,0.8569,0.8745,1.7118,-0.2554,0.546,0.0418,-0.025,1.0153,0.1276,0.5288,-0.0431,0.0421,-0.1161,0.9711,-0.1576,-0.1316,-0.0907,0.3939,1.5911,0.5126,0.0735,1.1891,-0.1311,0.0882,0.2531,0.3476,-0.1642,0.8506,-0.1247,-0.2137,1.5299,0.8707,2.1309,0.4384,1.4495,0.5359,0.2085,0.7113,0.2662,1.7645,1.7677,0.3976,1.2961,Control
Utah__A09,0.1421,0.3911,0.8828,-0.1873,0.8713,0.8442,0.6733,1.4149,-0.0846,-0.1716,0.1407,0.6484,0.105,-0.1683,1.5483,0.2624,0.7014,0.7734,1.6689,-0.1095,0.3248,0.1082,-0.0521,0.9582,0.1444,0.5247,0.019,0.022,-0.0338,0.9471,-0.1031,-0.1457,-0.0629,0.2639,1.821,0.5428,0.1646,0.8535,-0.0658,-0.104,0.2858,0.2869,-0.1194,0.6547,-0.1054,-0.1553,1.1752,0.7426,2.1526,0.4419,1.2151,0.6338,0.1474,0.6575,0.6189,1.7405,1.653,0.3587,1.1562,Control
Utah__A10,0.1436,0.4638,0.9343,-0.1158,0.84,0.8072,0.7824,1.4738,-0.1496,-0.1331,0.1099,0.7515,0.1281,-0.1878,2.0616,0.3517,0.8363,0.8405,1.6768,-0.1992,0.4106,0.1016,-0.0809,1.1103,0.2262,0.617,-0.0271,0.2222,-0.0792,1.0432,-0.0361,-0.1148,-0.0082,0.4137,1.7671,0.5707,0.055,1.2374,-0.1124,0.0073,0.4494,0.3024,-0.0998,0.6699,-0.1211,-0.1063,1.3347,0.8293,2.0954,0.4468,1.4056,0.6412,0.1389,0.7329,0.2276,2.4979,1.716,0.4041,1.1724,Control
