@relation data

@attribute id string
@attribute 3122 numeric
@attribute 355 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3565 numeric
@attribute 3586 numeric
@attribute 920 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,3.0674,1.2188,-0.0738,0.3799,-0.2431,0.0038,1.7101,2.0683,0.3386,0.7441,1.4973,Control
Utah__A02,3.5593,1.1728,0.0386,0.5183,-0.2105,-0.0899,1.4691,1.3671,0.1308,0.6453,1.0077,Control
Utah__A03,3.2594,1.7579,-0.0552,0.7143,-0.2256,0.1344,1.6093,1.1903,0.3489,0.6315,0.7903,Control
Utah__A04,3.5094,1.1105,0.0745,0.4295,0.002,-0.0683,1.5742,1.8681,0.1898,0.67,1.186,Control
Utah__A05,3.4609,1.3166,0.0385,0.4764,-0.1394,0.0238,1.8284,1.4142,0.1691,0.8111,1.01,Control
Utah__A06,3.29,1.1905,0.1258,0.5191,-0.1429,-0.0026,1.6971,1.4178,0.1506,0.4565,0.9542,Control
Utah__A07,3.2491,1.1215,0.005,0.6059,-0.0564,0.038,1.6769,1.7139,0.224,0.5399,1.2476,Control
Utah__A08,2.8193,1.1471,-0.0872,0.5321,-0.1643,-0.0136,1.4848,2.0481,0.1523,0.5853,1.2509,Control
Utah__A09,2.9804,1.2318,-0.0099,0.3795,-0.2088,0.1078,1.6385,1.8234,0.2479,0.3447,1.1236,Control
Utah__A10,3.2177,1.4348,0.011,0.6478,-0.1703,0.1019,1.5195,1.5408,0.2632,0.5378,1.0042,Control
Utah__A11,3.124,1.1224,0.0744,0.4246,-0.199,-0.1162,1.4484,1.1116,0.1908,0.333,0.8875,Control
Utah__A12,3.2121,0.8181,0.0104,0.3827,-0.1645,0.1121,0.9411,0.966,0.3364,0.2438,0.6383,Control
Utah__B01,2.7881,1.0137,-0.1119,0.2669,-0.2119,0.082,1.3262,1.8629,0.2918,0.5042,1.1234,Control
Utah__B02,3.4135,1.2863,-0.0373,0.4101,-0.1484,0.0766,1.605,1.9283,0.2468,0.4015,1.2033,Control
Utah__B03,3.1471,1.3287,-0.0067,0.395,-0.2217,0.0824,1.4273,1.9704,0.2767,0.4031,1.0708,BRCACancer
Utah__B04,2.5913,1.0456,-0.125,0.6144,-0.1591,0.0383,0.9942,1.7375,0.2665,0.2143,0.8016,BRCACancer
