@relation data

@attribute id string
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2833 numeric
@attribute 3265 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 4633 numeric
@attribute 4638 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5747 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 7094 numeric
@attribute 7430 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 826 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6001,-0.0836,0.5718,0.4236,0.1531,2.4273,-0.1322,0.1805,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,1.76,1.0952,0.2595,0.5845,1.0183,2.3174,1.8104,0.9751,1.1026,0.9705,Control
Utah__A02,0.4306,-0.0018,0.2516,0.3716,0.1756,2.1759,-0.1189,0.1896,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,1.6579,1.0379,0.1285,0.6411,0.8499,2.3906,1.6829,0.8895,1.0185,1.1242,Control
Utah__A03,0.4898,-0.0179,0.9072,0.3757,0.1318,2.3183,-0.0448,0.2011,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,1.9065,1.0752,0.1567,0.6903,1.0969,2.607,2.028,1.1423,1.2446,1.1318,Control
Utah__A04,0.406,-0.029,0.6009,0.3609,0.1578,2.3751,-0.0369,0.1822,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,1.7434,1.0602,0.158,0.7928,0.9327,2.6218,1.8669,0.9625,1.0707,1.066,Control
Utah__A05,0.8132,-0.0454,0.4977,0.4772,0.1263,2.221,-0.069,0.2652,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,1.9721,1.2157,0.2684,0.8992,1.1784,2.9588,1.7911,1.2082,1.2278,1.1858,Control
Utah__A06,0.4684,-0.0159,0.3224,0.2467,0.0459,2.0446,-0.0058,0.1978,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,1.8749,1.0037,0.1239,0.6775,0.9658,2.6128,1.5372,0.9001,1.0579,1.092,Control
Utah__A07,0.4347,-0.019,0.3901,0.364,0.0919,2.4763,-0.0732,0.2174,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,1.9127,0.9863,0.2112,0.6352,1.0181,2.4816,1.8333,0.9111,1.1645,1.1257,Control
Utah__A08,0.2616,-0.0439,0.2605,0.2967,0.048,2.328,-0.042,0.1426,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,1.9432,1.0102,0.2145,0.5459,1.0077,2.2507,1.7188,0.7603,1.1774,0.9489,Control
Utah__A09,0.5351,-0.0328,0.6542,0.349,0.0426,2.5756,-0.0634,0.2309,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,1.8616,1.0062,0.2051,0.623,0.9398,2.5289,1.6611,0.9398,1.0824,1.0585,Control
Utah__A10,0.7675,-0.0615,0.5779,0.398,0.1278,2.7093,-0.0478,0.2111,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,1.9537,0.9394,0.2446,0.6509,1.0533,2.7276,1.8255,1.0162,1.249,1.0548,Control
Utah__A11,0.2605,-0.018,0.5671,0.2904,-0.0123,2.4404,-0.0182,0.0735,0.9113,-0.0051,1.7363,0.0123,0.9531,0.9148,1.8347,0.9926,0.1375,0.5776,0.8852,2.3921,1.5212,0.8412,0.9391,0.9929,Control
Utah__A12,0.5833,0.1048,0.3927,0.2032,0.0497,1.8741,0.127,0.3165,0.9203,-0.3279,1.3776,0.1257,0.9027,1.3159,1.3126,0.6672,0.1142,0.4218,0.5455,2.0181,1.4544,0.6066,0.8619,0.8796,Control
Utah__B01,0.4203,0.0118,0.0921,0.1584,0.0496,2.1261,0.077,0.2648,0.9718,-0.2682,1.8027,-0.0505,1.0473,0.9602,1.5662,0.7793,0.2109,0.1763,0.7121,1.9534,1.6859,0.5925,0.987,0.948,Control
Utah__B02,0.4014,-0.0267,0.6004,0.3404,0.0761,2.3064,-0.0638,0.2074,1.0268,-0.1548,2.0535,0.0887,1.2766,1.0651,1.7427,1.0963,0.1703,0.6967,1.0823,2.3404,1.9552,1,1.1993,1.1997,Control
Utah__B03,0.0772,-0.0568,0.4537,0.2646,0.0701,2.352,-0.0368,0.1105,1.0272,-0.1715,2.0162,-0.0396,1.1829,0.646,1.7521,0.9479,0.0978,0.5544,0.9734,2.1366,1.9568,0.8538,1.1413,1.0258,BRCACancer
Utah__B04,0.4419,-0.0234,0.4429,0.1782,0.05,2.5848,-0.1362,0.1921,1.2233,-0.0225,1.639,0.0723,1.0672,1.2146,1.9229,0.7243,0.225,0.4491,1.1086,2.2441,1.7678,0.713,1.1881,0.9279,BRCACancer
Utah__B05,0.2665,0.0386,0.4533,0.2381,0.0516,2.25,-0.0932,0.1451,0.8631,-0.1351,1.8498,0.0593,1.0246,1.0401,1.8007,0.8239,0.098,0.5156,0.9358,2.3134,1.7084,0.7111,0.93,1.1559,BRCACancer
Utah__B06,0.3649,-0.0104,-0.1022,-0.0061,0.0392,2.1238,-0.0323,0.1928,0.7513,-0.3816,1.7036,-0.1152,0.7864,0.9661,1.3023,0.5177,0.1786,0.0329,0.5497,1.6104,1.4447,0.1691,0.9049,0.8077,BRCACancer
Utah__B07,0.4331,-0.02,0.4718,0.38,0.0223,2.5678,-0.0813,0.1727,1.149,-0.1569,2.0138,0.0665,1.2151,1.0411,1.8217,1.0487,0.1564,0.6772,1.2014,2.3218,1.9424,0.9785,1.3281,1.1423,BRCACancer
