@relation data

@attribute id string
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 11168 numeric
@attribute 129401 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 3159 numeric
@attribute 348995 numeric
@attribute 3836 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 53371 numeric
@attribute 55746 numeric
@attribute 57122 numeric
@attribute 5903 numeric
@attribute 7175 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8480 numeric
@attribute 8815 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9818 numeric
@attribute 9883 numeric
@attribute 9972 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0072,0.895,1.8285,0.6425,1.7144,1.4154,1.5168,1.5289,0.4672,1.6317,1.3302,1.8436,1.7496,1.0292,1.2419,1.1804,2.452,1.945,1.0329,0.9971,1.2132,1.1141,1.4161,0.9549,0.4217,1.7283,0.8618,1.4743,0.811,1.6105,Control
Utah__A02,0.8104,0.5684,1.3001,0.3515,1.4101,1.0995,1.1289,1.2201,0.4557,1.2561,1.0932,1.5725,1.4727,0.7877,0.9955,0.8661,2.2136,1.6106,0.809,0.6417,0.9206,0.8128,1.0874,0.7225,0.1648,1.399,0.7352,1.1092,0.4752,1.4192,Control
Utah__A03,1.0566,0.7042,1.3605,0.4565,1.5938,1.4121,1.193,1.3946,0.5706,1.2558,1.2746,1.6379,1.6045,0.8978,1.1481,1.0615,2.2449,1.7618,0.978,0.8563,1.1383,0.93,1.2242,0.9636,0.2965,1.6033,0.9492,1.3743,0.772,1.5307,Control
Utah__A04,0.6851,0.5424,1.3435,0.49,1.512,1.4402,1.0541,1.2536,0.559,1.3163,1.1876,1.6343,1.4732,0.8187,1.035,0.8467,2.3982,1.7391,0.6692,0.6227,0.9844,0.7183,1.0452,0.7955,0.1227,1.5306,0.7074,1.0963,0.5746,1.4693,Control
Utah__A05,0.8725,0.7813,1.3331,0.4528,1.5462,1.3661,1.2367,1.3593,0.4504,1.4202,1.3552,1.5556,1.6416,0.8454,1.1659,0.9353,2.2948,1.7737,0.8713,0.7381,1.1592,0.9882,1.2483,0.9356,0.2114,1.6259,0.9123,1.3063,0.7961,1.5615,Control
Utah__A06,0.9123,0.7055,1.2198,0.4388,1.4919,1.3027,1.2251,1.3159,0.4652,1.2779,1.213,1.5054,1.5378,0.7756,1.1078,0.9163,2.313,1.5798,0.8027,0.7443,1.1231,0.9751,1.1832,0.8793,0.0476,1.5196,0.8566,1.2543,0.5958,1.3944,Control
Utah__A07,1.0027,0.8363,1.6094,0.5794,1.5675,1.4067,1.3959,1.2731,0.4995,1.4804,1.3581,1.6289,1.6678,0.9338,1.1496,1.0076,2.4385,1.755,0.8878,0.8955,1.2234,0.9205,1.3253,0.9374,0.2825,1.5739,0.9018,1.5043,0.846,1.5557,Control
Utah__A08,0.9296,0.6922,1.6873,0.7899,1.5811,1.4954,1.4199,1.3273,0.376,1.3936,1.488,1.6442,1.6378,1.0399,1.1852,1.0552,2.4634,1.9979,0.8242,0.8548,1.3728,0.8149,1.2046,0.8151,0.1875,1.6094,0.894,1.5489,0.9343,1.6863,Control
Utah__A09,0.9597,0.7076,1.6415,0.4829,1.4523,1.3511,1.3134,1.342,0.416,1.2645,1.2612,1.6649,1.6472,0.7387,1.0035,1.0641,2.2424,1.6888,0.8978,0.7467,1.2037,0.9079,1.2531,0.8881,0.0229,1.4078,0.8734,1.3796,0.6472,1.4396,Control
Utah__A10,0.9655,0.7208,1.4681,0.7237,1.6701,1.4825,1.2564,1.3405,0.4068,1.4598,1.407,1.5082,1.6437,0.9486,1.1941,1.0446,2.5402,1.8254,0.838,0.7982,1.2495,0.819,1.1348,0.8579,0.1656,1.7036,0.863,1.5244,0.7532,1.6661,Control
