@relation data

@attribute id string
@attribute 10333 numeric
@attribute 11213 numeric
@attribute 114609 numeric
@attribute 148022 numeric
@attribute 23643 numeric
@attribute 29110 numeric
@attribute 353376 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3929 numeric
@attribute 4064 numeric
@attribute 4214 numeric
@attribute 4615 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 51295 numeric
@attribute 51311 numeric
@attribute 54106 numeric
@attribute 59307 numeric
@attribute 7096 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7100 numeric
@attribute 7189 numeric
@attribute 8737 numeric
@attribute 929 numeric
@attribute 9450 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.6721,1.5761,0.4317,0.4491,0.8978,1.5365,0.482,0.6564,0.8043,-0.0673,1.7431,2.265,1.4816,2.0311,0.7452,0.3015,1.9269,0.2772,0.9402,2.2262,1.955,2.4861,0.5015,0.8372,1.4118,2.3651,0.534,Control
Utah__A02,1.5787,1.4814,0.2505,0.4437,0.7226,1.5012,0.4492,0.5823,0.638,-0.1491,1.9342,1.9132,1.7445,1.6611,0.5732,0.1652,1.9884,0.2553,0.7895,2.0955,1.5869,2.5076,0.4503,0.7679,1.2609,2.2392,0.4655,Control
Utah__A03,1.5762,1.8756,0.3397,0.4999,0.8278,1.6917,0.5359,0.7212,0.7043,-0.1414,1.7352,2.1264,1.9618,1.9239,0.994,0.2621,2.349,0.3281,0.8972,2.2039,1.9871,2.8343,0.575,0.9336,1.4831,2.3692,0.6331,Control
Utah__A04,1.417,1.3848,0.2796,0.4268,0.6468,1.2065,0.3402,0.649,0.6502,-0.1221,1.6451,2.2551,1.824,1.4877,0.2436,0.2571,1.7725,0.2202,0.9435,1.9935,1.4777,2.3176,0.3682,0.7944,1.3343,2.432,0.5668,Control
Utah__A05,1.9353,1.9241,0.4324,0.6004,0.9404,1.4954,0.5664,0.8578,0.7286,-0.0959,1.9296,2.4117,2.0894,1.7524,0.7153,0.3463,2.4348,0.2503,0.948,2.4178,2.1026,2.9955,0.6884,0.8518,1.487,2.856,0.6578,Control
Utah__A06,1.745,1.8778,0.3777,0.4481,0.9399,1.4325,0.4968,0.6583,0.5944,-0.1563,1.2245,2.0422,1.7816,1.6599,0.5329,0.1624,2.2529,0.3273,0.8229,2.119,1.8873,3.0912,0.6002,0.7749,1.4109,2.716,0.6121,Control
Utah__A07,1.8009,2.2162,0.3962,0.513,0.7269,1.5213,0.6495,0.6423,0.708,-0.0677,1.5417,2.3762,1.7303,1.956,0.7045,0.2321,2.0083,0.3887,0.8239,2.1369,2.2473,2.7151,0.5273,0.9329,1.4606,2.4557,0.7613,Control
Utah__A08,1.6321,2.0095,0.3815,0.4629,0.7837,1.3857,0.5418,0.5498,0.5588,-0.0584,1.3329,2.6059,1.5849,1.8558,0.4773,0.2298,1.9018,0.391,0.7227,1.778,1.7824,2.1575,0.4092,0.8298,1.4451,1.6926,0.4854,Control
Utah__A09,1.6259,2.0794,0.3894,0.5017,0.5263,1.4562,0.4146,0.5933,0.679,-0.0935,1.4006,2.4502,1.5729,1.8214,0.7329,0.2517,2.0112,0.2857,0.7594,1.7719,1.9054,2.5755,0.3918,0.7673,1.3453,1.9845,0.5732,Control
Utah__A10,1.9961,2.1661,0.4399,0.4559,0.7273,1.5475,0.5887,0.6598,0.6628,-0.1665,1.6909,2.3575,1.742,1.7843,0.662,0.2874,2.1756,0.2612,0.8486,2.3403,2.523,2.8245,0.6186,0.9506,1.4193,2.5408,0.6689,Control
Utah__A11,1.4259,1.6347,0.32,0.5025,0.5034,1.4862,0.411,0.5416,0.4948,-0.1391,0.9983,1.776,1.1999,1.7821,0.4716,0.1889,1.8449,0.2797,0.8411,1.3682,1.4151,2.5597,0.1954,0.774,1.1039,2.1312,0.4303,Control
Utah__A12,0.8692,0.9212,0.0398,0.2839,0.5756,0.9638,0.3117,0.1804,0.323,-0.0431,0.7129,1.3066,1.2871,0.9866,0.145,0.0489,1.4779,0.3109,0.4111,1.4135,0.8916,1.583,0.3143,0.4296,0.9329,1.7223,0.411,Control
Utah__B01,1.0316,1.5424,0.3137,0.137,0.6902,1.1783,0.5272,0.1775,0.4679,0.0364,1.064,2.2101,1.2621,1.9428,0.4401,0.0467,1.4816,0.3659,0.49,1.679,1.5859,1.955,0.2863,0.7244,1.2376,1.5434,0.4137,Control
Utah__B02,1.2644,1.5847,0.4145,0.3978,0.7625,1.4167,0.5455,0.6876,0.826,-0.086,1.2871,2.0489,1.7984,1.9385,0.4907,0.2878,1.8175,0.2618,0.9182,2.1185,1.9248,2.4527,0.4806,0.9004,1.3566,2.5875,0.4934,Control
Utah__B03,1.2477,1.6176,0.349,0.3182,0.7778,1.3571,0.5581,0.5198,0.6393,0.0737,1.4087,2.2094,1.5767,1.9094,0.4716,0.216,1.8045,0.2861,0.7977,1.951,2.0306,2.3827,0.4597,0.9167,1.3666,2.3346,0.4703,BRCACancer
Utah__B04,1.6424,1.8864,0.347,0.3415,0.5549,1.1208,0.5571,0.48,0.5934,-0.0971,1.1837,2.5339,1.523,1.5092,0.2153,0.1278,1.2238,0.3876,0.6706,1.5092,1.9059,1.6029,0.3361,0.7801,1.2819,1.1982,0.5052,BRCACancer
Utah__B05,0.943,1.7231,0.2113,0.4041,0.4515,1.1206,0.4865,0.503,0.5636,-0.0688,0.8209,1.8667,1.8099,1.5165,0.3635,0.1082,1.8731,0.4765,0.6876,1.4259,1.0032,1.9613,0.2693,0.815,1.1517,0.9236,0.2835,BRCACancer
Utah__B06,1.2365,1.3844,0.038,0.0627,0.3561,1.0555,0.3925,0.0324,0.375,-0.0426,0.6486,1.7181,1.0353,1.5876,0.2503,-0.0882,1.4489,0.2808,0.3276,1.6005,1.4803,2.0407,0.2174,0.5795,1.0414,1.5792,0.3451,BRCACancer
Utah__B07,1.5157,1.6296,0.527,0.4539,0.617,1.6585,0.5543,0.5723,0.9114,-0.1097,1.5257,2.0706,1.6607,2.1622,0.4618,0.3144,1.8453,0.2618,0.9742,2.1374,2.1011,2.3214,0.5094,0.8628,1.5139,2.2506,0.5664,BRCACancer
Utah__B08,1.7924,1.6263,0.4149,0.3802,0.716,1.4214,0.4945,0.6678,0.7093,-0.0278,1.7207,1.8635,1.5679,1.9195,0.652,0.2604,2.0716,0.227,0.8888,2.0992,1.8056,2.7565,0.4566,0.8182,1.2054,2.4434,0.5502,Control
Utah__B09,1.383,1.769,0.2795,0.2409,0.3037,1.048,0.3255,0.4462,0.5641,-0.0487,0.5214,2.5792,1.1609,1.4008,0.2407,0.1557,0.9153,0.2416,0.6222,1.0158,1.3845,1.3879,0.0961,0.6896,1.1835,0.6795,0.2588,Control
Utah__B10,1.5205,1.7908,0.183,0.3168,0.256,1.0717,0.3859,0.4104,0.4406,-0.0586,0.7362,2.4684,1.5174,1.3703,0.1444,0.0964,1.2837,0.2897,0.6046,1.5511,1.4821,1.7983,0.2699,0.6789,1.2488,1.2476,0.2925,Control
Utah__B11,1.5638,1.7402,0.3191,0.6744,0.6017,1.19,0.4975,0.442,0.4815,-0.0543,1.5347,2.0871,1.7232,1.3519,0.4904,0.2355,2.2242,0.2479,0.673,1.9998,1.7936,2.6058,0.514,0.7147,1.192,2.11,0.5092,Control
Utah__B12,1.0894,1.4078,0.1252,0.2336,0.2972,0.7154,0.1683,0.2965,0.5287,-0.1649,0.2928,2.5139,1.1758,0.9859,0.0314,0.0463,0.7013,0.2208,0.4642,0.9577,1.466,0.9947,0.0513,0.5791,0.7991,0.8203,0.1135,Control
Utah__C01,1.5663,2.1403,0.5869,0.6408,0.7676,1.3094,0.529,0.8198,0.7641,-0.1918,1.3399,2.1947,1.842,1.7979,0.593,0.2777,1.9436,0.3617,0.9075,1.9227,2.0013,2.557,0.553,0.8392,1.3997,2.1666,0.5596,BRCACancer
Utah__C02,1.5688,1.2988,0.404,0.6219,0.7677,1.278,0.4126,0.7406,0.8344,-0.1485,1.9006,1.9275,1.6785,1.6205,0.4837,0.2495,1.6411,0.3453,1.0593,1.9983,1.5999,2.4186,0.4764,0.7556,1.399,2.2312,0.5038,BRCACancer
Utah__C03,1.3834,1.576,0.4818,0.657,0.6651,1.3357,0.5163,0.8827,1.0166,-0.1676,1.4916,2.0283,1.9216,1.8818,0.3523,0.3962,1.7644,0.3059,1.3806,1.9565,1.8384,2.4219,0.4878,1.0042,1.5349,2.1518,0.339,BRCACancer
Utah__C04,0.6679,1.1789,0.2131,0.4499,0.4872,0.8036,0.1937,0.5769,0.6365,-0.1892,0.4727,1.2702,1.4581,0.9805,0.1925,0.2024,1.6309,0.13,0.8019,0.7217,0.8504,1.9993,0.0971,0.5949,0.7189,1.898,0.2296,Control
Utah__C05,0.9395,1.1167,0.1473,0.3876,0.4578,0.8822,0.2609,0.5822,0.6281,-0.0216,0.7733,1.597,1.6559,0.9753,0.0574,0.1861,1.6292,0.2607,0.8343,1.4613,0.9217,2.4737,0.2404,0.7867,0.8602,2.0747,0.3067,BRCACancer
Utah__C06,0.308,0.2445,0.036,0.253,0.2824,0.304,-0.0635,0.2579,0.3585,-0.1017,-0.1083,0.3522,0.5813,-0.0041,-0.0824,0.0236,0.5898,0.1642,0.2911,0.1296,0.219,0.3606,-0.0613,0.2052,0.3055,0.4846,0.0298,Control
