@relation data

@attribute id string
@attribute 10018 numeric
@attribute 10451 numeric
@attribute 11108 numeric
@attribute 11214 numeric
@attribute 121512 numeric
@attribute 1894 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 22986 numeric
@attribute 23229 numeric
@attribute 23263 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 23385 numeric
@attribute 23421 numeric
@attribute 25791 numeric
@attribute 26230 numeric
@attribute 26574 numeric
@attribute 27018 numeric
@attribute 27237 numeric
@attribute 29 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 387 numeric
@attribute 393 numeric
@attribute 396 numeric
@attribute 4099 numeric
@attribute 4168 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 4974 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 51107 numeric
@attribute 5584 numeric
@attribute 55851 numeric
@attribute 5599 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 57142 numeric
@attribute 572 numeric
@attribute 57449 numeric
@attribute 57580 numeric
@attribute 5879 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 5970 numeric
@attribute 6453 numeric
@attribute 64857 numeric
@attribute 6610 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6868 numeric
@attribute 7074 numeric
@attribute 7189 numeric
@attribute 7204 numeric
@attribute 7314 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7531 numeric
@attribute 83464 numeric
@attribute 835 numeric
@attribute 836 numeric
@attribute 84033 numeric
@attribute 8767 numeric
@attribute 8841 numeric
@attribute 8874 numeric
@attribute 8878 numeric
@attribute 89846 numeric
@attribute 8997 numeric
@attribute 9138 numeric
@attribute 9181 numeric
@attribute 9459 numeric
@attribute 9500 numeric
@attribute 9826 numeric
@attribute 9828 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.9887,0.7388,1.2576,1.504,0.6748,0.6195,1.0901,-0.0022,0.0432,0.5148,0.1208,0.7274,1.2165,1.0716,0.5865,-0.1375,0.0149,1.1294,0.8096,-0.0228,0.5006,1.3107,0.9159,1.1434,0.6257,0.7773,1.3071,1.1975,-0.1927,-0.0548,1.4781,1.6889,2.2235,-0.0387,-0.1467,0.1156,-0.0501,1.5024,1.4868,0.2563,1.2633,1.4021,1.0974,0.2035,1.263,0.2521,0.02,1.3932,0.6432,-0.0662,0.7063,1.4148,0.1573,0.5652,1.0804,1.1294,1.3492,1.5555,0.624,0.8106,0.3793,0.6471,1.448,0.1913,0.8922,1.0922,1.4755,1.24,0.2856,1.7332,0.8247,0.7689,1.5653,1.1425,-0.0016,1.5895,1.0629,1.537,0.5723,0.7293,-0.0287,Control
Utah__A02,0.6093,0.5864,1.0137,1.2512,0.4543,0.3339,1.1226,-0.0163,-0.085,0.3053,3e-04,0.7298,0.7903,1.0952,0.2946,-0.0148,0.0577,0.9371,0.6294,0.0682,0.3943,1.1606,0.7075,0.9151,0.5548,0.5327,1.0367,1.2329,-0.1017,-0.0933,1.747,1.279,2.0678,-6e-04,-0.1184,0.1068,-0.0156,1.2755,1.3112,0.1909,0.9979,0.9672,0.9232,0.2341,1.034,0.1564,0.0376,1.2134,0.4992,-0.1058,0.2933,1.23,0.0471,0.3316,0.8319,0.9018,1.1968,1.3843,0.4758,0.7424,0.3464,0.7377,1.3147,0.1135,0.6711,0.7905,1.0993,1.2187,0.1738,1.719,0.6869,0.5586,1.4749,0.8714,-0.0101,1.3715,0.8867,1.3369,0.3141,0.6349,-0.0423,Control
Utah__A03,0.9688,0.6968,1.2901,1.5274,0.827,0.7744,1.384,-0.0117,-0.1163,0.3967,0.0405,0.8553,0.9904,1.1743,0.5014,-0.0104,0.1071,1.1313,0.7137,0.0085,0.5868,1.2239,0.8139,1.0536,0.6877,0.88,1.2468,1.4193,-0.2111,-0.0036,1.9692,1.4481,2.7745,-0.0052,-0.0674,0.0165,-0.0248,1.5653,1.4596,0.2982,1.3433,1.211,1.1903,0.354,1.2429,0.1963,7e-04,1.5003,0.7305,-0.0954,0.1586,1.459,0.1773,0.5724,0.9686,1.1313,1.3816,1.776,0.5898,0.9056,0.4395,0.7912,1.5496,0.2634,0.6993,0.9969,1.3108,1.3606,0.1516,1.8322,0.7139,0.6834,1.6506,0.9894,-0.0325,1.4819,1.0801,1.552,0.376,0.8468,-0.0088,Control
Utah__A04,0.8298,0.644,1.044,1.2892,0.2718,0.3474,0.9715,0.0045,-0.0724,0.3369,0.0883,0.6561,0.9836,1.0779,0.4382,-0.0206,0.0321,0.9906,0.8,0.0768,0.4479,1.1921,0.7595,0.9388,0.6186,0.4995,1.1733,1.4214,-0.0179,-0.0557,1.8283,1.4307,2.2888,0.0688,-0.0156,0.1542,0.0327,1.2583,1.475,0.239,1.1241,0.9665,0.9008,0.1439,1.0869,0.2622,0.1006,1.3638,0.4506,-0.0558,0.4507,1.4617,0.0512,0.4375,0.9652,1.0307,1.2135,1.415,0.445,0.7685,0.3694,0.5956,1.283,0.1301,0.6209,0.7576,1.26,1.1395,0.2194,1.7619,0.6255,0.5382,1.6038,0.971,0.0022,1.502,0.9625,1.4355,0.3321,0.5663,-0.0194,Control
Utah__A05,0.9262,0.8571,1.2204,1.4939,0.698,0.6799,1.4398,-0.0132,-0.0583,0.4115,0.1206,0.972,1.0073,1.3413,0.448,-0.0445,0.0256,1.1093,1.0595,0.1088,0.5904,1.1558,0.8797,1.0568,0.8184,0.6563,1.2256,1.4984,-0.0852,-0.027,2.0997,1.5153,2.4787,0.0091,-0.04,0.1283,0.0257,1.389,1.6922,0.2699,1.4098,1.1192,1.1115,0.3724,1.29,0.324,0.1192,1.5127,0.6788,-0.0807,0.3031,1.5159,0.1811,0.5723,1.1183,1.0492,1.3778,1.6811,0.592,0.825,0.4805,0.6996,1.5542,0.2084,0.7758,1.1231,1.3729,1.4523,0.1493,1.9617,0.7887,0.6522,1.6743,1.0442,-0.0231,1.4898,1.1648,1.5714,0.4049,0.8208,0.0286,Control
Utah__A06,0.8847,0.7849,1.1683,1.4259,0.7597,0.461,1.2193,-0.0592,-0.1197,0.4699,0.0027,0.7782,0.8895,1.1048,0.5415,-0.0779,0.0481,1.0194,0.6244,0.0262,0.488,1.0555,0.7707,0.9679,0.6275,0.5764,1.1786,1.2629,-0.2553,-0.0605,1.7849,1.3528,2.4894,-0.0309,-0.1855,0.0667,-0.0719,1.3254,1.3826,0.2536,1.2211,1.1521,1.049,0.1928,1.0977,0.24,-0.0181,1.4057,0.5315,-0.1056,0.3986,1.312,0.1959,0.3581,0.9889,0.8863,1.3318,1.4233,0.5665,0.7493,0.3764,0.7772,1.4091,0.1414,0.6018,0.9099,1.1944,1.162,0.1599,1.7604,0.7,0.6088,1.6118,0.9842,-0.0186,1.4143,0.9632,1.4821,0.3989,0.7521,-0.0259,Control
Utah__A07,0.8457,0.9519,1.1656,1.6798,0.9624,0.6033,1.2318,-0.042,-0.047,0.4903,0.0494,0.7036,0.9741,1.1725,0.5698,-0.0087,0.0926,1.147,0.8357,0.0323,0.4978,1.2779,0.874,1.1316,0.6122,0.8147,1.2088,1.1746,-0.177,-0.0145,1.7324,1.6808,1.9854,0.051,-0.1457,0.152,-0.0024,1.5499,1.3937,0.2985,1.141,1.3691,1.2174,0.2317,1.499,0.246,0.0534,1.5091,0.7067,-0.0814,0.5278,1.2303,0.1903,0.3658,0.9589,1.1809,1.4952,1.6452,0.6953,0.9049,0.6081,0.4619,1.4238,0.1986,0.8008,1.1952,1.4374,1.4389,0.1995,1.7833,0.7635,0.7308,1.5518,1.0433,0.0032,1.4756,1.1235,1.6192,0.4797,0.8177,-0.0437,Control
Utah__A08,1.0519,1.1379,1.1088,1.7787,0.8296,0.436,1.1534,0.0104,0.1292,0.6394,0.0821,0.6019,1.117,1.0641,0.5224,-0.1666,0.0798,1.1516,0.5945,-0.0969,0.5141,1.1225,0.8956,1.1825,0.5236,0.8852,1.1507,1.0567,-0.19,0.0225,1.5837,1.8517,1.9135,0.0509,-0.1079,0.1518,-0.0516,1.9053,1.2318,0.3059,0.8197,1.4969,1.1808,0.1518,1.5373,0.0928,-0.0037,1.4849,0.7992,-0.0812,0.8429,1.2164,0.1574,0.4475,0.8641,1.4746,1.4347,1.6457,0.6835,0.8033,0.6296,0.5945,1.3149,0.1921,0.8209,0.9672,1.4224,1.041,0.1932,1.6076,0.7113,0.8974,1.3887,1.0899,-0.034,1.4755,1.0506,1.5994,0.6222,0.7183,-0.0416,Control
Utah__A09,0.8176,0.6254,1.1316,1.714,0.8416,0.346,1.0871,-0.0555,-0.0345,0.4689,0.0897,0.8477,0.9759,0.966,0.3656,-0.046,0.0784,1.1643,0.916,0.117,0.5151,1.1692,0.7259,1.0308,0.5653,0.5829,1.2042,1.1786,-0.2231,-0.0619,1.5714,1.6,2.2018,0.0513,-0.057,0.1515,0.0019,1.4618,1.3633,0.2152,1.0964,1.3676,1.0908,0.1851,1.3627,0.2173,0.0656,1.5025,0.5778,-0.0684,0.539,1.304,0.1214,0.4324,0.8331,1.0011,1.3189,1.4106,0.5827,0.7418,0.4698,0.4575,1.4389,0.1807,0.6467,1.0199,1.3433,1.0344,0.2058,1.4702,0.6575,0.7178,1.4704,1.0965,0.0113,1.4688,0.9366,1.6544,0.5242,0.6354,-0.03,Control
Utah__A10,0.9479,1.0645,1.1332,1.7349,0.946,0.5812,1.2181,-0.027,-0.0849,0.5043,0.0609,0.9042,0.9311,1.1673,0.5236,-0.0801,-0.0022,1.1075,0.9472,-0.0131,0.4938,1.1755,0.8266,1.1319,0.6289,0.7836,1.1049,1.2401,-0.1182,-0.0191,1.7444,1.6339,2.1342,0.0017,-0.0241,0.1598,-0.0594,1.7209,1.3791,0.3774,1.0531,1.2269,1.1793,0.2135,1.5759,0.2166,0.0316,1.5904,0.709,-0.0778,0.4228,1.2969,0.0812,0.3666,0.892,1.3376,1.3751,1.7038,0.6184,0.9223,0.5009,0.3962,1.3101,0.1442,0.7723,1.0685,1.4705,1.2447,0.0827,1.8338,0.7329,0.7419,1.5468,1.0459,-0.0407,1.4283,1.0654,1.6374,0.5243,0.7552,-0.0188,Control
