@relation data

@attribute id string
@attribute 27304 numeric
@attribute 348180 numeric
@attribute 4337 numeric
@attribute 4338 numeric
@attribute 4357 numeric
@attribute 55687 numeric
@attribute 7263 numeric
@attribute 81605 numeric
@attribute 90353 numeric
@attribute 9054 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0781,0.1345,-0.1535,0.9026,0.0905,0.8516,0.3949,0.7091,-0.1652,0.668,Control
Utah__A02,0.7678,0.2132,-0.0718,0.6878,-0.053,0.529,0.125,0.5291,-0.0705,0.4674,Control
Utah__A03,0.7297,0.1845,-0.0811,0.7722,0.1349,0.6875,0.3389,0.7289,-0.1452,0.5732,Control
Utah__A04,0.6169,0.2547,-0.0782,0.5899,0.141,0.5351,0.2412,0.6361,0.0289,0.4569,Control
Utah__A05,0.9472,0.2544,-0.1332,0.7685,0.3595,0.6434,0.5295,0.7567,0.0472,0.6542,Control
Utah__A06,0.8969,0.1226,-0.0346,0.6854,0.1177,0.6784,0.2622,0.712,-0.1211,0.5128,Control
Utah__A07,0.9356,0.1778,-0.0475,0.7674,0.1393,0.6949,0.3679,0.6302,-0.0951,0.5897,Control
Utah__A08,0.7595,0.1876,-0.2082,0.8216,0.0065,0.6908,0.095,0.5237,-0.1771,0.536,Control
Utah__A09,0.8202,0.1211,-0.08,0.6521,0.0528,0.7117,0.3422,0.5647,-0.044,0.5729,Control
Utah__A10,0.9259,0.1814,-0.1218,0.7493,0.1401,0.6535,0.3947,0.6013,-0.0618,0.5892,Control
Utah__A11,1.0047,0.1245,-0.1117,0.5093,0.0694,0.5327,0.2436,0.5299,-0.2874,0.5801,Control
Utah__A12,0.5514,-0.0045,0.0508,0.6273,-0.0768,0.4948,0.2694,0.2991,-0.5358,0.2771,Control
Utah__B01,0.6908,-0.1429,-0.0851,0.9191,-0.2687,0.6921,0.0185,0.436,-0.7592,0.4672,Control
Utah__B02,0.8359,0.1823,-0.0712,0.8822,0.1477,0.8265,0.2703,0.6859,-0.0839,0.594,Control
Utah__B03,0.6921,0.0745,-0.1479,0.8104,0.0212,0.6546,0.0861,0.5752,-0.3373,0.5144,BRCACancer
Utah__B04,0.2854,0.1289,-0.1845,0.5132,-0.003,0.6498,0.1549,0.4427,-0.3037,0.4038,BRCACancer
Utah__B05,0.5113,0.1569,-0.1373,0.6241,-0.0053,0.6135,0.1049,0.5206,-0.3138,0.3349,BRCACancer
Utah__B06,0.426,-0.2213,-0.1776,0.6752,-0.3157,0.5469,-0.066,0.1308,-0.6882,0.1901,BRCACancer
Utah__B07,0.7522,0.1927,-0.1286,0.9207,0.0175,0.8538,0.1981,0.6152,-0.1351,0.6857,BRCACancer
Utah__B08,1.0781,0.2511,-0.1018,0.6152,0.3073,0.6059,0.3914,0.6415,0.019,0.5871,Control
Utah__B09,0.2351,0.1238,-0.2141,0.4655,-0.0276,0.5752,0.0446,0.3576,-0.2129,0.2576,Control
Utah__B10,0.5555,0.1105,-0.0679,0.5333,-0.0024,0.4646,0.0442,0.3113,-0.1873,0.282,Control
Utah__B11,0.8926,0.2179,-0.2329,0.5987,0.0531,0.703,0.5679,0.4236,-0.1081,0.4651,Control
Utah__B12,0.0499,0.0091,-0.1421,0.3058,-0.0778,0.4646,0.0015,0.0944,-0.18,0.2291,Control
Utah__C01,0.5644,0.1672,-0.1169,0.7563,0.203,0.7369,0.3241,0.6683,-0.2258,0.5967,BRCACancer
Utah__C02,0.9056,0.2417,-0.0606,0.8091,0.1849,0.7264,0.418,0.6481,0.0902,0.5991,BRCACancer
Utah__C03,0.6858,0.325,-0.0359,0.8159,0.2735,0.9238,0.3607,0.7257,0.098,0.7015,BRCACancer
Utah__C04,0.0751,0.2368,-0.0837,0.3509,0.0944,0.3592,0.267,0.4664,0.0687,0.3026,Control
Utah__C05,0.2519,0.1828,-0.0349,0.4798,0.0045,0.2888,0.0927,0.3614,0.038,0.343,BRCACancer
Utah__C06,0.5143,0.0274,-0.2107,0.1719,-0.1269,0.1926,-0.1397,0.1292,-0.1712,0.0308,Control
Utah__C07,0.3785,0.2179,-0.096,0.4528,0.1222,0.4081,0.0783,0.4233,-0.0727,0.3201,Control
Utah__C08,0.7331,0.1863,-0.0614,0.7023,0.1327,0.7206,0.2425,0.6265,0.0022,0.5209,Control
Utah__C09,0.5087,0.2183,-0.0927,0.5629,0.0061,0.5064,0.1006,0.5288,0.0323,0.4497,Control
Utah__C10,0.4335,0.2446,-0.0475,0.6794,0.0666,0.4841,0.1317,0.4973,0.093,0.4344,BRCACancer
Utah__C11,0.6601,0.2756,-0.0818,0.6941,0.2877,0.7034,0.3683,0.7216,0.1446,0.5325,Control
Utah__C12,0.272,0.1853,-0.0485,0.2986,0.1785,0.3852,0.2061,0.3772,-0.113,0.2608,BRCACancer
Utah__D01,0.6156,0.082,-0.1817,0.4512,-0.0574,0.7604,0.133,0.4014,-0.3168,0.47,BRCACancer
Utah__D02,0.4817,0.3105,-0.1156,0.4986,0.1652,0.4905,0.2146,0.5488,0.0207,0.4287,BRCACancer
Utah__D03,0.431,0.1698,-0.0433,0.5088,0.1102,0.4476,0.3298,0.49,-0.0612,0.2931,BRCACancer
Utah__D04,0.7536,0.1765,-0.0965,0.5748,0.1696,0.5549,0.3007,0.5049,-0.0133,0.4611,BRCACancer
Utah__D05,0.7124,0.128,-0.0101,0.6409,0.1537,0.508,0.3311,0.4084,-0.1158,0.4046,BRCACancer
Utah__D06,0.8881,0.1832,-0.1058,0.7429,0.2354,0.6929,0.3339,0.6564,-0.1309,0.5475,BRCACancer
Utah__D07,0.8163,0.2496,-0.0986,0.5315,0.3123,0.5871,0.3773,0.5764,0.0221,0.5151,Control
