@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1463 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 375790 numeric
@attribute 4684 numeric
@attribute 4902 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 64096 numeric
@attribute 6900 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 8128 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9048 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.1778,-0.1137,-0.0279,-0.0427,-0.0622,-0.0749,-0.0686,-0.0921,-0.1484,-0.1111,-0.1147,0.0442,0.1438,0.0562,-0.0721,-0.0327,0.0024,-0.143,-0.0664,-0.0261,-0.1367,-0.0764,-0.0645,0.0828,0.1149,-0.1289,0.8624,0.0111,-0.1438,-0.0425,-0.0944,0.05,-0.0594,0.2216,-0.0667,0.1901,-0.0412,1.4757,-0.0278,0.2709,-0.0909,-0.0729,-0.1603,Control
Utah__A02,-0.179,-0.0554,0.0183,0.0431,-0.06,-0.0687,-0.0368,-0.0476,-0.1384,-0.0832,-0.0796,0.0754,0.1976,0.0666,-0.0042,0.0125,0.0294,-0.0881,-0.0953,-0.0731,-0.0165,-0.1156,-0.0429,0.0631,0.0639,-0.2127,0.7648,-0.0289,-0.1664,-0.019,-0.098,-0.0458,-0.007,0.245,-0.0984,0.0615,-0.061,1.1994,-0.0771,0.1766,-0.0078,-0.0395,-0.0223,Control
Utah__A03,-0.1707,-0.1078,0.003,0.0346,-0.0744,-0.0571,-0.0708,-0.0708,-0.154,-0.0921,-0.0918,0.0411,0.2129,0.0719,-0.0098,0.0329,0.0285,-0.0869,-0.074,-0.0626,-0.0401,-0.0901,0.1171,0.1156,0.2185,-0.1555,1.0647,-0.0074,-0.1912,-0.0116,-0.0937,0.004,0.0189,0.2836,-0.0769,0.1448,-0.0057,1.4874,-0.0443,0.075,-0.0753,-0.0185,-0.0164,Control
Utah__A04,-0.0843,-0.0804,0.0331,0.0076,-0.0438,-0.0397,-0.0399,-0.06,-0.1421,-0.0315,-0.0499,0.167,0.3071,0.1037,-0.0145,0.0758,0.1819,-0.0708,-0.0604,-0.0775,0.064,-0.0896,-0.0541,0.1434,0.1167,-0.0146,1.0785,-0.0476,-0.0366,-0.0515,-0.0914,-0.0284,-0.0234,0.276,-0.0715,0.149,-0.0394,1.2145,-0.0574,0.2162,0.0507,-0.0058,0.0378,Control
Utah__A05,-0.0414,-0.0986,0.053,-0.0106,-0.055,-0.0396,-0.071,-0.0753,-0.1174,-0.0497,-0.0934,0.1347,0.2713,0.1648,-0.0322,0.0626,0.1538,-0.0895,-0.0056,-0.0516,3e-04,-0.084,0.1065,0.1389,0.2082,0.0144,0.896,-0.0204,-0.0055,-0.0431,-0.0855,-0.001,-0.0374,0.2728,-0.0801,0.1243,-0.0071,1.4415,-0.0343,0.1907,0.0584,0.0061,-0.0097,Control
Utah__A06,-0.1574,-0.0653,-0.0727,0.0123,-0.0736,-0.0836,-0.0454,-0.0378,-0.164,-0.1074,-0.0872,0.004,0.2155,0.0812,-0.0436,-0.0359,-0.0334,-0.0786,-0.1297,-0.0252,0.0106,-0.1011,0.0364,0.0107,0.2437,-0.305,0.8625,0.1039,-0.1621,-0.0161,-0.0996,-0.0139,-0.0336,0.1174,-0.115,0.0798,0.0072,1.2527,-0.0634,0.0575,-0.1302,-0.0618,-0.1281,Control
Utah__A07,-0.1837,-0.0867,-0.0883,0.0176,-0.0772,-0.1098,-0.0419,-0.0317,-0.1697,-0.1187,-0.0519,0.0619,0.2314,0.0704,-0.0306,0.08,0.0308,-0.1075,-0.0953,0.0291,0.0393,-0.1309,0.0443,0.0344,0.2544,-0.1296,0.8561,-0.0715,-0.0812,0.003,-0.1374,-0.0348,-0.0223,0.1921,-0.1109,0.0211,-0.0043,1.7008,-0.0724,0.1856,-0.0575,-0.0572,0.0059,Control
Utah__A08,-0.1908,-0.1185,-0.036,-0.0341,-0.0576,-0.0954,-0.0946,-0.082,-0.1504,-0.1312,-0.0951,0.0159,0.1886,0.0264,-0.0339,-0.0795,-0.0051,-0.1604,-0.0984,-0.0625,-0.063,-0.0908,-0.071,0.0323,0.3766,-0.3294,0.7731,0.0465,-0.2063,-0.065,-0.0768,0.0145,-0.0907,0.1797,-0.0906,0.1044,0.031,1.5867,-0.0432,0.1314,-0.0826,-0.0179,-0.1527,Control
Utah__A09,-0.1356,-0.0989,-0.0189,0.0173,-0.0901,-0.0914,-0.0144,-0.0649,-0.1795,-0.1185,-0.0809,-0.0194,0.2328,0.0699,-0.0244,0.0333,0.0186,-0.0642,-0.0843,-0.0573,0.0215,-0.0984,0.0065,0.0048,0.1138,-0.0971,0.9493,-0.0237,-0.1223,0.0101,-0.0921,-0.0462,0.0108,0.1652,-0.1048,0.1476,-0.0269,1.4121,-0.069,0.2182,-0.0638,-0.0146,-0.0154,Control
Utah__A10,-0.143,-0.1011,0.011,-0.0233,-0.0651,-0.0298,-0.0649,-0.0402,-0.1381,-0.0833,-0.1042,0.0665,0.4474,0.0595,-0.0457,0.033,0.1089,-0.1163,-0.0331,-0.0698,0.0121,-0.0826,-0.0279,0.0681,0.1254,-0.0732,0.8187,0.058,-0.1116,-0.088,-0.0951,-0.005,-0.0769,0.3265,-0.085,0.1458,0.0032,1.8137,-0.0231,0.1532,0.022,-0.0336,-0.051,Control
