@relation data

@attribute id string
@attribute 10461 numeric
@attribute 11136 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 140885 numeric
@attribute 1525 numeric
@attribute 2147 numeric
@attribute 2207 numeric
@attribute 2335 numeric
@attribute 23428 numeric
@attribute 23539 numeric
@attribute 23657 numeric
@attribute 23759 numeric
@attribute 2534 numeric
@attribute 2621 numeric
@attribute 284 numeric
@attribute 285 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2888 numeric
@attribute 3265 numeric
@attribute 338 numeric
@attribute 3635 numeric
@attribute 3655 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3845 numeric
@attribute 3897 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 4099 numeric
@attribute 4312 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4893 numeric
@attribute 4973 numeric
@attribute 50848 numeric
@attribute 51206 numeric
@attribute 51378 numeric
@attribute 51744 numeric
@attribute 5175 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 54210 numeric
@attribute 5478 numeric
@attribute 55423 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56301 numeric
@attribute 57126 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 58494 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6464 numeric
@attribute 6520 numeric
@attribute 6566 numeric
@attribute 6654 numeric
@attribute 6693 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7010 numeric
@attribute 7056 numeric
@attribute 7525 numeric
@attribute 8140 numeric
@attribute 83700 numeric
@attribute 857 numeric
@attribute 8832 numeric
@attribute 9046 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 90952 numeric
@attribute 9123 numeric
@attribute 914 numeric
@attribute 961 numeric
@attribute 962 numeric
@attribute 965 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.265,4e-04,2.1886,-0.1778,-0.1137,0.5603,0.0125,-0.087,2.3872,-0.0489,-0.0316,0.2942,0.0023,1.0645,1.6042,0.0722,0.1491,-0.0652,1.6355,-0.0621,0.1166,0.4236,-0.1029,1.2791,1.5793,0.1046,2.696,1.5124,2.111,1.627,0.7512,1.6127,2.4273,2.2463,2.1301,1.5967,-0.009,1.9358,1.3216,-0.187,0.1911,0.2629,0.0986,0.597,2.7938,0.1925,1.2746,0.6073,-0.013,0.9955,1.732,2.5124,2.1904,1.5746,1.5626,1.4982,0.2071,1.7307,1.978,1.6074,0.8021,0.0863,0.2593,0.2145,-0.0135,1.8033,0.5566,-0.03,2.5427,1.3832,2.3044,0.7565,1.0623,0.5288,1.1256,1.8825,0.3755,0.9496,-0.079,0.6592,0.3196,0.5128,0.3991,-0.0865,1.7089,1.8308,1.9066,1.5795,0.2464,0.8334,2.0014,2.4239,2.3459,1.0639,Control
Utah__A02,0.1871,-0.1125,2.2579,-0.179,-0.0554,0.4158,0.0036,-0.0712,2.7273,-0.002,-0.0013,0.2035,0.0539,0.8525,1.263,0.0411,-0.0069,-0.1408,1.481,-0.0522,0.0403,0.3716,-0.08,1.2825,0.9261,0.0413,2.4488,1.2465,2.2735,1.7374,0.6194,1.6806,2.1759,2.3816,2.2489,1.3547,-0.0412,1.6874,1.1848,-0.0982,-0.0556,0.1925,0.0632,0.4026,2.9993,0.2029,1.1375,0.4687,-0.1659,1.2668,1.7999,2.1517,1.1349,1.3014,1.4139,1.1993,0.1689,1.247,1.0866,1.2289,0.4681,0.1395,0.2632,0.2257,-0.0268,1.8803,0.4031,-0.0622,2.1919,1.3191,2.1913,0.8046,0.8408,0.4424,0.9005,1.8883,0.3775,0.9831,-0.1216,0.5165,0.1729,0.4814,0.2234,-0.1157,1.5076,1.8088,2.2171,1.016,0.2144,0.7324,1.641,2.1999,2.4731,0.8994,Control
Utah__A03,0.1767,-0.1018,2.2166,-0.1707,-0.1078,0.5265,0.07,-0.102,2.7848,-0.0268,-0.0492,0.2366,0.0919,1.0166,1.4626,0.138,0.0205,-0.064,1.7658,-0.0224,0.0225,0.3757,-0.0843,1.4534,0.6756,0.0051,2.7206,1.607,2.5078,1.9552,0.8381,1.9154,2.3183,2.5068,2.2641,1.6527,0.0301,1.7151,1.5638,-0.205,0.1433,0.4242,0.1425,0.6436,3.0903,0.0768,1.1179,0.5626,-0.0837,1.3116,1.9695,1.6376,1.2654,1.3967,1.4596,1.3339,0.2691,1.3323,1.8339,1.4168,0.5573,0.1618,0.2799,0.1931,0.0605,1.95,0.48,-0.0894,1.8963,1.394,2.371,0.7989,1.1252,0.514,1.1275,2.1223,0.6195,1.1369,-0.1137,0.4993,0.3404,0.6069,0.216,-0.002,1.7111,2.1774,2.288,1.0364,0.2216,1.0871,1.8159,2.2086,2.2777,1.2029,Control
Utah__A04,0.1546,0.0114,2.2032,-0.0843,-0.0804,0.4324,0.0368,-0.0358,2.965,-0.0521,-0.0851,0.4335,0.0647,0.835,1.4429,0.0632,0.027,-0.0447,1.4795,0.0215,0.1386,0.3609,-0.0693,1.3869,1.0935,0.0819,2.7136,1.3644,2.1956,1.7951,0.6282,1.3829,2.3751,2.4299,2.7493,1.1951,0.0493,1.9667,1.3945,-0.0166,0.0912,0.1735,0.088,0.4198,3.0364,0.158,1.191,0.7425,-0.0802,1.0963,1.6925,2.1356,1.484,1.353,1.4002,1.4882,0.2883,1.3202,1.491,1.4363,0.5567,0.1617,0.3061,0.2803,-0.0278,1.8859,0.3995,0.0121,2.2875,1.454,2.5023,0.8019,1.0758,0.3742,1.028,1.835,0.414,1.118,-0.0903,0.5022,0.3208,0.5224,0.3706,-0.0584,1.7087,1.7151,1.911,1.0526,0.2563,0.8443,2.0346,2.4541,2.5809,0.9739,Control
Utah__A05,0.3083,-0.0267,2.4586,-0.0414,-0.0986,0.7678,-0.0386,-0.0619,3.0979,-0.0661,-0.0565,0.3625,0.0133,1.0131,1.4763,0.1446,0.1196,-0.0768,1.8562,-0.0322,0.2524,0.4772,-0.0691,1.4233,0.9261,0.0278,2.5734,1.6749,2.2154,2.2271,0.8469,1.861,2.221,2.5987,2.9795,1.4096,0.0065,1.6797,1.5799,-0.0822,0.383,0.3592,0.0317,0.4479,3.3113,0.2776,1.5565,0.959,-0.1121,1.3489,2.0124,2.7849,2.2388,1.4836,1.8548,1.3381,0.3996,1.2108,2.368,1.2753,0.4529,0.177,0.6107,0.2391,-0.0574,2.0105,0.4857,-0.0228,2.1692,1.9673,2.5675,0.8988,1.2657,0.5059,1.0464,1.9817,0.6469,1.2607,-0.0828,0.751,0.2929,0.7302,0.5373,-0.0049,1.9403,2.1966,2.4048,1.1373,0.4166,1.0825,1.5363,2.3483,2.4811,1.0904,Control
Utah__A06,0.5844,-0.1094,2.3715,-0.1574,-0.0653,0.5807,0.0037,-0.0855,2.8274,-0.0507,-0.0748,0.1338,0.176,0.9472,1.3895,0.0324,0.0072,-0.1012,1.5705,-0.1217,0.1006,0.2467,-0.0814,1.367,1.1128,-0.0321,2.2651,1.5112,2.0424,2.263,0.7154,1.7958,2.0446,2.4549,2.6063,1.4336,-0.0739,1.611,1.3697,-0.248,-0.0779,0.2216,-0.0092,0.5724,2.8748,0.2229,1.1879,0.4217,-0.1281,1.3617,1.798,1.9083,1.0973,1.3845,1.4475,1.3761,0.1914,1.2063,2.5603,1.3227,0.5209,0.0746,0.225,0.2118,0.0174,1.823,0.4941,-0.0334,2.1011,1.3293,2.3723,0.7671,1.1126,0.4862,0.8852,1.8229,0.4253,0.9688,-0.1182,0.4748,0.3391,0.5735,0.3377,-0.084,1.3311,1.9322,2.4197,1.1412,0.2022,0.8878,1.4548,2.0524,2.3282,0.9901,Control
Utah__A07,0.2755,-0.065,2.532,-0.1837,-0.0867,0.5921,-0.0423,-0.1015,2.6925,-0.0393,0.0823,0.3004,0.159,1.0031,1.8589,0.1467,0.0666,-0.0945,1.8609,-0.0661,0.0946,0.364,-0.0949,1.4397,1.1635,-0.0051,2.7412,1.5123,2.2211,1.855,0.8005,1.7278,2.4763,2.3516,2.3361,1.7064,-0.0766,1.7129,1.7041,-0.1717,-0.0582,0.2765,-0.0429,0.6683,2.9085,0.1858,1.2402,0.5483,-0.1125,1.2841,2.0768,2.276,1.293,1.5934,1.5467,1.6231,0.2011,1.2924,1.8313,1.3363,0.5374,0.171,0.3299,0.1525,-0.0353,1.8362,0.5361,-0.1076,2.299,1.2855,2.4075,0.7989,0.9693,0.5055,1.1765,2.0088,0.359,1.0587,-0.118,0.6952,0.3682,0.4429,0.2684,-0.0743,1.497,2.0129,2.249,1.323,0.1747,0.8999,1.7113,2.4783,2.5431,1.2967,Control
Utah__A08,0.4644,-0.0861,1.9547,-0.1908,-0.1185,0.4217,0.0636,-0.0829,2.4222,-0.067,-0.0459,0.1544,0.0321,0.9951,1.9941,0.0813,-0.0222,-0.0207,1.7198,-0.0779,-0.0048,0.2967,-0.1047,1.5388,1.5957,0.0318,3.0853,1.3905,2.2537,1.5728,0.7734,1.6851,2.328,2.0859,1.4609,1.6216,-0.0364,1.5609,1.8806,-0.1844,-0.0119,0.2474,0.1049,0.6405,2.6904,0.2235,0.9772,0.3162,-0.0897,1.2297,1.9856,1.7071,0.9773,1.7501,1.5683,1.714,0.168,1.4821,1.4413,1.297,0.6367,0.0256,0.0208,0.202,0.0203,1.6778,0.621,-0.0342,2.2061,0.8535,2.0267,0.784,0.7489,0.3597,1.467,1.761,0.3481,0.71,-0.086,0.36,0.4985,0.3587,0.3123,-0.1327,1.5962,1.5712,1.7701,1.433,0.0691,0.6857,1.6289,2.5524,2.2663,1.1879,Control
Utah__A09,0.4186,-0.0797,2.1572,-0.1356,-0.0989,0.6208,-0.0093,-0.1057,2.7479,-0.0476,-0.0574,0.311,0.0858,0.9541,1.7212,0.1061,0.1519,-0.06,1.8278,-0.0693,0.1132,0.349,-0.0756,1.372,1.3058,0.0419,2.8347,1.3587,2.1417,1.6745,0.638,1.7858,2.5756,2.325,2.6827,1.5553,-0.0194,1.828,1.6382,-0.2167,0.0269,0.1608,-0.06,0.5272,2.8883,0.1656,1.2376,0.5724,-0.1257,1.0882,2.0259,2.59,1.8386,1.4582,1.4714,1.5464,0.1702,1.3752,1.4817,1.1969,0.6262,0.0977,0.4187,0.1571,-0.0967,1.8256,0.4602,-0.0837,2.1636,1.5727,2.3078,0.7778,0.8788,0.3975,0.9988,2.0224,0.4569,0.9129,-0.0831,0.5006,0.2847,0.4405,0.5765,-0.0557,1.5375,1.9503,2.0088,1.3304,0.2384,0.7427,1.8626,2.2879,2.4011,1.0484,Control
Utah__A10,0.3017,-0.082,2.3713,-0.143,-0.1011,0.7065,-0.0457,-0.082,2.6696,-0.0093,-0.0613,0.3218,0.0165,0.9427,1.9662,0.0819,0.2292,-0.069,1.802,0.0212,0.2428,0.398,-0.0817,1.5525,0.9855,0.0321,2.9349,1.5221,2.3524,2.0157,0.8217,1.6612,2.7093,2.3423,2.8517,1.4415,-0.0028,1.8784,1.7975,-0.1144,0.1491,0.2457,0.0287,0.8139,2.9966,0.2246,1.3315,0.694,-0.1081,1.4464,1.9192,3.2592,2.332,1.6941,1.7523,1.6535,0.2665,1.2657,2.1262,1.2589,0.4817,0.0838,0.6074,0.2082,0.0206,1.8519,0.5199,-0.0361,2.1264,1.8469,2.2179,0.79,0.9442,0.5118,1.3316,1.7905,0.4388,1.0625,-0.0718,0.5346,0.3193,0.4941,0.8077,-0.0635,2.0288,1.91,2.1734,1.1007,0.2623,0.798,2.0948,2.4683,2.6017,1.374,Control
