@relation data

@attribute id string
@attribute 10083 numeric
@attribute 30851 numeric
@attribute 3303 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3551 numeric
@attribute 3717 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5925 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7490 numeric
@attribute 8825 numeric
@attribute 9093 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0663,0.6525,2.7127,0.7042,2.0903,1.3871,1.1591,1.1912,1.6981,2.2123,1.0363,1.4383,0.4149,1.2819,0.7493,-0.0522,0.1108,0.7319,Control
Utah__A02,-0.0717,0.5969,3.2615,1.5545,2.007,1.4009,0.9319,1.0674,1.2732,2.0603,0.801,1.258,0.4378,1.2163,0.5887,-0.0592,-0.042,0.3831,Control
Utah__A03,-0.0586,0.6475,3.0535,2.0921,1.992,1.5925,1.0697,1.4901,1.4485,2.7503,1.0565,1.4813,0.5438,1.4301,0.8079,-0.0303,0.0164,0.5086,Control
Utah__A04,-0.0899,0.7404,2.8049,0.6554,1.866,1.097,0.9555,0.865,1.4304,2.2761,0.8205,1.484,0.3481,1.1297,0.5955,-0.0242,0.0438,0.4133,Control
Utah__A05,-0.0568,0.9039,3.4818,0.6132,2.2635,1.5675,1.0728,1.3068,1.5181,2.4615,1.0433,1.5368,0.3701,1.4212,0.7673,0.0188,0.1873,0.5085,Control
Utah__A06,-0.0713,0.7094,3.2595,0.085,2.1594,1.4364,0.9844,1.0847,1.3497,2.472,0.8912,1.338,0.4186,1.3082,0.6036,-0.1089,0.0595,0.4632,Control
Utah__A07,-0.0994,0.6759,2.8958,0.9455,2.1762,1.3999,1.1473,1.4226,1.6897,1.9798,1.0213,1.2584,0.4733,1.5049,0.684,-0.0211,0.1016,0.4954,Control
Utah__A08,-0.0461,0.3341,2.5894,0.7944,1.8153,1.3678,1.198,1.4684,1.8669,1.9095,1.0826,1.2448,0.2487,1.1624,0.6482,-0.0071,0.137,0.5144,Control
Utah__A09,-0.0756,0.6598,2.7826,0.7784,1.9194,1.2992,1.047,1.3695,1.606,2.1911,1.0359,1.3302,0.3534,1.1854,0.5412,-0.036,0.1328,0.4886,Control
Utah__A10,-0.0827,0.8151,3.1087,1.5207,2.1802,1.4044,1.1476,1.4291,1.641,2.1251,0.9646,1.3233,0.4561,1.3738,0.5878,-0.037,0.24,0.4304,Control
Utah__A11,-0.0435,0.6281,2.4424,1.6963,1.579,1.14,0.7748,0.976,1.1005,2.0611,0.8355,1.2245,0.191,1.253,0.5349,-0.0021,0.0464,0.4395,Control
Utah__A12,-0.051,0.418,3.4299,0.6982,1.6508,0.7894,0.759,0.4637,1.0527,1.6799,0.4273,0.8238,0.098,0.7701,0.1924,-0.0525,-0.0995,0.2185,Control
Utah__B01,-0.0297,0.2029,2.4226,0.1725,2.1328,1.2711,0.984,0.9815,1.5169,2.5332,0.8919,1.2082,0.2251,0.9503,0.6532,-0.0814,-0.0417,0.5525,Control
Utah__B02,-0.0617,0.6694,2.714,0.8176,2.3156,1.4757,1.1073,0.9702,1.4394,3.0801,0.8229,1.5865,0.432,1.3405,0.8116,-0.0247,0.0427,0.515,Control
Utah__B03,-0.0049,0.3772,2.8541,0.7522,2.3143,1.3652,1.0527,1.0222,1.4822,2.6611,0.8578,1.4088,0.1665,1.2131,0.7021,0.0241,-0.0094,0.4991,BRCACancer
Utah__B04,-0.0528,0.3855,2.3569,0.8273,1.7134,1.2646,1.3054,1.3224,1.6554,1.6784,0.8418,1.1378,0.3252,1.1789,0.5137,-0.0782,-0.0137,0.3891,BRCACancer
Utah__B05,-0.108,0.3922,2.9123,0.2616,2.0152,1.2345,0.875,0.8028,1.2575,2.6321,0.7045,1.3013,0.3702,1.1022,0.5965,-0.1168,-0.1404,0.4026,BRCACancer
Utah__B06,-0.1771,0.0062,2.3863,0.406,1.7597,1.0215,0.8773,0.7458,1.1971,1.5065,0.575,0.8403,0.0857,0.8445,0.2316,-0.093,0.0021,0.2612,BRCACancer
Utah__B07,-0.1071,0.5044,3.1707,1.3816,2.2236,1.4838,1.23,1.1777,1.4782,2.1472,0.9641,1.4289,0.1955,1.4527,0.7397,-0.0391,0.0767,0.5902,BRCACancer
Utah__B08,-0.0495,0.9125,3.3059,0.8476,2.0001,1.576,0.8827,0.9417,1.1937,1.9421,0.8068,1.2913,0.1823,1.4614,0.5384,0.0231,0.0582,0.4831,Control
Utah__B09,-0.0524,0.3563,2.4561,0.547,1.5016,1.1099,1.0353,1.1346,1.3948,2.0058,0.777,1.1066,0.0665,0.9764,0.477,-0.0036,0.0666,0.2914,Control
Utah__B10,-0.0603,0.3305,3.5989,0.6708,1.828,0.9769,0.9748,1.0493,1.4899,1.5834,0.687,0.9814,0.0895,0.9955,0.402,-0.0514,0.0178,0.3049,Control
Utah__B11,-0.1009,0.5558,4.4503,0.4263,1.9411,1.3996,0.8859,1.078,1.3346,1.9234,0.8014,1.2399,0.159,1.4784,0.591,0.0016,0.1481,0.389,Control
Utah__B12,-0.0911,0.1272,2.3509,0.0275,1.0953,0.9395,1.0454,0.9426,1.2785,1.6026,0.4537,0.8164,0.2954,0.7569,0.2056,-0.0419,0.0235,0.172,Control
Utah__C01,-0.1267,0.6712,2.6368,0.7637,1.9432,1.483,1.169,1.2478,1.4469,1.9244,0.9265,1.4533,0.4871,1.5915,0.7721,-0.0448,0.0104,0.5644,BRCACancer
Utah__C02,-0.0508,0.79,2.9224,0.6235,1.945,1.2321,1.047,0.8611,1.3929,2.0396,0.7443,1.5348,0.4205,1.3252,0.6421,-0.004,-0.0262,0.4392,BRCACancer
Utah__C03,-0.0719,0.7868,2.9313,1.3299,1.9476,1.336,1.1645,1.1874,1.3899,2.1689,0.8462,1.7061,0.5574,1.66,0.7382,-0.0629,0.074,0.5378,BRCACancer
Utah__C04,-0.0171,0.8549,1.8514,0.0143,1.3643,1.0634,0.6266,0.6283,0.8832,2.1508,0.507,1.2407,0.1232,1.0061,0.4208,0.0579,-0.022,0.2893,Control
Utah__C05,0.0037,0.5181,2.7412,0.4989,1.3817,1.2799,0.6928,0.6115,1.0739,1.6729,0.3939,1.1552,0.1546,1.1223,0.3612,0.0579,-0.0074,0.2085,BRCACancer
Utah__C06,-0.0229,0.0777,0.0425,0.2754,0.3207,0.2906,0.3259,0.0456,0.3822,0.8963,-0.0393,0.5912,-0.1009,0.4324,0.1605,0.0485,-0.1733,0.0196,Control
Utah__C07,-0.075,0.6508,2.9821,0.9656,1.5034,0.9703,0.7662,0.5995,1.1209,1.6637,0.5386,1.2031,0.2344,1.0562,0.3267,0.0266,-0.0272,0.3536,Control
Utah__C08,-0.0336,0.6083,2.7568,1.0073,1.666,1.0925,0.8504,0.871,1.2493,1.9033,0.7634,1.4,0.3381,1.226,0.704,0.0031,0.0189,0.4842,Control
Utah__C09,-0.0201,0.5506,3.017,0.8587,1.6396,0.965,0.8242,0.5834,1.196,1.946,0.4841,1.278,0.4074,1.1725,0.4169,0.0195,0.0232,0.3442,Control
Utah__C10,-0.023,0.6542,3.3635,0.3493,1.7803,1.1501,0.8353,0.5113,1.3181,2.007,0.4739,1.2172,0.1751,1.0727,0.4583,0.0293,0.0239,0.3118,BRCACancer
Utah__C11,-0.033,0.7338,2.6642,1.2746,1.5978,1.2313,0.8964,0.8911,1.2045,1.9605,0.7245,1.5603,0.2305,1.3394,0.6416,0.0843,0.036,0.5618,Control
Utah__C12,-0.0299,0.6455,2.0727,0.4973,1.2181,0.8711,0.5623,0.4351,0.8912,1.4375,0.3333,1.1479,0.088,0.8816,0.3086,0.0845,-0.0481,0.3,BRCACancer
Utah__D01,-0.0401,0.2056,1.8189,0.1263,1.8286,1.3158,1.2541,1.3661,1.5223,1.6606,0.7678,1.2261,0.2691,1.1003,0.4477,0.0619,0.1706,0.3364,BRCACancer
Utah__D02,0.0097,0.9016,2.5457,0.4468,1.6002,1.1362,0.8039,0.685,1.2184,1.8134,0.6171,1.4141,0.3824,1.092,0.6359,0.0363,-0.0056,0.4445,BRCACancer
Utah__D03,-0.0199,0.758,2.9834,0.41,1.5889,1.0758,0.8155,0.8027,1.0942,1.6918,0.5284,1.2419,0.3039,1.0502,0.4349,0.0073,-0.0492,0.3085,BRCACancer
Utah__D04,-0.0337,0.6131,3.3706,0.3107,1.7339,1.3085,0.894,0.9645,1.2616,1.9513,0.6546,1.3386,0.2301,1.3787,0.6633,0.0569,0.0876,0.3428,BRCACancer
Utah__D05,-0.0334,0.7976,3.4392,0.6936,2.39,1.3789,0.9202,0.8915,1.219,2.198,0.601,1.3071,0.2115,1.2885,0.4684,-0.0069,-0.0158,0.2896,BRCACancer
Utah__D06,-0.0527,0.712,3.031,0.6359,1.9446,1.1448,1.0235,0.9398,1.3989,2.086,0.7653,1.468,0.3946,1.3899,0.6761,0.0564,0.0321,0.5191,BRCACancer
Utah__D07,-0.0174,0.8939,2.6441,1.052,1.7143,1.1715,0.9081,0.803,1.1585,1.9997,0.6652,1.4913,0.2332,1.3723,0.5807,0.0217,0.0213,0.4116,Control
Utah__D08,-0.0322,0.5704,2.6865,0.228,1.5074,0.9518,0.7363,0.6701,1.0411,1.7568,0.4829,1.1777,0.3078,0.9912,0.3698,0.0583,-0.0504,0.2676,Control
Utah__D09,-0.0573,0.6274,2.9445,0.4667,1.8381,1.1578,0.882,0.7075,1.256,2.0723,0.6269,1.3852,0.4945,1.1618,0.6046,0.0582,0.041,0.4171,Control
Utah__D10,-0.0128,0.6313,4.5053,0.5677,1.5343,1.2264,0.6619,0.6926,0.9598,1.7488,0.6817,1.2282,0.1329,1.3123,0.3741,0.0071,0.0876,0.3303,Control
Utah__D11,0.0316,0.2445,1.5733,0.0496,0.9539,0.6355,0.4698,0.3034,0.6449,1.1938,0.2462,0.8611,-0.1931,0.5672,0.3432,0.0627,-0.1189,0.2317,Control
Utah__D12,-5e-04,0.4157,2.5901,0.4424,1.4285,1.0126,0.5645,0.6172,0.9431,1.7741,0.5634,1.3548,0.174,1.0852,0.5435,0.1276,0.0509,0.3168,Control
Utah__E01,-0.0631,0.4356,3.4071,0.232,1.8427,1.0677,0.7001,0.5272,1.0068,2.1796,0.5183,1.2735,0.1725,0.9358,0.4017,0.0405,0.0518,0.2969,BRCACancer
Utah__E02,-0.0617,0.8195,2.7273,1.1941,1.8365,1.1106,0.8895,0.6842,1.3706,2.0506,0.6108,1.3912,0.2374,1.0845,0.59,0.0146,0.0495,0.4991,Control
Utah__E03,-0.0484,1.0066,3.8975,0.9328,1.745,1.4147,0.7661,0.931,1.1428,2.16,0.6955,1.5076,0.2045,1.2811,0.5594,0.0515,0.1085,0.4779,Control
Utah__E04,-0.0574,0.8104,2.7597,0.5019,1.9078,1.1583,1.0548,0.7899,1.3337,2.2546,0.79,1.6955,0.4009,1.3585,0.7239,-0.0059,0.0439,0.547,Control
Utah__E05,-0.0214,0.4868,2.5284,0.7991,1.478,0.7062,0.8801,0.602,1.3495,1.567,0.5058,1.2875,0.0401,0.9031,0.496,0.0632,-0.1264,0.4069,Control
Utah__E06,-0.0729,0.2954,3.2004,0.4998,1.7642,0.9812,0.7814,0.7387,1.0716,1.6602,0.4854,0.9001,0.1308,0.9337,0.2333,-0.0518,-0.086,0.1838,BRCACancer
Utah__E07,-0.0451,0.8127,3.0328,0.7679,1.9225,1.1809,0.9383,0.8191,1.2172,2.1813,0.6124,1.4829,0.1528,1.3345,0.636,0.0113,0.0678,0.4129,BRCACancer
Utah__E08,-0.0687,0.7304,3.2871,0.6681,1.9849,1.172,0.8851,0.9283,1.3232,2.1859,0.7404,1.4912,0.4305,1.3684,0.6297,-0.0175,0.0738,0.5142,Control
Utah__E09,-0.0445,0.8589,4.0471,0.7795,1.7387,1.1527,0.7655,0.6051,1.1578,2.0634,0.6505,1.4,0.3257,1.3939,0.6369,-0.002,0.0241,0.4269,BRCACancer
Utah__E10,-0.0881,0.7357,2.9539,0.7309,2.229,1.2691,1.0087,1.046,1.4907,2.0758,0.8902,1.366,0.3889,1.2857,0.6215,-0.0385,0.0163,0.4361,BRCACancer
Utah__E11,-0.0059,0.7036,2.9078,0.8877,1.6043,1.002,0.7261,0.6476,1.0414,1.7666,0.4852,1.3399,0.237,1.0122,0.4201,0.0439,0.0617,0.2758,Control
Utah__E12,-0.0443,0.384,2.9827,0.7045,1.5546,0.8892,0.5921,0.4628,0.8968,1.7294,0.3698,1.0812,-0.0115,0.8695,0.4074,0.0293,0.0243,0.247,BRCACancer
Utah__F01,-0.0836,0.6715,2.4391,0.3474,1.8121,1.211,1.0426,1.0595,1.5031,2.2189,0.878,1.5474,0.5544,1.2744,0.8268,-0.0477,0.0465,0.6104,Control
Utah__F02,-0.0608,0.7588,3.085,0.7897,2.0329,1.2284,1.0751,0.9158,1.5101,2.1054,0.7662,1.5494,0.3655,1.3559,0.7088,0.021,0.0252,0.5052,Control
Utah__F03,-0.0608,0.7908,2.6438,1.1556,1.8041,1.1311,0.8896,0.7554,1.0619,1.9609,0.6702,1.454,0.6351,1.3283,0.5976,-0.0141,-0.0454,0.5285,Control
Utah__F04,-0.0857,0.5182,2.0993,1.0726,1.7787,1.2277,1.0323,1.335,1.4054,1.8628,0.9349,1.3218,0.3297,1.4205,0.7535,-0.0639,-0.006,0.4762,Control
Utah__F05,-0.0765,0.8167,2.7003,0.4696,1.8466,1.2147,0.93,0.8592,1.3073,2.2765,0.7453,1.3947,0.3191,1.2076,0.656,0.0046,0.0121,0.4361,Control
Utah__F06,-0.0466,0.7935,2.7792,0.4421,1.9587,1.2344,0.7377,0.8046,1.1361,1.9825,0.6153,1.1519,0.195,1.15,0.4228,-0.0577,0.0762,0.3126,Control
Utah__F07,-0.0251,0.6717,2.7806,0.4955,1.5556,1.1027,1.091,0.8733,1.634,1.9604,0.7005,1.4312,0.3978,1.117,0.5996,0.0398,0.0088,0.479,Control
Utah__F09,-0.0303,0.8813,3.5034,0.4197,2.1986,1.3391,1.0589,0.9668,1.5755,2.6174,0.8927,1.6135,0.401,1.5184,0.7896,0.0319,0.1791,0.5444,Control
Utah__F10,-0.0431,0.8271,3.3251,0.7497,2.1998,1.3041,1.1043,1.1479,1.6122,2.2643,0.7932,1.5639,0.522,1.5365,0.737,0.0125,0.0783,0.5499,Control
Utah__F11,-0.0512,0.8223,3.1404,0.8762,1.8205,1.2734,0.8456,0.9197,1.1777,2.1009,0.7084,1.468,0.489,1.5357,0.7035,0.0127,0.0929,0.3928,Control
Utah__F12,-0.0803,0.5585,2.7737,0.8458,2.0227,1.0955,1.0796,1.4236,1.5469,1.8741,0.8933,1.2229,0.3205,1.2795,0.5285,-0.0713,0.1112,0.3515,Control
Utah__G01,0.0038,0.656,3.6831,0.7351,1.857,1.2333,0.8694,0.9621,1.2383,1.8425,0.7237,1.3726,0.4898,1.3522,0.6667,0.0086,0.0547,0.3398,Control
Utah__G02,-0.0017,0.7165,3.1652,0.4595,1.8242,1.1867,0.7932,0.8157,1.04,1.9373,0.6561,1.2403,0.3369,1.1862,0.5235,-0.0106,0.0267,0.2897,Control
