@relation data

@attribute id string
@attribute 1050 numeric
@attribute 10746 numeric
@attribute 11183 numeric
@attribute 11184 numeric
@attribute 1147 numeric
@attribute 1326 numeric
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2872 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 4149 numeric
@attribute 4205 numeric
@attribute 4207 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4217 numeric
@attribute 4293 numeric
@attribute 4294 numeric
@attribute 4296 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5596 numeric
@attribute 5597 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5607 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5871 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6667 numeric
@attribute 673 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7186 numeric
@attribute 7786 numeric
@attribute 8491 numeric
@attribute 8550 numeric
@attribute 8569 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8986 numeric
@attribute 9020 numeric
@attribute 9064 numeric
@attribute 9175 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 9448 numeric
@attribute 9693 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.505,1.8737,1.0561,1.055,1.5171,0.7111,1.8356,1.5681,1.4449,0.762,0.4506,2.8919,1.3577,1.6355,0.4236,1.1591,1.3732,1.2901,1.1891,1.0708,0.1252,0.9236,0.8414,2.265,1.1199,1.0188,0.9766,0.1801,0.1465,0.8096,1.4375,1.6981,2.2123,1.1544,1.0093,1.76,1.0952,-0.1098,0.8283,0.5406,1.4087,-0.0236,1.1297,-0.0399,1.0042,0.7341,0.4307,0.7706,0.6076,0.7145,0.6098,0.917,0.6575,1.7841,1.4383,0.9079,0.1016,1.9037,1.1348,0.8074,-0.1579,0.7496,0.7565,1.998,0.5978,2.3654,1.4658,2.044,0.0614,0.0793,1.3569,0.2394,0.9062,0.5857,1.4218,0.7881,1.2857,1.4118,0.5645,0.7681,0.1895,-0.0238,0.959,0.9459,1.1707,0.7668,Control
Utah__A02,0.6249,1.6559,0.8654,0.8786,1.302,0.7713,1.527,1.4031,1.1614,0.7013,0.2934,1.0722,1.3007,1.481,0.3716,0.9319,1.136,0.8169,0.9215,0.7174,0.1083,0.6974,0.7927,1.9132,0.9351,0.833,0.8038,0.0301,0.0826,0.7492,1.0182,1.2732,2.0603,1.1633,0.8765,1.6579,1.0379,-0.1205,0.5008,0.322,0.986,-0.0148,0.9926,0.0138,0.9425,0.48,0.3006,0.751,0.312,0.296,0.5292,0.618,0.5148,1.5394,1.258,0.9261,0.1035,1.6531,0.9374,0.5416,-0.0901,0.4989,0.8046,1.9439,0.4645,2.5389,1.1532,2.0529,0.0739,0.0163,1.222,0.1809,0.6177,0.4178,1.1405,0.6075,0.9355,1.2609,0.5379,0.528,0.1598,-0.0037,0.5224,0.8406,0.8659,0.714,Control
Utah__A03,0.6938,1.8413,0.9872,1.073,1.5398,0.9819,1.7022,1.448,1.3753,0.7294,0.364,2.3576,1.4179,1.7658,0.3757,1.0697,1.4067,1.1876,1.1153,1.0447,0.064,0.8021,0.973,2.1264,1.1399,0.8862,1.0007,0.1179,0.2011,0.9201,0.8555,1.4485,2.7503,1.4142,0.9832,1.9065,1.0752,-0.1019,0.7936,0.5719,1.223,0.0233,1.1122,-0.02,0.9742,0.7059,0.4986,1.0109,0.4016,0.4348,0.7023,0.7656,0.7441,1.7337,1.4813,1.0247,0.114,1.847,1.0488,0.7409,-0.0782,0.6475,0.7989,2.0537,0.5178,2.8972,1.3103,2.233,0.1569,0.0486,1.3969,0.2439,0.693,0.5535,1.3261,0.8199,1.0236,1.4831,0.6829,0.7605,0.2434,-0.0169,0.7076,1.1179,0.9743,0.9039,Control
Utah__A04,0.7469,1.7324,0.7717,0.9048,1.079,0.8159,1.6873,1.4894,1.2634,0.6506,0.3909,1.55,1.4585,1.4795,0.3609,0.9555,1.2239,1.2809,0.9816,0.7296,0.1488,0.9031,0.8861,2.2551,0.9778,0.9969,0.9294,0.1607,0.2656,0.7479,1.35,1.4304,2.2761,1.0138,0.9574,1.7434,1.0602,-0.0731,0.5633,0.4581,0.9854,0.1349,1.0731,-0.0106,1.0887,0.5113,0.4277,0.8035,0.3368,0.3699,0.6582,0.8149,0.4666,1.6705,1.484,1.0075,0.1111,1.8121,0.9145,0.6969,0.0243,0.518,0.8019,2.0346,0.5636,2.379,1.2639,2.1844,0.0657,0.1175,1.2572,0.2334,0.6741,0.4029,1.1822,0.6786,1.2084,1.3343,0.505,0.6381,0.2031,-0.0276,0.5985,0.9438,0.9504,0.6434,Control
Utah__A05,0.9731,1.9955,0.9421,0.9092,1.4435,0.914,1.7772,1.4991,1.514,0.709,0.4547,1.9884,1.5898,1.8562,0.4772,1.0728,1.3362,1.2201,1.2411,0.9808,0.0982,0.9885,0.9349,2.4117,1.2072,0.9463,1.0396,0.0916,0.2516,1.0025,1.0965,1.5181,2.4615,1.356,1.0515,1.9721,1.2157,-0.1103,0.7023,0.599,1.1338,0.1042,1.1431,-0.0216,0.9788,0.726,0.5021,0.9784,0.4573,0.5114,0.7209,0.9475,0.6929,1.8077,1.5368,1.116,0.1037,1.8169,1.0517,0.8303,0.0052,0.6041,0.8988,2.2283,0.6105,2.648,1.3977,2.5268,0.0409,0.0159,1.3194,0.2185,0.7533,0.5023,1.3004,0.7458,1.1146,1.487,0.819,0.6988,0.4056,-0.0412,0.7351,1.0178,1.0732,0.8654,Control
Utah__A06,0.5952,1.7556,0.7969,0.7318,1.3907,0.9658,1.6188,1.3895,1.2099,0.6521,0.4061,3.0931,1.308,1.5705,0.2467,0.9844,1.3004,0.8267,1.0331,0.8926,0.0957,0.8475,0.9216,2.0422,1.0787,0.8688,0.8535,0.0443,0.0755,0.8256,1.2048,1.3497,2.472,1.2821,0.8871,1.8749,1.0037,-0.1039,0.592,0.4086,1.1657,-0.086,1.0094,-0.032,0.8609,0.6824,0.3564,0.8378,0.3937,0.62,0.5599,0.7365,0.5468,1.7479,1.338,0.9822,0.115,1.6695,1.024,0.6887,-0.1294,0.5939,0.7671,2.0808,0.5021,2.2254,1.2785,2.0798,0.0736,0.0485,1.2809,0.1498,0.6257,0.464,1.2588,0.7175,0.9425,1.4109,0.6318,0.6021,0.1064,-0.0562,0.6021,1.009,0.9277,0.7234,Control
Utah__A07,0.7302,1.8915,1.0013,0.8624,1.4674,0.8382,1.8387,1.5918,1.5901,0.691,0.3002,2.7085,1.3477,1.8609,0.364,1.1473,1.2829,1.2177,1.1675,1.2632,0.0815,1.1251,0.9626,2.3762,1.1857,1.068,1.0896,0.0484,0.1384,0.8715,1.1245,1.6897,1.9798,1.3527,1.0399,1.9127,0.9863,-0.1251,0.7101,0.4761,1.3766,-0.0731,1.1036,-0.0162,0.9428,0.8669,0.4096,0.7733,0.6288,0.6062,0.5073,0.7439,0.7206,1.7697,1.2584,0.9873,0.1706,2.0157,1.1139,0.6782,-0.13,0.8022,0.7989,2.0251,0.7036,2.2112,1.5067,2.1037,0.0618,-0.0304,1.5979,0.2171,0.6682,0.6649,1.3947,0.8159,1.1008,1.4606,0.6378,0.7746,0.2559,-0.0508,0.8635,1.0917,1.1684,0.8534,Control
Utah__A08,0.4514,2.0084,1.0448,0.8463,1.3187,0.8126,1.919,1.6346,1.6278,0.5872,0.3245,1.7156,1.1339,1.7198,0.2967,1.198,1.2091,0.8932,1.1187,1.401,0.0781,1.0175,0.819,2.6059,1.152,1.1747,1.2317,0.1807,0.1241,0.6717,1.0832,1.8669,1.9095,1.1951,1.2064,1.9432,1.0102,-0.0903,0.7226,0.3987,1.5009,-0.0884,1.2435,-0.0486,0.8045,0.8829,0.3414,0.7195,0.805,0.7395,0.4878,0.7079,0.8123,1.7375,1.2448,0.8463,0.1697,1.9639,1.1814,0.5888,-0.1106,0.9913,0.784,1.8094,0.87,2.5672,1.6258,1.7967,0.0458,0.106,1.6228,0.179,0.7077,0.791,1.3888,0.7827,0.843,1.4451,0.4692,0.7477,0.0165,-0.0214,1.0676,1.041,1.3789,0.905,Control
Utah__A09,0.5871,1.7079,0.9432,0.8834,1.4072,0.7689,1.7005,1.4828,1.4374,0.6613,0.3747,2.2374,1.3102,1.8278,0.349,1.047,1.2521,0.9938,1.2069,1.1848,0.0638,0.8946,0.8058,2.4502,1.1391,0.9661,1.0157,0.1018,0.1074,0.8013,1.1598,1.606,2.1911,1.2691,0.9376,1.8616,1.0062,-0.1201,0.6731,0.3762,1.3752,-0.0165,1.0012,-0.0209,0.8572,0.7767,0.356,0.8261,0.6095,0.5541,0.5174,0.809,0.5927,1.637,1.3302,0.8276,0.1377,1.9382,1.0737,0.6974,-0.0919,0.7463,0.7778,2.0487,0.6839,2.4187,1.3494,2.0877,0.065,0.0338,1.4273,0.2167,0.6645,0.5293,1.3381,0.6488,1.063,1.3453,0.579,0.6974,0.0817,-0.0435,0.8757,1.0265,1.1072,0.744,Control
Utah__A10,0.6843,2.0582,1.0207,0.9593,1.4266,0.9184,1.9569,1.7203,1.7306,0.6496,0.3376,3.1715,1.3565,1.802,0.398,1.1476,1.1456,1.3414,1.2417,1.1913,0.1033,1.0239,0.931,2.3575,1.1807,1.0965,1.284,0.0991,0.2172,0.8069,0.9502,1.641,2.1251,1.3532,1.0688,1.9537,0.9394,-0.0834,0.7845,0.4371,1.2385,0.0023,1.1969,-0.006,1.0123,0.8171,0.4749,0.7781,0.6042,0.6865,0.5698,0.7605,0.7228,1.7832,1.3233,0.9696,0.0595,1.8103,1.0955,0.6944,-0.0033,0.8644,0.79,2.0175,0.7899,2.7033,1.611,2.136,0.0906,0.0508,1.695,0.2099,0.8039,0.6535,1.2783,0.8,0.9078,1.4193,0.5501,0.73,0.0767,-0.0366,0.8235,1.0756,1.2209,0.9983,Control
