@relation data

@attribute id string
@attribute 121504 numeric
@attribute 128312 numeric
@attribute 1511 numeric
@attribute 158983 numeric
@attribute 1991 numeric
@attribute 2212 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 221613 numeric
@attribute 286436 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 3012 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3020 numeric
@attribute 3021 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 317772 numeric
@attribute 3458 numeric
@attribute 3586 numeric
@attribute 55506 numeric
@attribute 55766 numeric
@attribute 644950 numeric
@attribute 6628 numeric
@attribute 6632 numeric
@attribute 6634 numeric
@attribute 6737 numeric
@attribute 6738 numeric
@attribute 6741 numeric
@attribute 712 numeric
@attribute 7124 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 727 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 81 numeric
@attribute 8290 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8331 numeric
@attribute 8332 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8336 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8352 numeric
@attribute 8353 numeric
@attribute 8354 numeric
@attribute 8355 numeric
@attribute 8356 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8369 numeric
@attribute 85235 numeric
@attribute 85236 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 8968 numeric
@attribute 8969 numeric
@attribute 8970 numeric
@attribute 92815 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 94239 numeric
@attribute 9555 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.4671,0.3413,-0.0159,-0.0489,0.0313,0.5663,0.7493,1.0327,0.2772,-0.111,-0.0859,-0.1633,1.7531,0.2241,1.3013,0.3579,-0.1414,2.0773,2.1261,1.8408,2.2511,0.6301,3.0447,1.5255,0.064,3.1376,1.0901,2.092,0.7344,0.0395,0.1657,0.8007,0.1757,1.5583,0.7504,1.6084,1.4686,1.5745,0.6911,-0.0361,0.4095,0.037,-0.1855,0.156,-0.036,0.1729,-0.0146,0.4324,-0.0897,-0.1696,-0.0221,-0.0094,0.1511,-0.1034,0.7836,-0.4296,0.7573,1.2688,0.6582,0.7356,3.7005,0.4975,0.6364,1.7702,1.1844,1.0607,0.9978,0.72,0.5971,1.4522,-0.214,1.5379,0.5913,0.5828,3.1817,0.8743,0.0111,0.9351,1.8227,2.6072,1.0924,0.6906,1.3904,0.8347,0.0466,0.1875,0.3715,0.9737,-0.0417,-0.0335,0.5407,0.9315,0.1317,0.4797,2.1239,0.4421,0.8499,1.8603,1.2989,0.8258,1.5529,Control
Utah__A02,0.0672,0.3986,-0.0374,0.047,0.239,0.4012,0.5417,1.7383,0.1874,-0.1147,-0.145,-0.1543,1.6672,0.0999,0.8635,0.1662,0.1373,1.7359,1.8333,1.9724,2.3441,0.5394,3.2633,1.414,0.2722,3.6276,1.0826,2.2223,1.6345,-0.0722,0.0137,0.6771,0.1348,1.3869,0.3773,1.6787,1.3066,1.4915,0.6341,0.2377,0.4322,0.2535,0.0541,0.0646,-0.0843,0.42,0.0635,0.2423,-0.0771,-0.1331,0.0305,0.005,0.2425,-0.0875,0.7164,-0.2229,0.5642,1.0499,0.4806,0.3144,3.9185,0.2011,0.6116,1.3418,1.0957,0.8675,1.0613,0.5859,0.3447,1.1316,-0.0081,1.8371,0.0664,0.4687,2.6733,0.2553,-0.0535,0.3783,1.7081,2.3644,1.3258,0.2996,1.1064,0.4892,0.0124,-0.1425,0.1492,0.7412,-0.0217,-0.0834,0.4513,0.7067,0.1382,0.2114,1.3376,0.1621,0.8317,1.7911,1.1548,0.7075,0.9872,Control
Utah__A03,0.1927,0.401,0.0395,0.0366,0.322,0.6092,0.6549,2.0888,0.1311,-0.0114,-0.1039,-0.1832,1.6712,0.2874,1.2166,0.214,0.3705,2.2212,2.0144,2.2167,2.32,0.6168,3.2587,1.698,0.0989,3.3288,0.3109,2.3588,2.2035,0.1952,0.0959,0.7256,0.2907,1.7121,0.595,1.6272,1.5327,1.6249,0.589,0.6752,0.5375,0.6222,0.1958,0.1361,-0.029,0.6511,0.1874,0.4886,-0.0872,-0.1623,0.0556,-0.049,0.1357,-0.0723,0.9609,-0.1669,0.8211,1.2563,0.9802,1.0034,3.6475,0.8289,0.7487,1.8903,1.0582,1.3743,1.7075,0.6752,0.6845,1.0137,-0.0078,1.2806,0.7779,0.5138,3.3538,1.443,0.5219,0.908,1.7648,2.7238,1.1162,0.5741,1.3377,0.9301,0.0056,0.4839,0.2427,0.7108,-0.0262,-0.0237,0.8223,0.7137,0.1254,0.5259,1.1393,0.456,1.0285,1.7154,1.3969,0.6911,0.736,Control
Utah__A04,0.2357,0.4485,0.0115,0.0521,0.3265,0.5026,0.5332,1.4385,-0.0226,-0.0255,-0.1311,-0.1303,2.146,0.241,1.0932,0.3706,0.1796,1.9819,2.1178,1.9243,2.1154,0.7192,3.256,1.1807,0.1989,3.5778,0.0915,2.7061,0.6827,-0.0464,0.0085,0.6859,0.2269,1.544,0.4482,1.7941,1.0381,1.6329,0.6372,0.1145,0.3432,0.1105,-0.042,0.072,-0.0736,0.1764,-0.0217,0.2318,-0.0537,-0.1117,-0.0102,-0.018,0.2093,-0.0162,0.7915,-0.089,0.8461,1.4062,0.4421,0.5852,4.3601,0.4552,0.6245,2.0084,1.2313,1.226,1.3152,0.8336,0.6856,1.3063,0.0624,1.8865,0.7067,0.3899,4.0282,0.5499,0.2347,0.5681,2.1226,3.2416,1.1824,0.926,1.5887,1.0055,0.0328,0.0661,0.2862,0.7961,-0.0176,0.0364,0.5678,1.0497,0.4951,0.4454,1.8994,0.2416,0.7735,1.8639,1.1284,0.7371,1.1933,Control
Utah__A05,0.4048,0.4588,-0.0118,0.0372,0.4048,0.7067,0.6469,1.9037,0.1534,-0.0219,-0.0886,-0.1205,2.1399,0.4985,0.9989,0.5495,0.2232,1.949,2.2702,2.2998,2.5246,0.7657,3.3307,1.4126,0.2537,3.5296,1.1502,2.5519,0.6381,0.0633,0.0677,1.0185,0.0998,1.494,0.4592,1.7828,1.5375,1.6357,0.5135,0.5649,0.365,0.3764,0.1109,0.1345,-0.0793,0.528,0.1125,0.4582,-0.1081,-0.111,-0.0637,-0.0486,0.2895,-0.1014,0.9421,-0.0435,1.2422,1.5501,0.7492,0.9079,4.486,0.7932,1.2521,2.2056,1.8651,1.4362,1.6156,1.1531,0.8687,1.4958,0.2799,2.0864,0.9619,0.5382,3.4758,1.2297,0.3449,1.1477,2.0983,3.1506,1.7305,0.853,1.6442,0.8148,0.0887,0.2907,0.3809,0.9764,-0.0468,0.0365,1.0668,1.6938,0.4198,0.5636,1.3903,0.2137,1.1321,1.8351,1.5179,0.9059,0.9898,Control
Utah__A06,0.079,0.239,0.0817,-0.0823,0.0495,0.7288,0.3912,1.5514,0.1377,-0.0213,-0.0784,-0.1435,1.5753,0.1733,1.0378,0.1938,-0.1527,1.9586,2.0735,1.9422,2.406,0.6325,3.1875,1.5093,0.1825,3.3593,0.2693,2.112,0.0789,0.0319,0.0968,0.7851,0.2066,1.5846,0.4746,1.7072,1.2365,1.4828,0.5012,0.1919,0.4132,0.1533,-0.0628,0.0106,-0.0485,0.2107,0.0597,0.4776,-0.0708,-0.1008,0.0147,0.0114,0.1478,-0.0734,0.8181,-0.4066,0.5477,1.0787,0.4322,0.2585,3.6232,0.4849,0.4735,1.5258,0.7729,1.0825,0.856,0.475,0.3722,1.1737,-0.047,1.6108,0.2348,0.449,3.051,0.3401,-0.1808,0.41,1.5806,2.0622,0.8038,0.3009,1.1206,0.451,0.1799,0.0222,0.2755,0.8308,-0.0135,-0.0588,0.519,0.7327,0.055,0.2633,1.3944,0.1887,1.184,1.7499,1.4535,0.4816,0.9253,Control
Utah__A07,0.1592,0.4585,-0.0722,-0.0586,0.1941,0.7275,0.7797,1.7759,6e-04,-0.1923,-0.1392,-0.1642,1.5873,0.3188,0.9764,0.2163,-0.015,1.9544,1.8867,1.8919,2.2993,0.7661,2.8594,1.3639,0.0756,3.3186,0.2407,2.3808,0.9899,0.0802,0.0774,0.6733,0.0339,1.5144,0.6052,1.7323,1.4497,1.6641,0.5896,0.164,0.4675,0.2258,-0.0144,0.0281,-0.0988,0.335,-0.0153,0.3844,-0.081,-0.1252,-0.0082,-0.0208,0.1353,-0.0729,0.9035,-0.3733,0.6749,0.9732,0.7582,0.6611,3.9075,0.8477,0.5603,1.4589,0.8733,1.1972,1.3929,0.4853,0.6429,1.176,-0.0329,1.4674,0.732,0.6253,3.215,1.0738,0.3434,0.579,1.8733,2.6553,0.9467,0.6397,1.2023,0.6937,0.0982,0.1822,0.2267,0.8188,-0.0435,-0.0656,0.6894,0.9966,0.2249,0.5226,1.7264,0.2877,1.2271,1.9386,1.7317,0.5814,1.2645,Control
Utah__A08,0.0703,0.2762,-0.0916,-0.0213,0.061,0.2577,0.3604,1.5127,-0.0254,-0.1515,-0.1323,-0.1544,1.5099,0.0245,0.9861,0.216,-0.2775,2.0176,1.7035,1.5099,1.9586,0.401,2.6,1.2623,0.1471,2.8904,0.2157,2.0078,0.8299,0.0187,0.1133,0.5665,0.3389,1.4152,0.5533,1.3926,1.111,1.6108,0.5805,0.0683,0.2445,0.0505,-0.0393,0.1422,-0.0481,0.2652,0.1905,0.3246,-0.1305,-0.1466,-0.0395,-0.0284,0.1374,-0.1517,0.799,-0.3498,0.3103,1.1791,0.4071,0.287,3.568,0.4601,0.6333,1.2926,0.9528,0.793,0.6688,0.7421,0.4391,1.1215,0.0042,1.5532,0.1836,0.4031,2.788,0.6485,-0.0517,0.3481,1.8323,2.2722,0.7523,0.3798,0.8453,0.6856,0.194,0.1392,0.1211,0.8067,-0.0501,-0.0916,0.5469,0.6869,0.0166,0.2949,2.1012,0.191,0.9739,1.7708,1.5859,0.6358,1.2683,Control
Utah__A09,0.327,0.2508,-0.0558,0.0093,0.1645,0.444,0.3217,2.0232,0.1009,-0.0635,-0.1105,-0.16,1.5457,0.2578,1.0109,0.3075,-0.0389,1.8754,1.9224,1.4803,1.9645,0.3074,2.8203,1.109,0.1972,3.0509,0.2228,2.1739,0.813,0.1634,0.0781,0.8266,-0.0133,1.4898,0.4477,1.6966,1.2913,1.4181,0.5624,0.0925,0.3484,0.1252,0.0857,0.025,-0.0526,0.2854,0.0555,0.1927,-0.0761,-0.1479,-0.019,-0.0099,0.0807,-0.0868,0.7729,-0.39,0.533,0.9738,0.5158,0.5427,3.8191,0.2758,0.662,1.1941,0.8522,1.0949,1.2164,0.8388,0.533,1.2437,-0.1017,1.3676,0.2179,0.3841,2.859,0.6235,-0.1541,0.4585,1.7791,2.5707,0.913,0.6229,1.2046,0.3372,-0.0098,0.1009,0.2195,0.8507,-0.0362,-0.0372,0.7831,0.8077,0.1547,0.4491,1.8492,0.3199,0.9946,1.7462,1.456,0.3478,1.1211,Control
Utah__A10,0.1878,0.4177,-0.0591,-0.0126,0.2245,0.6087,0.4435,1.4257,0.2211,-0.0544,-0.1253,-0.1136,1.8028,0.248,0.8664,0.3377,0.1644,1.9127,1.799,1.8458,2.3878,0.3703,2.9707,1.21,0.1049,3.2873,1.1195,2.6214,1.5987,0.1564,0.0735,0.7173,0.0845,1.4367,0.4697,1.6282,1.3856,1.7479,0.6009,0.109,0.4505,0.1093,-0.0592,0.0679,-0.0529,0.2849,0.0677,0.3623,-0.1059,-0.1388,-0.1015,-0.0429,0.1951,-0.0816,0.977,-0.2961,0.6959,1.4062,0.5871,0.7372,4.2479,0.4209,0.6141,1.5046,1.1608,1.1102,0.9139,0.7773,0.6817,1.2984,-0.0434,1.7682,0.4201,0.2351,2.9452,0.4948,-0.0412,0.7568,1.9301,3.412,1.3015,0.8344,1.3723,0.6666,-0.1055,-0.2026,0.234,0.9428,-0.0463,-0.0031,0.5925,1.0552,0.3195,0.4272,1.5323,0.3404,1.2395,1.8609,1.7079,0.5789,0.9831,Control
